Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
B02,,4910.918899,2371.06814,14.14141414,61.81686663,8.754208754,1.01010101,55.16003745
B03,,2678.412933,1003.952083,14.37216339,51.04924466,7.866868381,0.554715078,33.78766804
B04,,3427.533684,1722.696753,25.44642857,77.87091749,12.05357143,1.785714286,35.13118534
B05,,4038.550646,1952.866211,11.42201835,55.26930418,9.95412844,0.779816514,42.5667676
B06,,3872.143257,1801.564851,16.18257261,69.02400951,11.38114997,1.007705987,35.17061202
B07,,5181.905131,1494.697023,18.70769231,32.6691086,5.169230769,0.307692308,36.62979698
B08,,4575.180623,1026.287098,38.88888889,20.96557556,5.555555556,0,47.49913132
B09,,4878.968052,1723.998542,22.63215859,38.11924922,5.919603524,0.220264317,35.91727985
B10,,4346.101998,1633.129322,23.33149476,25.61514305,3.474903475,0.55157198,32.20533198
B11,,4908.694139,5025.292551,20,110.5106935,20,0,87.16918531
C02,,4153.714115,2181.849792,12.16545012,52.33579476,6.204379562,1.094890511,46.00633095
C03,,4559.012059,2140.983259,15.04324934,89.03176308,11.73373449,0.526513727,43.60926241
C04,,4632.220786,2090.632229,18.73350923,58.72852185,7.65171504,0.791556728,31.1076724
C05,,3585.368359,2302.543577,20.5770691,49.82557084,7.517084282,0.303720577,29.94718542
C06,,2326.122089,1470.859549,23.58974359,109.6469427,18.46153846,3.58974359,34.08971348
C07,,3948.408031,1987.081076,18.49229488,79.88755277,12.20324865,0.416493128,34.36440429
C08,,3805.675454,1249.591544,22.22222222,19.31704798,0,0,9.422952524
C09,,3655.456673,1636.443404,16.58894071,51.00841331,9.260493005,0.532978015,35.24012166
C10,,3772.311251,1224.299511,21.10912343,43.21028144,8.765652952,0.53667263,29.57991113
C11,,5186.763267,2300.269225,23.22097378,30.81387962,3.745318352,0,38.38733179
D02,,3634.146141,1662.180184,14.36077058,157.5692546,20.37361354,2.276707531,36.65876429
D03,,3492.817184,1722.139537,19.6780893,111.9493623,15.83592939,0.986500519,37.07633624
D04,,4046.409284,1579.183971,20.04333694,105.3170501,16.90140845,0.325027086,44.34119273
D05,,4252.391865,1925.312339,24.7311828,52.94482045,8.436724566,1.240694789,40.61501256
D06,,4522.30444,2032.153213,25.7751938,66.38455477,12.14470284,1.162790698,37.83382592
