Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
D07,,4635.36668,2743.028281,18.62527716,75.14691772,14.19068736,0.88691796,43.36947751
D08,,660.1969659,2071.921737,27.08333333,86.83747408,15.625,2.083333333,47.32757191
D09,,4516.718294,1823.232293,24.35473197,62.39516269,10.12574454,0.397088021,42.76864429
D10,,4631.333601,2209.246453,20.12526096,30.08916108,5.970772443,0.292275574,35.24994418
D11,,4424.438116,1639.989534,22.7735369,37.23650535,5.852417303,0.636132316,39.86924153
E02,,5037.496364,1959.909733,13.33333333,56.20740716,14.28571429,2.857142857,55.24445171
E03,,3630.071033,2021.460977,22.99741602,78.92933877,13.43669251,2.067183463,41.48005113
E04,,5355.76421,2636.037587,20.98765432,53.283402,9.945130316,0.823045267,46.63918133
E05,,3967.000663,1074.853411,15.10791367,94.85116255,16.06714628,2.877697842,30.58126825
E06,,3233.155401,1288.09627,21.30584192,100.659571,12.71477663,1.718213058,41.27250564
E07,,4822.396778,2099.526859,21.39037433,71.73486848,13.36898396,2.406417112,49.61901804
E08,,5033.438488,1735.012185,23.89502762,77.65019991,11.1878453,1.657458564,39.82127812
E09,,3438.001391,2020.629731,19.81845688,99.43579,16.26323752,0.453857791,25.74106212
E10,,2127.894766,1786.856227,33.49282297,53.21482244,10.52631579,3.03030303,49.09942616
E11,,4692.155632,2022.118902,25.76101772,28.18101709,4.588823262,0.454338937,38.05494416
F02,,4228.618358,2151.41374,11.60409556,68.34606447,10.92150171,0.682593857,41.28059827
F03,,4566.259562,2282.282636,15.63444109,95.44701693,13.51963746,0.755287009,43.04899458
F04,,4371.634126,1363.116533,9.375,110.7833438,21.875,0,39.63711935
F05,,4639.938531,2046.944436,20.03642987,100.6740756,14.02550091,1.821493625,47.89641678
F06,,4263.249623,1311.5311,13.19648094,111.2392035,17.88856305,2.785923754,51.55040671
F07,,3565.928048,1175.272292,12.61595547,55.21708942,8.858998145,0.60296846,30.78267717
F08,,3870.13912,1802.096564,20.5801105,89.03330266,12.22375691,0.759668508,33.97671665
F09,,4263.461621,2187.033731,22.55166217,36.94615063,6.558849955,0.628930818,35.34812928
F10,,4750.054813,1814.043064,16.87791861,66.72026823,12.47498332,1.134089393,40.6587661
F11,,4787.333238,1491.489166,25.37076271,34.29489837,6.091101695,0.264830508,38.94785873
G02,,1601.744031,1488.33458,23.66863905,161.0707644,21.89349112,4.733727811,36.10680503
G03,,4871.166966,2043.526714,17.06464764,100.8999855,13.51193943,0.757134537,39.79289948
G04,,4327.167875,1821.586784,18.90380313,76.44919385,12.63982103,2.013422819,37.49711653
G05,,4683.57756,2507.677338,17.37967914,95.83846602,13.99286988,0.713012478,44.13273857
G06,,4257.47506,2342.373685,12.60273973,70.00188745,8.219178082,0.821917808,43.579008
G07,,4849.35737,2196.239061,20.04909984,83.13586028,13.09328969,0.900163666,54.87519606
G08,,4954.229381,2255.607091,18.66666667,52.87091652,9.6,0.133333333,37.37497649
G09,,2881.964889,1912.013379,18.04461942,69.54886212,11.48293963,0.984251969,37.78776482
G10,,4867.323964,1807.72089,26.80851064,37.51405185,7.446808511,0.638297872,43.51101918
G11,,5139.18376,2034.879448,13.61702128,27.53324741,5.531914894,0.425531915,41.43778041
