Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
F08,Asxl2.3,4279.69905,1993.97573,16.22562674,79.6911381,14.06685237,0.626740947,36.79586759
F09,Asxl1.3,6281.862282,3568.64586,44.44444444,108.1612781,16.66666667,0,22.08002701
F10,Arid2.4,3989.759889,2575.227269,13.4194831,43.2364647,6.958250497,0.994035785,57.40178555
F11,Atr.4,3830.13707,3157.181256,16.20762712,58.21159998,11.97033898,2.012711864,42.48999262
G02,Atad2b.4,3070.56966,1783.105095,16.96406747,90.40792517,14.32412613,1.442190174,38.15954006
G03,Asxl1.4,5503.298381,3377.369254,23.91646966,103.2935763,16.78486998,3.90070922,65.3457893
G04,Aff1.4,4801.830568,2769.955969,16.8161435,67.11208317,11.88340807,1.569506726,59.00201403
G05,Aurkb.4,4531.004547,2117.136912,19.25566343,74.91984498,16.50485437,1.132686084,44.93146311
G06,Atrx.4,4697.499614,3029.758305,21.22173741,85.55303234,13.12971043,0.753669179,43.91778839
G07,Ash1l.4,5283.820003,2244.665576,16.92844677,87.79139751,13.7521815,0.663176265,40.29859104
G08,Aff4.4,5098.92823,2814.709956,27.98327436,96.09382789,15.31038919,1.029269862,39.84006675
G09,Asxl3.4,4887.496549,2439.916142,18.02575107,39.75577555,8.422746781,0.965665236,42.02498995
G10,Ash2l.4,5342.332408,2034.964204,14.92814094,51.2871694,12.61010663,1.019935095,44.21295714
G11,Asxl2.4,3458.257914,1740.631166,17.14904509,76.76451937,15.31797598,1.437290805,35.20195866
