Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
B02,Actl6b.1,2682.399522,6023.122281,25.49019608,31.75374304,5.147058824,0.919117647,54.95558801
B03,Asxl3.1,2660.589156,7463.963034,30.60773481,24.62544015,3.020257827,0.5893186,87.6792418
B04,Atad2.1,2537.368739,8296.669243,30.71786311,20.1726762,2.712854758,0.751252087,82.13692567
B05,Asxl2.1,3159.444884,6962.834627,31.19325551,23.20466146,4.150453956,0.389105058,69.37214249
B06,Aff4.1,3031.561166,7095.111476,30.12746234,23.12321366,3.82387022,0.926998841,65.36752262
B07,Aurkb.1,2977.723918,7410.98779,29.30145335,23.04319292,2.812939522,0.445382091,63.91588013
B08,Atm.1,2749.422764,6752.57455,33.60345759,16.93775038,2.242031334,0.513236089,55.27659542
B09,Ash2l.1,2702.787664,9641.899729,30.27522936,20.72765471,3.211009174,0.705716302,70.10984811
B10,Aff1.1,2627.729264,6704.30769,27.49216301,18.02628109,2.131661442,0.470219436,67.08256377
B11,Atr.1,2933.658613,8048.621779,23.88688327,16.54507662,1.805054152,0.180505415,71.02797118
C02,Atm.2,3068.446532,7287.846534,29.87390883,23.86879466,3.103782735,0.678952473,80.80838924
C03,Arid2.1,3213.317698,7329.590116,29.58359229,35.03971298,4.008701057,0.528278434,89.29483282
C04,Actl6b.2,2458.113846,8394.437534,26.06955216,24.98451448,3.577683262,0.650487866,57.84840871
C05,Atr.2,3028.205117,8346.736695,25.70342205,24.04163811,3.168567807,0.430925222,84.11716275
C06,Atad2b.1,2973.886401,6597.488285,36.51685393,20.88680208,2.574906367,0.327715356,59.99617659
C07,Atad2.2,3296.137016,4896.871232,27.24750277,22.20128386,3.940066593,0.443951165,57.58895248
C08,Aff4.2,2942.490302,6838.855139,28.85075818,19.58420734,2.274541101,0.758180367,72.96489519
C09,Atrx.1,2498.264848,7130.647154,31.79645769,19.24508501,2.530222097,0.73095305,56.30304485
C10,Asxl3.2,2917.340425,7879.493089,27.73561812,20.16570198,2.496940024,0.465116279,63.96037649
C11,Asxl1.1,2565.129552,8403.41169,24.73756276,22.69624847,3.468735737,1.095390233,56.56049167
D02,Aff1.2,2578.396287,7370.704468,25.30201342,26.22370853,2.953020134,0.872483221,78.82928805
D03,Atrx.2,3297.415226,6320.323066,39.39929329,23.27571173,3.239104829,0.971731449,70.3412131
D04,Asxl3.3,2790.210217,8030.946019,32.08652546,19.2551727,3.334835511,0.540784137,76.24777786
D05,Ash1l.1,1465.175825,8072.535065,28.13023701,28.46093044,4.357194158,0.69427819,47.07303052
D06,Arid2.2,2810.408487,7677.234696,30.01567398,21.80797248,2.89968652,0.509404389,69.5534628
D07,Atrx.3,2288.87118,6159.389814,28.06818182,23.11166465,3.522727273,0.511363636,61.19743044
D08,Atad2b.2,2177.961112,5737.73021,29.40406025,24.70067792,3.470857891,0.785854617,73.56559627
D09,Ash2l.2,3141.646862,7927.704818,26.12781955,16.52577145,3.054511278,0.657894737,85.19539394
D10,Actl6b.3,2449.151183,7054.640955,28.00151976,20.40059867,2.507598784,0.531914894,62.08549968
