,,Experiment: 100U p1_1,Analysis: Analysis 1,User: Admin,Plate: 3,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:24:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,
C03,Cbx1.1,C03,Sample,6793,348,584,1900,3902.766253,3035.928706,2975.616884,1397.075791,4512.243324,5052.061472,1670.098138,16.95402299,27.73972603,27.84210526,15.89147287,123.7775062,22.73708898,29.02134565,171.5132611,20.11494253,4.623287671,2.684210526,21.44702842,1.436781609,0.856164384,0.421052632,1.647286822,35.79301401,61.30122809,57.44265061,36.22272546
C04,Brwd1.2,C04,Sample,7087,411,664,1998,4228.272274,3049.190622,3222.142471,2291.03279,5929.706106,5562.0625,1592.055811,17.76155718,35.09036145,34.68468468,20.25810324,119.3330209,20.94035194,24.27444434,143.0117908,17.27493917,2.409638554,2.102102102,19.65786315,0.243309002,0,0.35035035,0.960384154,44.5360319,62.8387667,62.38925933,36.51922127
C05,Chd1.2,C05,Sample,7737,573,726,2109,5214.601781,3471.520233,3152.985424,2113.683679,6467.136303,6145.421142,1748.457601,23.73472949,40.22038567,33.00142248,18.67219917,169.094539,24.64919142,24.09218523,162.1806484,25.30541012,4.269972452,2.465623518,21.16182573,1.919720768,0.275482094,0.474158369,1.02351314,46.73526988,66.27370613,58.28178299,37.64920013
C06,Chaf1a.1,C06,Sample,8970,660,687,2315,3963.767417,3288.400035,3288.883259,3825.964718,6502.94276,5986.649027,1885.364418,13.48484848,34.643377,33.174946,18.71180066,183.7548561,24.96807671,23.04622039,135.1037302,21.36363636,4.657933042,1.81425486,18.17113305,6.515151515,3.784570597,0.475161987,0.822755054,66.79265215,100.0398919,59.51776731,43.48601232
C07,Cbx8.2,C07,Sample,8727,1651,1956,1333,5138.280643,3470.626162,3217.740098,2135.330087,5947.023959,5901.62015,1595.019375,15.26347668,35.68507157,32.63315829,19.03476207,130.8727213,23.68824813,24.07206587,177.5750226,18.11023622,3.323108384,1.27531883,22.17347283,0.847970927,0.408997955,0.600150038,1.687478907,50.85992165,68.00612489,58.91483119,38.99310314
C08,Carm1.2,C08,Sample,8840,2183,1791,1081,3977.394354,2369.275424,3193.931557,1845.776987,6135.468878,5708.667879,1540.016367,17.49885479,33.33333333,32.56244218,18.3551006,127.0579272,23.26732292,25.75990639,149.7100934,19.69766377,3.015075377,1.665124884,19.20225909,1.007787448,0.390843104,0.46253469,1.094246382,42.54790054,62.87162103,58.67352987,37.08305396
C09,Chd1l.1,C09,Sample,9341,1356,1405,1873,3637.486183,2733.572705,2958.078754,2019.88231,4488.347104,6129.697355,1877.60628,19.24778761,37.79359431,31.87399893,15.72700297,169.0710741,25.75088267,26.02233907,123.1917957,21.01769912,3.629893238,2.082221036,18.01996223,0.516224189,0.355871886,0.373731981,1.079039655,38.27644411,54.67469716,52.32698545,35.36546603
C10,Cbx7.2,C10,Sample,9505,565,757,2656,3668.695764,2371.835683,3018.530408,1690.257815,6224.570453,5418.415343,1743.072062,17.87610619,29.85468956,29.89457831,17.53812636,73.95443003,21.84298197,23.33570692,113.014695,13.62831858,3.830911493,2.560240964,16.05664488,0.707964602,0.528401585,0.451807229,1.241830065,30.62357106,49.10622431,53.26926076,36.61652483
C11,Cbx5.1,C11,Sample,11530,1376,1649,2205,4097.24535,2853.966715,2786.99726,2154.409022,6292.650454,6185.821141,1784.262704,13.80813953,29.04790782,31.42857143,16.11336032,67.04435308,18.56356312,19.58384375,84.57253726,11.19186047,2.546998181,1.768707483,13.15789474,0.363372093,0.545785324,0.589569161,0.728744939,37.59155435,52.53599332,56.85550805,38.32889321
D02,Brwd3.2,D02,Sample,8178,767,1465,1473,3640.942203,2370.323879,3212.759824,1796.249546,5019.975031,5446.840486,1738.775713,14.34159061,27.91808874,35.0305499,18.66883117,119.71695,27.31723916,32.4738023,169.8491834,16.55801825,2.935153584,2.647657841,21.52597403,0.782268579,0.204778157,0.950441276,1.006493506,39.88785162,61.53694581,58.69957321,36.39418337
D03,Chd1l.2,D03,Sample,8395,1249,1707,1463,4149.406142,2702.798093,3265.605378,2171.570251,5321.941307,5722.917869,1817.79323,15.77261809,34.91505565,32.26247437,19.15322581,132.6680417,23.27873267,25.39005194,168.022617,20.41633307,3.690685413,1.572112098,21.20295699,2.081665332,0.410076157,0.615174299,0.873655914,42.76133021,66.70397926,56.93905366,38.50418012
D04,Cbx7.3,D04,Sample,7560,486,886,1898,5025.474224,3201.46255,3433.885719,2131.00635,6987.660729,6316.063985,2002.338672,15.43209877,34.08577878,34.56269758,20.1843318,133.0282162,21.15327358,26.66787818,183.7542571,19.13580247,2.821670429,1.949420443,21.9969278,0.617283951,0.338600451,0.105374078,0.737327189,37.10615243,60.26519366,53.37902604,34.57319634
D05,Cbx3.1,D05,Sample,7927,596,1048,2126,3570.71838,2794.275008,3519.381485,1699.196183,5051.915764,6046.144246,1781.960702,17.7852349,32.15648855,33.01975541,20.703125,179.5269613,31.26407415,24.12215589,176.2737238,24.16107383,5.534351145,2.022577611,21.12379808,0.838926174,0.477099237,0.282220132,0.961538462,40.44473907,65.4960657,56.74611601,37.03947788
D06,Cbx1.2,D06,Sample,7726,998,1541,1436,4528.626305,3071.757019,3363.821035,2160.038817,6047.988852,5528.774434,1754.660674,21.34268537,36.21025308,38.44011142,23.56122055,106.3962571,20.46670475,23.21850507,165.3430099,15.13026052,3.8935756,1.740947075,21.66859791,0.200400802,0.259571707,0.348189415,0.772499034,41.31739365,59.59805261,54.78744578,38.22857476
D07,Chd1l.3,D07,Sample,10628,134,169,4142,4495.996609,3756.741938,3022.17347,1685.199651,6834.555057,5882.916598,1712.435214,23.88059701,40.82840237,34.30709802,17.96067302,81.50752837,17.55014407,21.64588644,119.4912631,8.208955224,3.550295858,1.955577016,17.33225218,0,0,0.217286335,0.831137239,29.64981311,69.77844372,68.53784141,42.61779927
D08,Chaf1a.2,D08,Sample,9082,909,745,2604,4422.124866,4019.421321,3288.941618,2193.500853,6449.832594,5950.188933,1806.48646,13.97139714,31.1409396,30.91397849,16.09744447,95.61769164,28.8188396,25.43072784,105.8724441,12.98129813,4.295302013,1.344086022,14.37783616,1.760176018,0.67114094,0.268817204,0.620969668,55.13063586,107.037685,64.3136526,41.07824201
D09,Cbx4.2,D09,Sample,9452,1532,1737,1822,4935.784092,3167.088665,3267.2534,1969.39093,6628.963032,5857.976155,1735.66271,16.97127937,35.80886586,32.27222832,17.92559188,48.04658203,16.66428827,19.47467501,109.2577421,9.203655352,2.07253886,1.701427003,17.58737317,0.848563969,0.172711572,0.219538968,0.422773393,51.35410427,87.97988267,53.48050595,36.15503836
D10,Brwd1.3,D10,Sample,19677,4881,5838,2053,4485.437865,3165.264408,3180.822018,2470.598969,5952.232063,5856.12261,1842.851999,13.39889367,28.53717026,29.0306868,15.87107303,139.1418719,24.15337237,20.54528665,124.4756938,21.86027453,2.723535457,1.607403799,18.33945328,0.389264495,0.308324769,0.24354603,1.305589555,36.04939771,52.64360159,53.77560179,37.79603043
D11,Chd2.2,D11,Sample,9814,1619,1323,1539,4525.838368,2736.003518,3052.9487,2526.948714,6692.503779,6250.501829,1927.835536,13.34156887,32.42630385,27.87524366,15.05494505,77.10516484,21.47265297,22.42258154,89.19574086,14.76219889,3.023431595,0.844704353,13.56043956,0.741198271,0.453514739,0.32488629,1.076923077,40.8997019,62.11710711,58.32057506,40.32690826
E02,Cbx5.2,E02,Sample,7234,567,765,1528,4303.916206,2694.806863,3017.440609,2454.635784,6454.49988,5976.570156,1942.114325,19.75308642,36.73202614,33.04973822,18.88173302,115.1502284,24.33621962,27.77404367,168.8933841,16.22574956,4.183006536,2.552356021,21.75058548,0.176366843,0.261437908,0.392670157,0.761124122,34.85951079,53.5493645,51.61929754,32.1295858
E03,Cbx6.2,E03,Sample,7764,746,845,2037,4533.188618,3350.347531,3518.02381,2357.853981,7254.244269,7138.636202,2081.109881,19.1689008,31.59763314,34.60972018,19.21434671,210.7253469,27.10380603,25.00300137,164.7407396,27.3458445,3.905325444,1.865488463,20.92228864,0.670241287,0.355029586,0.29455081,1.110162254,38.73559725,54.53048436,60.01341092,39.7603439
E04,Brwd1.4,E04,Sample,7336,582,872,2148,3342.346062,2153.107479,3486.123498,2261.669551,6186.703441,6500.760116,2004.962221,16.83848797,30.38990826,35.70763501,18.11382114,158.1074817,25.58418684,23.44627459,175.5302501,22.50859107,3.555045872,1.722532588,22.34146341,0.687285223,0.458715596,0.139664804,1.235772358,42.45068056,59.45059897,58.02512381,37.22370893
E05,Chaf1b.3,E05,Sample,7240,403,613,2350,5262.168436,3325.63856,3557.645097,2590.884405,7220.603233,6649.191308,1895.490923,19.60297767,38.66231648,35.06382979,18.85456885,113.3121738,18.28472414,21.54384149,166.2615428,17.36972705,2.610114192,1.872340426,21.94337194,0.744416873,0,0.425531915,1.19047619,35.22561818,75.22082419,59.53932822,37.53495549
E06,Cbx8.3,E06,Sample,9327,421,711,2894,4052.357586,2464.574884,3498.41916,2037.659554,6060.481783,6532.170411,2018.288777,14.96437055,27.42616034,35.00345543,18.46673095,102.4475651,24.42813208,23.92808465,159.9196908,15.20190024,4.078762307,2.591568763,20.82931533,0.950118765,0.281293952,0.380096752,0.916104147,36.30124511,72.06922084,61.89024427,38.03090458
E07,Cbx3.2,E07,Sample,7115,866,1399,1551,3758.627604,2486.274229,3122.168809,1833.466499,5255.270738,6113.994664,1788.5954,14.3187067,29.807005,33.52675693,20.63621533,101.9144353,24.98232858,24.47814891,145.8219884,14.78060046,3.35954253,1.934235977,18.76019576,0.346420323,0.42887777,0.128949065,0.978792822,37.85645119,64.94290731,58.86883578,37.76539809
E08,Brwd3.3,E08,Sample,7488,424,801,2226,4035.240413,2735.482148,3033.813464,1871.959583,6374.385189,6548.968905,1842.11124,15.09433962,27.46566792,32.92902066,20.41511772,88.87506807,23.39646209,25.60003116,148.1901142,14.62264151,3.995006242,1.752021563,18.55638166,0.471698113,0.374531835,0.449236298,0.991325898,38.83665003,68.65287432,69.5737666,43.61830901
E09,Chd1.3,E09,Sample,8559,1783,2076,1202,4648.343527,2794.228771,3207.035365,2863.539213,6930.628732,5929.522498,1897.087512,17.61076837,35.30828516,32.77870216,16.81353542,100.1336311,25.30529584,24.41826801,146.0677818,14.80650589,2.74566474,1.164725458,19.28093056,0.897363993,0.240847784,0.083194676,0.810715545,41.36177799,60.04476394,55.07384838,37.20165727
E10,Chaf1a.3,E10,Sample,8871,1382,1031,1239,4757.616995,3313.584083,3153.026827,4107.834358,7017.955133,6573.183401,1911.899164,12.01157742,31.42580019,26.55367232,16.47320326,233.9286657,23.27199306,29.34327797,145.3410585,30.24602026,5.140640155,2.179176755,17.41170659,11.28798842,3.103782735,0.564971751,1.061990615,63.76531665,77.79427564,61.68144087,44.47336703
E11,Cbx4.3,E11,Sample,10104,1011,720,2184,5103.104189,2856.453799,2846.578298,2060.71207,6347.290583,6336.298646,1985.292292,13.4520277,26.52777778,28.57142857,15.45763926,50.38670195,21.2504295,24.17664058,79.40745165,6.923837784,3.055555556,1.602564103,11.96489343,0.692383778,0.972222222,0.320512821,0.895575855,43.82903372,58.27808251,58.59534044,41.56483654
F02,Carm1.3,F02,Sample,7405,376,593,1852,4215.071445,2504.522618,2877.234321,1835.379555,4616.962565,5397.505224,1800.947227,22.07446809,35.07588533,32.77537797,20.83333333,160.8796095,28.09515724,30.06506696,165.3794924,20.21276596,3.70994941,2.915766739,21.15384615,0.265957447,0.674536256,0.215982721,0.961538462,50.96293207,61.38160459,69.0185114,44.94084152
F03,Chd2.3,F03,Sample,8444,528,1007,2242,3909.357928,3195.138106,3260.497505,2619.904579,6676.517343,5547.891462,1890.099032,18.93939394,32.27408143,35.8162355,21.04531554,263.7758998,31.92765582,27.05076332,235.4295419,35.60606061,6.554121152,3.12221231,26.99471782,2.651515152,0.595829196,0.44603033,1.417848207,41.82124763,71.94559623,57.72981189,38.84685731
F04,Cbx8.4,F04,Sample,7136,663,878,2016,5144.544111,3548.017042,3471.703536,2886.779476,7994.49258,6192.468651,1871.476905,17.49622926,38.38268793,37.84722222,21.35144549,130.5755989,23.60238214,24.72130186,169.2356913,20.9653092,3.075170843,1.785714286,23.61546499,0.452488688,0.455580866,0.446428571,0.835945664,44.07650804,71.19568246,68.24536415,42.11264871
F05,Cbx3.3,F05,Sample,7880,742,1135,2138,4127.303099,3218.608773,3282.335847,2534.268676,6713.184352,6280.301572,1936.36659,13.47708895,29.33920705,32.46024322,16.15625,140.9886979,25.61414477,22.55330719,156.3101352,21.69811321,3.348017621,1.87090739,20.53125,1.078167116,0.969162996,0.514499532,0.9375,38.58178993,54.19569297,64.13699053,38.94307141
F06,Cbx1.3,F06,Sample,7116,530,936,1978,4492.610057,3554.437691,3366.026715,1937.673459,6054.366703,6733.115193,2008.362605,17.73584906,38.03418803,33.36703741,19.31407942,154.4833294,22.80040068,26.06891529,147.5161873,20,3.952991453,2.022244692,19.92779783,1.509433962,0.641025641,0.455005056,0.722021661,55.40363117,77.21143699,67.4192198,41.96177475
F07,Chaf1b.4,F07,Sample,7628,153,281,2693,4064.242668,3306.757225,3270.230668,5149.607654,6940.989359,5873.417618,1759.73434,12.41830065,39.14590747,34.53397698,18.86166411,394.5754982,32.77561561,28.68757151,175.8786188,37.90849673,2.846975089,2.450798366,21.2863706,20.91503268,11.38790036,0.297066469,1.327207759,90.77851558,120.329113,70.22459778,43.7434785
F08,Cbx6.3,F08,Sample,7918,341,509,2557,4710.271149,2795.934196,3018.982924,1820.88751,5522.310909,5566.178099,1673.47496,19.94134897,35.36345776,35.94055534,18.11434854,114.3470151,22.86198786,24.88758887,139.2976893,17.30205279,2.946954813,2.033633164,19.62616822,1.173020528,0.589390963,0.23464998,0.879604178,39.8721421,62.23975646,62.87124349,40.93250089
F09,Cbx5.3,F09,Sample,8151,615,708,2363,4333.891983,2816.981958,3088.66719,2017.579671,5521.401391,5625.257216,1712.2353,15.77235772,31.21468927,33.3474397,18.21611425,148.0917336,21.90434602,23.58900242,157.5233066,22.27642276,2.966101695,2.031316124,21.42279709,0.650406504,0.564971751,0.21159543,1.104823498,41.31211306,52.93919137,58.62448294,37.04788557
F10,Cbx1.4,F10,Sample,6991,1096,1108,1270,4470.595757,3306.183766,3139.215338,1720.055661,5932.975111,6556.894542,1998.783829,14.87226277,28.88086643,28.81889764,17.55301794,151.7110801,22.6053469,20.45240985,107.9791804,24.72627737,3.971119134,0.787401575,15.88907015,1.733576642,1.083032491,0.236220472,0.978792822,49.64819613,78.4620336,58.76858362,42.86338026
F11,Chd1.4,F11,Sample,10692,1785,1426,1861,3965.619976,2252.47,2970.475163,2133.694,5372.47242,6102.3586,1860.636547,17.31092437,28.68162693,23.91187534,15.31294308,117.9973773,29.3517525,26.35444047,123.8982554,15.18207283,2.173913043,2.04191295,17.43974073,0.616246499,0.420757363,0.322407308,0.526635609,43.05248718,51.75390547,64.09270924,47.90583606
G02,Chaf1a.4,G02,Sample,7337,763,673,1476,3780.190771,2900.982437,3292.660292,3889.177857,5462.651296,6210.89245,1993.31056,13.1061599,34.47251114,35.2303523,19.57671958,305.4757319,20.99065348,29.02966611,165.2621024,34.07601573,4.606240713,2.235772358,19.37830688,8.912188729,2.377414562,0.406504065,1.19047619,68.7189474,82.51081984,64.80351311,42.5403001
G03,Cbx5.4,G03,Sample,8138,1219,1605,1475,4226.380464,2737.218826,3045.395083,2036.044857,5769.717981,5735.537478,1796.480077,29.04019688,40.12461059,39.05084746,22.66097474,107.3313776,22.06112416,22.29256,143.8618948,15.91468417,2.242990654,1.423728814,19.42369264,0.574241181,0.186915888,0.338983051,1.173959445,43.24911563,70.05059514,63.9663259,41.89764142
G04,Brwd3.4,G04,Sample,8207,7,13,2673,1632.48064,1762.046012,2997.139093,160.8411003,3981.199212,6062.290309,1976.612167,85.71428571,76.92307692,34.97942387,19.18681319,107.4556172,14.83101238,26.05151004,135.0773493,0,7.692307692,2.805836139,18.68131868,0,0,0.561167228,0.923076923,45.93820111,17.04830471,71.53780096,43.20862059
G05,Chd2.4,G05,Sample,9167,523,679,2417,3838.481176,2492.383672,3052.796771,2603.72022,7394.329482,6386.175905,1913.928393,16.82600382,31.66421208,34.50558544,20.52023121,134.6029162,24.10831854,23.07609579,147.1385303,18.73804971,4.12371134,1.448076127,20.1073493,0.573613767,0.147275405,0.248241622,0.908340215,42.18876989,57.38650321,67.55200626,45.30470451
G06,Chd1l.4,G06,Sample,7563,0,3,2511,0,1659.008065,2967.954914,0,3873.495461,6562.343601,1998.381221,NaN,0,30.42612505,17.92344717,0,26.09287566,23.68494111,115.9313212,NaN,0,2.986857826,17.96928719,NaN,0,0.517722023,0.710520284,0,39.38586581,64.85407677,39.09305565
G07,Cbx3.4,G07,Sample,8456,1147,1875,1294,3101.768609,1725.867795,3291.477486,2195.119189,7226.558463,6256.999627,1843.945722,16.56495205,25.76,31.76197836,20.55589493,135.5395672,25.37665374,24.16611589,133.011576,20.74978204,2.4,1.777434312,18.44838119,1.046207498,0.32,0.231839258,0.763591936,50.43960789,81.39397282,58.83067095,42.13974782
G08,Carm1.4,G08,Sample,8696,659,630,2216,3993.770009,2634.459361,3282.978474,2160.972542,7044.321824,6741.2102,1933.452283,18.05766313,33.96825397,33.21299639,19.37569677,86.40751588,24.73356218,23.29763857,106.844837,16.38846737,3.333333333,1.66967509,15.62987737,0.758725341,0.793650794,0.270758123,0.758082497,50.55599775,72.07656002,66.62102947,43.13778572
G09,Cbx7.4,G09,Sample,8610,1572,1587,1231,4615.391119,3098.621686,2925.358346,2209.69523,6542.591155,5951.676491,1789.527543,17.55725191,33.01827347,32.00649878,18.16009558,127.3174128,25.99318865,20.97236802,113.1245991,18.25699746,3.717706364,1.380991064,16.54719235,0.82697201,0.441083806,0.406173842,1.135005974,46.23302547,66.59587287,57.77741998,40.71317064
G10,Cbx4.4,G10,Sample,9718,1414,1156,1864,4702.580369,2745.382927,3042.75818,1888.605822,6883.636215,6318.936295,1841.231456,13.50777935,26.816609,29.39914163,18.49481351,59.65523432,21.88710424,19.68243027,85.69888663,9.052333805,2.595155709,1.60944206,12.13860075,0.353606789,0.08650519,0.429184549,1.059368793,45.75956126,76.28346655,63.87956262,42.8126799
G11,Cbx6.4,G11,Sample,10218,1145,841,2062,4070.444765,2301.030628,2676.971144,1611.509129,4862.724518,6677.557149,1991.878127,14.3231441,23.78121284,25.84869059,16.09493418,90.0145883,24.77734284,20.61062467,76.90080135,15.80786026,3.804994055,1.357904947,11.70721978,0.96069869,1.307966706,0.484966052,1.156761069,38.46587008,58.56541059,67.1240784,44.07045852
