type,shRNA,count,pctg,nbPctg
target,Zmynd11.3,86046,4.076684073329714,99.8548099100297
target,Setmar.2,75390,3.5718245158209228,99.74513972396952
target,Sp100.1,73050,3.4609600859625735,99.7112143327124
target,Smarca1.3,55630,2.6356359970170837,99.25259408256251
target,Sirt1.2,52520,2.48829053682073,99.11010844460529
target,Wdr82.2,41102,1.947328972665759,98.28199517049364
target,Suv39h2.3,34850,1.651121957505759,97.49989958727224
target,Setmar.1,34195,1.6200893927377165,97.39762255706849
target,Smarcd1.1,33271,1.576312156332112,97.24539157863678
target,Setd5.4,30984,1.4679587584320928,96.82426771751769
target,Sp140.1,30566,1.4481547705343192,96.7397801073713
target,Setdb1.2,26382,1.2499253797106722,95.73876758488953
target,Setd5.2,24259,1.149341967493033,95.09930025516316
target,Taf3.2,22603,1.0708840632855858,94.52257172576687
target,Setd1a.2,22229,1.0531647056928413,94.38153880701898
target,Suz12.4,21989,1.0417939949381385,94.28878589309994
target,Sfmbt2.3,21040,0.9968323094955859,93.90386632485149
target,Sfmbt1.1,19201,0.909704238337678,93.06611426499637
target,Sirt1.4,19077,0.903829371114415,93.00479398228624
target,Setmar.4,18856,0.893358841627793,92.8938659846112
target,Smarcd1.4,18727,0.8872470845971404,92.82814075124016
target,Ube2a.1,18548,0.8787664294925915,92.73569675321215
target,Smarce1.4,18154,0.8600995126702883,92.52705654132102
target,Rpa3.3,15265,0.723224581960557,90.74756053711765
target,Tet1.2,14902,0.7060263819440694,90.48789291626356
target,Taf3.4,13473,0.6383232749921116,89.36996925465563
target,Setdb1.1,13306,0.6304111554252977,89.22841933013663
target,Sp110.2,13294,0.6298426198875626,89.21814492490327
target,Sfmbt1.3,13239,0.6272368320062767,89.17092315074359
target,Whsc1l1.4,12674,0.6004682837712478,88.66974305097536
target,Supt16h.4,12032,0.5700516325024186,88.06218176671948
target,Ube2a.2,11987,0.5679196242359119,88.01797717334388
target,Setd4.2,11951,0.5662140176227065,87.98246736410907
target,Setd3.1,11279,0.5343760275095396,87.29241681162883
target,Tet3.4,11113,0.5265112859042037,87.11367851639336
target,Supt16h.1,10996,0.5209680644112862,86.98563319053625
target,Sirt4.2,10914,0.5170830715700961,86.89484312455346
target,Setd2.3,10845,0.5138139922281192,86.81774750003251
target,Sirt5.1,10695,0.5067072980064301,86.6480376200303
target,Suz12.3,10586,0.5015431002053361,86.52280345656784
target,Setdb1.3,10535,0.4991268241699618,86.46362672254644
target,Setd7.1,10458,0.4954787211361614,86.37362399024315
target,Smyd4.2,10227,0.4845344120347602,86.09854959071338
target,Smarcc1.2,10207,0.4835868528052017,86.074356991524
target,Rpa3.4,9782,0.4634512191770827,85.54619633192827
target,Sfmbt2.2,9201,0.4359246235584071,84.77686574691539
target,Setd2.1,9157,0.43383999325337824,84.71621330831529
target,Sin3a.3,8989,0.4258804957250865,84.4814379204065
target,Sp110.4,8964,0.4246960466881384,84.44606518066406
target,Zmynd11.1,8608,0.40782949240199634,83.92908884065329
target,Smyd3.2,8565,0.4057922400584455,83.86495246388111
target,Sp100.2,8240,0.39039440257811914,83.36763752976874
target,Smarca4.2,8181,0.3875991028509215,83.27492402963388
target,Tet2.2,7975,0.37783924278646847,82.94502438601963
target,Sin3b.3,7872,0.372959312754242,82.77638782261265
target,Suv420h2.1,7823,0.37063779264182356,82.6952602695302
target,Smarca5.4,7641,0.36201500365284084,82.38888221972753
target,Ube2b.1,7574,0.3588406802338197,82.27397266248853
target,Suv39h1.4,7288,0.34529058325113254,81.77038363043053
target,Setd8.3,7088,0.3358149909555472,81.4049161237826
target,Taf1.3,7065,0.33472529784155486,81.3621847564333
target,Setd4.4,6407,0.30355059918907884,80.06983808986448
target,Sirt7.3,6197,0.2936012272787141,79.62694171127816
target,Sp140.4,6194,0.29345909339428033,79.62050476791426
target,Sin3a.1,6155,0.2916113528966412,79.53642953697016
target,Suv39h2.2,5672,0.2687277975028024,78.44599969121226
target,Taf1.4,5619,0.26621676554447227,78.32045838616969
target,Sin3b.2,5455,0.25844677986209225,77.92404709286681
target,Ube2i.2,5448,0.2581151341317467,77.90688715504014
target,Whsc1l1.3,5369,0.2543722751749905,77.71124395957085
target,Zmynd11.4,5347,0.2533299600224761,77.65619873634591
target,Smyd5.1,5284,0.2503451484493667,77.49741991247129
target,Ssrp1.4,5224,0.24750247076069107,77.34432775611751
target,Scml2.4,5218,0.24721820299182354,77.32893592803342
target,Sp100.4,5126,0.24285943053585424,77.09040029456678
target,Sp110.3,5045,0.23902181565614214,76.87673685900478
target,Smarcc1.1,5029,0.2382637682724953,76.83412667232884
target,Suv39h2.4,4893,0.23182036551149723,76.46630027071502
target,Suv39h1.1,4835,0.22907244374577745,76.30626966577174
target,Ssrp1.2,4786,0.22675092363335903,76.16953526078831
target,Trim24.3,4771,0.22604025421119012,76.12744516231123
target,Smyd1.3,4754,0.22523482886606536,76.07950309910294
target,Usp51.2,4530,0.2146221654950097,75.43179739627173
target,Smarca5.2,4513,0.21381674014988492,75.38130848857938
target,Smarcd3.2,4489,0.21267966907441466,75.30976370235022
target,Smyd4.4,4483,0.21239540130554713,75.29183406755618
target,Sirt3.3,4302,0.2038199902780423,74.73895970624827
target,Whsc1.3,4224,0.200124509282764,74.49366672213196
target,Uhrf1.1,4200,0.19898743820729375,74.41729426535778
target,Setd1a.4,4149,0.19657116217191944,74.25358613272662
target,Sin3a.2,4126,0.19548146905792713,74.17908442688234
target,Tdg.4,4080,0.1933020828299425,74.02892938121387
target,Suv420h1.4,4037,0.19126483048639162,73.88699448718916
target,Satb1.1,3938,0.18657441230007685,73.55471609828696
target,Smyd3.3,3928,0.18610063268529758,73.5206858683754
target,Tet3.1,3915,0.18548471918608453,73.47633587254094
target,Wdr5.1,3887,0.18415813626470257,73.38038426714174
target,Trim28.3,3772,0.17870967069474095,72.97898066287026
target,Ube2i.4,3723,0.17638815058232252,72.80442703402323
target,Suv420h1.1,3694,0.17501418969946264,72.7000560376966
target,Setd2.4,3683,0.17449303212320544,72.66027547073993
target,Whsc1.4,3681,0.17439827620024959,72.65300955383607
target,Sfmbt1.4,3658,0.17330858308625727,72.56937210506497
target,Tet2.3,3647,0.17278742551000006,72.52921768622116
target,Suv39h1.3,3616,0.17131870870418434,72.41537537432647
target,Smarcd1.3,3565,0.16890243266881005,72.22611003371789
target,Smyd2.1,3513,0.16643877867195783,72.03042040979727
target,Smarcc2.4,3502,0.16591762109570066,71.98869168245488
target,Scml4.1,3501,0.16587024313422272,71.98492119321067
target,Setdb2.2,3483,0.16501743982762004,71.91631467947511
target,Sirt1.3,3482,0.1649700618661421,71.91252475527516
target,Sirt1.1,3475,0.1646384161357966,71.88572423422063
target,Smarca4.1,3475,0.1646384161357966,71.88572423422063
target,Suv39h1.2,3468,0.1643067704054511,71.8588725940534
target,Setd4.3,3467,0.1642593924439732,71.8550671563813
target,Sirt7.4,3433,0.16264854175372367,71.72400486274027
target,Ube2b.2,3311,0.15686843045341659,71.2434970768992
target,Sp140.2,3304,0.1565367847230711,71.21539459442964
target,Scml4.2,3133,0.14843515331034557,70.51182331724107
target,Setd1a.3,3112,0.14744021611930908,70.4229537800764
target,Usp27x.2,3092,0.14649265688975052,70.33776257216235
target,Smyd2.2,3066,0.14526082989132444,70.22628268570605
target,Ube2b.4,3057,0.1448344282380231,70.18753127948578
target,Sirt3.4,3053,0.14464491639211138,70.17021376463155
target,Taf3.1,2959,0.14019138801318623,69.75820334716781
target,Whsc1l1.2,2862,0.1355957257498273,69.32011572469244
target,Satb1.3,2589,0.12266154226635322,68.01008671743324
target,Smarcd3.3,2552,0.1209085576916699,67.822965471925
target,Trim33.3,2540,0.1203400221539348,67.76180903330162
target,Tcea1.3,2509,0.11887130534811904,67.60242545496689
target,Satb1.2,2474,0.1172130766963916,67.42038864923728
target,Suv420h2.3,2461,0.11659716319717854,67.35216505651123
target,Scml4.3,2454,0.11626551746683307,67.31526062193909
target,Smarca5.3,2452,0.1161707615438772,67.30468320212745
target,Setd3.3,2390,0.11323332793224572,66.97377907658849
target,Smarcc1.3,2349,0.11129083151165073,66.75061105330383
target,Setd2.2,2320,0.10991687062879084,66.59068331181935
target,Smyd4.1,2317,0.10977473674435705,66.57405344424448
target,Setd7.2,2287,0.10835339790001923,66.40657160767506
target,Sirt3.2,2228,0.10555809817282154,66.07135545570178
target,Smarca1.1,2204,0.10442102709735128,65.9327267398266
target,Taf3.3,2195,0.10399462544404994,65.88031829209841
target,Usp27x.4,2188,0.10366297971370446,65.83943766167586
target,Scmh1.2,2168,0.1027154204841459,65.72218796913492
target,Usp51.4,2091,0.09906731745034554,65.26138848276376
target,Smarca4.4,2085,0.09878304968147797,65.2248886887834
target,Ube2b.3,2043,0.09679317529940502,64.96650457391621
target,Wdr82.4,2039,0.09660366345349332,64.94159053114382
target,Wdr5.4,2029,0.09612988383871406,64.87924799974358
target,Tcea1.4,2027,0.09603512791575819,64.86685256782745
target,Scml2.1,2006,0.09504019072472172,64.73498701683167
target,Sirt6.1,1995,0.09451903314846452,64.66545493783701
target,Sirt7.1,1990,0.09428214334107489,64.63371369407899
target,Supt16h.3,1968,0.0932398281885605,64.49318732445617
target,Smarca1.2,1962,0.09295556041969294,64.4546842609106
target,Trim33.4,1944,0.09210275711309025,64.33841608903164
target,Setmar.3,1866,0.08840727611781193,63.8236221339468
target,Uhrf1.3,1843,0.0873175830038196,63.66817114066316
target,Trim33.2,1741,0.08248503093307105,62.95802738740971
target,Smarca1.4,1709,0.08096893616577738,62.72762383763843
target,Sirt5.2,1697,0.08040040062804225,62.64039259366301
target,Setd8.4,1692,0.08016351082065262,62.60383727782026
target,Smarcc2.2,1663,0.07878954993779275,62.39004887539647
target,Sin3b.1,1654,0.0783631482844914,62.3231108714656
target,Tet1.4,1653,0.07831577032301347,62.315548872962545
target,Smarcc2.3,1640,0.07769985682380041,62.218146512915965
target,Uhrf1.2,1588,0.0752362028269482,61.821918947268095
target,Ube2e1.3,1559,0.07386224194408832,61.59600404575243
target,Trim66.4,1552,0.07353059621374283,61.54087477209737
target,Usp27x.1,1538,0.07286730475305185,61.43013960984437
target,Sin3a.4,1519,0.07196712348497124,61.27842876785413
target,Zmynd8.1,1492,0.07068791852506721,61.059836485276044
target,Setdb1.4,1487,0.07045102871767757,61.01916389750331
target,Rpa3.2,1463,0.06931395764220732,60.82138754336902
target,Rpa3.1,1455,0.0689349339503839,60.75490353609203
target,Wbp7.4,1441,0.06827164248969293,60.637845708980805
target,Sp110.1,1410,0.06680292568387718,60.37498535808085
target,Smarca4.3,1377,0.0652394529551056,60.089838144467834
target,Tcea1.2,1360,0.06443402760998083,59.94070153704709
target,Sfmbt1.2,1357,0.06429189372554706,59.91404338593114
target,Smarce1.2,1348,0.0638654920722457,59.83432836923468
target,Sirt4.3,1345,0.06372335818781193,59.807656278420716
target,Trim28.4,1333,0.0631548226500768,59.70027105593778
target,Sin3b.4,1300,0.0615913499213052,59.40100818521381
target,Sp140.3,1281,0.06069116865322459,59.22575474203673
target,Smyd5.3,1261,0.05974360942366605,59.03875864206937
target,Usp22.3,1230,0.058274892617850314,58.74397612770882
target,Scmh1.1,1225,0.058038002810460676,58.69603435658873
target,Zmynd11.2,1189,0.056332396197255295,58.34449407512905
target,Smyd1.2,1189,0.056332396197255295,58.34449407512905
target,Setd8.2,1177,0.05576386065952017,58.22524874183295
target,Sirt5.3,1164,0.055147947160307124,58.094993039293776
target,Smarca2.2,1144,0.05420038793074858,57.89233825867998
target,Trim24.2,1133,0.05367923035449138,57.77957344523239
target,Whsc1.2,1130,0.0535370964700576,57.74867965055408
target,Smarcd3.1,1121,0.05311069481675626,57.65536429078645
target,Wdr82.3,1120,0.053063316855278334,57.645054585295355
target,Suv420h1.3,1110,0.05258953724049906,57.54064951646814
target,Smyd4.3,1067,0.0505522848969482,57.082786850587006
target,Setdb2.4,1043,0.04941521382147795,56.82045991709762
target,Sirt6.2,1042,0.049367835860000014,56.809274797086275
