Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Prmt1.1,10.67992303,1.411161001,6.854500033,24.3532925,13272.89343,20.8466966,3061.231655,159.2199628
B03,Rbbp4.1,4.523050159,1.217744274,2.919795739,19.10482013,14741.91051,29.68976515,3667.434526,163.2247454
B04,Rbbp5.1,8.073566085,1.932668329,5.796851419,24.15849007,11649.35486,31.54613466,3227.979697,141.5062224
B05,Psip1.1,5.091292135,0.80758427,4.491211032,32.00119532,11774.73867,25.63202247,3079.982264,96.91303233
B06,Prmt3.1,5.888429752,0.929752066,5.480251063,24.48548834,8856.409561,25.17217631,3642.336622,125.7030865
B07,Rnf40.1,3.283120896,0.772499034,2.836697499,27.55706475,14848.01964,31.28621089,3306.298196,121.8628908
B08,Ring1.1,5.50996483,0.82063306,4.659997414,32.00963095,10797.58882,26.6119578,4114.703944,115.1208753
B09,Prmt7.1,3.005319149,0.425531915,3.632832027,32.89662308,11544.5866,27.7393617,3731.388402,87.48341097
B10,Prmt2.1,4.500171762,0.72140158,3.889291573,30.14174216,11702.42424,31.50120234,3395.317653,86.88014287
B11,Rnf20.1,4.447268107,0.889453621,4.026469069,34.44759993,12757.51313,25.54002541,3418.548497,101.6514108
C02,Ring1.2,9.090909091,0,10.36970319,56.20183442,14772.872,36.36363636,4409.218618,105.9785686
C03,Prmt5.1,6.301145663,1.145662848,4.991348903,36.90252806,13112.85491,24.75450082,2677.617086,105.4111605
C04,Prmt1.2,7.044198895,0.994475138,5.478595489,24.41570384,12374.10786,23.03867403,3216.099918,143.9148848
C05,Rnf20.2,4.482225657,0.772797527,4.241020219,33.04728911,11375.65898,33.03709428,2755.010351,113.0961352
C06,Rbbp7.1,3.864139798,0.467634753,3.853734717,28.59396209,9658.163589,31.87300025,3456.101349,88.16928768
C07,Rbbp5.2,4.544421722,0.681663258,4.782757941,22.160735,8541.290584,25.13065212,3600.996138,151.2438802
C08,Prmt3.2,4.898413582,0.751461175,5.107813525,35.23296652,9778.419336,31.47787364,3111.611797,89.22212812
C09,Rnf217.1,4.814348647,0.409062303,4.147669112,24.47922641,9402.910611,31.59219635,3332.618355,123.6050424
C10,Rbbp4.2,3.686440678,0.63559322,3.325291886,23.93801501,10470.54179,25.46610169,3298.823111,118.7523633
C11,Prmt8.1,3.918322296,0.55187638,4.392968674,28.74940931,9288.236185,21.799117,2745.772001,103.9146384
D02,Prmt2.2,4.612780364,1.227253491,4.17685087,24.69489758,13201.1207,31.95090986,3952.062877,168.4196563
D03,Rnf217.2,5.020920502,1.016138673,4.434664093,24.07940832,12611.5375,31.20143455,4105.818043,158.6229648
D04,Rbbp4.3,2.693310165,0.724008109,2.425756752,18.209863,16166.35257,33.33333333,4384.486065,249.5634518
D05,Prmt6.1,4.471679364,0.629347466,3.864831342,24.16764516,11858.75855,26.10135807,4064.274568,148.8088401
D06,Prmt5.2,4.911059551,0.657385924,4.326207492,19.86155085,10418.69791,28.46094354,4304.602187,183.9120645
D07,Rnf217.3,8.467400508,0.50804403,7.504782466,29.54940942,7943.514444,30.65198984,3106.622627,115.1827176
D08,Rbbp7.2,8.819345661,1.137980085,9.115493554,31.79579032,8792.488047,26.6002845,3304.831209,108.7747648
D09,Prmt7.2,5.501432665,0.515759312,4.923987115,31.05333836,10321.21965,28.08022923,2990.560409,100.317996
D10,Prmt1.3,9.90251411,1.539250898,5.872148227,29.18317526,13950.22783,20.77988712,3005.821714,143.0708586
D11,Rnf40.2,4.905968929,2.452984464,3.668936703,43.40353985,13957.74075,26.00163532,3868.629141,157.8960714
E02,Prmt8.2,5.876030097,1.110713006,4.982909616,30.30219864,12804.12736,28.73522035,3613.429712,116.5873207
E03,Psip1.2,5.380617548,0.642005503,5.352869747,29.05271749,11706.32075,32.40599205,3740.813769,130.9424225
E04,Prmt1.4,5.017667845,0.800942285,3.475348437,24.50519424,14160.36357,31.66077739,3900.554061,144.2915311
E05,Ring1.3,4.542586751,0.483701367,4.055814789,27.24273154,11219.37115,28.22292324,3567.142044,118.8480722
E06,Rbbp5.3,4.777216353,0.574184658,4.716691902,33.16621716,11737.52185,26.59623335,3460.160797,121.2090228
E07,Prmt6.2,4.621848739,0.536881419,4.82018488,31.80773904,10545.71327,32.28291317,3941.699226,113.7701657
E08,Prmt2.3,4.478976234,0.487507617,3.671559212,28.14086165,12073.12713,31.13954906,4417.664773,133.7588023
E09,Rnf20.3,4.846083511,1.127704968,4.831414842,33.90786159,11106.99164,29.53367876,3658.138024,128.4644308
E10,Rbbp7.3,5.505298527,0.672008271,4.484819339,26.48474126,10976.87266,27.26802791,2995.25137,143.8116681
E11,Prmt7.3,4.209378408,0.719738277,3.9680166,32.79077714,12682.18264,30.90512541,3466.080793,122.5539789
F02,Prmt3.3,5.429128739,2.340702211,7.233180111,29.99978064,6966.277969,25.68270481,2519.307911,119.3463179
F03,Rnf40.3,4.60704607,0.851722803,3.373115184,31.80798315,15978.6814,24.970964,3777.980319,176.1031791
F04,Rbbp5.4,5.30884808,0.968280467,4.244718075,36.15564974,13666.39705,27.51252087,3415.641212,127.6289318
F05,Prmt6.3,5.796545106,0.882917466,4.647517667,28.25218534,12222.28865,27.90786948,3244.676958,133.9146322
F06,Prmt5.3,4.193076548,0.901999025,3.853352235,24.18027938,12762.62627,27.10872745,2291.183903,151.1594032
F07,Ring1.4,4.285714286,0.584415584,3.19314116,31.18138149,14931.47429,30.71428571,4234.998587,138.2342769
F08,Psip1.3,6.64389941,0.683017696,7.085026032,43.22393981,9154.46062,35.23750388,3428.541142,91.84646642
F09,Prmt8.3,3.955078125,0.390625,3.627372962,40.72842222,11363.08851,32.08007813,3611.653905,89.37480494
F10,Prmt5.4,6.75872093,1.635174419,5.068478539,45.06151693,10779.10504,25,3344.059269,122.7799658
