Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
F11,Rnf20.4,3.352522858,0.541821876,3.013548125,25.95146429,14069.08674,26.92177447,3587.069498,152.4170328
G02,Rbbp7.4,6.720647773,1.255060729,5.715498542,21.82017527,10561.46571,24.12955466,2476.019787,242.0521073
G03,Prmt8.4,5.266689031,0.60382422,5.062788366,27.47741307,9729.232007,24.85743039,3217.831524,128.6331314
G04,Prmt2.4,3.479125249,0.347912525,4.119598859,22.90294712,9876.575489,18.36481113,1578.714111,146.5715172
G05,Rnf40.4,5.022276225,0.769542325,4.479713993,39.40790884,11853.79452,20.04860267,3450.13997,140.8152588
G06,Rnf217.4,4.17193426,0.695322377,3.777295119,28.53327539,11411.89835,30.87863464,3362.324655,143.6513167
G07,Prmt6.4,4.434072345,1.166861144,4.697885523,35.34020427,7502.295483,30.68844807,3404.400176,128.6368103
G08,Prmt3.4,5.716100349,1.429025087,5.362396669,36.62742312,10266.03502,32.13718641,3415.700924,138.2550657
G09,Rbbp4.4,0,0,1.101991163,24.88251144,11810.75454,43.47826087,3572.411353,195.1481538
G10,Prmt7.4,6.142196045,1.640723601,4.182400404,32.05353693,13225.63299,27.21918385,3733.358367,159.2748426
G11,Psip1.4,4.776119403,0.964408726,4.717987508,37.29951212,10807.82267,26.36050517,3719.257374,114.7054229
