Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
E02,Kdm1b.2,39.09433962,2.762264151,223.3652598,50.96780869,4211.068123,16.16603774,5001.984231,60.06055705
E03,Kdm2a.2,35.05658436,2.109053498,163.9039647,40.03155468,4791.611874,20.80761317,4852.265499,74.13669889
E04,Jmjd5.4,33.59205776,1.281588448,164.8015921,36.8903982,3508.390585,17.3465704,5387.494685,65.86206623
E05,Kdm4a.3,40.43824701,1.643426295,222.9752621,34.57567568,3634.522974,23.58067729,5682.090413,91.94437174
E06,Kdm3a.3,46.19439174,2.551127978,336.5615039,34.13262104,4582.909394,19.86084756,4886.770751,91.39177507
E07,Kat5.2,38.88888889,2.550663871,190.107523,44.86623003,4590.979532,15.86303284,5565.822757,85.77037461
E08,Jmjd6.3,30.32296651,1.614832536,119.8559856,44.1111527,4143.853081,21.11244019,5669.616205,65.48686106
E09,Kdm4c.3,73.05903399,3.470483005,1691.433804,38.68554339,4740.995198,21.68157424,5691.013784,116.4012387
E10,Kdm3b.3,39.02097902,4.440559441,239.7939257,60.24179733,3906.378023,15.6993007,5324.959216,78.80522242
E11,Kdm1a.3,56.01617796,4.583754634,616.8940644,55.28173845,4017.326799,17.99797776,6591.323554,91.94969966
F02,Kat2a.3,30.85349156,1.939753537,122.4212147,47.78108858,4220.645177,18.91830215,5431.91746,71.20702172
F03,Kdm5a.3,32.57807716,3.898754848,143.8012112,63.28518098,3023.047507,10.87977138,5273.913091,64.70795201
F04,Kdm3a.4,25.39302802,1.811346548,67.19381156,48.55486769,4869.419375,23.37662338,5621.033763,59.25919193
F05,Kat5.3,31.043257,1.611535199,136.2599431,39.57450207,3013.457899,15.74780888,4020.505322,67.92724892
F06,Kat2b.3,42.80203046,2.61928934,306.9555012,56.80170372,4350.91275,19.30964467,4977.741751,56.21989423
F07,Kdm4a.4,33.67088608,1.828410689,158.3070062,45.71267767,4740.843833,30.37974684,6801.70372,65.10467776
F08,Kdm2a.3,54.18537101,2.561394243,575.8143306,54.45503192,3867.031093,20.12146818,4788.286736,66.17349047
F09,Kdm1b.3,43.57825568,1.612903226,289.3977319,39.4247624,4544.984981,18.01075269,5611.521343,80.94628276
F10,Kat2b.4,41.58755274,1.661392405,302.724576,41.74599777,3113.816531,19.092827,5625.804234,77.51263662
F11,Kdm4c.4,32.8478463,3.191819027,153.9048055,51.19259155,4625.076651,15.40130152,6862.140629,80.57610902
G02,Kdm3b.4,39.70133883,2.36869207,228.1069474,47.68792344,3893.731445,18.20288363,4541.250208,61.72432374
G03,Kdm1b.4,41.59385357,2.952696595,238.2174763,46.92955667,4540.470608,21.768605,4664.633717,86.45864028
G04,Jmjd6.4,27.88671024,2.396514161,125.2606134,46.15473662,4006.369803,20.26143791,4334.249703,53.5207641
G05,Kdm5a.4,32.6429305,1.386511469,128.1852552,42.47907089,4000.831001,21.39678192,5398.576616,67.65301468
G06,Kdm4d.4,41.26614987,2.532299742,258.7455984,42.61114926,4208.159727,22.2997416,4810.546482,66.85851414
G07,Kat5.4,36.92840647,2.840646651,215.3808092,46.94910312,3695.723475,15.84295612,5380.360637,75.05914359
G08,Kat2a.4,44.44444444,11.11111111,219.1840183,40.26695456,3742.567433,44.44444444,3870.544231,101.2617053
G09,Kdm2b.4,32.29927007,2.189781022,157.6946391,44.40075873,3655.683883,16.24087591,4314.040096,71.54161205
G10,Kdm1a.4,56.66229795,16.42638707,564.8839883,91.44179264,4256.755951,23.72214941,7619.731769,144.509705
G11,Kdm2a.4,40.20397209,3.274288782,248.9800002,53.06132902,3477.731264,20.20933977,4371.054226,81.35928399
