Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
E05,Phip.3,40.85760518,1.577669903,230.3636434,47.44715765,4011.059934,19.21521036,4963.754474,71.39667554
E06,Phf20l1.3,44.68085106,1.234567901,286.8942007,48.33146425,4165.429088,19.88442343,4605.213379,74.72043275
E07,Phc1.2,39.42248618,1.740733156,201.7446076,46.71678497,5116.457774,19.33237764,4669.951617,79.62702006
E08,Pcgf5.3,32.55310779,0.924468922,153.5378205,50.72272125,3196.310595,22.4036192,5070.888586,64.55209744
E09,Polr2b.3,40.6659078,1.5651679,261.294115,53.17537547,3653.806746,19.40808196,4501.329475,79.91124476
E10,Phf8.3,35.33939818,1.539538139,156.4241556,53.60165496,4419.444113,16.02519244,4714.010168,68.3281256
E11,Phf1.3,29.15360502,1.500223914,115.4619234,48.25407025,3773.471049,18.04746977,4815.664185,83.1707114
F02,Pcgf6.3,33.52029033,1.154734411,157.220345,48.12893485,3973.134874,22.07192346,4991.800606,71.86283225
F03,Prdm1.3,37.22610723,1.934731935,190.6909278,46.47352012,4453.005544,20.44289044,4308.670661,76.3851451
F04,Phf20l1.4,36.846543,1.222596965,214.4681947,53.01351306,4692.892793,16.39966273,4990.361777,69.49472878
F05,Phc1.3,14.79591837,0.340136054,35.8093602,43.06344637,4882.924761,18.70748299,5348.564784,89.83288021
F06,Pcmt1.3,24.49402024,0.781968721,81.07479953,53.93457027,3852.209208,16.81232751,4995.261729,65.55200959
F07,Phip.4,23.24723247,1.199261993,85.38672622,51.88485208,3874.841843,21.21771218,5751.355356,69.50943333
F08,Phf2.3,33.68315842,1.79910045,161.4455009,52.79129155,3703.632274,15.34232884,4976.127708,78.87658413
F09,Phf19.3,32.31535629,1.212908815,147.8445084,49.08540707,3488.424167,17.1539961,5034.087969,71.80714237
F10,Pcmt1.4,35.88394468,2.104630186,179.428675,59.49116714,4429.856309,16.79194227,4618.978065,78.17538828
F11,Polr2b.4,42.72727273,5.454545455,306.5919573,66.73794327,2995.005824,17.5,3476.248684,69.00284006
G02,Phf8.4,12.5,0,16.97872334,37.14785431,6411.737239,37.5,6431.871419,123.9102749
G03,Phf19.4,48.49462366,1.989247312,391.1158828,57.52073327,3345.109335,18.01075269,6115.430356,84.26421176
G04,Pcgf5.4,21.77328844,0.76318743,71.31484215,54.95783707,3179.789316,21.14478114,6517.637975,63.95027557
G05,Prdm1.4,37.33826248,1.57116451,229.7869822,49.74074378,3258.038196,19.13123845,4850.471877,70.83111537
G06,Ppargc1a.4,41.43167028,1.301518438,279.6230362,65.289662,3915.888093,13.44902386,4728.525798,63.02704613
G07,Phc1.4,32.83203125,0.95703125,176.6560073,51.24631957,3492.435665,19.35546875,4961.758994,72.34771465
G08,Pcgf6.4,38.06386214,1.824632539,242.4822954,56.69117881,3431.746321,19.36137861,5036.880022,68.78117741
G09,Phf20.4,31.00385453,1.13960114,132.6647084,62.93013823,4424.944912,20.36199095,5505.952628,68.16957441
G10,Phf1.4,17.44327885,1.414979263,39.38883759,55.29062309,4584.68206,18.4923152,4822.428998,81.46639851
G11,Phf2.4,42.44558259,2.176696543,281.6898319,59.59125775,4692.84408,20.61459667,4765.514614,72.79624543
