,,Experiment: panel 1 100U,Analysis: Analysis 1,User: Admin,Plate: 13,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:26:44 AM,,,,,,,,,,,,,,,,,,,,,,,
B11,Prkaa1.1,B11,Sample,39.3442623,7.15835141,2.492211838,2.395964691,1.084598698,0.249221184,274.5248712,9.8896684,6.67181735,43.79402761,29.57040337,21.66179595,1480.959064,2717.999324,3591.486787,14.37578815,25.81344902,28.28660436,3014.350353,2258.920769,2828.394421,71.00352663,101.3150945,103.1875942,28213,21095,2379,1844,3210
C02,Prdm9.2,C02,Sample,43.09219117,5.465765501,1.649793776,1.697571167,0.528945048,0.412448444,348.5397006,8.077837163,5.576566336,42.11281453,26.150414,23.04202526,884.7655855,1471.34585,1690.755086,13.5022199,28.65119013,30.3712036,2266.156274,1762.630948,1968.769783,51.39259438,81.53197843,78.1487079,28562,21321,3829,3403,2667
C03,Prdm13.1,C03,Sample,30.67498844,4.160583942,1.683168317,1.202034212,0.364963504,0.0330033,185.5505879,6.162103789,5.974436842,39.45159886,22.39438475,24.57141225,1142.186827,2187.87944,1792.969948,15.51086454,32.38442822,30.62706271,2457.712587,2127.900019,2106.031851,60.65277951,90.23250381,81.8700427,31726,24211,4326,4110,3030
C04,Prdm10.2,C04,Sample,39.29942418,3.673938002,0.484652666,2.351247601,0.057405281,0.161550889,289.0213126,6.934109888,6.451014943,42.9503004,25.49395748,25.05292522,1134.269427,2853.492288,1961.587485,15.01919386,27.32491389,28.1098546,2490.361729,2364.205034,2236.976944,56.40670719,82.6555286,88.12817258,13487,10645,2084,1742,1238
C05,Prkaa1.2,C05,Sample,36.6572238,4.818624797,1.619433198,1.64305949,0.378992962,0,304.9146374,7.597781225,6.393634049,46.88300446,30.26421843,26.10089822,1175.839721,1822.307231,2311.051555,13.42776204,26.25879805,24.29149798,2471.950932,1888.958685,2127.987087,56.30636658,84.66884661,74.87011785,14461,10699,1765,1847,988
C06,Prdm8.1,C06,Sample,26.44972883,3.327495622,0.819672131,0.876095119,0.300225169,0.175644028,154.6255223,7.764752634,7.211841773,38.96003371,27.25269472,25.45359524,847.1787134,1597.28797,1396.099136,13.7254902,28.32124093,24.47306792,1983.409648,1662.633813,1635.416074,60.37761202,82.70697145,79.69805181,25962,20018,4794,3997,1708
C07,Prdm6.2,C07,Sample,29.5264624,3.486441616,1.889200919,1.601671309,0.442722745,0.280827164,187.6771518,7.342744485,6.943029885,45.31733442,32.60307458,26.32732732,1168.07509,2187.287481,2151.986331,13.18477252,22.77255119,25.63186112,2836.907922,2479.549006,2347.434346,60.9744424,82.06251152,87.82189567,32956,25995,4308,3614,3917
C08,Prdm12.2,C08,Sample,31.82093164,3.916692571,1.420538621,1.119177253,0.528442648,0.325540101,191.5608364,7.392837336,6.671298371,39.68999527,27.37315286,28.00827269,1116.317283,2052.345023,1832.922352,12.00846945,26.45321728,27.55253033,2684.935847,2032.922807,2058.529747,59.78390312,88.46449859,71.14746304,30678,23105,3306,3217,3379
C09,Prkaa2.1,C09,Sample,43.05351006,5.481150794,1.531339031,1.497299951,0.396825397,0.106837607,401.0138469,11.40132448,7.24474748,42.88860423,29.12962878,24.41093938,777.2997281,1460.439452,2023.618133,13.84388807,26.61210317,27.70655271,2253.032173,1828.972053,2158.011266,55.65600114,75.32038741,90.94966699,31680,23989,4074,4032,2808
C10,Prdm5.2,C10,Sample,28.98550725,3.713606655,1.352242744,1.173222912,0.326797386,0.065963061,205.6516806,9.2534558,7.27048417,44.99013343,32.32194075,29.93953816,916.1625066,1630.842273,1705.763589,15.38992409,26.97563874,29.22163588,2113.701004,1708.180352,1855.369952,47.86456772,59.7009712,68.73306724,27621,21610,2898,3366,3032
C11,Prdm2.1,C11,Sample,51.20845921,3.626713843,1.882313041,2.114803625,0.132684653,0.254366627,591.2094073,8.271180535,8.276896028,45.73602025,27.85319478,27.36719584,1156.505052,2261.207345,2097.525134,9.617321249,25.60813799,24.84314058,2941.984698,2564.410504,2122.311391,77.78301538,104.9381461,93.06266891,35663,28231,1986,2261,5897
D02,Prdm11.2,D02,Sample,56.33162976,7.589696412,2.941909748,2.839295855,1.057957682,0.324108701,733.883747,10.01850187,5.888934229,48.66897047,34.81263362,24.41495376,903.4929774,1134.535225,1399.688559,10.33503691,22.53909844,28.32211419,2165.209955,2052.234468,2005.598958,67.33635809,71.13395404,93.47323183,29808,22588,1761,2174,4011
D03,Prkaa2.2,D03,Sample,39.33774834,4.833141542,2.740373258,1.490066225,0.402761795,0.307110796,266.2262008,6.988031907,5.863115598,38.47453932,25.41372795,22.02170697,873.9201458,1447.590027,1679.473893,13.11258278,30.86881473,31.58516419,1984.523834,1761.585791,2049.150684,60.06997838,81.03234562,89.06681381,35406,26747,3020,3476,4233
D04,Prdm5.3,D04,Sample,62.5,9.696092619,3.753876285,5.859375,1.157742402,0.277460421,1012.720255,9.280865302,6.30327474,37.04941897,18.66726377,21.90961179,530.4249202,1087.964327,1712.006152,22.65625,36.46888567,29.52505304,2657.07684,2116.308986,2224.685979,97.04091529,124.2982629,86.55405907,33789,25168,512,691,6127
D05,Prdm14.1,D05,Sample,32.87585777,4.001168224,2.075019952,1.746724891,0.262850467,0.239425379,189.8943618,6.644568785,6.317221057,40.11880534,22.68469495,24.01230791,1146.381256,2135.37876,2044.34718,14.75358702,29.61448598,32.96089385,2649.107338,2252.965963,2436.879331,57.91997064,88.7859918,86.08919213,32692,24660,3206,3424,3759
D06,Prdm13.2,D06,Sample,46.61274014,4.859028194,2.718821259,1.617795753,0.359928014,0.22803017,394.2769498,7.229965718,5.471839206,33.24684051,18.69469151,22.21195404,1069.550755,2663.852221,3154.007909,8.493427705,23.87522496,28.59147518,3709.421096,3227.354457,2758.247585,77.95515232,109.7911326,83.44835991,34373,25250,989,1667,5701
D07,Prkaa2.3,D07,Sample,35.28331584,3.956739647,1.891252955,1.101783841,0.211026114,0.189125296,239.0128424,6.849569471,6.733332058,40.33606066,27.90885774,22.7021723,928.3238624,1637.894641,1313.690037,15.97586569,29.22711686,29.5035461,2170.867172,1922.68962,1917.040698,55.78259218,77.98594609,78.6657935,27559,20398,3812,3791,2115
D08,Prdm8.2,D08,Sample,41.89044039,7.150259067,2.55627623,0.859291085,0.621761658,0.228920259,353.5303442,7.908338773,7.436043528,45.68423407,25.58052706,26.94904714,1825.249514,2251.646258,1978.345667,8.80773362,27.04663212,28.15719191,2531.494274,1751.342836,2225.140974,68.53486801,103.9889045,78.81792461,19204,13661,931,965,2621
D09,Prdm15.2,D09,Sample,36.54205607,6.282231599,2.518203883,1.308411215,0.421940928,0.182038835,232.4425024,8.171661121,6.92036578,33.42485839,18.2873365,22.7980104,703.1879872,1367.087942,1423.738673,15.46728972,28.12939522,33.28276699,2418.041467,2065.016928,1936.516561,85.80675086,135.0089249,86.83683717,27397,20180,2140,2133,3296
D10,Prdm10.3,D10,Sample,41.33471288,7.334611697,2.190051967,3.052250388,0.719079578,0.371195249,323.8352143,11.4431441,6.77296408,45.93590173,33.32548608,25.16170121,1129.860746,1808.846124,2029.838044,16.3993792,25.21572387,28.02524128,2269.531131,1817.296342,2221.449874,55.20714169,66.64600528,81.80547785,25147,18585,1933,2086,2694
D11,Prkcd.2,D11,Sample,42.56812552,7.266855067,2.890855457,1.940545004,0.888171175,0.294985251,366.804016,14.14710848,9.356145126,39.09435231,29.07024059,24.85558547,738.0787132,1430.915981,1640.239022,16.80429397,33.50827614,30.2359882,2384.108135,1925.362607,2151.30418,66.93912976,88.89135085,98.50470927,28018,20893,2422,2477,3390
E02,Prdm2.2,E02,Sample,46.03340292,6.317093311,2.404181185,2.505219207,0.949628406,0.209059233,383.4902991,7.876177736,5.647201932,50.262192,27.46201157,25.24632236,1328.112088,2820.364111,2360.24682,18.73695198,36.37489678,35.67944251,3221.355532,2765.78485,2594.427902,60.6219614,94.58445265,99.79982619,23882,17831,1916,2422,2870
E03,Prdm4.2,E03,Sample,26.45283019,3.917585607,1.356213673,0.905660377,0.290191526,0.249100471,120.4828556,6.418948091,5.022379738,36.29898147,25.79465318,22.63115038,950.3600113,1667.948187,1686.507008,19.01886792,31.25362739,33.73927484,2541.672334,2010.77427,2154.136047,70.86873226,106.7443615,97.82942707,28954,21380,2650,3446,3613
E04,Prdm10.4,E04,Sample,36.64649957,4.886423666,0.957411687,2.045520023,0.607501321,0.231099373,267.7074785,8.633076977,5.001473053,43.29091695,30.29677859,23.08014249,1117.667686,1959.84464,2490.820258,18.64016134,36.10670893,33.67448003,2626.505907,2141.146074,2465.185708,61.51485953,78.76634309,83.0392585,28759,20965,3471,3786,3029
E05,Prdm9.3,E05,Sample,21.31961689,2.659574468,1.607403799,1.667257893,0.265957447,0.170482221,88.96246668,4.798312754,5.499952619,43.07810238,24.14956213,23.06119156,1124.424046,2901.471336,2493.843911,22.59666548,38.12056738,33.92596201,3052.05395,2697.585732,2587.400343,65.19912721,108.0538161,91.776599,30472,23274,2819,3384,4106
E06,Prdm6.3,E06,Sample,32.43917654,5.670971364,2.134146341,1.185277604,0.561482313,0.304878049,226.5231548,8.385119646,6.609119957,42.30724985,24.35654166,25.71379831,1180.322583,1946.998072,1889.249541,13.84903306,29.36552499,31.25,2401.094675,2127.435071,2007.921951,57.44487674,100.6337996,80.45153277,32063,23776,1603,1781,5248
E07,Prdm14.2,E07,Sample,29.25706772,3.28685259,1.15327381,1.051939513,0.249003984,0.37202381,199.3234357,6.528117272,6.070535283,48.91574357,35.17556297,27.05451502,767.0998473,1420.61588,1678.847943,10.12491782,25.84661355,27.12053571,2601.239938,2323.527233,2043.996818,56.49309513,80.41554805,88.34779608,18276,13456,1521,2008,2688
E08,Prdm11.3,E08,Sample,28.8543571,3.032375741,1.524777637,0.883607556,0.250797994,0.222363405,168.7119285,7.010026015,5.971859116,41.5975213,27.5796583,24.05643601,893.6285126,1775.776956,1687.39796,14.04631322,30.02735978,32.14739517,2236.439469,1945.109518,1895.744977,58.44367385,81.13069839,84.3405734,30764,22567,3282,4386,3148
E09,Prkaa1.3,E09,Sample,38.52739726,4.926315789,2.627118644,4.623287671,0.884210526,0.451977401,294.90627,6.7992322,5.798237293,56.18050505,27.92552987,25.01326433,1188.281041,2630.457614,2599.786493,7.705479452,21.55789474,22.03389831,2654.048478,2514.598502,2558.398264,59.98532592,101.4931388,97.08646062,24114,16948,1752,2375,3540
E10,Prdm8.3,E10,Sample,53.19148936,9.079445145,1.439319594,5.85106383,1.261034048,0.163559045,630.6634773,14.55685873,7.549011417,43.72105633,30.39877248,28.24792543,837.7643873,1680.271578,2317.791187,15.66193853,31.27364439,30.55282957,2376.287507,2000.473934,2118.281516,76.55875816,86.41187231,82.95405583,23910,17243,1692,1586,3057
E11,Prdm15.3,E11,Sample,30.999181,3.944099379,2.010376135,1.269451269,0.372670807,0.345871163,174.1418139,6.600802701,6.006397455,44.98676465,31.8114095,25.79807312,777.683264,1244.40192,1305.677256,16.99426699,33.85093168,35.36532642,2037.343095,1755.580009,1831.732666,60.90318024,100.362895,97.90358776,33384,24256,2442,3220,4626
F02,Prdm12.3,F02,Sample,44.92372436,7.191780822,2.147074611,2.051551815,0.684931507,0.295222759,349.7672001,9.151758798,6.696272646,38.72296596,21.52656945,23.63644548,958.6483665,1375.534253,1434.721806,14.83429774,30.47945205,31.74986581,2115.295144,1883.914669,2185.171355,82.74015901,104.2366831,89.59493045,29056,21135,1901,2628,3726
F03,Prkcd.3,F03,Sample,52.995577,7.598595912,1.715137957,1.749095296,0.474912244,0.074571216,553.4076641,9.453599478,5.855708896,38.82052323,22.366965,22.30028853,1322.53297,2153.379243,2664.912425,16.24447125,32.81024159,32.43847875,2824.449538,2457.986624,2375.175968,79.17453078,115.156658,86.1652069,28134,20757,4974,4843,1341
F04,Prdm6.4,F04,Sample,45.48581255,6.095728697,1.800327332,1.748351963,0.515132003,0.163666121,396.4819472,6.469591773,4.972645372,39.75837569,22.54699577,20.24433984,1461.469356,2463.89206,2798.042583,18.97391803,35.15775918,32.67866885,3387.238087,2918.758148,3065.402407,75.16915652,114.0752098,106.0840487,28702,20394,3489,4659,1833
F05,Prdm14.3,F05,Sample,30.651341,4.728657569,2.271452608,1.149425287,0.69819105,0.420639372,152.0905688,5.715303086,5.403210481,40.45175433,26.83686504,22.84908252,977.1602411,1614.964739,1315.695702,18.93814997,32.68803554,33.39876612,2603.208233,1970.578916,2068.345387,65.11197578,103.6384906,94.04747095,29971,21698,1827,3151,3566
F06,Prdm13.3,F06,Sample,20,9.090909091,3.025089606,20,0,0.272401434,252.5783691,2.374605845,5.310804487,204.2911619,56.42437482,22.90958167,3190.257732,2161.437079,2139.419032,20,36.36363636,32.31541219,2764.784547,1995.967187,2307.970272,34.89614401,63.14629606,91.16094663,34008,25160,5,11,6975
F07,Prdm9.4,F07,Sample,27.14246349,2.932416953,2.183406114,1.322678424,0.458190149,0.163755459,126.362591,5.162269082,6.072771065,42.63038635,24.74260636,22.71847046,1026.101232,2249.838469,1954.89623,24.38688344,38.05269187,34.71615721,2598.348034,2291.081668,2257.679463,71.23953976,109.9594239,99.39050543,26493,19773,3629,4365,1832
F08,Prdm4.3,F08,Sample,39.81450812,4.413123845,1.859070465,2.252401457,0.277264325,0.149925037,339.8598877,6.952353528,5.041228391,47.77545072,27.32561833,24.28209223,965.1736015,1764.698252,1959.321537,19.07916529,33.31792976,33.04347826,2527.556589,1964.023317,2220.59936,67.90849909,94.44036034,95.02398347,32062,23778,3019,4328,3335
F09,Prdm2.3,F09,Sample,37.19430261,5.259467041,2.207001522,1.746842247,0.631136045,0.380517504,251.325405,7.355591987,6.561768127,43.51260926,28.12166754,25.75821382,1549.056902,2590.71646,2490.185294,12.73851115,26.71809257,26.25570776,2988.305376,2346.941244,2374.305762,64.66536241,110.2906125,86.7440784,30614,22344,3721,4278,2628
F10,Prdm13.4,F10,Sample,62.17345873,8.935546875,2.042221202,11.59874608,2.001953125,0.068838917,950.420978,9.60593196,6.182711172,62.06210104,25.23796718,26.8496421,722.6174667,1762.385893,2752.90521,19.48798328,34.91210938,30.8857274,2387.227381,2133.961737,2453.733594,108.9527738,122.4860749,93.62365393,29647,22161,1914,2048,4358
F11,Prkaa1.4,F11,Sample,38.33431778,4.073319756,1.372412189,2.096869462,0.610997963,0.441963247,263.8705842,7.5042206,5.817412377,45.59532922,28.05584274,26.0589631,739.5575597,1680.424368,2653.441154,18.60602481,34.59775967,32.33310072,2510.057459,2084.312874,2417.572005,65.94613125,107.4578152,100.1754125,33349,25489,3386,3928,4299
G02,Prdm8.4,G02,Sample,33.1092437,4.928131417,2.316331306,1.848739496,0.205338809,0.163781001,210.3459699,7.865651827,5.883131075,45.03693953,34.80535424,26.58452031,634.7381681,858.5083969,1643.529146,16.80672269,31.21149897,30.65044455,2743.648245,2182.050302,2092.339271,67.25880864,80.50205841,91.77244463,23328,17922,595,487,4274
G03,Prdm2.4,G03,Sample,54.08525755,5.943152455,3.835058544,3.641207815,0.947459087,0.373324283,578.556316,7.471160125,6.301309128,55.99047492,29.46316139,27.50638605,846.7046993,1088.847006,1524.684182,13.94316163,30.66322136,29.78109622,2631.30153,1967.978191,2043.085203,72.46955372,99.18045574,91.23324201,35950,26973,1126,1161,5893
G04,Prdm11.4,G04,Sample,44.94714588,8.130385912,3.351735016,2.071881607,1.086549269,0.670347003,354.9505354,7.813064304,6.824522439,43.09305292,25.42798438,24.6869524,1226.335242,1829.886696,1780.77016,15.43340381,32.10940427,30.16561514,2880.7885,2055.759285,2462.627967,81.65797928,98.4639751,108.6442154,28613,20377,2365,2669,2536
G05,Prkcd.4,G05,Sample,58.37912088,7.663725035,3.900911162,7.967032967,1.300510915,0.512528474,701.8919636,6.81372609,7.733944472,51.98202794,21.02939886,25.85000623,1533.295818,2230.511558,1805.961011,27.88461538,39.10822109,31.57744875,3906.971322,3165.122265,2536.091083,123.5551318,157.1944481,105.1922203,28578,21070,1456,2153,3512
G06,Prkaa2.4,G06,Sample,39.6115362,4.827299209,2.752293578,2.177751619,0.873907615,0.412844037,292.6610173,6.82239038,8.503065952,50.82576092,30.58269672,26.1712505,994.6394586,1636.900303,1747.603199,14.77339612,28.54764877,27.33944954,3068.980069,2373.754473,2465.963443,71.27176279,103.1132569,99.4605969,19668,14707,1699,2403,2180
G07,Prdm14.4,G07,Sample,66.20464737,12.63157895,3.250270856,3.709743172,0.713073005,0.469483568,1233.627935,16.83187911,8.251348097,43.11599192,27.89549655,25.21412914,928.5740603,1212.903923,2071.585281,14.59437424,31.68081494,31.96099675,2777.359012,2199.353773,2638.243612,76.98784477,96.92295181,109.119904,28137,21073,2453,2945,2769
G08,Prdm12.4,G08,Sample,48.80851064,5.819672131,2.154011847,3.404255319,0.778688525,0.215401185,492.6334404,7.012792284,6.240862475,54.40285929,26.39880382,26.58403149,902.4786685,1801.667569,2292.289393,14.59574468,29.54918033,30.04846527,2592.62586,2205.385976,2450.000468,81.92495672,124.9672007,109.2913183,21458,15707,2350,2440,1857
G09,Prdm5.4,G09,Sample,58.13862928,8.673281882,2.634054563,4.049844237,1.396545388,0.282220132,828.756535,9.465402852,6.483019578,55.01828552,24.57615499,25.36623383,971.7571703,1535.258975,2264.784583,15.80996885,30.57699375,28.5042333,2655.116232,2198.408961,2403.277629,87.61564424,116.6981891,112.2344746,25588,19095,2568,2721,2126
G10,Prdm15.4,G10,Sample,42.89496911,6.885245902,2.561526871,2.294792586,1.114754098,0.426921145,328.1502176,6.540125743,6.219500736,45.08925481,23.3988251,27.06498678,1126.772854,1730.435459,1629.982902,19.41747573,33.44262295,30.78854847,2711.566776,2117.32676,2150.074269,89.65217963,124.1480781,103.7778876,25261,19244,1133,1525,3982
G11,Prdm4.4,G11,Sample,42.97520661,4.934770278,1.73341303,2.479338843,0.311968236,0.298864316,353.296791,8.862619499,7.129674692,50.07111224,31.03534516,28.41097891,1143.26415,2022.105186,2347.512718,15.48209366,25.80828134,26.65869695,2811.756338,2324.625093,2470.806372,78.09059158,99.00730308,123.5661258,22898,17353,3630,3526,1673
