Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
D03,Prkaa2.2,39.33774834,1.490066225,266.2262008,38.47453932,873.9201458,13.11258278,1984.523834,60.06997838
D04,Prdm5.3,62.5,5.859375,1012.720255,37.04941897,530.4249202,22.65625,2657.07684,97.04091529
D05,Prdm14.1,32.87585777,1.746724891,189.8943618,40.11880534,1146.381256,14.75358702,2649.107338,57.91997064
D06,Prdm13.2,46.61274014,1.617795753,394.2769498,33.24684051,1069.550755,8.493427705,3709.421096,77.95515232
D07,Prkaa2.3,35.28331584,1.101783841,239.0128424,40.33606066,928.3238624,15.97586569,2170.867172,55.78259218
D08,Prdm8.2,41.89044039,0.859291085,353.5303442,45.68423407,1825.249514,8.80773362,2531.494274,68.53486801
D09,Prdm15.2,36.54205607,1.308411215,232.4425024,33.42485839,703.1879872,15.46728972,2418.041467,85.80675086
D10,Prdm10.3,41.33471288,3.052250388,323.8352143,45.93590173,1129.860746,16.3993792,2269.531131,55.20714169
D11,Prkcd.2,42.56812552,1.940545004,366.804016,39.09435231,738.0787132,16.80429397,2384.108135,66.93912976
E02,Prdm2.2,46.03340292,2.505219207,383.4902991,50.262192,1328.112088,18.73695198,3221.355532,60.6219614
E03,Prdm4.2,26.45283019,0.905660377,120.4828556,36.29898147,950.3600113,19.01886792,2541.672334,70.86873226
E04,Prdm10.4,36.64649957,2.045520023,267.7074785,43.29091695,1117.667686,18.64016134,2626.505907,61.51485953
E05,Prdm9.3,21.31961689,1.667257893,88.96246668,43.07810238,1124.424046,22.59666548,3052.05395,65.19912721
E06,Prdm6.3,32.43917654,1.185277604,226.5231548,42.30724985,1180.322583,13.84903306,2401.094675,57.44487674
E07,Prdm14.2,29.25706772,1.051939513,199.3234357,48.91574357,767.0998473,10.12491782,2601.239938,56.49309513
E08,Prdm11.3,28.8543571,0.883607556,168.7119285,41.5975213,893.6285126,14.04631322,2236.439469,58.44367385
E09,Prkaa1.3,38.52739726,4.623287671,294.90627,56.18050505,1188.281041,7.705479452,2654.048478,59.98532592
E10,Prdm8.3,53.19148936,5.85106383,630.6634773,43.72105633,837.7643873,15.66193853,2376.287507,76.55875816
E11,Prdm15.3,30.999181,1.269451269,174.1418139,44.98676465,777.683264,16.99426699,2037.343095,60.90318024
F02,Prdm12.3,44.92372436,2.051551815,349.7672001,38.72296596,958.6483665,14.83429774,2115.295144,82.74015901
F03,Prkcd.3,52.995577,1.749095296,553.4076641,38.82052323,1322.53297,16.24447125,2824.449538,79.17453078
F04,Prdm6.4,45.48581255,1.748351963,396.4819472,39.75837569,1461.469356,18.97391803,3387.238087,75.16915652
F05,Prdm14.3,30.651341,1.149425287,152.0905688,40.45175433,977.1602411,18.93814997,2603.208233,65.11197578
F06,Prdm13.3,20,20,252.5783691,204.2911619,3190.257732,20,2764.784547,34.89614401
F07,Prdm9.4,27.14246349,1.322678424,126.362591,42.63038635,1026.101232,24.38688344,2598.348034,71.23953976
F08,Prdm4.3,39.81450812,2.252401457,339.8598877,47.77545072,965.1736015,19.07916529,2527.556589,67.90849909
F09,Prdm2.3,37.19430261,1.746842247,251.325405,43.51260926,1549.056902,12.73851115,2988.305376,64.66536241
F10,Prdm13.4,62.17345873,11.59874608,950.420978,62.06210104,722.6174667,19.48798328,2387.227381,108.9527738
F11,Prkaa1.4,38.33431778,2.096869462,263.8705842,45.59532922,739.5575597,18.60602481,2510.057459,65.94613125
G02,Prdm8.4,33.1092437,1.848739496,210.3459699,45.03693953,634.7381681,16.80672269,2743.648245,67.25880864
G03,Prdm2.4,54.08525755,3.641207815,578.556316,55.99047492,846.7046993,13.94316163,2631.30153,72.46955372
G04,Prdm11.4,44.94714588,2.071881607,354.9505354,43.09305292,1226.335242,15.43340381,2880.7885,81.65797928
G05,Prkcd.4,58.37912088,7.967032967,701.8919636,51.98202794,1533.295818,27.88461538,3906.971322,123.5551318
G06,Prkaa2.4,39.6115362,2.177751619,292.6610173,50.82576092,994.6394586,14.77339612,3068.980069,71.27176279
G07,Prdm14.4,66.20464737,3.709743172,1233.627935,43.11599192,928.5740603,14.59437424,2777.359012,76.98784477
G08,Prdm12.4,48.80851064,3.404255319,492.6334404,54.40285929,902.4786685,14.59574468,2592.62586,81.92495672
G09,Prdm5.4,58.13862928,4.049844237,828.756535,55.01828552,971.7571703,15.80996885,2655.116232,87.61564424
G10,Prdm15.4,42.89496911,2.294792586,328.1502176,45.08925481,1126.772854,19.41747573,2711.566776,89.65217963
G11,Prdm4.4,42.97520661,2.479338843,353.296791,50.07111224,1143.26415,15.48209366,2811.756338,78.09059158
