,,Experiment: panel 1 100U,Analysis: Analysis 1,User: Admin,Plate: 11,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:25:08 AM,,,,,,,,,,,,,,,,,,,,,,,
C03,Ncoa3.1,C03,Sample,48.98929845,7.224334601,2.231668438,2.497027348,0.633713561,0.212539851,410.8719357,7.479165369,4.646057465,36.97326925,21.27169383,24.86780823,4205.240565,7998.503757,8311.323266,17.36028537,31.81242079,30.81827843,5153.013205,3994.133784,3327.987216,105.6926027,147.4294886,110.0238727,27785,20686,1682,1578,2823
C04,Nap1l2.2,C04,Sample,67.06586826,15.71428571,3.102931736,26.94610778,6.19047619,0.299593409,1496.424282,11.2704979,4.65343166,140.5974011,32.35532513,26.14084358,602.9561179,4162.445209,8647.322125,27.54491018,42.38095238,32.24909052,3926.114758,3718.996265,3800.326961,212.9729119,198.5721206,114.1877905,28202,21163,167,210,4673
C05,Paxip1.2,C05,Sample,37.20848057,5.879712747,1.576943991,1.625441696,0.448833034,0.380641653,243.6247658,5.395730687,4.565661696,39.18561393,25.41723996,23.86332426,3420.116876,9618.251475,8671.926009,20.53003534,36.8043088,34.47525829,3555.019688,2638.346573,4122.349556,80.10459475,134.1750004,121.1280802,24720,17856,2830,2228,1839
C06,Padi6.1,C06,Sample,38.56298317,7.250608273,2.936814002,1.546157344,0.97323601,0.326312667,251.7772184,7.794432978,5.675552484,40.7433762,24.20786674,23.20043225,3326.294366,8346.927539,8652.458613,18.55388813,30.85158151,35.15277366,4988.633485,3900.244238,4106.510902,80.8252676,128.2509594,120.5625337,28566,20832,2199,2055,3371
C07,Padi4.2,C07,Sample,44.41022482,7.407407407,2.242808386,1.940252541,0.715841892,0.438810336,361.8458738,8.821952198,3.914981227,40.95602648,23.66285706,21.28447203,2077.055492,5100.677312,10709.45834,16.47674777,30.90569561,33.10580205,5777.585688,4336.690507,4243.837848,97.71714385,144.7892933,123.4817926,27025,19526,3247,3213,2051
C08,Ncoa1.2,C08,Sample,39.00578035,4.350161117,1.70261067,1.595375723,0.456498389,0.340522134,272.5543358,6.67333476,4.556137383,48.97831728,35.23245292,23.62424915,2513.510461,8168.193703,9339.258757,15.83815029,29.59183673,32.91713961,4787.649222,4144.270108,4386.011589,64.36559799,95.90722886,106.0726332,25587,19104,4325,3724,1762
C09,Pbrm1.1,C09,Sample,36.36363636,5.843621399,3.511904762,1.08608206,0.864197531,0.386904762,151.0545375,5.373558147,5.187815225,35.51299804,26.13134701,22.9940426,5112.627737,9347.895265,8855.410236,17.81979083,33.53909465,34.13690476,5587.827556,4376.031174,4236.70975,101.2316726,129.316024,114.9143461,30190,22139,2486,2430,3360
C10,Padi1.2,C10,Sample,36.59609568,5.005213764,2.419753086,1.594720924,0.556134863,0.345679012,207.991691,5.505013837,4.959530925,41.85942656,24.95065417,25.10358996,3700.185466,9512.008044,8368.068454,19.05416552,31.59541189,26.66666667,5091.123084,4044.32238,3953.726542,77.66035836,119.0543653,101.7236379,27404,19957,3637,2877,2025
C11,Nsd1.1,C11,Sample,60.60492905,7.982336957,3.274394237,3.622106049,0.917119565,0.425671251,822.308065,8.196204454,5.376336322,45.41580439,21.34940774,25.64875551,4075.594284,8778.825392,9757.045181,14.97386109,30.57065217,30.55009823,4153.861234,3564.102135,3986.390957,94.4253635,140.033464,113.8685039,31231,23193,2678,2944,3054
D02,Nap1l3.2,D02,Sample,28.08875441,3.784477229,2.855942881,2.571860817,0.449005773,0.29399412,111.9021013,3.79278705,4.570208505,40.00735186,21.82819843,20.99381254,4480.284704,11156.41351,9380.591533,17.19616742,30.0192431,29.18941621,4983.53997,3516.299619,3744.048541,109.6894396,162.619299,135.2934524,25547,19081,1983,1559,2381
D03,Pbrm1.2,D03,Sample,28.26718296,5.476951164,2.501954652,1.290738948,0.638977636,0,116.4340228,5.104155187,4.795467879,33.40398805,24.18686324,20.25577496,4101.318945,9526.95578,8298.980393,16.10196838,31.53811045,30.10164191,5061.618702,3637.84643,3429.018336,97.86894693,143.0415485,124.8304664,22497,16137,3099,2191,1279
D04,Padi1.3,D04,Sample,39.56712885,5.389797883,3.150912106,1.792357119,0.384985563,0.386954118,245.2408804,5.306776652,4.642657859,42.55373345,26.939703,23.89960768,3158.120859,8678.449958,9403.313425,12.07304701,29.11453321,32.11719182,4955.43749,3858.768171,4140.912949,86.70400995,137.9287296,123.2977321,24570,17798,2957,2078,1809
D05,Ncor1.1,D05,Sample,35.14309764,5.252317199,3.591160221,1.430976431,0.669412976,0.460405157,146.9316577,4.410176041,4.79893081,41.12073623,26.04252182,25.03302664,5329.362372,12088.25029,9367.433031,26.47306397,36.71472709,28.77532228,6140.375008,4879.857707,3998.19513,91.53054591,136.0553935,126.4816158,23342,16885,2376,1942,2172
D06,Ncoa3.2,D06,Sample,41.74268638,6.000789578,2.593965061,1.195344448,0.592183182,0.317628375,304.0270637,5.735820426,4.537273945,34.81703844,19.33247426,23.75778117,2961.19884,8997.543827,8965.835826,12.42529097,28.8590604,34.51561673,5133.550778,4328.141896,3957.884875,95.25665855,175.7005721,113.9492759,24791,17491,3179,2533,1889
D07,Pbrm1.3,D07,Sample,32.73150844,4.671814672,2.210991788,1.252184042,0.27027027,0.379027164,131.1902579,4.27013537,4.227905258,32.39109975,19.98609562,22.94574275,4630.020351,10806.64156,8790.413433,19.97670355,36.06177606,31.58559697,5756.865758,4762.688106,4165.100703,114.9521604,179.5009182,115.1474818,24015,17237,3434,2590,1583
D08,Padi6.2,D08,Sample,31.55190134,5.863013699,2.806685588,2.10688592,0.657534247,0.283822138,147.9653119,4.921345671,4.671570309,42.09453446,24.77564602,24.06433072,3759.447199,10078.00178,9467.685916,19.98972251,31.89041096,32.95490382,5853.881358,4781.772611,4176.771423,93.60295954,149.0787875,123.7829757,27271,19920,1946,1825,3171
D09,Ncor2.2,D09,Sample,49.98553659,6.236080178,2.205592753,1.764535725,0.593912398,0.354470264,465.8991941,5.527451881,4.650215285,48.00725673,28.0222892,26.70792319,4266.000023,10077.3538,9382.611089,17.41394272,32.96213808,34.30484443,4807.100075,3765.533713,4428.730231,76.79320358,115.385538,116.8464986,29293,21507,3457,2694,2539
D10,Nap1l2.3,D10,Sample,40.34165572,7.046979866,2.389380531,3.679369251,1.454138702,0.324483776,214.5624205,5.237307731,3.690722558,37.73408336,18.91185806,23.33864064,4152.547489,13381.9473,10181.95313,20.36793693,35.34675615,32.83185841,5776.471225,4598.00425,4205.601238,154.3766018,220.0526333,126.5692169,24016,17952,761,894,3390
D11,Pcgf1.2,D11,Sample,40.32432432,5.937399161,2.165841584,1.279279279,0.645369474,0.433168317,289.2562065,7.253987172,3.964462143,38.70710228,28.22649067,26.767755,2562.557214,7043.413257,10607.85082,11.45945946,23.33010649,27.90841584,4559.924573,3300.026986,4201.551116,97.557061,130.1592901,130.0578228,29156,21294,5550,3099,1616
E02,Nsd1.2,E02,Sample,48.77474081,7.532467532,2.297592998,2.120640905,0.987012987,0.328227571,418.5128365,7.270970782,5.226813787,40.16663531,18.47986067,23.03500681,4190.168714,8819.36615,9173.85113,13.99622997,28.51948052,29.75929978,5002.27537,4124.901119,3632.972603,119.4863089,188.8459582,140.802757,22972,17050,2122,1925,1828
E03,Orc1.2,E03,Sample,28.73986735,4.997369805,2.177858439,1.547531319,0.526038927,0.362976407,98.35289605,4.921793914,4.184084566,37.21595245,24.56662406,24.8413349,4303.957745,10045.77599,9175.983813,16.91230656,28.0378748,30.76225045,5388.550601,3521.432968,3970.88923,110.1352821,157.5222222,120.0516474,24778,18249,2714,1901,2204
E04,Nap1l2.4,E04,Sample,32.3928259,4.299847793,1.325019486,1.684164479,0.494672755,0.467653936,160.4722379,5.508192395,3.77266657,45.13940854,29.00546524,24.25025391,3400.183931,8506.900468,8609.040099,15.33245844,30.09893455,33.04754482,4901.615989,3580.66546,3879.144316,85.99988348,121.0936478,124.3839303,23562,17325,4572,2628,1283
E05,Parp1.3,E05,Sample,39.86092418,4.571428571,2.342342342,1.861821445,0.542857143,0.18018018,229.1105535,4.748616925,4.410552321,44.3175294,26.78329377,23.79495401,4267.816334,10461.79796,9021.596302,16.77882459,32.25714286,33.81381381,5327.441878,4196.248802,4349.28322,86.03806482,130.2719666,126.86571,26793,19942,4458,3500,1665
E06,Padi4.3,E06,Sample,46.03626022,5.229540918,2.895509862,2.523995734,0.319361277,0.335711288,352.3582072,4.976408768,4.669239768,43.84741273,24.23248329,23.4544651,4030.806155,10473.84286,9034.482846,19.80092428,33.29341317,34.36844314,5201.185021,3977.835702,4067.479932,92.96938871,138.8528081,112.3139452,27611,20468,2813,2505,2383
E07,Ncor1.2,E07,Sample,45.94594595,11.53846154,3.350369108,8.108108108,0,0.454287337,319.7778314,9.376207873,4.592990588,67.89285496,19.09429846,25.34640119,3315.519639,7010.981369,9081.336936,18.91891892,26.92307692,29.35831914,4218.36463,4488.510336,3687.431942,76.35694914,140.7256651,114.3037824,32770,24632,37,26,5283
E08,Nap1l3.3,E08,Sample,43.92212726,4.644450276,1.663201663,2.160493827,0.341117817,0.467775468,349.58249,5.983385391,4.541086877,42.8828846,26.77860327,25.60266405,3949.101171,9256.186938,8701.24089,15.02849003,31.33035949,33.41995842,4705.12292,3739.198992,4260.31169,86.3368838,126.8165158,126.2488532,26604,20137,4212,3811,1924
E09,Paxip1.3,E09,Sample,34.85930281,4.320712695,2.666248432,1.511969761,0.579064588,0.313676286,181.1549616,4.14346281,4.674350592,38.68756639,19.3979565,21.68521644,4600.024517,11405.87558,9388.91344,21.41957161,31.58129176,34.5357591,6723.615775,5852.189745,4128.953009,100.8443842,179.3676526,119.3517631,27859,20703,2381,2245,3188
E10,Padi6.3,E10,Sample,33.55209188,6.018518519,2.290076336,2.296964725,0.848765432,0.395815663,166.2397104,4.729109511,4.572334861,47.8391529,24.24717358,23.69000131,4197.573081,11038.25085,9683.158039,15.17637408,28.47222222,29.03590614,6057.270412,4555.29451,3871.731085,90.72224555,151.2525071,117.6932231,26927,19756,1219,1296,3537
E11,Ncor2.3,E11,Sample,32.34182002,3.708481135,1.97869102,1.7645576,0.515962593,0.190258752,153.1800471,3.902652451,4.161089529,48.79266852,29.79367627,25.08368573,5176.358828,13329.30815,9827.813646,15.8810184,31.11899387,30.2130898,5698.602375,4156.139652,4072.119559,94.16390171,138.0430446,123.7895698,29986,22704,3967,3101,2628
F02,Ncoa1.3,F02,Sample,31.04883463,5.150631681,1.822457378,1.331853496,0.534499514,0.176366843,171.4699902,5.970551011,4.586392321,36.69367326,26.98391591,27.22808096,2898.486474,8618.599944,9496.111232,19.06215316,30.4664723,31.92239859,4510.425932,2733.590795,3598.852152,85.78643357,128.2251688,115.2845641,26392,19870,3604,2058,1701
F03,Pcgf1.3,F03,Sample,24.94896802,4.496469714,2.435150873,1.020639601,0.371609067,0.4235045,88.90928369,5.256541384,4.995076791,37.32048276,25.1034673,24.57613223,3260.764488,8182.382231,8680.710239,11.70333409,22.70531401,32.55690842,4327.985552,2779.920576,3475.050489,85.75256684,123.484291,123.2008783,28415,20937,4409,2691,1889
F04,Padi4.4,F04,Sample,43.96896308,7.622377622,2.323991798,2.116153304,0.559440559,0.4784689,374.1090875,10.02548695,4.696078634,44.78642347,30.14253383,26.14872781,2789.421429,7203.590031,9110.328406,13.6374324,26.29370629,36.43198906,5171.29275,3765.531469,3870.630668,79.9605911,112.4729277,111.6755454,25802,18464,4253,2860,1463
F05,Ncor1.3,F05,Sample,35.28082634,3.998073218,2.097235462,0.936087799,0.529865125,0.095328885,197.7916703,3.986415969,4.961443644,43.0529344,27.09704898,22.12015853,5812.903799,12443.65571,9901.404434,29.30923176,48.50674374,31.6491897,5849.79014,4436.745689,4130.515898,86.53029913,136.6492465,132.2402885,25672,19045,3098,2076,2098
F06,Ncoa3.3,F06,Sample,46.25346901,5.90809628,2.638944422,1.110083256,0.437636761,0.319872051,407.5253523,6.782097185,5.022695566,38.83822266,26.03936219,25.19898264,3587.446546,8630.648281,8768.127546,14.61609621,35.04741065,33.30667733,3671.635582,2638.376319,4058.742618,74.71200951,105.7522454,122.3506811,28311,20887,3243,2742,2501
F07,Parp1.4,F07,Sample,37.78599492,4.916452442,2.317183268,1.82574532,0.482005141,0.270839603,189.1432327,5.282954554,4.394294507,39.46356145,22.29468757,25.10093002,4775.533227,10691.56562,9895.492699,14.88329096,30.1092545,30.12338249,5176.704528,4176.0233,4229.96471,88.47525046,148.3830757,119.7803543,33634,25527,4327,3112,3323
F08,Orc1.3,F08,Sample,42.80726257,6.052428682,2.18438805,2.548882682,0.65535852,0.35335689,287.6130742,5.656057705,4.32087915,48.05872864,25.84913839,24.90186918,3223.398658,9482.97819,9499.607302,14.80446927,33.384734,32.3160938,5760.224747,4881.467292,4081.590499,85.10752855,140.0757495,126.846379,30584,22649,2864,2594,3113
F09,Nsd1.3,F09,Sample,54.71960989,5.794525418,2.90259559,1.01010101,0.568787771,0.167457438,634.3427946,7.189634359,5.58901974,47.73963453,32.90576691,27.39960045,3374.012519,8772.64903,8961.948182,23.05816789,34.02061856,32.06809936,4955.648659,3584.83486,3925.004585,76.08835585,112.9262818,107.3788271,33926,25343,2871,2813,3583
F10,Ncoa3.4,F10,Sample,37.87477954,5.088932806,2.869031975,1.76366843,0.64229249,0.503723171,247.0152661,6.303741892,5.493218858,52.86757748,32.09616543,32.01629157,3833.331814,9600.235307,9025.0252,15.1675485,27.51976285,32.32588699,4948.419002,3811.377693,4051.009173,78.81935941,121.8697527,110.6638116,33108,25552,2268,2024,4566
F11,Paxip1.4,F11,Sample,37.9703763,5.18902891,2.683843264,2.502001601,0.49419323,0.429414922,223.4395129,6.666242397,4.875257309,51.19685232,29.61751037,28.26693307,3877.185987,8276.955723,9865.759257,16.81345076,33.85223622,30.5958132,4912.902172,4092.492814,3917.301812,85.94535347,130.5304856,126.7120513,30835,23794,4996,4047,1863
G02,Padi6.4,G02,Sample,38.83005547,4.892141757,1.782729805,1.790216843,0.462249615,0.389972145,215.8568551,5.273884104,4.503071983,37.97525389,20.94720985,27.40376864,3471.997128,9749.158076,9210.515009,20.12102874,35.16949153,27.18662953,5550.47506,4543.401959,3472.802147,123.7194783,192.0968134,138.1579244,25764,19643,3966,2596,1795
G03,Nsd1.4,G03,Sample,43.74255066,6.363636364,2.562403358,2.026221692,0.606060606,0.287165894,360.1585397,7.20445635,4.76106417,51.19454864,32.36805535,31.07966899,3825.415546,8811.971419,8772.448145,16.32896305,30,27.28075989,4946.237703,3877.971463,3392.103991,83.38093208,110.0150066,116.085259,30871,23952,839,660,4527
G04,Nap1l3.4,G04,Sample,58.68120181,8.552935737,2.002810963,4.387131082,1.433194637,0.245959241,713.1948142,7.61394993,4.670639886,59.39937816,33.43511772,27.88232512,3598.663457,10066.38621,9584.767255,18.74501462,35.41377716,30.25298665,5848.938789,4200.823229,3748.558488,115.2607812,155.5215077,127.0382261,32093,24120,3761,2163,2846
G05,Pcgf1.4,G05,Sample,31.74988617,3.967354341,1.469723692,1.183791167,0.408070732,0.411522634,147.1693656,4.463836161,3.521120541,37.35452812,23.78494471,23.17664265,3739.896883,9602.485254,10300.8378,14.76703597,31.71616414,33.03938859,4804.805242,3213.62418,3799.271565,98.1498688,140.2264886,127.1400388,31746,24357,6589,4411,1701
G06,Pbrm1.4,G06,Sample,27.883448,3.788819876,1.739130435,1.112909753,0.434782609,0.380434783,103.2155611,4.606472005,4.101575565,38.51334657,27.41570639,28.68118706,4156.883261,9064.992963,9275.698338,18.87899636,32.57763975,31.08695652,5228.157287,3430.666015,3630.697483,104.443406,145.9918201,126.7276315,29842,23140,4942,3220,1840
G07,Ncor1.4,G07,Sample,57.56112285,7.088331516,2.252747253,2.233625113,0.872410033,0.21978022,690.7248106,7.094140602,4.025664697,55.69510789,37.64074709,32.39627784,3335.528995,8649.042061,9827.70596,15.1222457,25.84514722,22.08791209,4555.851265,3490.559245,3605.444303,74.13178075,93.83856377,112.7097712,25736,18421,3313,2751,1820
G08,Ncoa1.4,G08,Sample,34.78854025,5.555555556,2.783535683,1.955434288,0.85125448,0.384957062,160.742487,5.445611306,4.540409009,48.19658038,31.20851705,26.45951357,3954.958164,9982.325619,9592.451095,18.14461119,32.12365591,33.8762215,5158.352294,3578.706197,3916.088149,90.28054534,144.5904302,123.737457,29067,21678,2199,2232,3377
G09,Padi1.4,G09,Sample,25.99514563,4.463894967,2.24144711,1.213592233,0.656455142,0.314589068,103.6763541,5.180245264,4.193905661,48.49131993,33.43227032,30.25077082,4029.525153,10402.37998,10378.68259,12.74271845,27.87746171,28.11639796,4920.75004,3346.014934,3833.660679,79.2467093,120.8490951,128.6962392,29882,22911,4120,2285,2543
G10,Ncor2.4,G10,Sample,41.40127389,7.660455487,2.982360429,1.910828025,0.414078675,0.327332242,295.0318009,6.589080192,4.347193378,46.34229127,35.50375264,29.40638315,4797.102349,9706.532202,10408.44596,16.56050955,23.80952381,27.2413166,5131.896751,3794.050502,3855.84914,93.631219,129.7936718,116.8040598,32148,25234,628,483,5499
G11,Orc1.4,G11,Sample,23.53122116,3.803131991,2.620481928,1.476468779,0.596569724,0.361445783,93.89465247,4.459723411,4.619724939,51.85177623,34.83085323,34.22603705,3719.154475,9739.190598,9752.328629,18.82497693,35.23489933,29.87951807,5030.872121,3560.749324,3826.517437,86.0350978,147.5520184,121.3127434,30229,22757,3251,2682,3320
