Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,300.262498009631,2095.85172894495,64.0550555849656,402.249732806521
B03,312.10505576973,1655.47902537835,41.5097755249819,154.013404621391
B04,263.624077601993,2076.24441055815,55.4833874594054,287.420294702059
B05,332.543619781435,2143.61707229636,53.3514001806685,286.523456601921
B06,329.779267404459,2515.59360852469,62.1239290695358,380.703849511013
B07,317.121919929179,2193.64042219348,51.8087855297158,270.938819234615
B08,508.626429868782,1535.50477962507,54.5454545454545,363.408934583844
B09,322.732177299259,2665.51427976155,69.9830220713073,521.002443123684
B10,261.631694381372,2054.85886855362,62.7927146574154,403.786395168939
B11,448.563753193271,1916.4599388138,70.873786407767,615.742878605113
C02,343.680681508754,2081.77700493151,51.9870672234945,247.185362640895
C03,254.76151526842,2785.00519795985,54.0651929561634,267.240853262549
C04,372.128966299692,2013.13782327273,53.6585365853659,275.93853564149
C05,369.65850403718,3041.37926384062,58.6833533344763,328.613192974907
C06,354.417808850413,3135.3569093163,59.7659107534748,347.136197991604
C07,307.297250032321,2840.36765888714,56.8778280542986,309.272153262405
C08,368.032270296525,2716.92116418253,60.2075226977951,358.409175638
C09,393.695190062819,1939.33917248566,64.6848381601363,429.937272722662
C10,421.543738030364,2603.25357257168,68.7393040501997,568.498565692811
C11,527.897713561821,1538.32177060483,35.2941176470588,120.451864312553
D02,502.450870299468,2113.90436919558,55.6541019955654,272.494152168531
D03,427.987355988098,1976.84374531068,62.7692307692308,401.110231117376
D04,370.154775421165,2719.94285874626,52.6360908701243,255.690687928485
D05,448.97717436653,2962.73425401274,64.2005610098177,416.967876476908
D06,364.850034271715,2359.66224463492,59.7826086956522,331.125395642996
D07,503.507546980986,2742.21398076662,61.7330803289058,366.001231393066
D08,446.450179111909,2950.18732337655,61.2099644128114,393.576018119464
D09,307.967321660296,1831.11310889795,41.1674347158218,159.332835052333
D10,383.759829544899,1766.15683707204,65.613806577662,419.193070202075
D11,317.62073033725,2167.1830469199,62.6299471092468,385.247960306833
E02,294.00085336468,3090.45673751237,33.6580613735996,109.117087961266
E03,321.631351322981,2756.05187446902,61.344537815126,400.496027336535
E04,470.264333559117,3540.50800074528,58.2474226804124,323.005077759751
E05,503.89732064432,2872.34200756612,60.1952277657267,327.80534410026
E06,327.372478836544,3471.22183718567,53.3204633204633,249.209635722779
E07,319.425045281102,2497.27961289749,55.7711950970378,268.663576799085
E08,559.137899395619,3078.62908970756,68.0916030534351,535.589043531782
E09,382.067547709668,2235.30836034386,61.9227417949463,355.06033409792
E10,355.011151201894,1982.02709553109,69.0917736566809,486.719234619385
E11,240.190501985057,2235.14100584155,62.4674196350999,383.58998492491
F02,527.619559307078,2433.61540677877,63.9593908629442,371.077781891556
F03,612.385376668864,3159.40023317251,64.6373742721016,397.059556903535
F04,489.918461852068,2842.47968400129,54.6734955185659,264.061560764593
F05,767.992725740394,834.425236504998,45.4545454545455,320.880552987114
F06,485.471411148962,2995.26785032226,60.6476938174681,348.942628858058
F07,481.595906966427,2622.38198200141,55.7622739018088,279.87419266117
F08,436.080793699616,2644.8965747472,58.3333333333333,478.199302797733
F09,239.201312882578,2779.29490751998,24.0853658536585,63.1330001962054
F10,356.274618924791,2385.97364278764,60.9479140952851,358.146356472885
F11,395.079534277308,1751.9130906672,62.8117457763476,375.504020683179
G02,567.555413474332,2268.47004369636,66.5058724832215,486.488731597873
G03,225.394328408072,1629.34102779481,53.8461538461538,241.856016897566
G04,795.099811238945,2370.94846291206,73.0186999109528,730.143948557116
G05,430.496760316372,2740.4410551469,66.2909286097692,479.875730526345
G06,368.758867254281,3207.77799590676,55.6244464127547,292.545336895015
G07,524.734723272434,2349.73004105489,66.336,455.563210638977
G08,373.131518156975,2413.79731228088,68,492.764362238583
G09,446.653219165521,1756.72155431862,69.1046880507578,530.387519880005
G10,258.401264453673,1881.34938417131,63.6740701097137,394.63234532901
G11,375.383222081974,1244.69313270268,61.1561866125761,374.714201091032
