Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,1180.91818008032,3144.58955665869,86.2107623318386,1131.28380086803
B03,1369.8187581094,3368.5835156393,83.2182527769439,962.980470730253
B04,1158.9366338537,3372.0148238385,84.1302136317396,1044.49762329522
B05,1372.27342722241,3581.34224674553,85.995085995086,1151.08881542731
B06,1219.37498189037,879.79028198458,84.6153846153846,826.210091663137
B07,1444.12733573624,3034.55546228822,85.7205431449847,1081.00931133577
B08,2209.98324732551,3772.06148154681,84.3000773395205,978.273258371668
B09,1163.95229144162,3408.62650704781,84.5528455284553,1059.00524976723
B10,1731.97416919133,3492.52486615948,88.2369376920928,1236.25574683422
B11,1789.60348465291,3597.46817449434,92.0145190562613,1535.85631764576
C02,2146.07377990373,3960.02485521455,85.8223062381852,1289.40090242425
C03,1361.6544887683,3586.90228916527,80.6246016571064,858.460538860061
C04,2019.96807886922,4101.06528922564,87.3439082011475,1326.41342327265
C05,1390.20294961141,3224.80262942454,88.1866064710309,1223.56563296848
C06,1263.63744908876,3525.1422192578,87.0994706046252,1179.92044267371
C07,1323.60092182114,3227.78681070341,85.9786476868327,988.416228530093
C08,1419.46798138866,2631.39990142326,79.57181088314,737.92319804304
C09,3104.80291740598,3752.74918360928,83.3333333333333,748.507600604493
C10,1594.06754558518,3973.34948871742,88.2676443629697,1277.47492451693
C11,957.177081782309,3273.33809967831,87.8659726740403,1259.73423290002
D02,985.625399218038,3462.05678411012,87.3771136453008,1246.12671434655
D03,1519.20362695245,3262.43443468089,87.1840694408986,1204.58700163546
D04,2041.0425063308,3937.67457729697,73.3488733488733,643.94615661878
D05,1911.06303640772,4736.52844881,83.6083022884513,1019.52505993897
D06,1234.3218523424,3962.45385249263,86.7295782954881,1148.40080977316
D07,953.190134432806,2744.76872247332,80,597.028716845624
D08,1620.59423954312,2434.15547174413,73.8014345035863,617.968916758419
D09,1593.85056506662,3636.06717191275,84.1522491349481,994.524994573094
D10,1670.42902638886,2613.65253489886,83.9032527105922,973.209758984882
D11,1340.81973739809,3212.67428875054,85.9248120300752,1165.17206818146
E02,1059.10281608771,3189.25223078865,85.0594227504244,1091.75951033587
E03,1404.99906525806,3725.7880690475,82.2270387428881,887.067636021215
E04,1176.09151538247,2830.05837824117,79.9707174231332,790.246315124533
E05,1738.15880145862,3910.54212146764,83.1456953642384,944.440783903663
E06,1643.64440889805,2929.01985010147,90.3253922138292,1332.61408521665
E07,1190.23929142755,3908.57743455856,78.2708142726441,780.042624158405
E08,1465.93535752721,4169.22607105786,82.7868852459016,969.749305346306
E09,2144.43035571552,3407.8301408039,84.1976239864228,987.524913548228
E10,1241.2697520676,3591.76620210845,78.8338192419825,803.857787259293
E11,1338.18660574952,4039.76134759207,86.4523809523809,1211.00161874407
F02,1663.37466581651,3768.86047455228,88.8575458392101,1315.21234447722
F03,1233.27320628221,3694.34466109947,86.6632600919775,1148.76844327591
F04,2325.24476558148,3934.45323754553,77.3854560739807,736.595615080006
F05,1781.86495823602,4482.18963759973,80.7881773399015,895.189738315445
F06,1343.93135035178,4169.3735041029,84.9261849261849,1106.79023001695
F07,2110.89179863212,3699.51561634796,84.1269841269841,1000.23514633153
F08,1640.40689190804,3714.98931948139,84.1171935235158,1062.27971543127
F09,1682.88122033916,4859.65859875755,81.1451495258935,888.714608186943
F10,1397.95771581756,3770.13225556985,88.0266075388027,1332.74198276883
F11,1645.51711479345,4568.50195441656,85.9543300301594,1180.40147265932
G02,1564.74903439808,3432.235681806,83.4728033472803,1099.86662275883
G03,2157.23794199602,4268.50248589111,84.3549328663164,1181.90175185578
G04,1145.65149760284,3802.05492141262,86.3692997757289,1114.59706774686
G05,1324.93773514686,4541.87268501177,89.5734597156398,1592.58243022492
G06,1638.0037972863,2949.31807173132,83.4931096464949,952.967434002465
G07,1704.3120776309,3923.76388063465,84.6191646191646,1058.23407824441
G08,1865.99834660746,1228.33036827618,69.2307692307692,464.386408800756
G09,1441.24767195783,4773.13158832724,86.0219263899765,1241.94891282594
G10,1223.02311391109,3744.72447803787,89.0914036996735,1404.23057752362
G11,1554.59005316944,3743.92668164781,87.9162702188392,1251.41036173868
