Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,1500.16686383781,2695.96289728315,85.8463316002311,972.618709734118
B03,1324.3571450783,2241.03494443817,87.3929961089494,1081.83096195426
B04,1087.64362037283,2534.0272006915,85.9147025813692,1038.87824795263
B05,1680.27318245639,3159.46164875607,89.5299145299145,1269.52069401898
B06,881.502620204376,2785.13693325328,83.381829938571,964.358551372279
B07,1828.57337741521,2388.27255569491,82.4299065420561,851.865952507233
B08,1903.40767532709,2731.37934405861,85.1687388987567,1054.32929416652
B09,1443.77751071105,2583.36211244561,91.3680781758958,1347.72953696769
B10,1446.59624613561,2193.8338763481,92.289156626506,1380.99735249255
B11,1053.92463308501,2319.10741391351,88.720073664825,1118.88480550801
C02,3269.23292754387,3861.62795782421,77.8301886792453,705.398327740131
C03,1627.32387940718,3769.04425803795,81.8702290076336,894.944610707617
C04,1539.71536514711,2743.91925027861,84.9700322729368,971.245505632672
C05,1978.03595227302,3399.73987164604,89.7241992882562,1331.14197990928
C06,2888.00446328764,3704.85358486956,68.9180737961226,504.882014104211
C07,1441.00216377837,3272.46155083275,87.7348066298343,1156.44534474378
C08,1599.26007368561,2779.88139931468,86.6851299531317,1122.23734843922
C09,1745.21835206691,2658.69017429282,75.9373394966615,661.486844945307
C10,1117.08745009792,2803.03392362586,88.5147324113049,1331.21047901903
C11,1118.86562512501,2890.59231606637,89.215990083669,1254.79301736579
D02,1063.99715447795,2520.97198895706,76.3481314271382,648.277860670128
D03,1726.4799944315,2710.73462579475,86.1553985872856,1031.77162865081
D04,1674.43450262236,3213.23585441828,83.5357142857143,954.444512784347
D05,1567.11819544512,3484.36852493704,76.0990712074303,623.806917376859
D06,1547.64700558673,3321.39582292574,82.859480466353,882.188700391211
D07,2120.5605432278,3540.92897571633,92.3287671232877,1541.51706127918
D08,2471.7871964249,3498.84223821651,87.646484375,1173.71786272792
D09,1670.27645802852,3432.50479604483,90.8496732026144,1471.31348749208
D10,1568.96260280438,3489.70324946436,84.8140753681058,994.088572999269
D11,1836.14318595218,2834.859009379,89.951113525258,1407.08643496556
E02,1512.18180833246,2814.94059086006,82.8505214368482,907.72631263776
E03,1547.80829898106,2623.59189557977,86.5853658536585,1037.5049505671
E04,2310.88960557492,3881.7930996785,83.6775218427323,961.450923325755
E05,1739.79419956213,2875.05860537629,85.378067100651,1027.49119120153
E06,1043.12129229987,2715.83418541341,86.7364746945899,1174.76566434935
E07,1582.09406897343,3390.05929841147,82.7644332069111,860.100684559573
E08,1342.24394947942,3089.37313209064,84.780578898226,995.830746197555
E09,1539.82563865766,2748.17086275776,91.3030660377358,1358.60857923109
E10,3030.17677310549,3625.82633968741,82.6539462272333,901.776000725321
E11,1256.98788423454,2707.25029515098,92.3034330011074,1531.20284065998
F02,1840.15090400104,2572.02900691801,81.590156176053,774.599902664856
F03,2260.86882149986,2756.63102413863,81.8067754077792,871.144600414017
F04,2222.70770281009,3068.0475451499,87.9898862199747,1161.51636439128
F05,2051.39251347824,3360.41181272304,81.4825753101004,863.431088909635
F06,1892.62467764419,3855.87857217969,83.0334987593052,949.310164782531
F07,4769.97931628512,5633.27324545637,73.8461538461539,669.16820396905
F08,1753.04461173268,3504.69010878267,87.3734365693865,1181.3816561021
F09,1912.1219218456,3714.84635045689,87.0823145884271,1145.87778057061
F10,1847.83404626163,3303.43921088928,88.1204819277108,1153.77805545646
F11,1330.61838732493,2895.3378983597,91.3832853025937,1538.95053327003
G02,2274.23455020798,2664.95406832062,78.8542151839776,710.95913934663
G03,1564.53614973949,2767.75465399334,88.9342740438173,1165.07191866515
G04,2522.26092301928,3193.27340478399,75,1536.3186670485
G05,1171.5152405653,3575.36565494738,87.042842215256,1287.89622286693
G06,1831.07276983157,5220.22474933494,100,2829.55419435678
G07,1697.41438698965,3600.22531582393,87.0132289919881,1159.07020901654
G08,1714.63288818956,3093.48759452761,85.9146697837522,1138.03690022387
G09,1402.51909930121,3159.13757513056,88.8539651837524,1342.91370521994
G10,1263.4314158916,3108.98849040376,92.2650017343045,1787.57474486165
G11,1306.13204100356,3155.65827572037,90.0900900900901,1524.62179667661
