Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,405.014543508101,2315.22545050975,64.3145161290323,392.953229034603
B03,535.810182254113,2502.11382511519,65.30931871574,412.563865640843
B04,570.473259694563,2658.70497740965,69.6270348238203,531.062378026309
B05,574.324442440526,2862.97673134568,57.098121085595,293.989704947892
B06,492.40427162984,2097.04396066097,61.7886178861789,358.275868719192
B07,501.731494287278,2980.18251142917,66.4450977885722,462.86533351845
B08,647.638157371551,2045.82680554243,62.0884699057288,362.763599468391
B09,563.854781858916,1818.89802068415,61.4330526663365,400.620126326761
B10,492.776420803935,2351.94000428347,74.4016893477241,694.486527829881
B11,470.103173888238,1907.31757248376,72.7766990291262,649.047692488715
C02,461.892978085252,2227.53136354356,68.3231173380035,493.953631050664
C03,479.385859573113,2449.24212190422,67.9241941197308,514.628898927059
C04,601.118536174019,2922.37307680237,65.1798225128445,452.728652190723
C05,534.518644924435,2338.28892390328,65.7142857142857,473.285577559289
C06,378.78580123402,2991.11115628615,64.9830089589126,434.264786849044
C07,447.383363478324,2045.26423346577,62.5525040387722,374.567219352083
C08,438.49097180111,2652.08606264786,71.105978958173,601.805733446762
C09,580.59895165447,2503.36965552459,64.8860398860399,434.271119457553
C10,643.444280653899,2649.99182830259,70.0666473485946,532.206994265546
C11,370.004526881345,1865.0129283159,67.6359600443951,469.933020725153
D02,368.864483554567,2762.8850536146,69.4202154951257,551.458468686353
D03,625.160657419679,3068.7292882573,64.9134199134199,414.300589309655
D04,462.750937778251,3051.46422718864,59.2605390463027,346.988810236641
D05,460.069541009591,2677.88328506573,60,353.975803371688
D06,431.251835603994,3488.71199322855,70.6382001836547,582.17320749858
D07,638.98438067149,2789.62275494148,67.007382169222,485.297723798142
D08,595.912110349933,2447.11220669687,62.4605678233439,400.61312043925
D09,630.558765932054,2756.61167495756,67.6083313382811,495.481929306361
D10,583.114921023791,1880.70364261415,71.6515766468935,560.654760575955
D11,453.521190533058,1388.315464686,72.4063710718898,543.985326357952
E02,297.471090175438,1843.3448684371,52.4073432629027,261.797589083589
E03,576.495466589854,541.17742387742,50,114.724518492412
E04,551.207364684357,2838.81207018489,67.3857868020305,576.721341673049
E05,451.427360758212,3507.07034485236,63.360433604336,402.462339088243
E06,555.602890535441,2665.91127137441,64.7959183673469,432.452671192476
E07,638.31709480624,3011.99293779356,56.4200680272109,307.747394620791
E08,464.408124356036,3517.07044162049,66.3342830009497,471.528014251085
E09,551.839101534213,3393.32092910177,60,454.115509803408
E10,853.805548653074,2680.58993284294,76.1255115961801,738.909755516834
E11,401.876962329311,1288.611105401,65.0931677018634,426.615554134466
F02,422.378371681686,2625.16215359996,65.0292839599471,417.246685107572
F03,455.003750141445,2365.67080454727,68.4804928131417,499.164899061477
F04,369.862294313979,2900.84842664315,80,906.510023463185
F05,395.279807401195,1950.67256111758,66.0714285714286,490.207029991178
F06,434.481367810424,3314.41262594843,64.8956356736243,462.362315071823
F07,347.093818581636,2786.21722334872,58.5987261146497,369.098386860254
F08,535.158610116026,1997.66556633355,55.1085230280572,277.910481069066
F09,194.760223655018,3031.73866949234,40,174.921197937095
F10,421.83361105609,2274.84560544464,74.7973470891673,718.856205418946
F11,550.426909081638,2465.49243848658,72.9537366548043,674.418388339342
G02,375.628022611999,2437.61460682601,59.8776871756857,338.796005218093
G03,361.169874635882,2136.20944687707,65.8788774002954,445.101857931516
G04,377.911787094421,2284.63129812345,66.1450924608819,509.992548712835
G05,443.877251220393,2373.93570147204,63.2748538011696,409.470853561309
G06,525.245135522832,2630.33328962479,63.9819909954978,395.362057348099
G07,448.875684654625,2715.3810707214,71.8225419664269,526.972185648097
G08,291.422155584655,2279.41380552125,49.6098562628337,227.885176009459
G09,516.965591298559,2455.737507492,74.0576496674058,621.613516229695
G10,464.033314043257,1981.28842822434,70.4134366925065,538.051587626303
G11,448.241306745868,2428.99900723748,55.2129817444219,287.537976857702
