Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,1019.15638467074,2438.47511128417,93.854033290653,1738.51835299644
B03,806.30666937582,2398.05076314919,90.6192519926425,1404.59506869992
B04,1031.44753703777,2473.56194308545,76.1670761670762,651.722313911858
B05,703.9496292974,2481.59923473861,91.9229469415343,1714.71614279981
B06,1505.97105871614,2780.78702811297,89.363722697056,1258.44030868773
B07,947.07219298753,2816.61825626035,94.1780821917808,1888.72828551728
B08,928.916812065071,3095.77053591889,93.3333333333333,1215.65069857904
B09,794.690547791094,3125.18305238572,91.3161465400271,1559.50599721848
B10,1063.68147993293,2869.0192248547,93.0369127516778,1716.19535733396
B11,1723.37918563675,3356.469796179,88.8888888888889,1296.54354148818
C02,1034.9583544458,2060.54638231882,92.8057553956834,1471.35768125566
C03,1146.52332340392,2961.39210572794,91.5400655347036,1454.57192109796
C04,1472.68776638624,3958.73472058395,93.4834123222749,1748.70777207729
C05,2271.89884902551,2810.80423753854,91.2473572938689,1474.3895442152
C06,843.675056044868,3356.54107652278,75.8104738154613,723.435093507347
C07,1314.73990101114,3488.76389750501,88.5939036381514,1217.91681539542
C08,1555.96482510465,4015.32231054707,80,1250.33049977878
C09,871.720561495023,2389.88386083835,84.6952010376135,1095.21945840586
C10,885.833535712297,3878.70987522623,95.4712362301102,2074.23028878512
C11,954.416378418384,3452.69690936352,90.8346972176759,1515.56087735056
D02,1315.08514377194,3140.73469937644,90.2960102960103,1334.05821717609
D03,1599.03723709691,3031.25173001333,89.6272285251216,1347.16266370215
D04,1944.58279865914,4026.19039007106,90.6827084499161,1605.97697403163
D05,1728.50732518988,3797.35976593173,90.7099964676793,1622.16265350951
D06,1733.93543241515,4406.81875224686,89.7896982627248,1525.7456230084
D07,1240.079768866,3573.33244037335,91.438127090301,1433.78507255481
D08,1181.98522294046,5706.28219205815,74.8717948717949,660.576245876243
D09,1325.31931635779,3886.24797695082,91.6367552045944,1660.14333909098
D10,923.962978280083,2981.59604943404,94.1864139020537,2169.56954497638
D11,890.340903270221,4169.17096127362,92.5835370823146,2112.78682334981
E02,1279.42648961294,2110.42861942516,87.0212765957447,1182.22162819392
E03,1207.34240743426,3666.79265381283,87.2266401590457,1189.75387480986
E04,1189.2859528736,2746.2581485226,93.3011339773204,1823.97745546649
E05,1514.66805234662,2777.41026568399,86.648865153538,1204.05760894368
E06,1096.8995478632,5124.5600932029,83.5863377609108,1106.91333608466
E07,1478.71309393037,4681.90235459164,91.5372670807453,1693.3213349513
E08,1432.13989385923,5642.80949275998,92.1026653504442,1894.55690703673
E09,1441.07986399237,4797.72743610272,87.6564085221508,1345.80308759909
E10,843.525343372323,2740.94288949172,74.2337164750958,764.999130932629
E11,1200.17207130611,3558.40448410184,92.0814479638009,1847.41672407622
F02,1626.37175824856,2475.65973924679,89.3939393939394,1283.30576727909
F03,1549.28044979418,3434.05571934777,87.8028169014084,1279.84004229538
F04,1559.02430339126,3261.69693446493,93.5483870967742,2247.2334277343
F05,1324.9404508462,3245.63342020858,88.7798036465638,1564.80051211601
F06,1914.83573227071,4348.3343256583,87.1117458050696,1361.03374460622
F07,1499.44858763511,4591.32205049946,84.2797494780793,974.023847843692
F08,1021.53137843583,3801.24622939375,85.7722546284555,1114.82886957706
F09,1418.49454464898,4372.94867988862,93.0641330166271,2015.17694197017
F10,1229.52495961558,4606.90884262982,91.1151736745887,1749.55992674791
F11,916.988644713469,3120.32635397201,90.4552590266876,1476.89175793889
G02,1679.38319133434,3899.59287168836,59.8757763975155,331.956576558609
G03,1687.31358668818,3672.96161165712,87.8018318068276,1264.62274151609
G04,1935.31979876173,3471.69522514716,91.7130919220056,1827.85978056515
G05,1615.48394541132,3449.99377811132,90.530416541804,1448.83716648639
G06,1125.19039651051,3369.40810246406,89.4366197183099,1382.41299805052
G07,1499.8523221534,3600.08407255828,94.2423030787685,2154.47174373979
G08,1715.36568490845,3494.53051071443,91.0538800406642,1597.46788910007
G09,909.816227089867,3380.60210653543,90.2181097157964,1616.51144919519
G10,1211.29434221525,3696.8365100621,92.966573816156,1956.65235225403
G11,753.771427159602,2691.33391643002,92.773261065944,1747.51813750235
