"Experiment: Panel 2 100U 3-24-15","Analysis: panel2","User: Admin","Plate: Plate 0002","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:29:09 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",37074,651,781,6170,342.909569578024,1019.15638467074,953.806011414477,2070.1994341902,2438.47511128417,2251.24237168745,79.5698924731183,93.854033290653,108.91438658429,91.8152350081037,779.655096611332,1738.51835299644,1436.8672915688
"B03","Sample",30642,3036,1631,3462,237.173747272167,806.30666937582,972.755492429698,1521.75588050484,2398.05076314919,2758.37680325823,65.7773386034256,90.6192519926425,108.255159474672,92.3743500866551,433.492376145812,1404.59506869992,1404.07727928729
"B04","Sample",31597,444,407,5720,240.682932928606,1031.44753703777,955.245599958892,1751.77170725211,2473.56194308545,2436.7712062479,47.972972972973,76.1670761670762,110.169491525424,90.7692307692308,224.415396760459,651.722313911858,1289.2923403281
"B05","Sample",32232,4685,2959,3110,287.545741718863,703.9496292974,1101.21019409659,1207.05970339632,2481.59923473861,3262.47623555484,68.6019210245464,91.9229469415343,109.932838458819,90.9646302250804,521.971236725107,1714.71614279981,1458.30176318986
"B06","Sample",32245,2984,2106,3626,377.587343325121,1505.97105871614,976.646426175641,1959.72720925145,2780.78702811297,2760.33706870096,64.7788203753351,89.363722697056,110.515086863761,90.4853833425262,422.660068748784,1258.44030868773,1395.01335216876
"B07","Sample",36141,2778,1752,4858,272.991273006383,947.07219298753,994.798618833527,1881.23123356213,2816.61825626035,2850.10869944603,72.7501799856012,94.1780821917808,108.899349921542,91.8279127212845,600.332846187349,1888.72828551728,1458.78896602977
"B08","Sample",35648,25,15,3876,444.059287293232,928.916812065071,817.915782602954,3507.41322699295,3095.77053591889,2712.95098555855,80,93.3333333333333,109.275444037215,91.5118679050568,478.830866811419,1215.65069857904,1405.05968495223
"B09","Sample",35209,6191,3685,2827,254.932269701852,794.690547791094,937.208607078771,1916.88321287185,3125.18305238572,3255.01848117088,69.245679211759,91.3161465400271,108.355691835952,92.2886452069331,524.532470244375,1559.50599721848,1541.33202123622
"B10","Sample",40326,2875,2384,5660,295.824927185843,1063.68147993293,935.756073403368,1470.33989620677,2869.0192248547,2989.63822474089,74.8173913043478,93.0369127516778,108.015267175573,92.5795053003534,641.375361247094,1716.19535733396,1557.79084537817
"B11","Sample",41273,8,9,6417,883.031201091626,1723.37918563675,822.263315596845,862.91870993136,3356.469796179,2615.78620113607,50,88.8888888888889,109.542505974735,91.2887642200405,303.756164863315,1296.54354148818,1346.4060369266
"C02","Sample",33009,1785,1112,4777,365.280718936765,1034.9583544458,994.833371797649,1631.65681387088,2060.54638231882,2538.41472020655,68.5714285714286,92.8057553956834,109.866605335787,91.0194682855348,522.273352058778,1471.35768125566,1304.64471871025
"C03","Sample",32152,4868,3357,2726,348.515190575625,1146.52332340392,1042.34128522228,2288.95383756756,2961.39210572794,2675.75853208923,67.2350041084634,91.5400655347036,109.87505038291,91.0124724871607,478.033904696401,1454.57192109796,1312.78266564375
"C04","Sample",28618,860,844,5622,398.158212715808,1472.68776638624,1199.04984039937,2841.67126497518,3958.73472058395,3416.21498674837,71.1627906976744,93.4834123222749,110.321821036107,90.6438989683387,558.532109309267,1748.70777207729,1415.65266057468
"C05","Sample",28361,2695,2365,3970,660.836193867194,2271.89884902551,1038.50134764294,2314.24112087813,2810.80423753854,3122.53278467394,53.9517625231911,91.2473572938689,110.554163185742,90.4534005037783,255.831159931891,1474.3895442152,1350.82656257175
