Position,Pool,shRNA,Percentage
20_B02,3,Fbxo17.2,22.83281734
20_B03,3,Padi2.1,23.58909321
20_B04,3,Paf1.1,34.34343434
20_B05,3,Kdm4b.3,25.29129541
20_B06,3,Gtf2h1.1,22.42582897
20_B07,3,Rnf2.2,24.69387755
20_B08,3,Phc3.1,27.5502008
20_B09,3,Iws1.1,29.81199642
20_B10,3,Fkbp2.3,25.47033285
20_B11,3,Phf10.2,23.71475954
20_C02,3,Phc3.2,24.72137791
20_C03,3,H2afz.2,24.3851019
20_C04,3,Fbxo17.3,26.21428571
20_C05,3,Phf10.3,34.22519509
20_C06,3,Parp2.2,27.42980562
20_C07,3,Paf1.2,35.93947037
20_C08,3,Gtf2h1.2,27.04402516
20_C09,3,Prdm16.1,30.71428571
20_C10,3,Padi2.2,20.84188912
20_C11,3,Jmjd8.2,27.5
20_D02,3,Fkbp5.1,16.26686657
20_D03,3,Prdm16.2,27.09196355
20_D04,3,Padi2.3,28.42965558
20_D05,3,Hdac11.3,29.77967306
20_D06,3,H2afz.3,28.49056604
20_D07,3,Prdm16.3,29.33516107
20_D08,3,Parp2.3,35.26315789
20_D09,3,Iws1.2,28.91036907
20_D10,3,Fkbp2.1,24.18498863
20_D11,3,Rnf2.3,28.84615385
20_E02,3,Jmjd8.3,28.86505809
20_E03,3,Mecp2.1,22.62082711
20_E04,3,Fkbp2.2,34.39693682
20_E05,3,Phc3.3,34.82866044
20_E06,3,Paf1.3,37.84135241
20_E07,3,Hdac5.1,33.56521739
20_E08,3,Fkbp5.2,32.06557377
20_E09,3,Phf17.1,34.46440452
20_E10,3,Phc2.1,24.27138079
20_E11,3,Iws1.3,31.17338004
20_F02,3,Gtf2h1.3,31.11111111
20_F03,3,Satb1.1,27.18446602
20_F04,3,Parp2.1,28.85813149
20_F05,3,Hdac5.2,26.93726937
20_F06,3,Hdac11.1,29.86603625
20_F07,3,Phf10.1,34.88843813
20_F08,3,Mecp2.2,35.56116015
20_F09,3,Kdm4b.1,29.05740609
20_F10,3,Hdac11.2,24.82552343
20_F11,3,Phf17.2,25.52366175
20_G02,3,Phc2.2,28.82882883
20_G03,3,Kdm4b.2,31.594906
20_G04,3,Fkbp5.3,37.34939759
20_G05,3,Satb1.2,35.68357696
20_G06,3,Rnf2.1,33.89830508
20_G07,3,Hdac5.3,29.98366013
20_G08,3,H2afz.1,35.95691798
20_G09,3,Padi3,30.49180328
20_G10,3,Jmjd8.1,23.87659289
20_G11,3,Mecp2.3,31.42105263
21_B02,3,Satb1.3,22.33956133
21_B06,3,Setd7.2,26.83142101
21_B09,3,Smarcd2.3,30.05810882
21_B10,3,Setd3.1,31.34715026
21_C03,3,Smarca2.3,23.63636364
21_C04,3,Scmh1.1,25.90799031
21_C08,3,Sirt2,46.15384615
21_C11,3,Ube2a.1,24.55418381
21_D02,3,Setd3.2,36.57844991
21_D05,3,Smarcc1.2,24.20986094
21_D06,3,Smarcb1.1,50.0
21_D09,3,Smyd1.1,25.9047619
21_D10,3,Scmh1.2,33.96880416
21_E02,3,Ube2a.2,57.14285714
21_E04,3,Scmh1.3,28.85245902
21_E07,3,Smarcc1.3,66.66666667
21_E08,3,Setd3.3,31.83890578
21_E11,3,Smyd1.2,24.37246964
21_F02,3,Smarca2.1,25.84795322
21_F05,3,Smarcd2.1,41.2371134
