Position,Pool,shRNA,GeoMean
20_B02,3,Fbxo17.2,10110.21725
20_B03,3,Padi2.1,8176.616291
20_B04,3,Paf1.1,4401.628116
20_B05,3,Kdm4b.3,6959.391921
20_B06,3,Gtf2h1.1,9861.825692
20_B07,3,Rnf2.2,8052.967114
20_B08,3,Phc3.1,9479.449802
20_B09,3,Iws1.1,7338.5192
20_B10,3,Fkbp2.3,8465.981057
20_B11,3,Phf10.2,10094.56723
20_C02,3,Phc3.2,11880.63304
20_C03,3,H2afz.2,9166.759888
20_C04,3,Fbxo17.3,9435.588117
20_C05,3,Phf10.3,11840.64253
20_C06,3,Parp2.2,10199.96805
20_C07,3,Paf1.2,4455.981454
20_C08,3,Gtf2h1.2,8765.480497
20_C09,3,Prdm16.1,7055.444174
20_C10,3,Padi2.2,8724.560702
20_C11,3,Jmjd8.2,9857.760044
20_D02,3,Fkbp5.1,12587.41852
20_D03,3,Prdm16.2,9594.625502
20_D04,3,Padi2.3,7988.282234
20_D05,3,Hdac11.3,9289.055098
20_D06,3,H2afz.3,5171.963499
20_D07,3,Prdm16.3,4329.191609
20_D08,3,Parp2.3,4472.328228
20_D09,3,Iws1.2,6197.405665
20_D10,3,Fkbp2.1,7054.202708
20_D11,3,Rnf2.3,11263.84138
20_E02,3,Jmjd8.3,10817.28325
20_E03,3,Mecp2.1,7645.863167
20_E04,3,Fkbp2.2,9551.668333
20_E05,3,Phc3.3,10510.98086
20_E06,3,Paf1.3,5508.695104
20_E07,3,Hdac5.1,8847.658999
20_E08,3,Fkbp5.2,6648.138952
20_E09,3,Phf17.1,9259.306764
20_E10,3,Phc2.1,8616.073524
20_E11,3,Iws1.3,9791.319818
20_F02,3,Gtf2h1.3,10692.64091
20_F03,3,Satb1.1,10197.88805
20_F04,3,Parp2.1,6720.65702
20_F05,3,Hdac5.2,9904.1418
20_F06,3,Hdac11.1,8604.481393
20_F07,3,Phf10.1,11278.28086
20_F08,3,Mecp2.2,8611.995715
20_F09,3,Kdm4b.1,7285.060208
20_F10,3,Hdac11.2,8478.186323
20_F11,3,Phf17.2,8525.850793
20_G02,3,Phc2.2,9338.55471
20_G03,3,Kdm4b.2,9892.932817
20_G04,3,Fkbp5.3,11141.59931
20_G05,3,Satb1.2,8720.702646
20_G06,3,Rnf2.1,7928.740107
20_G07,3,Hdac5.3,8720.387223
20_G08,3,H2afz.1,8668.464489
20_G09,3,Padi3,8372.685195
20_G10,3,Jmjd8.1,11156.74826
20_G11,3,Mecp2.3,9366.386754
21_B02,3,Satb1.3,8433.842496
21_B06,3,Setd7.2,9830.378074
21_B09,3,Smarcd2.3,4905.06433
21_B10,3,Setd3.1,6788.308709
21_C03,3,Smarca2.3,12163.1786
21_C04,3,Scmh1.1,8571.033297
21_C08,3,Sirt2,14771.30122
21_C11,3,Ube2a.1,10663.32655
21_D02,3,Setd3.2,9545.122466
21_D05,3,Smarcc1.2,8061.196568
21_D06,3,Smarcb1.1,12047.0015
21_D09,3,Smyd1.1,9028.848173
21_D10,3,Scmh1.2,12323.89299
21_E02,3,Ube2a.2,18575.05192
21_E04,3,Scmh1.3,10928.3668
21_E07,3,Smarcc1.3,13212.05424
21_E08,3,Setd3.3,9192.86869
21_E11,3,Smyd1.2,12300.70615
21_F02,3,Smarca2.1,11535.23021
21_F05,3,Smarcd2.1,7632.767816
21_F06,3,Smarcb1.2,7017.011397
21_F10,3,Smarcc1.1,8157.485709
21_G04,3,Setd7.1,9867.332379
21_G07,3,Smarcd2.2,9376.66112
21_G08,3,Smarca2.2,10604.98093
21_G10,3,Smyd1.3,8714.971593
18_B02,3,Tdg.1,10328.3015
18_B03,3,Ube2b.1,10867.79965
18_B04,3,Ube2e1.1,10390.11197
18_B05,3,Trim66.1,8071.381274
18_B06,3,Tet2.1,8314.290578
18_B07,3,Usp51.1,6850.23649
18_B08,3,Uhrf1.1,9986.54544
18_B09,3,Trim28.1,7614.221332
18_B10,3,Tet1.1,10241.61032
18_B11,3,Usp22.1,7985.31387
18_C02,3,Uhrf1.2,13792.61771
18_C03,3,Tet3.1,9665.414182
18_C04,3,Tdg.2,8300.493505
18_C05,3,Usp22.2,8112.590247
18_C06,3,Ube2i.1,5968.370837
18_C07,3,Ube2e1.2,5631.972909
18_C08,3,Tet2.2,5940.542395
18_C09,3,Usp27x.1,7695.507844
18_C10,3,Ube2b.2,5732.611144
18_C11,3,Trim33.1,9957.467165
18_D02,3,Tet1.2,8819.279757
18_D03,3,Usp27x.2,9361.165106
18_D04,3,Ube2b.3,9057.702558
18_D05,3,Trim24.1,6505.447399
18_D06,3,Tet3.2,7113.348857
18_D07,3,Usp27x.3,8052.670801
18_D08,3,Ube2i.2,10002.50631
18_D09,3,Trim28.2,7279.437114
18_D10,3,Tdg.3,9220.87783
18_D11,3,Usp51.2,7240.518015
18_E02,3,Trim33.2,9890.697477
18_E03,3,Trim66.2,9334.906714
18_E04,3,Tdg.4,8259.042497
18_E05,3,Uhrf1.3,9504.919252
18_E06,3,Ube2e1.3,6180.014982
18_E07,3,Trim24.2,8022.845712
18_E08,3,Tet1.3,8446.438289
18_E09,3,Usp22.3,6926.03777
18_E10,3,Ube2i.3,9145.936353
18_E11,3,Trim28.3,10815.2271
18_F02,3,Tet2.3,9521.389507
18_F03,3,Usp51.3,9189.542041
18_F04,3,Ube2e1.4,7816.985362
18_F05,3,Trim24.3,10696.84457
18_F06,3,Tet3.3,9954.735473
18_F07,3,Uhrf1.4,10421.96699
18_F08,3,Trim66.3,10545.12457
18_F09,3,Trim33.3,9060.458834
18_F10,3,Tet3.4,9116.761129
18_F11,3,Usp22.4,10721.59915
18_G02,3,Ube2i.4,8935.348126
18_G03,3,Trim33.4,8776.415854
18_G04,3,Tet1.4,8265.919333
18_G05,3,Usp51.4,9723.528679
