Position,Pool,shRNA,GeoMean
1_B02,1,Actl6b.1,31.75374304
1_B03,1,Asxl3.1,24.62544015
1_B04,1,Atad2.1,20.1726762
1_B05,1,Asxl2.1,23.20466146
1_B06,1,Aff4.1,23.12321366
1_B07,1,Aurkb.1,23.04319292
1_B08,1,Atm.1,16.93775038
1_B09,1,A2l.1,20.72765471
1_B10,1,Aff1.1,18.02628109
1_B11,1,Atr.1,16.54507662
1_C02,1,Atm.2,23.86879466
1_C03,1,Arid2.1,35.03971298
1_C04,1,Actl6b.2,24.98451448
1_C05,1,Atr.2,24.04163811
1_C06,1,Atad2b.1,20.88680208
1_C07,1,Atad2.2,22.20128386
1_C08,1,Aff4.2,19.58420734
1_C09,1,Atrx.1,19.24508501
1_C10,1,Asxl3.2,20.16570198
1_C11,1,Asxl1.1,22.69624847
1_D02,1,Aff1.2,26.22370853
1_D03,1,Atrx.2,23.27571173
1_D04,1,Asxl3.3,19.2551727
1_D05,1,A1l.1,28.46093044
1_D06,1,Arid2.2,21.80797248
1_D07,1,Atrx.3,23.11166465
1_D08,1,Atad2b.2,24.70067792
1_D09,1,A2l.2,16.52577145
1_D10,1,Actl6b.3,20.40059867
1_D11,1,Aurkb.2,17.02996539
1_E02,1,Asxl1.2,25.45859729
1_E03,1,Asxl2.2,18.55974556
1_E04,1,Actl6b.4,23.0682645
1_E05,1,Atm.3,23.05606118
1_E06,1,Atad2.3,23.36171217
1_E07,1,A1l.2,28.40699393
1_E08,1,Aff1.3,20.52964095
1_E09,1,Atr.3,19.10571143
1_E10,1,Atad2b.3,15.54729549
1_E11,1,A2l.3,14.79647541
1_F02,1,Aff4.3,24.74386507
1_F03,1,Aurkb.3,25.07195994
1_F04,1,Atad2.4,33.09335568
1_F05,1,A1l.3,19.78234524
1_F06,1,Arid2.3,30.65536169
1_F07,1,Atm.4,20.58011998
1_F08,1,Asxl2.3,22.00789346
1_F09,1,Asxl1.3,27.73261256
1_F10,1,Arid2.4,17.1110372
1_F11,1,Atr.4,19.74234612
1_G02,1,Atad2b.4,24.28433349
1_G03,1,Asxl1.4,23.4975335
1_G04,1,Aff1.4,22.34795625
1_G05,1,Aurkb.4,25.80757996
1_G06,1,Atrx.4,22.28609042
1_G07,1,A1l.4,22.51582268
1_G08,1,Aff4.4,20.78792884
1_G09,1,Asxl3.4,18.7628343
1_G10,1,A2l.4,26.88732159
1_G11,1,Asxl2.4,20.96683352
2_B02,1,Baz1a.1,28.65152571
2_B03,1,Brd2.1,23.95412479
2_B04,1,Brd3.1,30.96448072
2_B05,1,Brd1.1,19.05477164
2_B06,1,Baz2a.1,20.28065671
2_B07,1,Brpf3.1,17.92381173
2_B08,1,Brd8.1,44.38270312
2_B09,1,Bop1.1,19.38404677
2_B10,1,Baz1b.1,14.06933854
2_B11,1,Brd9.1,35.04273983
2_C02,1,Brd8.2,23.32466501
2_C03,1,Baz2b.1,25.933993
2_C04,1,Baz1a.2,25.94588466
2_C05,1,Brd9.2,18.55390721
2_C06,1,Brd4.1,29.3604509
2_C07,1,Brd3.2,17.81631709
2_C08,1,Baz2a.2,82.81169065
2_C09,1,Brpf1.1,18.01994553
2_C10,1,Brd2.2,16.51710575
2_C11,1,Bptf.1,19.06902301
2_D02,1,Baz1b.2,27.5105075
2_D03,1,Brpf1.2,26.95293935
2_D04,1,Brd2.3,25.56601918
2_D05,1,Bmi1.1,16.99469783
2_D06,1,Baz2b.2,19.32551046
2_D07,1,Brpf1.3,24.29707068
2_D08,1,Brd4.2,24.63527881
2_D09,1,Bop1.2,20.28064092
2_D10,1,Baz1a.3,15.46004653
2_D11,1,Brpf3.2,13.70887094
2_E02,1,Bptf.2,16.57111741
2_E03,1,Brd1.2,27.07956928
2_E04,1,Baz1a.4,20.39646748
2_E05,1,Brd8.3,28.92681147
2_E06,1,Brd3.3,21.23510388
2_E07,1,Bmi1.2,19.61013521
2_E08,1,Baz1b.3,17.649441
2_E09,1,Brd9.3,21.64426261
2_E10,1,Brd4.3,22.71827256
2_E11,1,Bop1.3,12.5026454
2_F02,1,Baz2a.3,17.79406977
2_F03,1,Brpf3.3,21.62840835
2_F04,1,Brd3.4,26.58552895
2_F05,1,Bmi1.3,30.53726908
2_F06,1,Baz2b.3,28.42569986
2_F07,1,Brd8.4,20.7460114
2_F08,1,Brd1.3,23.90916749
2_F09,1,Bptf.3,16.15548519
2_F10,1,Baz2b.4,17.69947714
2_F11,1,Brd9.4,14.61043865
2_G02,1,Brd4.4,29.90940746
2_G03,1,Bptf.4,22.3121666
2_G04,1,Baz1b.4,21.32170322
2_G05,1,Brpf3.4,22.23606187
2_G06,1,Brpf1.4,27.98928459
2_G07,1,Bmi1.4,20.34288588
2_G08,1,Baz2a.4,18.44305053
2_G09,1,Brd2.4,20.26714411
2_G10,1,Bop1.4,16.23921528
2_G11,1,Brd1.4,22.34367366
3_B02,1,Brwd1.1,18.21042291
3_B03,1,Cbx7.1,21.67179851
3_B04,1,Cbx8.1,22.33049525
3_B05,1,Cbx6.1,20.70955106
3_B06,1,Carm1.1,23.53531224
3_B07,1,Chd2.1,27.70244429
3_B08,1,Chaf1b.1,17.9597361
3_B09,1,Cbx4.1,22.1232402
3_B10,1,Brwd3.1,19.87509451
3_B11,1,Chd1.1,19.24443936
3_C02,1,Chaf1b.2,12.79973415
