Position,Pool,shRNA,Percentage
1_B02,1,Actl6b.1,5.147058824
1_B03,1,Asxl3.1,3.020257827
1_B04,1,Atad2.1,2.712854758
1_B05,1,Asxl2.1,4.150453956
1_B06,1,Aff4.1,3.82387022
1_B07,1,Aurkb.1,2.812939522
1_B08,1,Atm.1,2.242031334
1_B09,1,A2l.1,3.211009174
1_B10,1,Aff1.1,2.131661442
1_B11,1,Atr.1,1.805054152
1_C02,1,Atm.2,3.103782735
1_C03,1,Arid2.1,4.008701057
1_C04,1,Actl6b.2,3.577683262
1_C05,1,Atr.2,3.168567807
1_C06,1,Atad2b.1,2.574906367
1_C07,1,Atad2.2,3.940066593
1_C08,1,Aff4.2,2.274541101
1_C09,1,Atrx.1,2.530222097
1_C10,1,Asxl3.2,2.496940024
1_C11,1,Asxl1.1,3.468735737
1_D02,1,Aff1.2,2.953020134
1_D03,1,Atrx.2,3.239104829
1_D04,1,Asxl3.3,3.334835511
1_D05,1,A1l.1,4.357194158
1_D06,1,Arid2.2,2.89968652
1_D07,1,Atrx.3,3.522727273
1_D08,1,Atad2b.2,3.470857891
1_D09,1,A2l.2,3.054511278
1_D10,1,Actl6b.3,2.507598784
1_D11,1,Aurkb.2,1.94601381
1_E02,1,Asxl1.2,4.887714663
1_E03,1,Asxl2.2,1.351351351
1_E04,1,Actl6b.4,2.99112801
1_E05,1,Atm.3,4.050756467
1_E06,1,Atad2.3,3.32278481
1_E07,1,A1l.2,4.500424568
1_E08,1,Aff1.3,3.405259609
1_E09,1,Atr.3,3.649635036
1_E10,1,Atad2b.3,2.408429503
1_E11,1,A2l.3,1.697416974
1_F02,1,Aff4.3,2.874902875
1_F03,1,Aurkb.3,3.901437372
1_F04,1,Atad2.4,8.333333333
1_F05,1,A1l.3,3.037383178
1_F06,1,Arid2.3,4.721030043
1_F07,1,Atm.4,3.636363636
1_F08,1,Asxl2.3,3.58662614
1_F09,1,Asxl1.3,5.555555556
1_F10,1,Arid2.4,2.331838565
1_F11,1,Atr.4,2.865761689
1_G02,1,Atad2b.4,2.994011976
1_G03,1,Asxl1.4,3.575337468
1_G04,1,Aff1.4,4.588910134
1_G05,1,Aurkb.4,2.910360885
1_G06,1,Atrx.4,3.338829349
1_G07,1,A1l.4,3.718797759
1_G08,1,Aff4.4,3.979238754
1_G09,1,Asxl3.4,2.638888889
1_G10,1,A2l.4,3.395061728
1_G11,1,Asxl2.4,3.267634855
2_B02,1,Baz1a.1,2.077151335
2_B03,1,Brd2.1,3.644444444
2_B04,1,Brd3.1,6.666666667
2_B05,1,Brd1.1,2.785145889
2_B06,1,Baz2a.1,3.249630724
2_B07,1,Brpf3.1,1.647286822
2_B08,1,Brd8.1,0
2_B09,1,Bop1.1,2.05338809
2_B10,1,Baz1b.1,1.165331391
2_B11,1,Brd9.1,7.142857143
2_C02,1,Brd8.2,2.485659656
2_C03,1,Baz2b.1,2.837232454
2_C04,1,Baz1a.2,2.650176678
2_C05,1,Brd9.2,1.736385162
2_C06,1,Brd4.1,3.717472119
2_C07,1,Brd3.2,2.035021297
2_C08,1,Baz2a.2,8.333333333
2_C09,1,Brpf1.1,1.790830946
2_C10,1,Brd2.2,2.31092437
2_C11,1,Bptf.1,1.730103806
2_D02,1,Baz1b.2,3.971119134
2_D03,1,Brpf1.2,4.224422442
2_D04,1,Brd2.3,1.795735129
