Position,Pool,shRNA,GeoMean
1_B02,1,Actl6b.1,2682.399522
1_B03,1,Asxl3.1,2660.589156
1_B04,1,Atad2.1,2537.368739
1_B05,1,Asxl2.1,3159.444884
1_B06,1,Aff4.1,3031.561166
1_B07,1,Aurkb.1,2977.723918
1_B08,1,Atm.1,2749.422764
1_B09,1,A2l.1,2702.787664
1_B10,1,Aff1.1,2627.729264
1_B11,1,Atr.1,2933.658613
1_C02,1,Atm.2,3068.446532
1_C03,1,Arid2.1,3213.317698
1_C04,1,Actl6b.2,2458.113846
1_C05,1,Atr.2,3028.205117
1_C06,1,Atad2b.1,2973.886401
1_C07,1,Atad2.2,3296.137016
1_C08,1,Aff4.2,2942.490302
1_C09,1,Atrx.1,2498.264848
1_C10,1,Asxl3.2,2917.340425
1_C11,1,Asxl1.1,2565.129552
1_D02,1,Aff1.2,2578.396287
1_D03,1,Atrx.2,3297.415226
1_D04,1,Asxl3.3,2790.210217
1_D05,1,A1l.1,1465.175825
1_D06,1,Arid2.2,2810.408487
1_D07,1,Atrx.3,2288.87118
1_D08,1,Atad2b.2,2177.961112
1_D09,1,A2l.2,3141.646862
1_D10,1,Actl6b.3,2449.151183
1_D11,1,Aurkb.2,2027.535836
1_E02,1,Asxl1.2,2345.167073
1_E03,1,Asxl2.2,3776.126135
1_E04,1,Actl6b.4,3290.342897
1_E05,1,Atm.3,2921.249467
1_E06,1,Atad2.3,2967.676476
1_E07,1,A1l.2,2000.028412
1_E08,1,Aff1.3,2493.099482
1_E09,1,Atr.3,2993.399205
1_E10,1,Atad2b.3,2613.100365
1_E11,1,A2l.3,2328.74703
1_F02,1,Aff4.3,2877.261348
1_F03,1,Aurkb.3,2804.744741
1_F04,1,Atad2.4,3047.069918
1_F05,1,A1l.3,2858.231184
1_F06,1,Arid2.3,3154.475514
1_F07,1,Atm.4,3445.633693
1_F08,1,Asxl2.3,3174.268206
1_F09,1,Asxl1.3,3132.983572
1_F10,1,Arid2.4,2500.424486
1_F11,1,Atr.4,2546.884556
1_G02,1,Atad2b.4,1813.903331
1_G03,1,Asxl1.4,3608.580479
1_G04,1,Aff1.4,3437.999375
1_G05,1,Aurkb.4,3472.607861
1_G06,1,Atrx.4,3217.330842
1_G07,1,A1l.4,3346.032742
1_G08,1,Aff4.4,3778.152328
1_G09,1,Asxl3.4,2823.157997
1_G10,1,A2l.4,3027.464788
1_G11,1,Asxl2.4,2588.743247
