Position,Pool,shRNA,Percentage
14_B02,2,Prmt1.1,40.0376647834275
14_B03,2,Rbbp4.1,39.5434916718075
14_B04,2,Rbbp5.1,36.5853658536585
14_B05,2,Psip1.1,35.8738501971091
14_B06,2,Prmt3.1,33.2210242587601
14_B07,2,Rnf40.1,43.0034129692833
14_B08,2,Ring1.1,37.8034682080925
14_B09,2,Prmt7.1,34.1772151898734
14_B10,2,Prmt2.1,33.2463011314186
14_B11,2,Rnf20.1,40.5281285878301
14_C02,2,Ring1.2,26.0869565217391
14_C03,2,Prmt5.1,36.7996201329535
14_C04,2,Prmt1.2,37.3607038123167
14_C05,2,Rnf20.2,32.1428571428571
14_C06,2,Rbbp7.1,37.5521557719054
14_C07,2,Rbbp5.2,44.3552433517311
14_C08,2,Prmt3.2,43.437273386512
14_C09,2,Rnf217.1,40.506329113924
14_C10,2,Rbbp4.2,40.6820950060901
14_C11,2,Prmt8.1,40.3128153380424
14_D02,2,Prmt2.2,31.4814814814815
14_D03,2,Rnf217.2,46.3932625411937
14_D04,2,Rbbp4.3,34.7243688820196
14_D05,2,Prmt6.1,42.4484052532833
14_D06,2,Prmt5.2,25.421822272216
14_D07,2,Rnf217.3,33.5984095427435
14_D08,2,Rbbp7.2,32.3763955342903
14_D09,2,Prmt7.2,36.0041623309053
14_D10,2,Prmt1.3,40.495867768595
14_D11,2,Rnf40.2,34.9021681649921
14_E02,2,Prmt8.2,43.2584269662921
14_E03,2,Psip1.2,47.508753029895
14_E04,2,Prmt1.4,28.725452445129
14_E05,2,Ring1.3,42.451473759885
14_E06,2,Rbbp5.3,33.3636088404481
14_E07,2,Prmt6.2,42.0545746388443
14_E08,2,Prmt2.3,33.4556895647614
14_E09,2,Rnf20.3,49.5109104589917
14_E10,2,Rbbp7.3,45.4545454545455
14_E11,2,Prmt7.3,32.4592074592075
14_F02,2,Prmt3.3,47.1685082872928
14_F03,2,Rnf40.3,43.6010037641154
14_F04,2,Rbbp5.4,38.3848977451495
14_F05,2,Prmt6.3,43.1890515595162
14_F06,2,Prmt5.3,44.361833952912
14_F07,2,Ring1.4,38.9508928571429
14_F08,2,Psip1.3,41.9491525423729
14_F09,2,Prmt8.3,36.6114897760467
14_F10,2,Prmt5.4,43.2298136645963
14_F11,2,Rnf20.4,34.6629986244842
14_G02,2,Rbbp7.4,40.0476758045292
14_G03,2,Prmt8.4,17.9767359887205
14_G04,2,Prmt2.4,42.6972909305065
14_G05,2,Rnf40.4,39.8625429553265
14_G06,2,Rnf217.4,35.1713859910581
14_G07,2,Prmt6.4,35.0943396226415
14_G08,2,Prmt3.4,30.0
14_G09,2,Rbbp4.4,40.3237674760854
14_G10,2,Prmt7.4,35.4319180087848
14_G11,2,Psip1.4,nan
9_B02,2,Kdm5b.1,31.3829787234043
9_B03,2,L3mbtl4.1,20.9455022980959
9_B04,2,Mbd1.1,26.8306971294669
9_B05,2,L3mbtl3.1,29.4930875576037
9_B06,2,Kdm5d.1,29.979035639413
9_B07,2,Men1.1,36.5235749472203
9_B08,2,Mbd3.1,27.3390036452005
9_B09,2,L3mbtl1.1,31.3755795981453
9_B10,2,Kdm5c.1,34.9270256668344
9_B11,2,Mbd4.1,26.5877287405813
9_C02,2,Mbd3.2,33.6200156372166
9_C03,2,Kdm6a.1,31.1868686868687
9_C04,2,Kdm5b.2,33.3084391336819
9_C05,2,Mbd4.2,41.306266548985
9_C06,2,Mbd2.1,37.5
9_C07,2,Mbd1.2,37.8609625668449
9_C08,2,Kdm5d.2,38.5777777777778
9_C09,2,Mecom.1,40.5681818181818
9_C10,2,L3mbtl4.2,33.314121037464
9_C11,2,L3mbtl2.1,40.0
9_D02,2,Kdm5c.2,35.6427713255907
9_D03,2,Mecom.2,36.9194591416814
9_D04,2,L3mbtl4.3,25.8858858858859
9_D05,2,Kdm6b.1,24.9097472924188
9_D06,2,Kdm6a.2,18.2062092755845
9_D07,2,Mecom.3,29.3812375249501
9_D08,2,Mbd2.2,32.9490874159462
9_D09,2,L3mbtl1.2,28.8200339558574
9_D10,2,Kdm5b.3,35.9628770301624
9_D11,2,Men1.2,26.0869565217391
9_E02,2,L3mbtl2.2,40.0
9_E03,2,L3mbtl3.2,34.4097995545657
9_E04,2,Kdm5b.4,30.1587301587302
9_E05,2,Mbd3.3,22.3750905141202
9_E06,2,Mbd1.3,24.2533936651584
9_E07,2,Kdm6b.2,34.0154615734425
9_E08,2,Kdm5c.3,33.9091490722969
9_E09,2,Mbd4.3,30.6238185255198
9_E10,2,Mbd2.3,46.3962189838519
9_E11,2,L3mbtl1.3,29.9206921413122
9_F02,2,Kdm5d.3,37.0578778135048
9_F03,2,Men1.3,50.208507089241
9_F04,2,Mbd1.4,46.2301587301587
9_F05,2,Kdm6b.3,34.9794238683128
9_F06,2,Kdm6a.3,23.2409381663113
9_F07,2,Mbd3.4,42.503022974607
9_F08,2,L3mbtl3.3,35.4755784061697
9_F09,2,L3mbtl2.3,37.4028349336991
9_F10,2,Kdm6a.4,30.5037313432836
9_F11,2,Mbd4.4,42.0685279187817
9_G02,2,Mbd2.4,42.1866056096165
9_G03,2,L3mbtl2.4,36.7135003054368
9_G04,2,Kdm5c.4,43.3712121212121
9_G05,2,Men1.4,42.566510172144
