Position,Pool,shRNA,GeoMean
20_B02,3,Fbxo17.2,52.23543251
20_B03,3,Padi2.1,57.76257343
20_B04,3,Paf1.1,70.29699621
20_B05,3,Kdm4b.3,45.8469914
20_B06,3,Gtf2h1.1,54.37488693
20_B07,3,Rnf2.2,75.51136459
20_B08,3,Phc3.1,65.74023701
20_B09,3,Iws1.1,63.8350793
20_B10,3,Fkbp2.3,69.36527945
20_B11,3,Phf10.2,64.20254702
20_C02,3,Phc3.2,67.23995794
20_C03,3,H2afz.2,69.67650878
20_C04,3,Fbxo17.3,63.15414515
20_C05,3,Phf10.3,115.799045
20_C06,3,Parp2.2,98.85570666
20_C07,3,Paf1.2,58.59833117
20_C08,3,Gtf2h1.2,66.54990415
20_C09,3,Prdm16.1,98.94126741
20_C10,3,Padi2.2,59.19109255
20_C11,3,Jmjd8.2,68.56661662
20_D02,3,Fkbp5.1,58.14849442
20_D03,3,Prdm16.2,71.59044045
20_D04,3,Padi2.3,88.61558242
20_D05,3,Hdac11.3,94.74637601
20_D06,3,H2afz.3,77.11737831
20_D07,3,Prdm16.3,85.92913951
20_D08,3,Parp2.3,104.6974128
20_D09,3,Iws1.2,84.43455818
20_D10,3,Fkbp2.1,76.32569096
20_D11,3,Rnf2.3,108.288229
20_E02,3,Jmjd8.3,63.29303284
20_E03,3,Mecp2.1,58.69852374
20_E04,3,Fkbp2.2,64.00606715
20_E05,3,Phc3.3,77.94926531
20_E06,3,Paf1.3,64.21027826
20_E07,3,Hdac5.1,73.86052709
20_E08,3,Fkbp5.2,57.58915237
20_E09,3,Phf17.1,91.98298375
20_E10,3,Phc2.1,54.57796141
20_E11,3,Iws1.3,70.45520978
20_F02,3,Gtf2h1.3,63.84338115
20_F03,3,Satb1.1,94.27136644
20_F04,3,Parp2.1,67.76963958
20_F05,3,Hdac5.2,71.37246899
20_F06,3,Hdac11.1,65.0959873
20_F07,3,Phf10.1,94.27473463
20_F08,3,Mecp2.2,70.83088064
20_F09,3,Kdm4b.1,55.07918157
20_F10,3,Hdac11.2,61.79561501
20_F11,3,Phf17.2,57.61553366
20_G02,3,Phc2.2,62.31577252
20_G03,3,Kdm4b.2,81.00549996
20_G04,3,Fkbp5.3,69.66403122
20_G05,3,Satb1.2,56.6975665
20_G06,3,Rnf2.1,62.21330364
20_G07,3,Hdac5.3,90.97969447
20_G08,3,H2afz.1,48.61233746
20_G09,3,Padi3,48.12159875
20_G10,3,Jmjd8.1,57.94876671
20_G11,3,Mecp2.3,62.54213208
21_B02,3,Satb1.3,116.279923
21_B06,3,Setd7.2,91.82864737
21_B09,3,Smarcd2.3,149.9476844
21_B10,3,Setd3.1,89.06840398
21_C03,3,Smarca2.3,97.19600724
21_C04,3,Scmh1.1,89.45844558
21_C08,3,Sirt2,126.9677946
21_C11,3,Ube2a.1,101.2320288
21_D02,3,Setd3.2,96.64125415
21_D05,3,Smarcc1.2,141.4743386
21_D06,3,Smarcb1.1,277.5248446
21_D09,3,Smyd1.1,100.9240134
21_D10,3,Scmh1.2,128.8856449
21_E02,3,Ube2a.2,287.4638715
21_E04,3,Scmh1.3,120.9486062
21_E07,3,Smarcc1.3,278.6248874
21_E08,3,Setd3.3,77.12187682
21_E11,3,Smyd1.2,84.2206878
21_F02,3,Smarca2.1,88.66774874
21_F05,3,Smarcd2.1,220.1335394
21_F06,3,Smarcb1.2,112.1282191
21_F10,3,Smarcc1.1,142.4536
21_G04,3,Setd7.1,109.4462874
21_G07,3,Smarcd2.2,115.170034
21_G08,3,Smarca2.2,93.01449779
21_G10,3,Smyd1.3,70.19006088
18_B02,3,Tdg.1,39.14015268
18_B03,3,Ube2b.1,63.70698872
18_B04,3,Ube2e1.1,91.89796409
18_B05,3,Trim66.1,82.47784089
18_B06,3,Tet2.1,83.79956921
18_B07,3,Usp51.1,80.92637902
18_B08,3,Uhrf1.1,72.5427925
18_B09,3,Trim28.1,73.92050456
18_B10,3,Tet1.1,93.09208784
18_B11,3,Usp22.1,75.52930391
18_C02,3,Uhrf1.2,62.38912783
18_C03,3,Tet3.1,84.38072353
18_C04,3,Tdg.2,50.68559604
18_C05,3,Usp22.2,73.34326608
18_C06,3,Ube2i.1,54.15911526
18_C07,3,Ube2e1.2,46.40933096
18_C08,3,Tet2.2,68.68913771
18_C09,3,Usp27x.1,124.1041701
18_C10,3,Ube2b.2,55.18651665
18_C11,3,Trim33.1,76.01488257
18_D02,3,Tet1.2,63.94082942
18_D03,3,Usp27x.2,84.53556444
18_D04,3,Ube2b.3,71.22336464
18_D05,3,Trim24.1,110.1032835
18_D06,3,Tet3.2,80.94123632
18_D07,3,Usp27x.3,66.30385223
18_D08,3,Ube2i.2,65.52624409
18_D09,3,Trim28.2,69.40698826
18_D10,3,Tdg.3,76.36535027
18_D11,3,Usp51.2,65.0509197
18_E02,3,Trim33.2,55.55976415
18_E03,3,Trim66.2,60.21273625
18_E04,3,Tdg.4,73.73506578
18_E05,3,Uhrf1.3,70.54249373
18_E06,3,Ube2e1.3,69.04721512
18_E07,3,Trim24.2,68.39489254
18_E08,3,Tet1.3,77.9396324
18_E09,3,Usp22.3,61.08317769
18_E10,3,Ube2i.3,50.84821467
18_E11,3,Trim28.3,41.14792569
18_F02,3,Tet2.3,63.43714351
18_F03,3,Usp51.3,81.16638584
18_F04,3,Ube2e1.4,64.84394052
18_F05,3,Trim24.3,58.05657887
18_F06,3,Tet3.3,54.97453337
18_F07,3,Uhrf1.4,60.13918492
18_F08,3,Trim66.3,68.94800503
18_F09,3,Trim33.3,72.4321314
18_F10,3,Tet3.4,68.56674231
18_F11,3,Usp22.4,72.85167859
18_G02,3,Ube2i.4,69.02849087
18_G03,3,Trim33.4,85.77827965
18_G04,3,Tet1.4,92.73055881
18_G05,3,Usp51.4,80.20468591
18_G06,3,Usp27x.4,83.10234372
18_G07,3,Trim24.4,82.74494079
18_G08,3,Tet2.4,87.34505523
18_G09,3,Ube2b.4,69.9334241
18_G10,3,Trim28.4,54.25607724
18_G11,3,Trim66.4,59.25141961
19_B02,3,Wbp7.1,57.43445056
19_B03,3,Arid1b.1,94.97465187
19_B04,3,Brd7.2,90.27490549
19_B05,3,Actb,77.92814931
19_B06,3,Wdr82.1,56.28187294
19_B07,3,Eaf1.1,74.64558223
19_B08,3,Cecr2.1,99.89193016
19_B09,3,Zmynd11.1,67.92296829
19_B10,3,Wdr5.1,89.6628071
