Position,Pool,shRNA,GeoMean
control2_B02,2,Bptf.1,181.2542878
control2_B03,2,Bptf.2,279.3627031
control2_B04,2,Bptf.3,422.9374297
control2_B05,2,Bptf.4,330.324916
control2_B06,2,Whsc1.1,312.0470983
control2_B07,2,Whsc1.2,443.3341698
control2_B08,2,Whsc1.3,295.0611343
control2_B09,2,Whsc1.4,276.9652172
control2_B10,2,Cd4.1,337.0110003
control2_B11,2,Cd4.1,580.4352028
control2_C02,2,Mll2.1,314.3626865
control2_C03,2,Mll2.2,370.9966134
control2_C04,2,Mll2.3,773.1812951
control2_C05,2,Mll2.4,173.1795245
control2_C06,2,Brd8.1,444.3110723
control2_C07,2,Brd8.2,322.1455763
control2_C08,2,Brd8.3,515.3719743
control2_C09,2,Brd8.4,372.91954
control2_C10,2,Cd4.2,516.823766
control2_C11,2,Cd4.2,995.2258458
control2_D02,2,Ncor1.1,125.3278486
control2_D03,2,Ncor1.2,137.6293007
control2_D04,2,Ncor1.3,137.6154199
control2_D05,2,Ncor1.4,235.4870671
control2_D06,2,Cxxcl.1,489.0932153
control2_D07,2,Cxxcl.2,1037.798503
control2_D08,2,Cxxcl.3,527.7992921
control2_D09,2,Cxxcl.4,708.9165071
control2_D10,2,Cd4.3,475.6461113
control2_D11,2,Cd4.3,527.4159616
control2_E02,2,Smarca4.1,206.2439007
control2_E03,2,Smarca4.2,210.1817458
control2_E04,2,Smarca4.3,263.009323
control2_E05,2,Smarca4.4,279.8662444
control2_E06,2,Klf2.1,313.7085941
control2_E07,2,Klf2.2,362.7434428
control2_E08,2,Klf2.3,442.2478173
control2_E09,2,Klf2.4,568.0970733
control2_E10,2,Cd4.4,486.7167905
control2_E11,2,Cd4.4,551.9867298
control2_F02,2,Runx3.1,212.0077435
control2_F03,2,Runx3.2,230.0158983
control2_F04,2,Runx3.3,302.4338596
control2_F05,2,Empty,630.1729664
control2_F06,2,Sp140.1,228.5321615
control2_F07,2,Sp140.2,177.2913178
control2_F08,2,Sp140.3,258.8048067
control2_F09,2,Sp140.4,242.3758153
control2_F10,2,Empty,783.1429439
control2_F11,2,Empty,143.7470703
control2_G02,2,Smarce1.1,341.6599034
control2_G03,2,Smarce1.2,132.123345
control2_G04,2,Smarce1.3,180.9670471
control2_G05,2,Smarce1.4,257.8999649
