shRNA,count,adjPctg,nbPctg
Actb,6,0.006497381014002939,48.67339080639808
Actl6a,293,0.31728877285047685,62.69907332031245
Actl6b.1,1115,1.2074299717688795,68.39552777256326
Actl6b.2,7375,7.9863641630452795,77.30472869444121
Actl6b.3,2446,2.6487656600418648,71.97689354389166
Actl6b.4,27212,29.46778869217466,84.00848685014367
Aff1.1,5857,6.3425267665025356,76.16406377011128
Aff1.2,536,0.5804327039175958,65.21295516828894
Aff1.3,27072,29.31618313518126,83.98136847005058
Aff1.4,5820,6.302459583582851,76.13290217785567
Aff4.1,61,0.06605670697569654,56.60877152917375
Aff4.2,11115,12.036398328440445,79.3697048025802
Aff4.3,16644,18.023734932844153,81.44199939857015
Aff4.4,26941,29.17432364970886,83.95586885239457
Arid1a.1,8,0.008663174685337251,49.59398311002005
Arid1a.2,0,0.0,26.55335294971427
Arid1b.1,0,0.0,26.55335294971427
Arid1b.2,0,0.0,26.55335294971427
Arid1b.3,34,0.03681849241268332,54.494446769058
Arid2.1,27157,29.40822936621297,83.99784951448292
Arid2.2,54847,59.39364274583654,87.7076712502834
Arid2.3,16,0.017326349370674503,51.88396462257542
Arid2.4,12787,13.84700183767593,80.08475214017561
Ash1l.1,42436,45.95381011837145,86.35290965688873
Ash1l.2,13108,14.194611721925089,80.21174511587158
Ash1l.3,2409,2.60869847712218,71.90573101173115
Ash1l.4,15965,17.288447981426152,81.22656679910995
Ash2l.1,36050,39.03843092580099,85.49108820870858
Ash2l.2,8075,8.74439194801229,77.75745438222769
Ash2l.3,1690,1.8300956522774945,70.26948702053294
Ash2l.4,45,0.04873035760502204,55.49835139420748
Asxl1.1,2575,2.7884593518429277,72.21733829291864
Asxl1.2,15286,16.553161030008155,81.00215512687045
Asxl1.3,259,0.28047028043779354,62.197628718603205
Asxl1.4,30120,32.616852690294756,84.5428954475057
Asxl2.1,26270,28.4476998729762,83.82332815080318
Asxl2.2,9512,10.300514700865993,78.58062468505972
Asxl2.3,9350,10.125085413487913,78.49396432934887
Asxl3.2,44357,48.03405493968806,86.58690285806813
Asxl3.3,47489,51.425687828997596,86.94740661515965
Asxl3.4,22225,24.067382172702555,82.94683781617155
Atad2.1,4857,5.259629930835379,75.24817198480196
Atad2.2,21163,22.917345733224032,82.69098448814478
Atad2.3,14116,15.286171732277582,80.59204692407303
Atad2.4,19837,21.481424529129388,82.35349362281703
Atad2b.1,32095,34.755573940737385,84.87770268906124
Atad2b.2,8518,9.22411524621284,78.02512459098511
Atad2b.3,31688,34.314834928620854,84.81039679064853
Atad2b.4,39544,42.82207246962204,85.97985714888867
Atm.1,16988,18.396251444313656,81.5479416158383
Atm.2,16426,17.78766342266871,81.37376722206753
Atm.3,30943,33.50807678604882,84.68496191070301
Atm.4,13642,14.772878632171349,80.41656424545859
Atr.1,9045,9.79480187860943,78.32686678527607
Atr.2,35873,38.84675818588791,85.46509211529812
Atr.3,44940,48.66538379488201,86.65590899114794
Atr.4,26733,28.949081107890095,83.9151312751319
Atrx.1,1057,1.1446219553001844,68.15836252865518
Atrx.2,2987,3.2346128481377967,72.91593825874877
Atrx.3,50401,54.57908341446036,87.26169050013701
Atrx.4,7978,8.639350954952574,77.6969909003231
Aurkb.1,53218,57.62960380053474,87.54868142924593
Aurkb.2,151,0.1635174221857406,60.05060678729816
Aurkb.3,4167,4.51243111422504,74.50587214123489
Aurkb.4,1183,1.281066956594246,68.65929187780335
Baz1a.1,1325,1.4348383072589823,69.16713302745929
Baz1a.3,0,0.0,26.55335294971427
Baz1a.4,31222,33.810205003199954,84.73228144302682
Baz1b.1,79013,85.56292767656902,89.6210724475028
Baz1b.3,24818,26.87533366758749,83.52483780523245
Baz1b.4,1178,1.2756524724159104,68.64038929328608
Baz2a.1,10895,11.79816102459367,79.26807971975533
Baz2a.3,0,0.0,26.55335294971427
Baz2a.4,392,0.42449555958152535,63.898458601420785
Baz2b.2,35064,37.97069464583318,85.34463282318875
Baz2b.3,3520,3.811796861548391,73.69611051034566
Baz2b.4,20800,22.524254181876856,82.60067330462896
Bcl6,79410,85.9928377203289,89.64712615917854
Bcl6.2,54676,59.20846738693744,87.69120945222308
Bcl6.3,453,0.49055226655722195,64.50281701605218
Bmi1.1,41535,44.97812006943534,86.23948104792267
Bmi1.2,4168,4.513514011060709,74.50702952937138
Bmi1.3,10537,11.410483957424828,79.09845592830803
Bmi1.4,80367,87.02916999206236,89.70936798406392
Bop1.1,6192,6.705297206451033,76.43803679466565
Bop1.2,8458,9.159141436072808,77.98965462709702
Bop1.3,3083,3.338570944361843,73.06564968211538
Bop1.4,20,0.02165793671334313,52.64336962661291
Bptf.1,3155,3.416539516529879,73.17508621061917
Bptf.2,1195,1.294061718622252,68.7043593635751
Bptf.3,4498,4.8708699668308695,74.87534359267673
Bptf.4,4100,4.439877026235341,74.42773283716164
Brd1.1,10620,11.500364394785201,79.13826524250868
Brd1.3,545,0.5901787754386003,65.28365936933726
Brd1.4,3,0.0032486905070014697,46.52477982964357
Brd2.1,245,0.2653097247384534,61.97301018690155
Brd2.2,737,0.7980949678866943,66.57832905832932
Brd2.3,450,0.4873035760502204,64.4749256343323
Brd2.4,10931,11.837145310677688,79.28484210406049
Brd3.1,6070,6.57318379249964,76.33991888882686
Brd3.2,93380,101.12090651459907,90.4849613593133
Brd3.3,3834,4.1518264679478785,74.10516391631978
Brd3.4,152,0.1646003190214078,60.076424004606885
Brd4.1,1375,1.4889831490423402,69.33386467036055
Brd4.2,3389,3.6699373760759935,73.5152182151962
Brd4.3,752,0.8143384204217017,66.66565968571128
Brd4.4,21547,23.333178118120223,82.78490310827196
Brd7.1,2309,2.500408793555464,71.70813765275486
Brd7.2,0,0.0,26.55335294971427
Brd7.3,21,0.022740833549010287,52.81092819232745
Brd8.1,10022,10.852792087056242,78.84457199512298
Brd8.2,14336,15.524409036124354,80.67158738949978
Brd8.3,5247,5.68195969674557,75.62483887570444
Brd8.4,23575,25.529292900853214,83.25548028724086
Brd9.2,3387,3.6677715824046593,73.51240559398656
Brd9.3,8953,9.695175369728052,78.27541330021116
Brd9.4,3292,3.5648963830162788,73.37698765931191
Brdt.1,38,0.04115007975535195,54.89064466791093
Brdt.2,1,0.0010828968356671564,43.31142782124352
Brdt.3,1,0.0010828968356671564,43.31142782124352
Brpf1.1,397,0.4299100437598611,63.95120027515132
Brpf1.2,23641,25.60076409200725,83.27012605001924
Brpf1.3,12574,13.616344811678827,79.99879466449389
Brpf1.4,9532,10.322172637579337,78.5912261876611
Brpf3.1,13997,15.15730700883319,80.54852738637935
Brpf3.2,4,0.004331587342668626,47.404794063798064
Brpf3.3,14232,15.41178776521497,80.63413298249598
Brpf3.4,6715,7.271652251504955,76.83895925375984
Brwd1.1,91406,98.98326816099211,90.37505236563847
Brwd1.2,339,0.36710202729116603,63.297119675964254
Brwd1.3,3613,3.912506267265437,73.820728439261
Brwd1.4,9740,10.547415179398104,78.70024630327299
Brwd3.1,52688,57.055668477631144,87.49588330148502
Brwd3.2,50259,54.42531206379562,87.24679595887079
Brwd3.3,6319,6.842825104580762,76.5382545782726
CD4.1,5,0.0054144841783357826,48.09881214329227
CD4.2,239,0.2588123437244504,61.873057115305755
CD4.3,3069,3.323410388662503,73.04409269076628
CD4.4,50822,55.034982982276226,87.305601028183
CDK9.2,441,0.477557504529216,64.39020403208899
CDK9.3,20706,22.422461879324143,82.57703821100469
Carm1.1,3758,4.069526308437173,74.00913028893035
Carm1.2,41931,45.40694721635954,86.28963437261396
Carm1.3,5206,5.637560926483216,75.58650534421683
Carm1.4,736,0.7970120710510271,66.57245302311487
Cbx1.1,28526,30.890715134241304,84.25656276513405
Cbx1.2,68057,73.69870994499966,88.84199814381635
Cbx1.3,18502,20.03575725351373,81.99094472488053
Cbx1.4,53285,57.70215788852443,87.55531778340453
Cbx2.1,1887,2.0434263289039243,70.77458021811138
Cbx2.2,26103,28.266856101419787,83.78982781495526
Cbx2.3,963,1.0428296527474716,67.7467883326061
Cbx3.2,2081,2.253508315023353,71.22578233527473
Cbx3.3,59579,64.51791057221351,88.1435180480595
Cbx4.1,11793,12.770602383022778,79.67126385592961
Cbx4.3,616,0.6670644507709683,65.80597545361914
Cbx4.4,13362,14.469667518184545,80.31014375760184
