shRNA,count,adjPctg,nbPctg
Bcl6,5373,0.07477304023451987,57.067566732417575
Bcl6.2,6027,0.08387439298221688,57.49601132674114
Bcl6.3,1371,0.01907944131053913,52.210646821985065
CD4.1,164,0.002282296407679371,45.467621777002634
CD4.2,10309,0.14346459552906482,59.54120630930531
CD4.3,17858,0.2485198124898671,61.709795617204435
CD4.4,10290,0.14320018314037028,59.53406574012264
CDK9.1,18330,0.25508837288270036,61.81470196813963
CDK9.2,3060,0.0425843110213346,55.01322976483496
CDK9.3,8659,0.12050246703716873,58.86880161985556
Ccnt1,16730,0.23282206646631629,61.44821654550822
Ccnt1.2,86509,1.2038974386093577,68.38250091660562
Ccnt1.3,65260,0.9081869729582667,67.14036513108795
Ccnt1.4,39030,0.5431587121446697,64.93188206680755
Cd14,12884,0.179299432417933,60.411951958050615
Cd14.2,19849,0.2762274475367551,62.13593341463026
Cd19,19031,0.26484379838137867,61.96591762186392
Cd19.3,1039,0.014459182729139429,51.27633871993819
Cd19.4,12422,0.1728700364402021,60.26848960717731
Fosb,12185,0.1695718398022752,60.192924499987996
Fosb.2,632,0.008795191034471721,49.64284768395936
Hes1,12538,0.17448434365538995,60.304969049598625
Hes1.3,6954,0.09677493426220941,58.034155174348754
Id2,3017,0.04198590403639428,54.96250096582301
Id2.2,4388,0.061065345346933406,56.3198891353202
Id2.3,4328,0.060230358856319006,56.2694144878245
Id2.4,7660,0.1065999419684389,58.40072986547915
Id2.5,4492,0.06251265526399838,56.40584963433288
Id3,11799,0.16420009337932254,60.06690712583368
Id3.2,8079,0.1124309309612295,58.603612290788455
Id3.3,33090,0.46049504957384374,64.23791234332113
Id3.4,2548,0.03545909296809169,54.36113803478406
Id3.5,717,0.009978088562842128,50.05251791001454
Klf12,1793,0.024952179627860435,53.13115668206585
Klf12.4,87213,1.2136946134325668,68.41854702899252
Klf12.5,10626,0.14787610748781094,59.6587563187992
Klf2,3068,0.04269564255341653,55.02255693913628
Klf2.2,3098,0.04311313579872372,55.057478611007404
Klf2.3,1751,0.024367689084430356,53.04913151522486
Klf2.4,1954,0.027192726711009085,53.42945279575406
Klf2.5,6,8.349864906144038e-05,36.65579909713815
Klf2.6,44428,0.6182796634169456,65.48157094028932
Klf2.7,21982,0.3059112172780971,62.550203715800954
Ms4a1,27882,0.3880182221885135,63.52584514632736
Nfatc3.2,38864,0.5408485828539699,64.91387439192422
Nfatc3.3,11124,0.15480649535991048,59.83693240109733
Nfatc3.7,3326,0.04628608446305846,55.31269267691565
Nfatc3.8,8184,0.11389215731980469,58.65293654273428
Rpa3.1,7185,0.09998963225107486,58.15779466819024
Rpa3.2,17536,0.2440387183235698,61.63673606514338
Rpa3.3,21932,0.3052153952025851,62.54092920404496
Rpa3.4,29109,0.405093695921578,63.70417142920102
Runx3,17548,0.24420571562169266,61.6394812702878
Runx3.2,6295,0.08760399930696121,57.65910991100225
Satb1.1,3971,0.0552621892371633,55.95484925398042
Satb1.2,4097,0.05701566086745355,56.06875981099274
Satb1.3,4039,0.056208507259859625,56.01673343862388
Scmh1.1,15087,0.20995735306499186,61.03603955045862
Scmh1.2,76130,1.0594586921745763,67.81652707187791
Scmh1.3,7038,0.09794391534906957,58.07954987553361
Scml2.1,20822,0.2897681451262186,62.329829505922454
Scml2.2,45239,0.6295658974817504,65.55869606321431
Scml2.3,6334,0.08814674052586058,57.68231614449781
Scml2.4,40853,0.5685283850178374,65.12507258350476
Scml4.1,7363,0.1024667588398976,58.25054314715447
Scml4.2,3183,0.04429603332709413,55.15462318280252
Scml4.3,5352,0.07448079496280482,57.05297767976422
Setd1a.1,0,0.0,26.55335294971427
Setd1a.3,8546,0.11892990914651161,58.818454218427426
Setd1a.4,15265,0.2124344796538146,61.08266665808372
Setd2.1,9359,0.13024397609433677,59.1675424227692
Setd2.2,28163,0.391928742252891,63.56731902475329
Setd2.3,161627,2.249272691975571,71.21708149313949
Setd2.4,110170,1.5331743611831479,69.46578607280397
Setd3.1,136682,1.9021270585026326,70.4459382304905
Setd3.2,516,0.007180883819283873,48.99126437683628
Setd3.3,98697,1.3735110277361637,68.97101162114923
Setd4.1,0,0.0,26.55335294971427
Setd4.2,174084,2.4226298038686314,71.56119743839197
