shRNA,count,adjPctg,nbPctg
Bcl6,6569,0.05964522486358731,56.23366076384918
Bcl6.2,12958,0.11765608521576562,58.7772510351791
Bcl6.3,3590,0.03259649219976837,54.063913486804005
CD4.1,2857,0.02594099671719728,53.265690564463185
CD4.2,7619,0.06917901784680647,56.77932059243116
CD4.3,6824,0.06196057458808339,56.373279173989054
CD4.4,13996,0.12708092056489087,59.07289771205812
CDK9.1,24336,0.2209660819424967,61.23947169153191
CDK9.2,26166,0.2375821211418215,61.52923846486246
CDK9.3,9171,0.08327087185628851,57.468957609336215
Ccnt1,18919,0.17178078995192697,60.24367294082177
Ccnt1.2,38116,0.34608576509369676,63.05466566155013
Ccnt1.3,45188,0.41029813078638816,63.75713340151312
Ccnt1.4,33913,0.3079233537522966,62.576903924177785
Cd14,121604,1.1041403446965554,67.99895767225176
Cd14.2,11974,0.10872155922006309,58.475736897317766
Cd19,6587,0.059808661314728215,56.24365574529187
Cd19.3,2839,0.025777560266056383,53.243828800740076
Cd19.4,14795,0.1343356830349786,59.286845988855916
Fosb,100191,0.9097145264587724,67.14770734337802
Fosb.2,1724,0.015653580098161746,51.54198454845557
Hes1,8196,0.07441806408615644,57.04988369412185
Hes1.2,7613,0.06912453902975951,56.77637981799501
Hes1.3,4020,0.03650080742146765,54.4636704852521
Id2,25032,0.22728562471994482,61.351996622031756
Id2.2,2007,0.018223164302210344,52.05479933700378
Id2.3,6076,0.055168882062894886,55.94864609232911
Id2.4,20385,0.18509178091706918,60.537138631419026
Id2.5,5562,0.05050186340253808,55.627522012454044
Id3,9276,0.08422425115461044,57.51160491654071
Id3.2,11167,0.10139415832724609,58.210663500622104
Id3.3,17649,0.16024944034365238,59.97172141410265
Id3.5,17191,0.1560908906424006,59.869123893131096
Jmjd5.1,20828,0.18911413357570353,60.6219526340528
Jmjd5.2,2447,0.02221827755232123,52.73111950725373
Jmjd5.3,26412,0.23981575264074717,61.56672542597721
Jmjd5.4,106132,0.9636576351381105,67.3997780581271
Jmjd6.1,1430,0.012984118062860383,50.918287077809985
