shRNA,count,adjPctg,nbPctg
Bcl6,27018,211.968496184216,94.12040129175902
Bcl6.2,12082,94.78878417712997,90.15176537141855
Bcl6.3,25905,203.23650505781754,93.92597194075014
CD4.1,36366,285.30780710027386,95.4331623041557
CD4.2,65,0.50995455814546,64.66586286424322
CD4.3,2916,22.877346023879408,82.68186365089906
CD4.4,17667,138.60564890393604,92.08112791835657
CDK9.2,14025,110.03250273830886,90.91751407631902
CDK9.3,56746,445.1981747157273,97.14862998033395
Ccnt1,49301,386.7887641712204,96.64406354616705
Ccnt1.3,16508,129.51276685946544,91.74233109807439
Ccnt1.4,138700,1088.1645725350047,99.35474742829645
Cd14,7769,60.951337880493526,87.84410880951353
Cd14.2,2056,16.130254946877933,80.86871290759701
Cd19,4216,33.0764371867886,84.616625748572
Cd19.3,8385,65.78413800076434,88.24574602449906
Cd19.4,9874,77.46602010966573,89.10282670568954
Fosb,462,3.6246000902031157,73.45601845923123
Fosb.2,544,4.267927378940466,74.23763702690947
Hes1,948,7.4374910941830175,76.95077382615617
Hes1.2,5761,45.19766476116915,86.2652171862032
Hes1.3,3267,25.63110063786489,83.27633037801589
Id2,0,0.0,26.55335294971427
Id2.2,1194,9.367472960395066,78.10255400134398
Id2.3,1792,14.059054895333297,80.16257887657318
Id2.4,2346,18.405436821680755,81.55052765933453
Id2.5,566,4.440527383235851,74.42843819503918
Id3,72852,571.5570687694316,97.94648476860394
Id3.2,21872,171.59578608857694,93.1257954201058
Id3.3,20785,163.0677767854367,92.8796311428427
Id3.4,8447,66.2705561946877,88.28447927863549
Id3.5,135,1.059136389994417,67.81518642822357
Jmjd5.1,2594,20.351109597374204,82.07213390715773
Jmjd5.2,2619,20.54724596589169,82.12202067662233
Jmjd5.3,60032,470.97833899366543,97.33975949529827
Jmjd5.4,30889,242.33825148546333,94.72585598709868
Jmjd6.1,8953,70.24035629348158,88.59004007317272
Jmjd6.2,83241,653.0634980705576,98.31655660574656
Jmjd6.3,12038,94.44358416853919,90.13291900110356
Jmjd6.4,1571,12.325209397638734,79.49036558617672
Jmjd8.1,0,0.0,26.55335294971427
Jmjd8.2,3,0.023536364222098153,52.92939102730423
Jmjd8.3,294,2.3065636937656193,71.33347798781283
Kat2a.1,4,0.03138181896279754,53.930332640859866
Kat2a.2,0,0.0,26.55335294971427
Kat2a.3,59966,470.4605389807793,97.33608603879729
Kat2b.1,2572,20.178509593078818,82.02784851786384
Kat2b.3,64585,506.6986944280698,97.57828244002867
Kat2b.4,9429,73.97479275005449,88.86157981441661
Kat5.1,10069,78.9958837841021,89.20498217378352
Kat5.3,3375,26.478409749860422,83.44679875129633
Kat5.4,80855,634.3442430592487,98.23925461053699
Kdm1a.1,21121,165.70384957831172,92.9573072875716
Kdm1a.2,24850,194.9595503063797,93.7319687541946
Kdm1a.4,15275,119.8393211641831,91.35131722438263
Kdm1b.1,102281,802.4409563334738,98.80806388103748
Kdm1b.2,18665,146.43541273515405,92.35326773434676
Kdm1b.3,5497,43.12646470962452,86.01729139452029
Kdm1b.4,3201,25.11330062497873,83.16943808546289
Kdm2a.1,4340,34.04927357463533,84.7694305557742
Kdm2a.2,39805,312.288325953539,95.80834925457219
Kdm2a.3,15084,118.3408393087095,91.28761858921706
Kdm2a.4,3153,24.736718797425162,83.090345358952
Kdm2b.1,0,0.0,26.55335294971427
Kdm2b.2,8995,70.56986539259097,88.61459522158013
