shRNA,count,adjPctg,nbPctg
Bcl6,20460,271.8733649478029,95.22796753762707
Bcl6.2,19109,253.9212185135663,94.93181749201263
Bcl6.3,4522,60.088531588170326,87.76898226536194
CD4.1,8159,108.41714489780665,90.84200179158277
CD4.2,2040,27.107608235264806,83.56998654296565
CD4.3,39352,522.9110780755591,97.67758325713967
CD4.4,85694,1138.7055784866582,99.41842516468175
CDK9.1,54974,730.4968897673763,98.5961698659775
CDK9.2,19610,260.5785281831092,95.04475665761687
CDK9.3,106844,1419.7476932787417,99.66760324865321
Ccnt1.2,171716,2281.7696351601626,99.93238675641847
Ccnt1.3,86422,1148.3792739745365,99.42980256357511
Ccnt1.4,142411,1892.3635276432822,99.86355525442305
Cd14,23000,305.6249948093581,95.71992265255803
Cd14.2,9917,131.77752493584367,91.82916575834894
Cd19,12262,162.93798636314563,92.87576876896266
Cd19.3,6035,80.19334102932505,89.28350500393647
Cd19.4,5187,68.92508035113654,88.49082257054077
Fosb,6,0.07972825951548472,57.30651573863103
Fosb.2,0,0.0,26.55335294971427
Hes1,1705,22.65611374565024,82.63113622696169
Hes1.2,9419,125.16007939605845,91.57056243303165
Hes1.3,8,0.10630434602064628,58.39019206765836
Id2,0,0.0,26.55335294971427
Id2.2,1281,17.02198340655599,81.14631772825956
Id2.3,18684,248.27380013121942,94.83294917468892
Id2.4,4153,55.185243627968006,87.31999285219078
Id2.5,384,5.102608608991022,75.10081670215459
Id3,4839,64.30084129923841,88.12578620655975
Id3.2,6557,87.12969960717221,89.71536395994626
Id3.3,24296,322.8462988647028,95.94323581808143
Id3.4,1027,13.646820420400468,80.01023130493668
Id3.5,465,6.178940112450065,76.0356462642944
Klf12,6465,85.90719962793479,89.64194727440675
Klf12.4,987,13.115298690297235,79.80718185681417
Klf12.5,15772,209.57901817970418,94.06819251880218
Klf2,681,9.049157455007515,77.92906600748854
Klf2.2,729,9.686983531131393,78.27116011271356
Klf2.3,0,0.0,26.55335294971427
Klf2.4,3033,40.30263518507752,85.65944378948787
Klf2.5,0,0.0,26.55335294971427
Klf2.6,771,10.245081347739786,78.55339372699066
Klf2.7,5,0.06644021626290394,56.63014368506934
Ms4a1,93213,1238.618375702813,99.52488592585776
Ms4a1.2,4780,63.51684674733617,88.06122757415295
Nfatc3.2,131491,1747.2580953251002,99.82159818520269
Nfatc3.3,380,5.0494564359807,75.04996727055261
Nfatc3.7,0,0.0,26.55335294971427
Nfatc3.8,0,0.0,26.55335294971427
Rpa3.1,152,2.0197825743922797,70.72110235341296
Rpa3.2,168,2.2323912664335723,71.1822541440701
Rpa3.3,701,9.314918320059132,78.07430003182262
Rpa3.4,144,1.9134782283716334,70.47317079439647
Runx3,1069,14.204918237008862,80.21546507375432
Runx3.2,3016,40.076738449783655,85.62974878969248
Runx3.3,1213,16.118396465380496,80.86492316052673
Satb1.1,1084,14.404238885797572,80.28690019077227
Satb1.2,16408,218.03021368834555,94.24963284440288
Satb1.3,84745,1126.0952254399588,99.4032156554292
Scmh1.1,5083,67.54312385286813,88.38444350163665
Scmh1.2,10984,145.95586708634735,92.33708247467919
Scmh1.3,14152,188.0523881105233,93.56224455803243
Scml2.1,1410,18.73614098613891,81.64282051733707
Scml2.2,9164,121.77162836665035,91.43216740560179
Scml2.3,1501,19.945352922123764,81.96744223498933
Scml2.4,11661,154.95187236834457,92.63096261455044
Scml4.1,4430,58.866031608932886,87.66062856402831
