shRNA,count,adjPctg,nbPctg
Actb,14,0.008805643015458307,49.64652155339124
Actl6a,323,0.20315876385664522,60.9053601067031
Actl6b.1,68,0.0427702660750832,55.028846244504614
Actl6b.2,18649,11.729745471091567,79.2385342771361
Actl6b.3,5793,3.643649284896426,73.48097642376644
Actl6b.4,10189,6.408621191750334,76.21506445920318
Aff1.1,1800,1.1321541019874966,68.10984056975148
Aff1.2,106,0.06667129711704146,56.64294479911918
Aff1.3,27267,17.150247721607258,81.18509541214465
Aff1.4,1816,1.1422176940051632,68.14904472932494
Aff4.1,167,0.10503874168439552,58.34465608112859
Aff4.2,21662,13.624845642918418,80.00198726526574
Aff4.3,23831,14.989091335813349,80.49118233443686
Aff4.4,19949,12.547412322526982,79.58137917737076
Arid1a.1,4,0.002515898004416659,45.756359036434986
Arid1a.2,1,0.0006289745011041647,41.80469241026202
Arid1b.1,0,0.0,26.55335294971427
Arid1b.2,0,0.0,26.55335294971427
Arid1b.3,60,0.037738470066249884,54.58210559734303
Arid2.1,57390,36.09684661836802,85.07747448771919
Arid2.2,95563,60.10669024901729,87.7705747372199
Arid2.3,9531,5.994755970023794,75.88716054613157
Arid2.4,11468,7.213079578662561,76.79889042174847
Ash1l.1,54961,34.569067555185995,84.8493242319551
Ash1l.2,18122,11.398275909009673,79.09302587151134
Ash1l.3,3340,2.1007748336879106,70.9019168639519
Ash1l.4,21091,13.26570120278794,79.86542318122275
Ash2l.1,29238,18.38995646328357,81.54616853700902
Ash2l.2,15763,9.91452506090495,78.38804719154135
Ash2l.3,6696,4.211613259393487,74.17381105518875
Ash2l.4,0,0.0,26.55335294971427
Asxl1.1,1426,0.8969176385745389,67.08585699981582
Asxl1.2,25737,16.187916734917888,80.88710337951841
Asxl1.3,2308,1.4516731485484125,69.21959664182941
Asxl1.4,29234,18.387440565279153,81.54545970560089
Asxl2.1,82369,51.808000681448945,86.98653203700228
Asxl2.2,14189,8.924519196166996,77.8595551863178
Asxl2.3,21404,13.462570221633543,79.94071310259969
Asxl3.2,80029,50.3362003488652,86.83427971820196
Asxl3.3,8252,5.190297583111567,75.18362611067914
Asxl3.4,74985,47.163652965295796,86.49025746388888
Atad2.1,34406,21.64049668498989,82.39193788687386
Atad2.2,4582,2.881961164059283,72.37203618562947
Atad2.3,43513,27.36856746654552,83.62026352980637
Atad2.4,17797,11.193859196150822,79.00127130346102
Atad2b.1,64007,40.25877089217427,85.65369052052445
Atad2b.2,12335,7.758400471119872,77.16060303594344
Atad2b.3,45366,28.53405721709154,83.83925233483428
Atad2b.4,26307,16.54643220054726,81.00005759197182
Atm.1,1537,0.9667338081971012,67.41375054885785
Atm.2,21715,13.658181291476936,80.01448847782959
Atm.3,21998,13.836181075289414,80.08075058165115
Atm.4,11633,7.316860371344749,76.86967722905422
Atr.1,30333,19.07868354199263,81.73677993372152
Atr.2,30945,19.463615936668376,81.84044870364447
Atr.3,59749,37.58059746647274,85.29010653468139
Atr.4,1435,0.9025784090844764,67.11331882664751
Atrx.1,1524,0.958557139682747,67.37651948264954
Atrx.2,16056,10.098814589728468,78.48086411839898
Atrx.3,74968,47.15296039877702,86.48905918243787
Atrx.4,32383,20.368081269256166,82.07646898062868
Aurkb.1,28860,18.152204101866193,81.47877148623871
Aurkb.2,85,0.053462832593854,55.834313658032656
Aurkb.3,5946,3.739882383565363,73.60521523162038
Aurkb.4,14637,9.206299772661659,78.01542228651684
Baz1a.1,4956,3.1171976274722404,72.74131141634003
Baz1a.2,39991,25.153319273656653,83.1777754067139
Baz1a.3,0,0.0,26.55335294971427
Baz1a.4,55982,35.21125052081335,84.94641170476885
Baz1b.1,68197,42.894174051800725,85.98874819418056
Baz1b.3,22614,14.223629367969583,80.22221158248783
Baz1b.4,891,0.5604162804838108,65.06419298066238
Baz2a.1,32245,20.28128278810379,82.05426159712779
Baz2a.3,0,0.0,26.55335294971427
Baz2a.4,8480,5.333703769363317,75.3162524597593
Baz2b.1,158612,99.76290356913378,90.41543216130134
Baz2b.2,60983,38.356752000835286,85.39805156839428
Baz2b.3,6221,3.912850371369009,73.82114890945954
Baz2b.4,28438,17.886776862400236,81.4025194093712
Bcl6.2,69365,43.628816269090386,86.0784985059758
Bcl6.3,3903,2.454887477809555,71.62266904325071
Bmi1.1,29364,18.469207250422695,81.56844829577122
Bmi1.2,4256,2.6769154766993255,72.02628860257651
Bmi1.3,393,0.24718697893393674,61.6881915998774
Bmi1.4,173386,109.05537284844671,90.87198256233819
Bop1.1,4731,2.9756783647238034,72.5224309593382
Bop1.2,18342,11.536650299252589,79.15425290902701
