shRNA,count,adjPctg,nbPctg
Bcl6,13816,48.29479118165637,86.61551196689122
Bcl6.2,6871,24.018059511375284,82.93611022797933
Bcl6.3,1971,6.889767908153206,76.5720264154996
CD4.1,165589,578.8278935277428,97.9832889071126
CD4.2,509,1.7792449849061298,70.1409562760696
CD4.3,242,0.845927871016274,66.8309162532204
CD4.4,864,3.0201722337109946,72.59228277771567
CDK9.2,36260,126.74935786384336,91.63404270360195
CDK9.3,148612,519.4836064771508,97.65702369142512
Ccnt1,187319,654.7866234334604,98.32346495273876
Cd14,1087,3.7996842801433464,73.68091515280966
Cd14.2,1069,3.7367640252743675,73.60123718648754
Cd19,831,2.9048184331178666,72.4091354726933
Cd19.3,421,1.4716348499911212,69.28106825657473
Cd19.4,3085,10.78383257060002,78.81232091486548
Fosb,18,0.06292025486897906,56.42975107540388
Fosb.2,0,0.0,26.55335294971427
Hes1,149,0.5208398875265489,64.75481153493085
Hes1.2,744,2.600703867917801,71.891408493209
Hes1.3,1159,4.051365299619262,73.98769280141512
Id2,4,0.013982278859773123,51.16443939042351
Id2.2,485,1.6953513117474912,69.92118388024431
Id2.3,3876,13.548828215120157,79.9733708677663
Id2.4,834,2.915305142262696,72.4260653111637
Id2.5,510,1.782740554621073,70.14990229790405
Id3,2620,9.158392653151395,77.98924435123251
Id3.2,5904,20.637843597025128,82.1449092198443
Id3.3,7101,24.82204054581224,83.10836726635061
Id3.4,80,0.27964557719546246,62.18570151790932
Id3.5,7,0.02446898800460296,53.063423712699155
Jmjd5.1,7,0.02446898800460296,53.063423712699155
Jmjd5.2,469,1.6394221963083988,69.76893129690531
Jmjd5.3,1790,6.257069789748473,76.09737397222133
Jmjd5.4,3667,12.818254144697011,79.69026052020347
Jmjd6.1,73,0.2551765891908595,61.8160901377793
Jmjd6.2,6965,24.346643064579954,83.00717704098682
Jmjd6.3,278,0.9717683807542321,67.43653222857016
Jmjd6.4,74,0.25867215890580275,61.87087757545194
Jmjd8.1,0,0.0,26.55335294971427
Jmjd8.2,0,0.0,26.55335294971427
Jmjd8.3,55,0.19225633432188047,60.68702769283867
Kat2a.1,0,0.0,26.55335294971427
Kat2a.2,0,0.0,26.55335294971427
Kat2a.3,3898,13.62573074884891,80.00231952296886
Kat2b.1,126,0.44044178408285334,64.05201559614518
Kat2b.3,5213,18.222404923999324,81.49875937133967
Kat2b.4,1343,4.694550127168826,74.69691817735269
Kat5.1,1368,4.781939370042408,74.78612557703806
Kat5.3,590,2.0623861318165355,70.81704623405506
Kat5.4,6248,21.84031957896562,82.43984578373507
Kdm1a.1,3646,12.744847180683202,79.66096837219526
Kdm1a.2,2680,9.368126836047992,78.10290465558676
Kdm1a.3,2700,9.438038230346859,78.1402560270523
Kdm1a.4,337,1.1780069939358857,68.28590100098478
Kdm1b.1,2112,7.382643237960209,76.91405652638245
Kdm1b.2,3128,10.934142068342583,78.8823681259774
Kdm1b.3,1118,3.908046941306588,73.81527384432289
Kdm1b.4,636,2.2231823387039267,71.16315068303648
Kdm2a.1,2188,7.648306536295898,77.08955768615336
Kdm2a.2,2634,9.207330629160602,78.01598423746427
Kdm2a.3,1842,6.438839414925523,76.23821627633372
Kdm2a.4,263,0.9193348350300828,67.19366867701622
Kdm2b.1,43,0.15030949774256108,59.722183771080694
Kdm2b.2,449,1.5695108020095332,69.57161554218904
