shRNA,count,adjPctg,nbPctg
Actb,12,0.09171770056081552,57.83168130660145
Actl6a,206,1.5744871929606663,69.5859320182041
Actl6b.1,3124,23.877174712665642,82.90535018165934
Actl6b.2,33681,257.428656049069,94.99179514337038
Actl6b.3,13943,106.56832490995423,90.75405541180055
Actl6b.4,21694,165.81031633052766,92.96041403217934
Aff1.1,3260,24.91664198568822,83.12827895186712
Aff1.2,1721,13.153846888763626,79.82216947413586
Aff1.3,37505,286.6560299611155,95.45303918798152
Aff1.4,1379,10.539892422780383,78.69664093829354
Aff4.1,125,0.9553927141751618,67.36202712355923
Aff4.2,10631,81.25423955516915,89.35205112190623
Aff4.3,18846,144.0426487307608,92.27189790168761
Aff4.4,15260,116.63434254650373,91.21398311045927
Arid1a.1,3,0.02292942514020388,52.83940263951793
Arid1a.2,1,0.007643141713401293,49.19104271752686
Arid1b.1,0,0.0,26.55335294971427
Arid1b.2,0,0.0,26.55335294971427
Arid1b.3,123,0.9401064307483591,67.29139420659631
Arid2.1,33012,252.3153942428035,94.90399686101698
Arid2.2,139567,1066.7303595142785,99.32543596273229
Arid2.3,1251,9.561570283465018,78.2056176339856
Arid2.4,30313,231.68655475833341,94.52497975371377
Ash1l.1,20997,160.48304655628695,92.80202891022145
Ash1l.2,28800,220.12248134595725,94.29320269550449
Ash1l.3,9963,76.14862089061708,89.01315222203112
Ash1l.4,6566,50.184868490192905,86.81837129465696
Ash2l.1,60622,463.3425369498132,97.28492069080794
Ash2l.2,39041,298.3958956328999,95.62094197885763
Ash2l.3,2134,16.31046441639836,80.92598075599537
Ash2l.4,0,0.0,26.55335294971427
Asxl1.1,10441,79.8020426296229,89.25798184903164
Asxl1.2,7179,54.870114360507884,87.28976424948328
Asxl1.3,398,3.041970401933715,72.62615177494914
Asxl1.4,48571,371.23503616161423,96.4898643406005
Asxl2.1,54347,415.3818226982201,96.90464556108984
Asxl2.2,13394,102.37224010929692,90.54814201535916
Asxl2.3,16180,123.66603292283294,91.51006105446143
