,,Experiment: 10 U p1,Analysis: Analysis 3,User: Admin,Plate: 17,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:38:35 AM,,,,,,,,,,,,,,,,,,,,,,,,
B11,Taf1.1,B11,Sample,843,4760,2519,13377,400.2095676,1081.651637,264.1834323,132.3575812,709.4996013,646.8805276,1046.188977,1285.058287,26.21589561,27.63001191,27.71008403,28.95259722,46.50059312,103.5683203,57.28463676,96.55462185,28.35112693,85.69503193,106.8128446,145.3962428,86.10602121,126.9049,325.7555991,470.8200991,806.3649415,5367.200967
C02,Suz12.2,C02,Sample,712,2626,2829,9991,334.869982,540.5388859,134.8832002,84.34120138,573.7105675,886.5146222,1492.516764,1165.400703,33.98876404,39.97879109,45.31607007,42.86937901,45.36516854,104.5798487,57.82962177,95.62071592,34.69101124,92.21881898,271.5663091,571.3154001,96.9770765,219.6051741,824.3050394,450.6991734,828.6134464,5583.716411
C03,Sp110.1,C03,Sample,386,3245,3176,9760,213.1108157,459.675668,110.5443736,74.1652277,504.5136946,886.1187357,1349.83693,997.5187295,34.71502591,31.80100756,37.10323575,42.86703601,42.48704663,107.1310664,49.93702771,93.34360555,33.16062176,100.3504788,150.8024387,428.2695532,92.37466948,191.0112194,943.3799338,359.3323798,541.0379422,4340.337963
C04,Smyd4.2,C04,Sample,570,3003,3791,11034,131.5628944,458.7849481,117.0955327,66.26090344,673.228005,855.0813897,1249.179108,1110.429695,31.75438596,38.16934846,39.16083916,38.73581848,49.64912281,105.0367261,57.0561857,95.2047952,42.45614035,167.9145689,137.0493725,418.0660351,128.1719783,190.9206384,1033.627841,493.9338668,787.3028195,5059.826087
C05,Taf1.2,C05,Sample,970,2975,2836,11015,120.4053531,347.6737043,152.6003811,61.59827669,574.3248379,589.1767183,894.6148225,1090.016309,35.87628866,36.49506347,38.45378151,41.46341463,46.49484536,105.0865419,52.92665726,95.15966387,41.75257732,159.8345893,151.7335341,274.3997609,93.43817423,133.9337962,578.7544874,441.4574234,512.8265375,4524.426271
C06,Suv420h2.1,C06,Sample,2426,1796,1974,12707,313.3189726,1041.328839,168.4238391,79.16252859,823.1039166,1048.124509,1584.61478,1366.090106,41.13767519,45.84599797,48.60801782,45.58323896,55.81203627,104.3579314,55.97771023,95.82405345,44.02308326,188.5114476,187.1428842,488.8125929,129.1293989,193.0922867,1000.469807,723.1626043,763.2372973,5432.514189
C07,Suv420h1.2,C07,Sample,952,3763,3912,13148,163.6111187,521.0137219,113.453701,67.07659389,654.9093102,900.0026158,1327.286929,1076.731164,34.66386555,36.37525562,34.33430773,42.37804878,44.64285714,103.9215686,60.76175869,96.22641509,38.34033613,138.4032516,175.0783498,394.7247217,102.6617622,232.2260226,967.3893579,420.6578061,950.3635331,5392.246065
C08,Sp100.2,C08,Sample,1346,2942,3671,12818,154.130335,529.6521598,126.4607166,68.50805418,565.4321186,895.0933618,1485.987227,1061.191238,33.8781575,38.70879869,37.86539769,40.11667811,47.0282318,105.5615357,54.88967584,94.73147519,42.57057949,164.0903496,489.3356276,1285.993553,105.8045473,223.3211968,1211.980433,414.081737,641.0242949,4719.575094
C09,Taf3.1,C09,Sample,1861,2309,2980,12773,109.7058706,467.3368521,136.3384798,61.70549848,612.140087,553.9428175,848.6389623,1090.202298,34.49758195,38.12080537,38.41489822,37.81029527,49.27458356,104.6216584,52.51677852,95.58250325,38.90381515,146.6638375,179.4790203,520.439694,95.01449495,137.345023,628.507699,458.6529064,586.4884846,4435.247005
C10,Suv39h2.2,C10,Sample,3836,1107,1756,14143,161.38265,419.1901565,96.86546432,57.25984841,583.4619677,1020.253553,1380.758765,1042.173957,36.44421272,45.61503417,41.3730804,43.33459932,47.41918665,106.9565217,58.3143508,93.49593496,38.42544317,128.3715898,205.6810481,346.9628465,102.7232744,194.1968199,809.0734583,417.8722131,740.8611354,4424.858416
C11,Supt16h.1,C11,Sample,2105,2648,3404,14295,179.4984647,660.8810042,177.7237612,69.19500018,611.224959,746.1774741,1389.180704,1075.326149,37.33966746,38.95417156,38.06646526,46.65168539,48.26603325,109.4214876,46.32784959,91.3897281,39.80997625,169.7329333,106.8274323,355.8547751,132.8411937,151.4419624,726.770503,501.7735553,502.5665115,3959.808691
D02,Smyd5.2,D02,Sample,1933,1365,1860,10316,337.2742895,1164.578218,189.6356942,84.3380984,693.6032202,1207.807308,1664.912631,1260.84768,35.54061045,43.27956989,40.21978022,44.35424354,44.54216244,106.0606061,50.64516129,94.28571429,33.83341956,102.3887246,135.0507401,323.0252893,89.81155566,200.0823027,903.7104159,399.3026494,649.1627485,5542.87932
D03,Taf3.2,D03,Sample,2830,1489,2079,12498,235.7656457,686.5817174,150.956068,83.5722823,709.8309895,867.8697093,1449.050628,1287.905131,38.0565371,41.36604137,39.15379449,43.18129727,49.43462898,104.0531097,58.05675806,96.1047683,38.79858657,131.1753335,182.3970387,527.1316085,113.8114962,181.9474251,886.3941952,532.9791209,839.7571498,6026.288681
D04,Suv39h2.3,D04,Sample,491,3333,2418,8942,259.1684618,321.4901196,70.41735505,78.24026363,611.0791263,1149.507833,1416.433645,1200.246174,39.71486762,38.95781638,39.06390639,43.28837508,45.41751527,104.5483061,54.25971878,95.64956496,38.49287169,123.4301469,345.9554572,924.4710898,122.7941043,318.8165491,1552.722943,455.7849059,638.9517992,5144.110559
D05,Sp140.1,D05,Sample,1483,2159,3984,11857,145.2839081,488.5504149,137.0695478,77.9974232,624.7222064,871.7907341,1518.226614,1062.313316,40.12137559,41.79216867,46.87355257,50.61782877,47.60620364,103.2520325,57.42971888,96.8503937,39.91908294,142.0768432,172.4171981,496.2693204,107.3882865,200.3899267,1180.038303,441.7136237,757.3136501,5567.653366
D06,Sp110.2,D06,Sample,3349,1323,2495,13358,196.8542497,422.7147032,159.5439284,95.33923313,648.7123982,980.2259334,1439.336023,1162.657562,29.41176471,33.86773547,29.55404384,30.02826701,46.55120932,105.0833995,54.62925852,95.16250945,43.71454165,182.3858892,256.3852897,875.1726944,104.8156748,187.493456,1022.336059,423.9571707,676.7218884,4965.959005
D07,Taf3.3,D07,Sample,1959,2918,3761,15053,252.0578919,684.6326682,181.9335756,83.47695065,711.4277078,610.9295746,1152.077222,1293.399098,33.7927514,34.21962244,32.2138451,40.95893905,46.19703931,103.9173789,50.89072055,96.23029472,39.3568147,145.2238944,126.0579505,406.1586473,93.12323416,125.6523325,534.7180601,465.4731411,542.9085104,5497.868968
D08,Suv420h2.2,D08,Sample,2316,1909,2869,12935,236.8060057,464.8346011,112.5623448,76.53222392,715.1059284,998.5771683,1524.515083,1265.603883,34.02417962,37.15580342,40.12572027,35.28981978,42.61658031,103.6936448,58.10386894,96.43792562,35.70811744,116.1789698,251.7332566,664.6684988,84.70426433,170.4708222,1076.572235,358.7463387,763.388558,5541.93037
D09,Ssrp1.2,D09,Sample,2242,1271,1473,12460,517.2157201,868.6199854,204.5879858,123.7799464,685.3193606,658.584614,1312.45454,1190.915327,32.64942016,32.72233537,24.94099135,28.59193111,41.83764496,111.0043668,46.02851324,90.08654603,24.93309545,56.66887586,69.21553133,251.6034104,81.163304,126.7566932,426.8996077,361.8624338,482.730422,3924.198406
D10,Smyd4.3,D10,Sample,1282,3969,3568,14257,179.7626502,687.7975081,132.0017103,56.03648281,642.4646178,753.2360598,1193.535541,1057.906884,30.26521061,28.50336323,29.47845805,35.54058013,42.35569423,107.6776994,46.66479821,92.86974049,34.71138846,114.1927063,60.6375059,214.1765113,94.78239325,112.4968985,494.9007701,363.5201683,420.6777375,4392.820067
D11,Tcea1.2,D11,Sample,1994,2111,2900,12742,284.040263,446.1452184,180.08641,99.90386542,563.6355124,635.6353464,1065.946507,1172.63049,29.18756269,37.79310345,33.72809095,35.3002611,41.72517553,104.2469136,56.44827586,95.92610137,28.28485456,79.56525608,123.447577,196.2696831,68.356457,119.7166304,441.1763528,344.8673278,730.7394508,5519.434025
E02,Supt16h.2,E02,Sample,1978,1051,1192,10519,514.5221069,2145.256231,369.1366008,125.988363,763.7698991,1048.184783,1648.013909,1385.059053,30.6875632,41.27516779,33.49191246,34.98046875,48.17997978,107.9055441,46.6442953,92.67364415,33.21536906,96.1344305,67.75227531,237.9927241,104.0879779,173.1918655,479.7506428,528.7412706,544.4188861,5272.664427
E03,Suv39h1.2,E03,Sample,2273,3327,3679,15448,271.1680304,577.3142766,135.6846768,94.57974644,558.4510031,1197.684328,1430.752318,1239.637338,32.55609327,47.78472411,44.30417794,35.39674952,43.64276287,105.0520998,57.65153574,95.19086264,30.13638363,82.78681387,203.1902695,491.1939514,78.89893658,197.1812309,915.6076965,374.4607716,762.1252755,4813.062565
E04,Smyd4.4,E04,Sample,1416,4403,4042,15262,531.9459619,751.9747133,139.3238375,114.1431684,690.5916489,784.3385245,1268.753768,1452.334723,36.08757062,40.47501237,39.29139223,34.92808923,38.13559322,103.4296453,53.68629391,96.68407904,24.43502825,49.88232798,85.9250066,320.6155856,72.66327345,127.2956149,777.2460438,330.8294167,664.6904387,5839.12593
E05,Suz12.3,E05,Sample,5891,890,1750,18116,314.8559446,505.711699,73.06564761,80.62634624,813.8747776,1127.651462,1540.329964,1329.201656,34.61212018,37.6,37.86516854,37.82300174,46.27397725,104.0935673,54.05714286,96.06741573,34.93464607,99.99927183,192.848943,782.5101598,94.43502501,168.6798619,1154.762616,430.6150378,655.6661691,5361.975521
E06,Suv420h1.3,E06,Sample,1684,2621,4618,14527,149.6216113,449.4441488,93.9285258,63.11712373,586.0167435,940.5941342,1370.692337,1011.682946,38.18289786,42.48592464,42.350248,39.93710692,43.2304038,104.4639299,55.197055,95.72682182,32.24465558,98.06230675,162.6127961,498.3087263,82.02285154,218.1747438,1025.669879,350.4859621,690.2420018,4703.653361
E07,Sp140.2,E07,Sample,1888,3319,4094,15667,236.4057193,603.2926519,129.5157495,71.33735642,615.2117662,1055.237198,1226.632321,1075.903188,39.61864407,45.89643381,49.29195541,42.20747296,44.17372881,106.0383387,47.09330728,94.30551371,32.20338983,95.18521964,100.3546669,520.0331637,93.77591561,145.7030683,761.6757547,402.7643077,405.4348887,4124.762543
E08,Smyd5.3,E08,Sample,2396,4074,5511,19364,195.0188303,541.1307454,86.04335272,50.22440889,637.2924976,858.0077416,1226.22366,1099.077647,35.05843072,36.69025585,38.73343152,41.87020237,42.61268781,104.0878896,50.7711849,96.07265587,28.71452421,84.05269298,82.25557309,309.1447585,94.49209795,130.1278253,773.3100779,298.8765584,503.7009993,5491.262226
E09,Taf1.3,E09,Sample,1852,3475,3508,14583,241.3926206,844.2853684,244.2207109,79.57927692,650.3258431,413.2500126,528.750267,1369.705874,31.80345572,37.68529076,34.24460432,33.14418365,44.11447084,112.8613186,46.09464082,88.60431655,30.39956803,93.81583372,97.9643963,205.8762688,76.19270134,98.15011479,397.2331449,403.4417827,388.5976411,3645.579813
E10,Suv420h2.3,E10,Sample,863,3817,3850,12841,235.5076634,726.9263176,164.6100352,66.06933368,688.8660154,1177.092104,1641.774547,1205.080205,30.70683662,31.4025974,27.35132303,35.41666667,47.50869061,103.469775,55.4025974,96.64658108,30.70683662,91.67028833,165.4861198,413.5190095,91.22834887,169.0082246,657.1655463,494.8819177,734.7035319,5996.745499
E11,Ssrp1.3,E11,Sample,2716,282,258,13030,1003.00616,2068.437811,522.5208939,260.6010037,895.6499512,1101.058008,1721.039923,1538.840709,29.27098675,40.69767442,26.24113475,27.21133621,45.17673049,110.15625,50.3875969,90.78014184,23.71134021,56.74296527,81.8618371,163.5993472,91.65760991,153.3402333,319.5484509,427.2689729,559.2326768,3940.866879
F02,Sp100.3,F02,Sample,2834,2213,2919,15580,241.83166,615.0005925,249.9064069,111.1876908,630.056325,1002.54547,1547.825618,1009.444636,41.49611856,47.48201439,41.34658834,47.39047619,49.01199718,105.6324582,55.19013361,94.66787167,38.49682428,133.5251948,193.3982455,437.869693,123.6824928,212.8696355,988.1254899,461.0119025,693.6499105,4867.614749
F03,Tcea1.3,F03,Sample,3985,1309,2177,15624,183.7502387,509.3086215,117.0469638,90.59641819,624.4593365,946.1572013,1286.722508,1079.673451,41.95734003,49.47175011,46.98242934,44.64791077,50.01254705,104.4692737,60.49609554,95.72192513,37.3651192,127.7382795,221.7492839,592.0794434,116.7405821,250.3680976,1270.788729,485.0275555,815.5358746,5704.633129
F04,Suv420h1.4,F04,Sample,3602,2174,3924,17988,240.3910897,692.9121697,159.5114671,123.2053,649.6959421,1082.143211,1452.05878,1093.724809,41.94891727,43.45056065,42.87028519,45.66201433,46.80732926,105.2274927,53.84811417,95.03219871,35.25818989,111.5220065,177.9665447,691.8193596,92.83276895,216.5231564,1128.865985,380.6081584,634.1629802,5040.702157
F05,Sp140.3,F05,Sample,976,3492,4072,13186,243.6527722,670.9531279,208.6258169,115.331548,649.9498614,885.3813595,1377.554159,1200.983467,38.93442623,43.36935167,42.46849943,44.26644182,45.08196721,102.9177719,54.78880157,97.16494845,32.17213115,95.99265152,158.4535093,491.4520471,102.3119015,176.6088377,1010.720391,403.3730385,711.7350706,5785.847259
F06,Sp110.3,F06,Sample,2946,2295,3320,15393,133.2969674,355.9093171,119.9901802,64.03536835,660.8020984,1004.139624,1560.056571,1024.435943,44.19551935,44.39759036,40.17429194,45.45849631,48.94772573,105.7603687,54.69879518,94.55337691,37.50848608,113.8324697,156.0034103,475.9662609,106.5225775,199.2600259,945.2460248,451.9705142,653.014604,4834.667957
F07,Suz12.4,F07,Sample,2422,942,607,13052,718.6552467,1102.837313,321.351309,201.8074668,947.7265094,1566.535084,1767.540338,1538.042289,35.05367465,42.99835255,38.32271762,30.09934993,47.15111478,104.6666667,54.20098847,95.54140127,23.08009909,52.77616287,124.6566505,366.6050996,89.13275383,197.7429121,686.0762624,514.1874029,875.3171774,6576.899068
F08,Suv39h1.3,F08,Sample,1447,3692,3510,13832,258.6585808,462.927251,146.401353,92.18423757,703.9643829,1001.604726,1268.415395,1114.991226,38.56254319,43.61823362,39.35536295,41.02954615,45.74982723,104.4413013,57.49287749,95.7475623,31.99723566,90.1726411,166.7602158,550.0455891,91.04774818,204.1675756,984.9187352,406.4200173,760.3041354,5205.203517
F09,Supt16h.3,F09,Sample,3133,1154,1898,13635,323.4678766,915.5404402,230.8603903,85.33949916,786.8914156,782.1536442,1210.319867,1199.195605,42.22789658,53.68809273,46.18717504,42.12395094,52.18640281,104.9090909,52.31822972,95.32062392,38.30194702,129.0218792,108.8733885,616.1580606,134.180027,162.3433282,879.8856999,647.6214938,693.8095714,5404.966536
F10,Sp110.4,F10,Sample,7795,12,30,19075,364.7567814,1031.067026,205.2521471,104.3298693,817.7207195,764.4098747,920.5589207,1368.899261,38.51186658,56.66666667,50,39.77297533,52.2386145,109.0909091,56.66666667,91.66666667,36.77998717,116.4516514,342.9374742,254.2329362,121.0576248,259.7045572,728.2846255,522.2339769,803.5863989,3780.989295
F11,Taf1.4,F11,Sample,1939,1723,1038,11774,390.8236801,2104.986247,1237.936059,156.1237554,799.8727785,330.4516594,113.4425639,1227.709922,31.923672,37.09055877,24.55020313,26.62432829,50.95410005,164.8803828,52.40847784,60.65002902,38.00928314,154.0556482,78.18962901,52.09569676,111.9297912,136.2887782,146.8447538,588.7275402,611.9577593,974.9429483
G02,Suv420h2.4,G02,Sample,1640,2290,3250,11785,171.8322158,618.0316991,162.9388731,76.1547151,657.2769871,956.1973349,1379.731497,1093.918893,37.80487805,41.56923077,37.33624454,41.1268556,46.76829268,104.56621,52.83076923,95.63318777,41.8902439,176.2949772,151.6128,394.1368365,114.9694684,168.817277,841.5117474,404.0372656,639.5445507,5525.093479
G03,Supt16h.4,G03,Sample,896,2345,3146,10124,197.242697,647.2524334,179.6318631,71.37073018,612.9728592,776.6950456,1432.293832,1081.375937,37.16517857,41.76732359,37.52665245,39.88127361,44.30803571,105.9647537,51.20788303,94.37100213,37.05357143,139.5336351,120.6660052,308.114996,98.88880174,162.5009183,821.4568694,375.2451411,590.5390252,5384.000617
G04,Smyd5.4,G04,Sample,1824,3209,5683,16921,194.4585417,587.6692468,153.7339639,82.66970401,688.3527736,954.274022,1423.473865,1167.121183,37.99342105,36.6355798,35.08881271,41.08072917,43.69517544,104.3577236,48.68907267,95.82424431,44.13377193,173.7380616,162.3264151,701.1907958,126.6463994,175.2487285,1097.009722,353.1355574,461.3415793,5512.508697
G05,Tcea1.4,G05,Sample,1049,3118,3955,12561,209.6188661,566.1238714,135.8498414,76.12153177,681.6452868,506.7063752,838.4224075,1034.071398,38.60819828,42.73072061,41.05195638,45.07042254,43.56530029,105.8743633,50.06321113,94.45157152,35.55767398,117.7151278,134.6915968,417.7525482,100.8142325,157.7131817,845.7778868,381.4078932,534.0037332,4792.317732
G06,Taf3.4,G06,Sample,1375,3812,6114,16310,155.5566561,434.9888231,128.4658357,54.17059324,619.8707432,388.3839572,843.1957856,1112.837596,41.16363636,35.06705921,45.25183631,46.69642857,45.74545455,103.3902902,47.13771672,96.72088143,35.27272727,111.184711,124.576768,651.7848893,92.90864031,98.50164672,747.0812728,391.0966076,405.8228517,6442.614648
G07,Sp140.4,G07,Sample,4807,1123,2124,17842,325.969558,242.0611869,52.18183172,87.95820689,913.9286295,873.5624719,1365.639506,1246.48939,43.8111088,42.13747646,44.34550312,41.69995867,50.28084044,103.6934441,58.75706215,96.4381122,36.25962139,119.3484917,147.4053799,800.9931233,121.63733,163.3809886,1248.356494,524.0607023,769.0515264,6488.158582
G08,Sp100.4,G08,Sample,3122,1880,2683,14966,520.3051229,474.1870584,110.4043454,125.1296307,811.6587311,1030.99817,1464.667137,1317.854151,39.49391416,43.68244502,38.77659574,36.90915805,41.70403587,103.6383682,58.06932538,96.4893617,26.87379885,64.8190234,175.049675,447.331243,74.31373925,165.8685557,788.5905223,355.6518802,860.9472279,6427.48381
G09,Suv39h2.4,G09,Sample,1417,3566,4663,14833,274.6867196,704.2533806,127.4378019,80.93904062,677.1233427,895.396296,1270.07846,1170.427012,36.20324629,44.04889556,40.40942232,37.29636049,42.41354975,103.3922876,49.21724212,96.7190129,31.19266055,101.2918697,110.6644045,405.6066083,87.39880315,143.5200514,938.8049881,377.711931,524.6580679,5861.537645
G10,Ssrp1.4,G10,Sample,1592,3571,3724,15209,399.5796618,997.1405582,227.2326318,113.0534361,734.6875575,885.5945994,1302.395197,1133.074325,33.91959799,35.20408163,30.5516662,33.82469071,40.38944724,106.4064362,45.24704619,93.97927751,26.6959799,70.43888838,68.27134294,283.2113575,78.79360358,115.2616486,539.2185113,339.6104729,432.1621632,4786.335875
G11,Suv39h1.4,G11,Sample,605,3503,4233,12263,158.7539538,931.988402,287.6359208,119.6543064,517.5637117,845.2925785,1102.760317,806.3169755,31.23966942,40.39688164,38.2243791,37.44292237,41.98347107,108.8902704,46.11386723,91.83556951,32.72727273,105.3182684,115.5438851,293.9650981,87.93345416,127.620187,538.5050907,312.7606545,413.1653814,4045.594441
