"Experiment: 100U p1","Analysis: Analysis 1","User: Admin","Plate: 21","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/4/2015","Export Time: 8:10:33 PM"
"Well ID","Well Type","GeoMean PE-Cy7-A - CXCR3 of Amet+","GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+","GeoMean PE-Cy7-A - CXCR3 of GFP+"
"B02","Sample",457.399961800044,93.3781488656984,54.2757777370287
"B03","Sample",727.575310999346,125.211464522494,64.0113345326488
"B04","Sample",168.38009498269,151.019783778289,60.8865057351826
"B05","Sample",0,222.320653785286,77.4199120495659
"B06","Sample",396.023159078289,112.934401667235,61.2379998934556
"B07","Sample",35.8353193460946,241.73120802656,71.2698762318286
"B08","Sample",62.3484191894532,151.296407113302,69.9870358437169
"B09","Sample",1403.90001882351,152.360448778779,54.2530244708842
"B10","Sample",420.482748111562,95.1562341348451,75.6121223526365
"B11","Sample",547.068198456158,101.570805468863,63.4014427835562
"C02","Sample",249.945007508444,206.026527071438,97.5911741672947
"C03","Sample",424.828535826353,108.249901593831,69.5657689217529
"C04","Sample",590.164047172731,89.6953608104181,69.8995176284409
"C05","Sample",196.202000233931,30.7232186141101,70.350498711257
"C06","Sample",414.88893331816,122.872945351259,62.9750863801337
"C07","Sample",121.724321009408,38.1911687447696,65.9692282948651
"C08","Sample",4791.1640625,624.727722978493,64.5093461575238
"C09","Sample",631.684751450267,181.625046906296,58.867185788917
"C10","Sample",25.1146309401382,45.7481612229125,61.8115712201814
"C11","Sample",493.958756291588,141.824529165987,72.6673602250936
"D02","Sample",579.519913776517,127.891191656227,71.7359395238481
"D03","Sample",180.478987557353,124.414592968906,65.7559562199165
"D04","Sample",223.690917906577,92.3669555677543,67.0469658106399
"D05","Sample",358.433941288266,97.3893410645629,67.8710093207052
"D06","Sample",633.464114035419,119.445591501297,87.6943374116644
"D07","Sample",326.295299300717,319.732454652411,69.294046148336
"D08","Sample",1883.51574702357,164.528290348057,77.5966023923366
"D09","Sample",597.051168465863,92.2687602633707,78.466270974392
"D10","Sample",381.984204461537,108.964605489448,81.1663947767646
"D11","Sample",473.943600905348,430.066612774438,65.851708049664
"E02","Sample",461.380169690427,79.5060475601083,65.9855087070042
"E03","Sample",1337.24713135179,206.324834534817,73.3204280711502
"E04","Sample",391.717208213627,108.858573195987,65.351252783812
"E05","Sample",553.160943279338,95.7919125061729,74.7496972766281
"E06","Sample",0,200.94890076156,63.6567661972374
"E07","Sample",273.189640554167,129.972294023922,56.8080048370628
"E08","Sample",363.009283543437,81.4371753222724,65.2282266672848
"E09","Sample",397.487261990185,194.116609486306,62.8009979274448
"E10","Sample",442.463327425384,147.279394553751,72.9873338935599
"E11","Sample",430.277007766124,111.08827968353,63.4015985085953
"F02","Sample",501.945773490249,110.322159143742,58.2850382418043
"F03","Sample",184.206180715854,156.261894874972,54.9323480901709
"F04","Sample",953.880754543425,41.494219810255,62.3730860066084
"F05","Sample",321.1577839178,93.3322981639603,64.6189614616555
"F06","Sample",455.896038888171,86.0746779437349,47.4117785265425
"F07","Sample",235.835620936007,174.278120562959,66.8477129620479
"F08","Sample",10635.4716796875,412.190101079512,84.0642911442821
"F09","Sample",0,233.06681163402,73.8913068533143
"F10","Sample",266.634235408245,85.2190691164621,47.7959573381571
"F11","Sample",224.752602131318,277.612709130888,59.1059030474588
"G02","Sample",58.4850205710213,124.786929404944,60.928223959709
"G03","Sample",704.236371755237,135.162476062142,56.886204012129
"G04","Sample",363.613853887972,115.509694163635,67.0145633741366
"G05","Sample",285.007486636518,207.022586437161,66.3511917631577
"G06","Sample",231.302072923697,53.7536544106119,75.2902612868925
"G07","Sample",751.534785415273,112.352486919413,70.7993055293768
"G08","Sample",337.186343998441,111.10185401555,73.6048446572158
"G09","Sample",863.764218042016,17.7978695505534,72.257160071346
"G10","Sample",473.385461488185,104.81298694629,79.2048211023505
"G11","Sample",738.991574374431,92.2548742933975,61.1864714448247
