"Experiment: 100U p1","Analysis: Analysis 1","User: Admin","Plate: 19","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/4/2015","Export Time: 8:09:12 PM"
"Well ID","Well Type","GeoMean PE-Cy7-A - CXCR3 of Amet+","GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+","GeoMean PE-Cy7-A - CXCR3 of GFP+"
"B02","Sample",177.041642358632,61.8368222401974,39.0131269320379
"B03","Sample",152.900087620741,58.2797353103706,52.4623201276409
"B04","Sample",215.055452350185,66.0324972979399,41.3295326962282
"B05","Sample",928.700627916323,92.1695306602168,72.3413560870305
"B06","Sample",356.189339792706,66.764850647631,51.6464748414003
"B07","Sample",350.772713902883,101.834636274067,54.7951428133682
"B08","Sample",427.277642509623,84.6319554964099,78.4365882747129
"B09","Sample",263.60758984839,65.8496752205185,51.7935316138717
"B10","Sample",504.886988593563,144.407089344033,82.8495933046312
"B11","Sample",211.682563973731,73.58501803245,40.2391228379485
"C02","Sample",125.472024528262,66.5890736458713,35.9274879407945
"C03","Sample",243.857967377233,83.8870919955456,54.8354366619555
"C04","Sample",364.304724779326,67.1144040087454,49.5562141937526
"C05","Sample",180.553760702935,82.1935534408914,41.8240676376712
"C06","Sample",271.765056369191,59.4848153060933,49.5443676304569
"C07","Sample",257.089279817115,70.3708123782763,55.610112773904
"C08","Sample",346.494006647087,129.259857720333,76.1041084298132
"C09","Sample",245.685468121601,83.7204737598484,47.6227213186789
"C10","Sample",229.745409383798,61.5114349209251,56.4077332805251
"C11","Sample",502.635597923827,121.785622577454,59.1294889806623
"D02","Sample",459.547118261349,87.6870810104442,58.048498240271
"D03","Sample",306.101574519208,92.5530086127664,33.6201207514264
"D04","Sample",243.529226934516,69.829124261867,42.7922733991921
"D05","Sample",371.938784902174,92.1861458009221,51.6746904071056
"D06","Sample",419.87326144813,163.466937391196,51.3434618792668
"D07","Sample",440.884077923898,23.3537785209472,59.1445680307005
"D08","Sample",261.815902333841,73.5319479501106,50.7265069203283
"D09","Sample",281.666438826895,61.6384481500898,42.9677087091911
"D10","Sample",176.078293075813,70.0479453563108,47.9820335243932
"D11","Sample",380.520572210834,76.4762784623568,49.5332881014035
"E02","Sample",504.039530504498,87.0639482571837,54.9727333854818
"E03","Sample",1126.49341405985,90.8538295930424,42.2452754507454
"E04","Sample",346.253907620603,77.1371630729182,40.1407723282667
"E05","Sample",365.651372437804,72.0009877687047,38.8712318210842
"E06","Sample",273.963966373707,62.4122799607249,43.7676067976095
"E07","Sample",386.304638129327,82.2133850724227,43.8749305413938
"E08","Sample",701.884918621773,145.1251849635,61.5374487983075
"E09","Sample",323.060186342878,82.9898249426633,47.5166522141141
"E10","Sample",316.681682146357,80.1707523259637,51.5279364841492
"E11","Sample",267.191929912109,84.7795540560077,39.1556972520196
"F02","Sample",155.659562569875,59.7164244021781,39.2644711905972
"F03","Sample",283.44969795676,87.4209670866609,43.6813924140162
"F04","Sample",704.32797033806,96.5271909435532,53.0516932322527
"F05","Sample",355.56300671017,69.9383797716887,45.127957614264
"F06","Sample",209.469766543801,53.1601609400595,34.9436431321049
"F07","Sample",234.965890342349,48.5166620179533,33.1243555178854
"F08","Sample",200.905121764606,70.1095181569689,38.8870526254545
"F09","Sample",365.719493347672,110.204856626043,52.8834294108329
"F10","Sample",280.985836624933,63.3796746844568,42.5165553914224
"F11","Sample",234.157450224597,74.1078328819732,40.3432045785675
"G02","Sample",148.464898758703,55.3386609997162,33.8072887583386
"G03","Sample",190.731204403062,72.3239107807556,39.2707805972858
"G04","Sample",281.102878647211,86.1711085955373,62.521280728362
"G05","Sample",236.717281523507,59.3088628205547,36.0517851222515
"G06","Sample",126.918074383022,55.2795767253119,39.2667596821098
"G07","Sample",251.42143795663,64.6838059413966,42.4707916004463
"G08","Sample",255.092589792862,60.4097461148584,60.3175660436217
"G09","Sample",226.000482700038,54.9688865599153,40.7851792023003
"G10","Sample",279.206247940419,68.5840287550203,51.0607477571938
"G11","Sample",1438.19078845686,84.8596512981406,45.980679509282
