"Experiment: 100U p1","Analysis: Analysis 1","User: Admin","Plate: 17","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/4/2015","Export Time: 8:07:35 PM"
"Well ID","Well Type","GeoMean PE-Cy7-A - CXCR3 of Amet+","GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+","GeoMean PE-Cy7-A - CXCR3 of GFP+"
"B02","Sample",146.169920215526,42.8943568766331,38.3768172062457
"B03","Sample",351.01669930495,83.3911387970942,41.7737900004504
"B04","Sample",123.873626214704,46.2277203349933,30.3095424090193
"B05","Sample",171.488175755022,49.5090728942096,32.2775529764388
"B06","Sample",166.53140399905,67.7770293276714,43.3652044170221
"B07","Sample",185.865786228956,54.666191245105,37.332020045561
"B08","Sample",303.092750242037,78.1451320642774,46.1298389404773
"B09","Sample",179.008621573651,46.8468287536235,38.1771373190884
"B10","Sample",129.344563276896,44.1840151448711,27.4900481122912
"B11","Sample",190.92651064149,52.1080946395637,32.4370198521824
"C02","Sample",301.877503017732,76.8181137475255,42.8953678259244
"C03","Sample",175.636170534622,50.5586140464394,35.2014079896788
"C04","Sample",236.573452333907,52.0915738453507,27.8469342704421
"C05","Sample",239.557432845222,55.6791669914218,27.8928662151079
"C06","Sample",101.504709893784,47.7400823792515,35.5897976718348
"C07","Sample",259.53853190208,73.2124083197294,37.7748882557672
"C08","Sample",350.014758741311,59.4190489907984,41.145749839624
"C09","Sample",319.602561081642,59.5722806095765,34.4355170027132
"C10","Sample",157.094752361357,71.5959781261493,43.0918619152745
"C11","Sample",113.070233774333,45.631478096437,31.6514858341641
"D02","Sample",110.096643825509,65.1774687451588,39.1870790481449
"D03","Sample",223.622418038571,52.3573271106783,35.6717992693071
"D04","Sample",334.952202186724,57.7551283237992,36.7194367467975
"D05","Sample",238.132260050666,61.9663247416788,35.4180920454706
"D06","Sample",163.734586855504,66.1567851252983,39.258395952839
"D07","Sample",235.862685182082,69.2866504412359,35.9401431945729
"D08","Sample",358.056491753447,71.5773640113933,39.5134462423118
"D09","Sample",177.016011127884,53.9203729942341,33.7813988117744
"D10","Sample",186.106138742411,47.8867915542073,35.4783662228642
"D11","Sample",295.316539949077,81.5767892406788,39.2905462569603
"E02","Sample",142.289808151865,63.1468065094502,34.0306997517144
"E03","Sample",200.387009946181,72.030519079221,44.8074363226254
"E04","Sample",257.067250255818,57.2451895392022,29.4725439699365
"E05","Sample",153.086739233536,65.6983390699978,46.1521036840855
"E06","Sample",229.840232878316,74.638416154215,29.0126311573919
"E07","Sample",115.023828021186,40.8991594512177,33.8007325003046
"E08","Sample",113.672631772891,48.0876843483446,29.8159595156399
"E09","Sample",544.89390910662,77.4030782278194,41.6888084798287
"E10","Sample",230.017035064828,59.8308647613244,42.0643615612997
"E11","Sample",390.402207288623,176.854083047114,45.9462597498935
"F02","Sample",211.588565553731,59.5446867195349,36.0720667281821
"F03","Sample",408.371604248225,114.475737742925,61.5254190810012
"F04","Sample",179.654227538674,75.3321137495104,40.3999296350854
"F05","Sample",338.30398626253,74.3300320404442,44.9539890851171
"F06","Sample",161.524369504715,55.8543850791139,44.3817495945605
"F07","Sample",625.848656985966,78.8351433223113,47.8447224299021
"F08","Sample",255.466028442724,86.7836788534366,39.4844378821807
"F09","Sample",352.409245269729,87.5460574632374,37.462204587744
"F10","Sample",560.159272794172,24.3828444020817,36.7027873488821
"F11","Sample",283.763302642444,83.8805728372763,46.0702554982504
"G02","Sample",164.542571099061,49.2158865930565,36.458568236129
"G03","Sample",174.767604999673,50.774319204799,37.9825627133911
"G04","Sample",262.646839494761,66.3515571766659,48.8974823653113
"G05","Sample",202.153067326002,47.6600128908263,30.8992824453046
"G06","Sample",531.872314501289,61.2487984835669,31.2308783149141
"G07","Sample",275.290732784946,59.4591959110324,42.1580615630492
"G08","Sample",208.189687227743,55.1073550709539,32.3226925814725
"G09","Sample",179.863284906726,46.6992910825487,32.2757013024833
"G10","Sample",167.423043456396,41.1615583672576,31.0676730603721
"G11","Sample",167.178306734389,41.1750595117439,34.1281105299542
