"Experiment: 100U p1","Analysis: Analysis 1","User: Admin","Plate: 20","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/4/2015","Export Time: 8:09:50 PM"
"Well ID","Well Type","GeoMean PE-Cy7-A - CXCR3 of Amet+","GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+","GeoMean PE-Cy7-A - CXCR3 of GFP+"
"B02","Sample",253.37744608601,58.9639837708019,41.0634024250954
"B03","Sample",315.646248520696,73.2310687985657,47.0688581227131
"B04","Sample",1011.28107705179,82.3888022167771,63.1092215280449
"B05","Sample",471.870469045337,68.6375256712029,44.8252812465482
"B06","Sample",465.883680603401,72.1335928691893,50.9485497911791
"B07","Sample",297.333546802911,62.4366657089069,54.842503316576
"B08","Sample",250.713619929788,59.2956502829154,56.3908865432782
"B09","Sample",662.232353443625,82.511155425734,62.2871627243152
"B10","Sample",317.345663197107,74.9482619439871,46.0331331524186
"B11","Sample",297.949352452759,82.2613275657729,39.6801092939172
"C02","Sample",167.900827822691,52.401068552081,49.2115733714221
"C03","Sample",185.922063524281,48.9356420597008,41.6649133507085
"C04","Sample",290.133495561852,56.7531349882158,43.545482740285
"C05","Sample",196.168432957987,75.8814707155178,50.746043439318
"C06","Sample",196.057690251222,67.9431580687156,45.7387241425816
"C07","Sample",750.014169769468,74.9244830818911,45.5998470189733
"C08","Sample",265.367488352885,79.7560540084818,50.2109437554455
"C09","Sample",295.650616631074,98.3117947076891,48.9192371334829
"C10","Sample",308.033945775766,94.0403508647761,56.3711458916082
"C11","Sample",164.249977842337,51.879877677775,43.8162020629073
"D02","Sample",283.467799799529,77.4969699852918,53.6740091677338
"D03","Sample",225.517027595113,67.7847616125183,46.6017862940369
"D04","Sample",460.881130638559,93.8611963675895,50.4037689342998
"D05","Sample",353.691887667929,97.1692643906702,48.3183077954143
"D06","Sample",839.987370182321,103.016255261329,63.292976374901
"D07","Sample",445.957822977226,85.3630068655985,47.5213214773756
"D08","Sample",435.763101105004,77.8111976206685,39.785099818337
"D09","Sample",355.508201900651,79.2992134730901,51.7236626636318
"D10","Sample",188.222551734666,58.3924434324814,36.6814990196226
"D11","Sample",113.415105656255,44.8132762292934,46.0215537942886
"E02","Sample",228.310206762582,68.2330485353274,48.1940619923479
"E03","Sample",267.0903633882,49.4663125526997,36.8483897037145
"E04","Sample",268.690608321135,50.8065333908314,42.7296998297086
"E05","Sample",154.989767279295,58.8770798266104,47.5603729645901
"E06","Sample",762.085143030207,72.211006915328,47.3203839119244
"E07","Sample",257.445711972779,76.5391331112374,45.0299511425569
"E08","Sample",446.093548972598,82.9488866973639,51.7718017392608
"E09","Sample",207.847479149376,52.6237213744327,37.389508050784
"E10","Sample",278.35641157535,66.1291407916086,37.6433529916015
"E11","Sample",193.126698357849,69.4079287111224,39.9569203358659
"F02","Sample",269.025090846074,83.7536722096038,56.0161235904786
"F03","Sample",320.745734640818,89.8576304154515,63.5094960666218
"F04","Sample",318.673433089513,60.5717884121448,46.0942161057515
"F05","Sample",190.244431538718,75.1072262347747,51.7308560993987
"F06","Sample",298.454586286629,86.3384411796493,45.4429026680557
"F07","Sample",223.266458570489,65.3256916213834,45.8158794345244
"F08","Sample",201.828121643171,89.7204826802182,44.3941991932661
"F09","Sample",302.29742042093,54.7886178393335,38.6233034811383
"F10","Sample",245.365195832841,54.3080047279557,39.9495811653102
"F11","Sample",241.720360617153,52.4349686657294,40.0273751507501
"G02","Sample",166.654417213124,67.4812399244229,40.7678429596988
"G03","Sample",266.58707767933,75.6742330546828,44.2648916882881
"G04","Sample",88.6339836427633,34.9014588930909,35.3704996759348
"G05","Sample",113.461151014217,50.671114157136,37.61582895636
"G06","Sample",299.243058217007,64.0857197767968,47.7583739877958
"G07","Sample",132.140564712811,58.9255052457838,43.369989992327
"G08","Sample",196.342868478985,50.0106869876068,37.4737971517483
"G09","Sample",149.213889934651,47.9075661678421,37.4128775215964
"G10","Sample",172.765055135596,57.3417881849356,43.040993065681
"G11","Sample",128.151661689721,49.190441224747,27.4033768491286
