"Experiment: 100U p1","Analysis: Analysis 1","User: Admin","Plate: control 100 p1","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/4/2015","Export Time: 8:01:29 PM"
"Well ID","Well Type","GeoMean PE-Cy7-A - CXCR3 of Amet+","GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+","GeoMean PE-Cy7-A - CXCR3 of GFP+"
"B02","Sample",283.077876725506,91.6943082708625,36.4405510703726
"B03","Sample",302.16172050295,70.9695774448329,50.9190534900998
"B04","Sample",172.417055063067,72.8843047194594,41.579561645566
"B05","Sample",274.211491884319,71.3487366761184,44.5591107354932
"B06","Sample",174.040811625991,59.0488676081137,38.9809531762482
"B07","Sample",161.748853863946,72.5030321258379,36.9224733830992
"B08","Sample",244.075751373219,77.9879937622544,42.3836894198927
"B09","Sample",229.438149891628,66.0265880285813,48.1027288011283
"B10","Sample",181.557202935331,54.7028264596188,36.4781872666245
"B11","Sample",207.029654450116,309.471818101108,200.556359637997
"C02","Sample",168.186611057079,66.4810726624216,54.4504797992025
"C03","Sample",57.9268838221811,61.0102408856594,26.5837884570825
"C04","Sample",277.640798010432,51.4948533577198,36.3668879439241
"C05","Sample",68.2121833703405,45.3643194241943,36.4772471226587
"C06","Sample",649.928625785832,78.7613685178951,52.6316138986956
"C07","Sample",125.60997046355,65.1769684781909,40.5250074243166
"C08","Sample",214.953932995539,70.7329478653408,41.4219965705235
"C09","Sample",203.26488095409,74.2425373123086,40.6613660284183
"C10","Sample",379.064642744676,73.0322075841954,41.3070990085186
"C11","Sample",539.39369258661,586.599720654963,272.765119906775
"D02","Sample",181.844005265369,62.4130184032404,43.5690846010566
"D03","Sample",93.0252314166873,167.368028487946,54.9717389125218
"D04","Sample",246.887307589743,76.2501011798775,33.2668856580203
"D05","Sample",575.327250142751,74.1820065493509,48.5322001179699
"D06","Sample",330.885829231403,66.1335202372487,49.4110030129822
"D07","Sample",693.374771309884,124.706141033887,54.5900840338713
"D08","Sample",336.833137708779,111.38004268145,59.3541400305577
"D09","Sample",707.135500463957,113.587962892686,49.5563316070586
"D10","Sample",275.855736985674,69.6982708394151,59.6470708181382
"D11","Sample",315.415964087814,341.085457975033,238.198799712808
"E02","Sample",755.124950833784,66.3667297803478,47.9068928999098
"E03","Sample",1325.19641882784,82.745250617964,45.6463799425411
"E04","Sample",450.841287755378,62.1709299231063,43.77864121377
"E05","Sample",220.996702924634,63.1404224530376,42.7156397269985
"E06","Sample",209.337886133002,70.0381610576128,50.0082246580848
"E07","Sample",227.513622591823,66.6872516633691,49.2019532426165
"E08","Sample",271.905967712217,109.037178964395,46.8871188590771
"E09","Sample",244.28059811378,63.3913179421991,44.5463716271037
"E10","Sample",325.747310238697,103.939858013585,49.125592460096
"E11","Sample",381.840226269893,537.546492357645,322.36103825326
"F02","Sample",3369.36944641536,104.082071621753,90.8013029183008
"F03","Sample",2504.48153548283,524.365843183911,125.656608142585
"F04","Sample",3790.21161947383,693.651357699151,128.279114277343
"F05","Sample",1142.74775888822,698.456079259804,49.5263982135838
"F06","Sample",337.891621491909,57.5003234967647,47.5297188017424
"F07","Sample",203.409864616067,72.032286438149,47.2165019045883
"F08","Sample",395.216561921139,81.5413119936686,56.2048355188921
"F09","Sample",287.350708293685,83.5203116565858,58.5138367972287
"F10","Sample",608.555968791556,34.2898060094452,63.7416210050679
"F11","Sample",11.4250974688556,259.081841802126,222.373646227043
"G02","Sample",5561.75101120534,232.403640890153,47.0841023266609
"G03","Sample",528.087422674532,61.5880307223717,37.9249900166347
"G04","Sample",608.421916546133,83.7646283845762,54.1337589323776
"G05","Sample",531.196935961217,75.5335409931758,53.699920027671
"G06","Sample",270.183024818623,62.9468732538455,45.332815918382
"G07","Sample",281.237825955364,87.8905472915676,48.7229732232524
"G08","Sample",162.158352656589,86.2981865090034,45.6772061556573
"G09","Sample",195.446120223129,47.3853321773655,45.7726996678318
"G10","Sample",95.9325900382026,9.9009866812278,97.7870916198116
"G11","Sample",138.561111450195,6.89092063903809,51.4928144550391
