Pool,Gene,nbPctgShift
P1-7,Actb,4.154425720975102
P1-7,Actl6a,4.438396317079679
P1-7,Actl6b,-6.4203018529488105
P1-7,Aff1,-26.20694990061575
P1-7,Aff4,-2.7574314284057024
P1-7,Arid1a,1.467167390571873
P1-7,Arid1b,0.844828208815685
P1-7,Arid2,-0.8277248934972907
P1-7,Ash1l,3.6494456237376713
P1-7,Ash2l,-3.7949899577236303
P1-7,Asxl1,-10.974327494889245
P1-7,Asxl2,-3.7236830099893155
P1-7,Asxl3,2.2402738310774417
P1-7,Atad2,1.841924489638835
P1-7,Atad2b,2.3554773412137404
P1-7,Atm,7.79789260738935
P1-7,Atr,1.6426384560434917
P1-7,Atrx,1.3139584320396942
P1-7,Aurkb,-6.318778089383246
P1-7,Baz1a,-2.4555312481029112
P1-7,Baz1b,-1.6728723143732775
P1-7,Baz2a,-0.30936263341757214
P1-7,Baz2b,-4.7822437083986955
P1-7,Bcl6,-8.840680810821338
P1-7,Bmi1,0.3003866799953805
P1-7,Bop1,-5.070984752457527
P1-7,Bptf,-10.089508283643653
P1-7,Brd1,2.2079438221937346
P1-7,Brd2,0.7969690463884702
P1-7,Brd3,3.962549784077508
P1-7,Brd4,19.995521326210905
P1-7,Brd7,-0.1362518581834129
P1-7,Brd8,-1.0516849655232416
P1-7,Brd9,-5.172544572705884
P1-7,Brdt,-0.4576544658619284
P1-7,Brpf1,-20.542325630575895
P1-7,Brpf3,-1.7344539548222633
P1-7,Brwd1,-12.071077149205502
P1-7,Brwd3,5.581714193915076
P1-7,CD4,-6.703469822615389
P1-7,CDK9,17.044502735806784
P1-7,Carm1,-16.778078498599974
P1-7,Cbx1,-7.348280017997027
P1-7,Cbx2,-10.969593976014927
P1-7,Cbx3,-2.153264212944624
P1-7,Cbx4,5.12194195061309
P1-7,Cbx5,-10.262030879729252
P1-7,Cbx6,16.451568703759982
P1-7,Cbx7,4.736604238032043
P1-7,Cbx8,-17.83847583242299
P1-7,Ccnt1,6.724381672004451
P1-7,Cd14,8.73320388488554
P1-7,Cd19,-3.975444916882806
P1-7,Cd4,-0.20726452842590515
P1-7,Cecr2,-18.13824111121469
P1-7,Chaf1a,-2.8663569282737207
P1-7,Chaf1b,12.535494197597833
P1-7,Chd1,-2.1254234325573513
P1-7,Chd1l,16.075798064476988
P1-7,Chd2,-3.8862816403053833
P1-7,Chd3,10.087333260828075
P1-7,Chd4,10.20078009766671
P1-7,Chd5,-5.515041596044827
P1-7,Chd6,7.05507694659164
P1-7,Chd7,-6.560115950074164
P1-7,Chd8,-7.896869744258867
P1-7,Chd9,3.834280781098446
P1-7,Clock,-0.15647367218459576
P1-7,Crebbp,10.618206530385113
P1-7,Ctsl,4.972435371201383
P1-7,Cxxc1,14.626453553876447
P1-7,Dmap1,4.196883533683758
P1-7,Dnmt1,-7.417749907032437
P1-7,Dnmt3a,4.404986426491243
P1-7,Dnmt3b,-5.81701854891685
P1-7,Dnmt3l,9.080834809685111
P1-7,Dot1l,12.8501434361502
P1-7,Dpy30,11.23830868019614
P1-7,Dub2a,-2.568941878765018
P1-7,Eaf1,5.61809106112969
P1-7,Eed,2.869085765956232
P1-7,Ehmt1,-11.527948024853341
P1-7,Ehmt2,2.0680665786082066
P1-7,Elp3,2.4797190197921615
P1-7,Elp4,-0.8735298090358535
P1-7,Ep300,24.639383183350812
P1-7,Ep400,9.951283760008636
P1-7,Epc1,2.5194263068652125
P1-7,Epc2,1.8317375258350144
P1-7,Ercc5,12.977968423213461
P1-7,Ezh1,10.127610492817446
P1-7,Ezh2,13.670554607515253
P1-7,Fbxl19,-1.294798751839539
P1-7,Fbxo17,-0.6967931735510821
P1-7,Fbxo44,2.8879646438475195
P1-7,Fbxw9,7.466019659653241
P1-7,Fkbp1a,11.795529385240814
P1-7,Fkbp2,23.34556839874938
P1-7,Fkbp5,-2.6532471425273245
P1-7,Fosb,-4.637682570774796
P1-7,Gadd45a,5.068225538496812
P1-7,Gadd45b,8.463249562308029
P1-7,Gtf2b,0.2294213034358954
P1-7,Gtf2f1,2.8501057824912754
P1-7,Gtf2h1,4.032104573074812
P1-7,Gtf3c4,4.4279868142129155
P1-7,H2afz,7.612563957766273
P1-7,Hat1,21.927112513044367
P1-7,Hcfc1,9.252451668926797
P1-7,Hdac1,-14.022799773451027
P1-7,Hdac10,-4.297923425252117
P1-7,Hdac11,6.034204598310303
P1-7,Hdac2,-5.048326859024602
P1-7,Hdac3,-1.28903804142668
P1-7,Hdac4,12.794669293281782
P1-7,Hdac5,-0.5907118869956663
P1-7,Hdac6,1.3414538879416469
P1-7,Hdac7,7.269291301647884
P1-7,Hdac8,1.4326198625273925
P1-7,Hdac9,3.2241566042366436
P1-7,Hells,10.060289165484916
P1-7,Hes1,-4.319631070059436
P1-7,Hes6,1.1741165125157793
P1-7,Hira,4.449148363219274
P1-7,Hltf,3.393476043265801
P1-7,Id2,-2.923791632204092
P1-7,Id3,5.528882493295907
P1-7,Ing2,-1.204185546934955
P1-7,Ing3,-5.915224367918158
P1-7,Ing4,12.751600012325484
P1-7,Ing5,-2.866326538713734
P1-7,Ino80,2.6902632993021056
P1-7,Iws1,-2.5966817757539733
P1-7,Jarid2,-8.519677367185478
P1-7,Jhdm1d,-13.15965447389979
P1-7,Jmjd1c,6.839754340980701
P1-7,Jmjd4,5.34397486039248
P1-7,Klf12,23.26527383916688
P1-7,Klf2,3.311890500496034
P1-7,Ms4a1,-9.817190731145125
P1-7,Nfatc3,5.883334491257703
P1-7,Runx3,2.4291740655421834
P1-7,Tbx21,5.778522764706561
P8-14,Bcl6,-1.0132837790262788
P8-14,CD4,4.610048992400502
P8-14,CDK9,15.547058414676252
P8-14,Ccnt1,7.227485211724161
P8-14,Cd14,10.718561984472316
P8-14,Cd19,2.8717720302032888
P8-14,Fosb,-1.0509343321312734
P8-14,Hes1,2.6644639496845954
P8-14,Id2,11.481534862498977
P8-14,Id3,-1.6460087572329123
P8-14,Jmjd5,5.4314483895398045
P8-14,Jmjd6,-3.2589509622153883
P8-14,Jmjd8,-7.051556781031802
P8-14,Kat2a,0.6813658541018256
P8-14,Kat2b,-8.319976077944348
P8-14,Kat5,25.617809146733524
P8-14,Kdm1a,-3.51024610181267
P8-14,Kdm1b,0.637832141479656
P8-14,Kdm2a,0.7396907701116424
P8-14,Kdm2b,5.490351919328465
P8-14,Kdm3a,0.8166456182635269
P8-14,Kdm3b,1.9300308268152833
P8-14,Kdm4a,15.346562489343231
P8-14,Kdm4b,3.573134281043355
P8-14,Kdm4c,5.874076092269887
P8-14,Kdm4d,-5.134617357062327
P8-14,Kdm5a,9.137541044046644
P8-14,Kdm5b,-6.576854128351747
P8-14,Kdm5c,2.5534566977074746
P8-14,Kdm5d,-8.784823659192753
P8-14,Kdm6a,0.3131223914949892
P8-14,Kdm6b,13.261695558433704
P8-14,Klf12,25.451084500039986
P8-14,Klf2,7.836429189024282
P8-14,L3mbtl1,-2.109868659504155
P8-14,L3mbtl2,-3.3835181060041655
P8-14,L3mbtl3,-8.673058932535843
P8-14,L3mbtl4,2.7258972878852195
P8-14,Mbd1,-2.2867483715780876
P8-14,Mbd2,-2.6981105299909203
P8-14,Mbd3,-8.251417491428064
P8-14,Mbd4,0.0959649327907286
P8-14,Mecom,14.879022577396206
P8-14,Mecp2,1.0467057641175377
P8-14,Men1,11.590324627082651
P8-14,Mll1,3.969087750532717
P8-14,Mll2,11.911586681090062
P8-14,Mll3,-0.3608807648520731
P8-14,Mll5,-5.390006268812125
P8-14,Morf4l1,-6.804255809020153
P8-14,Ms4a1,2.854843172621358
P8-14,Msl3,19.069181844280997
P8-14,Mta1,3.5117308356967265
P8-14,Mta2,-3.5642229711122146
P8-14,Mta3,8.150327994743947
P8-14,Mtf2,1.6147206432066774
P8-14,Myst1,-0.9867280719684643
P8-14,Myst2,-7.075333785151394
P8-14,Myst3,-1.2009241377168807
P8-14,Myst4,19.565744787779717
P8-14,Nap1l1,8.172186605690683
P8-14,Nap1l2,4.392081029747014
