Gene,nbPctgShift
Actb,-2.3309839862697466
Actl6a,2.273818765683078
Actl6b,-7.586394952696426
Aff1,1.2691787570649087
Aff4,12.055546097947051
Arid1a,-1.399346704185707
Arid1b,14.982944947780473
Arid2,-14.351532878748374
Ash1l,3.1017483394697596
Ash2l,3.989452848531286
Asxl1,-11.796324030676198
Asxl2,0.6901684821818511
Asxl3,-0.4644788567789391
Atad2,5.670806778087471
Atad2b,4.926732987620841
Atm,-2.2343415434592693
Atr,-2.7313892577621566
Atrx,-6.617599108680055
Aurkb,4.61460499490787
Baz1a,-0.9549554917728736
Baz1b,-9.491521025963493
Baz2a,3.124305687587622
Baz2b,-8.90189588388944
Bmi1,-4.577001427243509
Bop1,9.060922041816204
Bptf,-9.596630306326823
Brd1,-0.6200006469431342
Brd2,5.069609026296586
Brd3,4.806342745690296
Brd4,-3.422711857177413
Brd7,5.029671685224062
Brd8,-3.919578593159951
Brd9,7.895315592417137
Brdt,6.4517150904960525
Brpf1,4.830868673233342
Brpf3,-0.4104408726308888
Brwd1,-7.8629552270100405
Brwd3,-14.133107412217866
Carm1,-8.367010783146934
Cbx1,-5.816047858965028
Cbx2,10.00562309152302
Cbx3,-2.451110542314371
Cbx4,0.6558677323525993
Cbx5,-11.750665115902457
Cbx6,-16.015146328619483
Cbx7,-15.926845834823071
Cbx8,-5.556701222109185
Cecr2,-1.1393349227684924
Chaf1a,-11.03177779550463
Chaf1b,-7.545099535183228
Chd1,9.848361807767256
Chd1l,-16.801797330979625
Chd2,-8.281746092815505
Chd3,-0.14521306548864032
Chd4,-10.906309236713891
Chd5,10.632377404917646
Chd6,6.685917329784587
Chd7,14.00854466905131
Chd8,1.380643146115015
Chd9,-2.5586850725046517
Clock,6.513243398950595
Crebbp,-1.4927102942535466
Ctsl,1.7615053507598937
Cxxc1,-1.1653833637230662
Dmap1,6.333794951755994
Dnmt1,2.2293287866944627
Dnmt3a,2.0489237261309725
Dnmt3b,-11.009947558691863
Dnmt3l,-2.4801419293108147
Dot1l,-2.3012093018881252
Dpy30,3.1692950783864013
Dub2a,1.907201903312835
Eaf1,6.2728965355501956
Eed,-2.6555760063373004
Ehmt1,-3.5902066852232313
Ehmt2,-4.336966345894865
Elp3,7.5462842224053235
Elp4,3.3044937707187523
Ep300,-0.3447025418162717
Ep400,11.851520862840074
Epc1,-8.18394320220412
Epc2,14.148666417729865
Ercc5,7.99763085218383
Ezh1,-7.33943373503273
Ezh2,0.23728346964727454
Fbxl19,11.041972206874487
Fbxo17,0.046763801770943005
Fbxo44,4.403291398635497
Fbxw9,9.911225310949801
Fkbp1a,5.185993052564132
Fkbp2,0.9148540300799001
Fkbp5,8.91370037891823
Gadd45a,4.556035683000201
Gadd45b,3.620517169636299
Gtf2b,-0.4324277482846502
Gtf2f1,7.166116025649226
Gtf2h1,3.5308737431576938
Gtf3c4,-1.4190212478386108
H2afz,-5.5043755512881205
Hat1,14.641790328315645
Hcfc1,-0.5286831590984833
Hdac1,3.306029280336542
Hdac10,18.73530885483526
Hdac11,9.575985919630691
Hdac2,5.085255996127742
Hdac3,2.73639718665651
Hdac4,-0.07343435022403799
Hdac5,5.1205351172326745
Hdac6,3.1274349117947793
Hdac7,-7.563052515967049
Hdac8,0.9092734038070827
Hdac9,0.6518334129449563
Hells,-7.708355959139477
Hes6,-26.642072631110608
Hira,-19.829652854314308
Hltf,6.007738524063171
Ing2,-3.548311429744608
Ing3,2.815960337508585
Ing4,-3.329754712114341
Ing5,7.879930251381202
Ino80,-3.4243702073468203
Iws1,5.704053079823093
Jarid2,0.058265119754533856
Jhdm1d,-3.196480087240195
Jmjd1c,-16.911616492882036
Jmjd4,2.8293786869598225
Jmjd5,-10.98441293087155
Jmjd6,-10.827460246226128
Jmjd8,3.4376745769755366
Kat2a,-4.965963931814714
Kat2b,-0.49455286843244534
Kat5,1.2844457277190695
Kdm1a,-11.568495469799904
Kdm1b,1.0535224358877322
Kdm2a,3.040639215106271
Kdm2b,-2.8312571700243874
Kdm3a,-12.10182588099633
Kdm3b,2.066544586831069
Kdm4a,-5.838921012422805
Kdm4b,-5.319089962542826
Kdm4c,-11.039540455501063
Kdm4d,-4.259779216868279
Kdm5a,0.016075507759412726
Kdm5b,6.745853809722936
Kdm5c,3.8862228887645736
Kdm5d,-3.4853113801379116
Kdm6a,0.7492341724139706
Kdm6b,-1.638380873389429
L3mbtl1,4.4144555738737905
L3mbtl2,-11.49976944520212
L3mbtl3,1.7295145737050674
L3mbtl4,-5.916732772765265
Mbd1,-2.8774118606312262
Mbd2,3.781112749972422
Mbd3,-6.099791766146533
Mbd4,-4.300904595344324
Mecom,3.098930680941459
Mecp2,-9.708073878967102
Men1,-4.597565311864845
Mll1,-13.377557649950212
Mll2,-9.083540588080417
Mll3,4.439643088047589
Mll5,-6.12533464569852
Morf4l1,-11.469351926679018
Msl3,-0.8333680531745689
Mta1,-5.587113477389362
Mta2,-6.213492730685877
Mta3,4.611450574702305
Mtf2,-0.4994753356542976
Myst1,-9.277278881836686
Myst2,-7.169341644899241
Myst3,-6.033169875985264
Myst4,-2.100696752747041
Nap1l1,-14.727051765194743
Nap1l2,-17.776002393795594
Nap1l3,-3.6851508593377624
Ncoa1,-5.679957708739719
Ncoa3,-16.106895282390084
Ncor1,1.4299571161379678
Ncor2,6.99071375677817
Nsd1,0.6486828686386623
Orc1,-1.6897010071567005
Padi1,3.1104340820289025
Padi2,-4.1512858874476235
Padi3,-33.119784900029806
Padi4,-3.2932091387478977
Padi6,-8.666322740593529
Paf1,5.033853547541581
Parp1,-9.34011723589363
Parp2,-2.5004376983509475
Paxip1,3.182983670670417
Pbrm1,2.1110391738636523
Pcgf1,-4.043236584786445
Pcgf2,10.724865417660835
Pcgf5,-17.851674811187692
Pcgf6,-7.129277076142249
Pcmt1,-0.5094884171398348
Phc1,-0.829163629329333
Phc2,-3.041781633656877
Phc3,-4.479099561218062
Phf1,-13.211407266733739
Phf10,-0.17454779395531736
Phf17,-6.42891073037133
Phf19,-2.8204148640334075
Phf2,3.11800515914247
Phf20,-2.226340760155585
Phf20l1,-1.2064777559050572
Phf8,2.2906815611902935
Phip,-4.33232769800923
Polr2b,-6.555882802974542
Ppargc1a,-9.888146004404371
Prdm1,0.0015303834595723487
Prdm10,0.7772783662112133
Prdm11,-6.336861083193024
Prdm12,-2.160269249732428
Prdm13,2.208151414314068
Prdm14,11.553208370182633
Prdm15,-3.4291578804888516
Prdm16,7.139893734824526
Prdm2,-7.403430960501918
Prdm4,-5.532783465649658
Prdm5,-13.138275482426131
Prdm6,-2.510062161394174
Prdm8,0.06031849486654828
Prdm9,-7.870110862459911
Prkaa1,-7.749525355242202
Prkaa2,2.4442202687070473
Prkcd,-0.9075585882535826
Prmt1,1.4851729746361144
Prmt2,-4.27108945921608
Prmt3,0.5316759195284959
Prmt5,-16.491945543809464
Prmt6,-17.502093022161937
Prmt7,-11.077514815857512
Prmt8,-1.115768123716028
Psip1,-5.183888764186666
Rbbp4,-0.3285523255390608
Rbbp5,-3.424454579831526
Rbbp7,-6.4486519425726625
Ring1,2.6520352540470333
Rnf2,2.478465516921808
Rnf20,-3.1022251896106727
Rnf217,-0.6859534591808485
Rnf40,-4.758466510017797
Rpa3,4.664883088716777
Satb1,-4.858747197163988
Scmh1,-0.1997177660510303
Scml2,-1.6189144166099947
Scml4,2.8135501311899227
Setd1a,-3.2061832833169888
Setd2,1.700724621385751
Setd3,4.689688713665888
Setd4,-0.5343667549286053
Setd5,0.1861503439412111
Setd7,-1.6684332126661197
Setd8,-1.684110332753483
Setdb1,0.31653051040524893
Setdb2,-6.807308870983436
Setmar,1.3074140765303248
Sfmbt1,1.6881318639915346
Sfmbt2,-4.794945379161132
Sgk1,20.075030288349595
Sin3a,-5.166121586579536
Sin3b,-0.845096232485381
Sirt1,1.7346322198200426
Sirt3,-4.639910895493111
Sirt4,9.645284075948416
Sirt5,5.279652773824856
Sirt6,-6.5785484948596205
Sirt7,0.478903075419538
Smarca1,6.341903185438749
Smarca2,-4.152423304286553
Smarca4,16.304543372399685
Smarca5,-6.526865036409439
Smarcc1,9.226313234176006
Smarcc2,-8.188666829427683
Smarcd1,2.6085733987962048
Smarcd2,12.122030001644797
Smarcd3,0.6262549170310292
Smarce1,16.788372207890855
Smyd1,1.414137518565089
Smyd2,3.7436079053974263
Smyd3,-1.0293376652508393
Smyd4,-2.8538659819738985
Smyd5,11.97830575361299
Sp100,-1.045888733560421
Sp110,-3.0483622715760017
Sp140,2.4422434032081366
Ssrp1,4.925863209512512
Supt16h,-5.929761066999895
Suv39h1,-13.222773456805204
Suv39h2,0.35003430411311776
Suv420h1,-14.712452900468705
Suv420h2,5.0989461990158995
Suz12,1.8749338536782076
Taf1,13.811078436592737
Taf3,-0.1570785770794192
Tcea1,-1.9508342897020583
Tdg,-6.245949082684511
Tet1,-10.78810648878719
Tet2,1.5590261700529915
Tet3,-4.3334277315057586
Trim24,-13.083002989544696
Trim28,1.580286102590808
Trim33,-8.800113955718809
Trim66,-3.3120571980604345
Ube2a,9.523920215508262
Ube2b,-3.153415802276939
Ube2e1,-9.455932948904007
Ube2i,5.886693737604764
Uhrf1,-2.46352605532448
Usp22,-0.8440794071294739
Usp27x,-4.912139298140469
Usp51,-9.423331900737569
Wbp7,-13.262781186124942
Wdr5,-5.63646080870155
Wdr82,0.3533353116657647
Whsc1,1.492277088022803
Whsc1l1,6.322106510748118
Zmynd11,-7.150758514731403
Zmynd8,5.46288516509452
Bcl6,10.929787286814564
Cd14,5.6202650958202005
Cd4,-1.1662928985179777
Fosb,0.9795190088019439
Hes1,1.0760628590932872
Id2,12.888178924619234
Id3,6.067791780584304
Klf12,4.796035333708382
Klf2,11.452445534187815
Ms4a1,5.901634452059618
Nfatc3,-0.6654809089897776
Runx3,9.694522451327437
Tbx21,6.894702749049252
