"Position","Pool","shRNA","Percentage","precentile","z"
"7_B02",1,"Hdac7.1",1.597744361,51.5963398373586,0.0400249898259317
"7_B03",1,"Ing4.1",2.378176731,64.5702464764795,0.373743618242292
"7_B04",1,"Ing5.1",0.725725726,36.9621265659642,-0.332856599933994
"7_B05",1,"Ing3.1",2.674094708,69.1561146826265,0.500280324309704
"7_B06",1,"Hdac9.1",0,26.0052920000271,-0.64318226452321
"7_B07",1,"Jmjd4.1",0.729483283,37.0227887811766,-0.331249840890624
"7_B08",1,"Jarid2.1",1.263219741,45.8973469055694,-0.103020201082672
"7_B09",1,"Hltf.1",2.39390642,64.8201626054727,0.380469749090114
"7_B10",1,"Hdac8.1",2.422611036,65.2745735409607,0.392744054268842
"7_B11",1,"Jhdm1d.1",1.386377336,47.9918908505849,-0.0503571065438619
"7_C02",1,"Jarid2.2",1.818181818,55.3411657740736,0.134285669712429
"7_C03",1,"Hells.1",1.715871814,53.6069816553698,0.090537158604218
"7_C04",1,"Hdac7.2",1.168614357,44.295785873978,-0.143474159943044
"7_C05",1,"Jhdm1d.2",1.770736253,54.5380150723549,0.113997596735344
"7_C06",1,"Ino80.1",0.775775776,37.7727438387619,-0.311454829991814
"7_C07",1,"Ing5.2",1.611603546,51.832545886434,0.0459512793892011
"7_C08",1,"Hdac9.2",1.215153681,45.082644728715,-0.123573602291003
"7_C09",1,"Jmjd1c.1",0,26.0052920000271,-0.64318226452321
"7_C10",1,"Ing4.2",1.182432432,44.5291931651312,-0.137565449318504
"7_C11",1,"Ing2.1",1.623686724,52.0384307489989,0.0511181352809816
"7_D02",1,"Hdac8.2",0.42989418,32.2989145079177,-0.459356347469339
"7_D03",1,"Jmjd1c.2",1.412566975,48.4382120225166,-0.0391582240503031
"7_D04",1,"Ing4.3",0.99009901,41.301009643643,-0.219808636884474
"7_D05",1,"Hira.1",2.592971682,67.9246043356765,0.465591521012495
"7_D06",1,"Hells.2",1.028013364,41.9334539302466,-0.203596179917611
"7_D07",1,"Jmjd1c.3",0,26.0052920000271,-0.64318226452321
"7_D08",1,"Ino80.2",1.712328767,53.5467836885095,0.0890221256164722
"7_D09",1,"Hltf.2",2.934537246,72.9614488597078,0.611647471424111
"7_D10",1,"Hdac7.3",1.854714065,55.9581055852553,0.149907127548433
"7_D11",1,"Jmjd4.2",0.729927007,37.0299544215607,-0.331060101240697
"7_E02",1,"Ing2.2",1.167315175,44.2738508574395,-0.144029699733255
"7_E03",1,"Ing3.2",1.356102461,47.4762666788827,-0.0633028660341772
"7_E04",1,"Hdac7.4",0.828088771,38.6258009877974,-0.289085408103596
"7_E05",1,"Jarid2.3",1.40567201,48.3206874602833,-0.0421065618579453
