type,shRNA,count,nbRawCount
target,Hat1.3,14508,99.84143394061483
target,Chd9.3,11754,99.6110331319208
target,Hells.4,11032,99.50575857371656
target,Actl6b.1,10989,99.49862407619247
target,Cbx1.1,10481,99.40576248744213
target,Bmi1.4,9828,99.25940343203705
target,Atad2b.1,9806,99.25386193862768
target,Chd9.4,9516,99.17662411139575
target,Arid2.2,9470,99.16362369188064
target,Cbx3.1,8599,98.87221300637181
target,Chd3.1,6776,97.85505581633115
target,Chd5.1,6377,97.52133350138865
target,Atad2.1,6259,97.41219285138102
target,Asxl3.2,6237,97.39127452523238
target,Gtf2f1.4,5473,96.5371289925407
target,Hat1.4,4886,95.67133517880885
target,Atad2.3,4556,95.0802928275197
target,Cbx4.2,4464,94.89971546724765
target,Hdac2.1,4336,94.6358779470574
target,Dot1l.2,4279,94.51343313742694
target,Atr.1,4062,94.01724301482757
target,Chd6.4,3978,93.8115291663728
target,Ash1l.1,3866,93.5244597922995
target,Brd3.2,3841,93.45830224241736
target,Atad2.4,3703,93.07871352238888
target,Dnmt3b.1,3667,92.97552235196508
target,Gtf2b.1,3618,92.8321727613669
target,Arid2.1,3569,92.6853953016805
target,Asxl2.1,3499,92.4695628451546
target,Atrx.3,3323,91.89293614664636
target,Ctsl.4,3269,91.7056494084202
target,Dnmt3a.4,3229,91.5635974349272
target,Fkbp1a.4,3068,90.96162974595458
target,Jmjd1c.2,3068,90.96162974595458
target,Dnmt1.2,2954,90.50401759317256
target,Ing3.3,2923,90.37476334996946
target,Ehmt2.1,2891,90.2390908376458
target,Jmjd1c.4,2842,90.02679832001485
target,Chaf1b.4,2794,89.81334398709802
target,Jmjd4.2,2506,88.40714986834111
target,Chd8.2,2500,88.37536537415698
target,Chd1.2,2498,88.3647462400353
target,Crebbp.3,2483,88.28471308857132
target,Ezh1.2,2481,88.2739897917764
target,Asxl1.2,2452,88.11710478983136
target,Asxl3.4,2395,87.80094687968739
target,Chd9.2,2354,87.56692372977912
target,Cbx5.4,2322,87.38029100223801
target,Fkbp1a.1,2311,87.31531138412016
target,Hells.1,2229,86.81715364434119
target,Actl6b.4,2226,86.79845559549906
target,Hdac6.3,2196,86.60957922610021
target,Hdac8.4,2189,86.56500637514327
target,Aff4.2,2178,86.49457446963552
target,Atm.2,2159,86.37178788948331
target,Brd9.3,2140,86.24754755576195
target,Atr.3,2118,86.1018419877144
target,Gtf3c4.1,2047,85.61762170139151
target,Fbxl19.1,1962,85.0082705853383
target,Dnmt3b.4,1907,84.59560696032896
target,Baz1a.2,1892,84.4804309451053
target,Ing2.1,1858,84.21504770519456
target,Actl6b.2,1848,84.13583128352738
target,Jarid2.1,1838,84.05607696244695
target,Hira.4,1829,83.98383371715234
target,Baz2b.4,1821,83.91924484498247
target,Brwd3.2,1820,83.91114642606726
target,Dnmt3a.3,1817,83.88681795607138
target,Chd1.3,1775,83.54090609648749
target,Hdac3.1,1762,83.43178800971438
target,Gadd45b.2,1757,83.38955611210362
target,Baz1b.2,1736,83.21056243765234
target,Cbx5.2,1702,82.91509804553876
target,Brd1.1,1700,82.89749525288465
target,Hdac2.3,1689,82.80023049346273
target,Aurkb.4,1667,82.60339058216718
target,Atad2b.4,1638,82.33910633147515
target,Aff1.4,1631,82.2744759431736
target,Cxxc1.4,1612,82.09737500985104
target,Dnmt3b.2,1547,81.47233852771829
target,Chd3.2,1498,80.98052597810278
target,Cbx7.3,1496,80.96005798745705
target,Elp3.2,1486,80.85724319886681
target,Atr.2,1476,80.753630008861
target,Asxl2.2,1461,80.59669196120919
target,Brd4.4,1442,80.39524111957786
target,Chd6.2,1420,80.15817798365995
target,Gtf2f1.3,1420,80.15817798365995
target,Atad2b.3,1381,79.72755546631304
target,Brpf3.1,1379,79.70510506838004
target,Atm.3,1324,79.07308787905653
target,Brd1.2,1317,78.99056626780838
target,Bop1.2,1261,78.31254336511594
target,Hdac3.4,1251,78.18801527384677
target,Atrx.2,1220,77.79502313294758
target,Ing5.2,1190,77.40434867038898
target,Aff4.4,1187,77.36470324486113
target,Dmap1.4,1140,76.72931768093375
target,Ing4.3,1124,76.50668640884976
target,Chd8.3,1123,76.49266167825635
target,Ash2l.2,1122,76.47862385293595
target,Gtf2b.4,1116,76.39412076416853
target,Cbx3.4,1085,75.94982801693455
target,Ash1l.2,1025,75.05131685308743
target,Hdac9.2,1018,74.94299356591095
target,Aff1.2,995,74.5816633656941
target,Baz2b.1,990,74.50199314261943
target,Epc2.2,989,74.4860102781764
target,Ercc5.1,970,74.17919810509123
target,Epc2.3,951,73.86628423270113
target,Hat1.1,949,73.83298239076386
target,Asxl3.3,936,73.61479736361373
target,Chd6.3,934,73.58096257384364
target,Hdac10.3,929,73.49605922076239
target,Atad2b.2,929,73.49605922076239
target,Ctsl.2,925,73.42780889143556
target,Cbx8.1,905,73.08210848623285
target,Eed.3,890,72.81784559132464
target,Brd8.4,885,72.72878336516968
target,Aff1.3,877,72.58525167771501
target,Ing3.4,872,72.49489165363306
target,Brwd1.1,869,72.44043208641314
target,Ino80.3,844,71.97934046597895
target,Dnmt1.3,828,71.67723082979873
target,Chd2.2,824,71.60082178467863
target,Jhdm1d.1,813,71.38883894888723
target,Asxl1.1,805,71.23293010271452
target,Cbx1.4,798,71.09528586305217
target,Dub2a.4,771,70.55334083046736
target,Jmjd4.1,754,70.2027837305433
target,Jarid2.4,753,70.18193051052862
target,Cbx7.1,752,70.16105111600459
target,Atrx.4,749,70.09825528500767
target,Atm.4,741,69.92963295946056
target,Fbxo44.1,728,69.65193414880252
target,Chd8.1,728,69.65193414880252
target,Epc1.3,719,69.45694322767207
target,Chd2.4,717,69.41330189443515
target,Ctsl.1,707,69.19337561772713
target,Chd1l.3,704,69.12683206848477
target,Gadd45a.4,694,68.90309912624532
target,Brpf3.3,683,68.65351109505244
target,Brwd3.1,681,68.60773202588302
target,Cxxc1.3,678,68.53882988071544
target,Asxl1.4,666,68.26037812630513
target,Gtf2b.2,664,68.2135207800543
target,Chaf1b.1,664,68.2135207800543
target,Ash2l.3,661,68.1429908496905
target,Chd8.4,659,68.09580730217785
target,Dnmt3l.4,653,67.95346386865239
target,Chd1.4,650,67.88184190399829
target,Hdac2.2,646,67.78587367101274
target,Ezh1.3,634,67.49467538238171
target,Brd7.1,625,67.27296103045596
target,Fbxw9.4,623,67.22329712646582
target,Hdac6.4,623,67.22329712646582
target,Cbx4.1,622,67.19841084942205
target,Hdac2.4,607,66.82069760617264
target,Epc2.1,598,66.58999837605059
target,Arid2.3,596,66.53830694114473
target,Dnmt3a.1,590,66.3822903095612
target,Cbx2.2,571,65.87866379060576
target,Bmi1.2,570,65.85174360444869
target,Ash2l.1,560,65.58019838495875
target,Cbx4.4,559,65.55280666599747
target,Baz2a.4,558,65.5253712919938
target,Fbxl19.4,553,65.38753487618976
target,Dub2a.2,547,65.22066209423694
target,Chaf1b.2,538,64.9672847185149
target,Chd1.1,536,64.91046962699542
target,Ezh2.3,536,64.91046962699542
target,Carm1.3,528,64.68132056280659
target,Brpf1.3,516,64.33179442839464
target,Chd3.4,516,64.33179442839464
target,Baz1a.4,515,64.30234567992933
target,Fbxo44.2,514,64.27284669230768
target,Ep400.1,512,64.21369732844006
target,Eed.2,503,63.94499348263678
target,Ash1l.4,497,63.76351144681237
target,Aurkb.1,497,63.76351144681237
target,Aff4.1,493,63.64145791334073
target,Dnmt3a.2,476,63.11291719112323
target,Brd8.1,475,63.08131881373639
target,Elp3.4,470,62.922457223344054
target,Bptf.3,464,62.72988190962
target,Baz2a.1,458,62.5351441913286
target,Bmi1.1,458,62.5351441913286
target,Brd1.3,457,62.50247427434312
target,Asxl2.3,451,62.3051520304334
target,Jhdm1d.4,445,62.105559552777855
target,Brwd1.4,445,62.105559552777855
target,Aff1.1,443,62.03851518332696
target,Baz1b.3,442,62.00489559363612
target,Baz1b.1,442,62.00489559363612
target,Dnmt3l.3,441,61.97121073181147
target,Cbx2.1,434,61.73356757463351
target,Atad2.2,433,61.699351271886336
target,Hdac7.3,427,61.49262415327025
target,Epc1.2,426,61.45792887365293
target,Arid2.4,423,61.35342475906532
target,Hltf.4,421,61.28340396052284
target,Chd6.1,418,61.177839946170565
target,Ing5.3,412,60.964764747295476
target,Hdac1.3,410,60.89315395632886
target,Elp4.1,406,60.749039052993695
target,Chd1l.2,405,60.712822389151754
target,Chd4.1,405,60.712822389151754
target,Cbx4.3,402,60.60371624432644
target,Gadd45a.1,400,60.53059544393925
target,Cbx6.1,400,60.53059544393925
target,Brd4.1,400,60.53059544393925
target,Aurkb.2,396,60.383421881617025
target,Brpf1.2,392,60.234987721506414
target,Hltf.2,385,59.972127796376085
target,Carm1.1,384,59.93424857465447
target,Bop1.3,383,59.89628630665613
target,Dnmt3b.3,383,59.89628630665613
target,Ing2.2,380,59.78189749606666
target,Gadd45a.3,376,59.628193586637444
target,Ezh2.4,373,59.512013007102226
target,Ino80.2,369,59.35588169221299
target,Bptf.2,368,59.316627613789194
target,Cbx1.2,364,59.15871387928547
target,Hdac10.2,362,59.07921264337125
target,Actl6b.3,358,58.91910418096834
target,Fkbp2.3,357,58.8788440821607
target,Ing3.1,357,58.8788440821607
target,Cbx3.3,356,58.83848989612749
target,Hdac4.1,354,58.757497446787866
target,Hdac8.3,350,58.59436333599848
target,Brwd1.2,348,58.512214172309804
target,Hdac7.2,346,58.4296718372734
target,Cbx6.3,344,58.34673243149775
target,Ercc5.2,343,58.305112591675936
target,Ing4.1,343,58.305112591675936
target,Gtf2f1.2,342,58.26339199386139
target,Brpf3.2,339,58.137620582351644
target,Hira.1,338,58.095491862151626
target,Gadd45b.3,336,58.01092392529985
target,Hira.2,334,57.92593846813211
target,Ehmt2.2,331,57.797668027521624
target,Chd4.2,328,57.668433718445314
target,Ehmt2.3,323,57.450859963533574
target,Elp4.2,323,57.450859963533574
target,Cbx8.3,321,57.36305282463934
target,Jarid2.2,317,57.18607923439687
target,Cbx5.1,313,57.00726041896598
target,Cbx3.2,311,56.917146428332664
target,Brd9.4,310,56.8719110252562
target,Dub2a.1,307,56.735483258427685
target,Cxxc1.2,305,56.64392339362264
target,Brd4.2,304,56.59795900701936
target,Brpf1.1,303,56.55187072648881
target,Ash1l.3,301,56.45931967254408
