type,shRNA,count,nbRawCount
target,Hat1.3,135885,99.91547469462438
target,Elp4.4,119921,99.85989471251371
target,Hltf.3,115588,99.83900279776931
target,Asxl2.4,114312,99.83224853546308
target,Hells.4,72738,99.32407187666404
target,Asxl3.1,56145,98.76721155805848
target,Chd7.1,43423,97.98475154512326
target,Baz1b.1,37882,97.4730758987395
target,Ing3.3,33630,96.97351869715804
target,Cbx3.1,31973,96.74691916589742
target,Epc2.4,29027,96.28997637687833
target,Bmi1.4,27332,95.99051164896206
target,Dnmt3a.4,24242,95.36060893749664
target,Hdac8.4,23858,95.27360951427558
target,Arid2.2,23767,95.25268027777545
target,Gtf2b.1,21487,94.68583783972815
target,Brd3.2,20024,94.27356663646532
target,Chd8.2,17965,93.61543243585912
target,Atad2b.1,16908,93.23593101703051
target,Fkbp1a.4,16874,93.2231968946293
target,Asxl3.2,16121,92.93212210691783
target,Chd9.4,15805,92.8045743073104
target,Hdac2.1,15108,92.51110094052152
target,Ezh1.2,14266,92.13241647561587
target,Asxl3.4,14265,92.13194990756551
target,Fbxl19.1,11894,90.8946035447365
target,Ash2l.1,11750,90.80986981744194
target,Chd1.3,11623,90.7340963105551
target,Ing2.1,11498,90.65854018792007
target,Aff4.2,11113,90.41952056115922
target,Fkbp1a.1,10885,90.27328714706438
target,Jmjd4.2,10807,90.2224271508785
target,Baz1b.2,10715,90.16187969650122
target,Jmjd1c.3,10486,90.00847895312211
target,Hira.4,10378,89.93476542979158
target,Ehmt2.1,10317,89.892734050096
target,Hdac2.3,10290,89.87403740242735
target,Dnmt3b.2,10169,89.78954159722325
target,Arid2.1,9771,89.50316675650589
target,Chd7.2,9391,89.21692296231242
target,Brd1.2,8998,88.90663401615448
target,Jmjd1c.4,8975,88.88800043660125
target,Asxl1.4,8804,88.7477500816669
target,Cbx5.2,8607,88.58232192611602
target,Ctsl.1,8484,88.4768654232477
target,Atr.3,8459,88.45522199062246
target,Baz2b.1,8226,88.25000673516294
target,Ing5.2,8028,88.07047291755435
target,Chd7.3,7826,87.88219226950585
target,Atad2b.3,7538,87.60429764389755
target,Jarid2.1,7449,87.51606222275686
target,Jmjd1c.2,7220,87.28364084754088
target,Brd9.3,7175,87.23702693191842
target,Chd3.1,7163,87.22454299400935
target,Ash1l.1,6979,87.03023706046869
target,Ercc5.1,6854,86.8950539034008
target,Epc2.3,6617,86.63131323942672
target,Gadd45b.3,6262,86.21675323372638
target,Atad2.3,6195,86.1357134031623
target,Atad2b.2,6192,86.13206306486292
target,Atrx.3,6171,86.10645815156866
target,Cbx4.2,6065,85.97579186124854
target,Crebbp.3,5896,85.7623997622607
target,Ctsl.2,5756,85.58069686501864
target,Hat1.1,5750,85.57280635143465
target,Dnmt1.2,5730,85.5464422302369
target,Aff4.4,5711,85.52130693418752
target,Dub2a.4,5690,85.49342381755952
target,Dnmt3b.4,5686,85.48810054658041
target,Hdac7.2,5663,85.4574155469222
target,Hdac9.2,5647,85.43599253835859
target,Jhdm1d.1,5627,85.40912443340538
target,Cbx1.4,5482,85.21130005504006
target,Chd2.2,5305,84.96230713192394
