,,Experiment: 10 U p1,Analysis: Analysis 3,User: Admin,Plate: 18,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:38:00 AM,,,,,,,,,,,,,,,,,,,,,,,,
B11,Usp22.1,B11,Sample,677,2718,2453,10096,191.2791526,846.670228,232.461689,108.4725736,710.9960767,688.3606193,1309.460768,1120.107134,37.6661743,39.17651855,38.30022075,39.44465576,50.07385524,103.5823171,57.07297187,96.54157469,45.79025111,209.4987338,167.2553692,327.7575962,123.516836,136.9856211,685.4701839,535.3576902,771.9209702,6170.985665
C02,Uhrf1.2,C02,Sample,1561,2766,2776,13169,144.6797404,834.2442181,326.6151574,76.11927794,671.6681749,986.0572191,1655.021817,1093.78457,37.34785394,28.49423631,27.11496746,46.64897147,55.47725817,102.9400819,63.11239193,97.14389009,42.72901986,190.1801185,281.8021593,1008.824358,160.3529459,202.5255529,893.3680046,669.8193865,1069.59981,7114.895433
C03,Tet3.1,C03,Sample,857,3787,2905,13010,166.7463095,460.3212726,148.0118381,87.34166466,773.333889,1126.747695,1539.178458,1261.87896,42.47374562,44.16523236,43.78135727,43.8138479,56.00933489,102.2408207,66.64371773,97.80829152,45.04084014,211.7944763,245.5453074,749.2909662,146.4013601,299.0720772,1440.69654,742.8875386,1341.187992,6530.796917
C04,Tdg.2,C04,Sample,3848,1675,2448,17265,209.5308051,369.1313872,103.0322164,80.50430585,799.8502003,884.3215736,1196.028623,1302.527782,43.71101871,46.16013072,45.49253731,43.60222531,54.15800416,102.8869779,58.37418301,97.19402985,40.54054054,153.5366944,174.6970283,684.7677883,142.8721343,172.9014498,1132.714788,611.6250535,748.2579181,5964.363107
C05,Usp22.2,C05,Sample,1797,3387,3786,15900,228.5409194,531.3155928,106.6494123,79.38896329,732.3919124,1087.252637,1439.222986,1289.475588,37.72954925,42.28737454,43.46028934,44.68954248,51.80856984,103.4830431,56.62968833,96.63418955,42.34835838,176.1894893,184.1116683,589.7805684,122.7014866,199.5807626,1118.065403,524.6201854,726.5047606,5564.644416
C06,Ube2i.1,C06,Sample,2198,2069,1605,13873,405.7271,155.5795705,94.79698499,135.1002994,842.7746773,870.0286921,1602.556839,1433.718438,36.76069154,24.5482866,26.24456259,40.23984973,52.27479527,107.0910973,49.84423676,93.37844369,35.94176524,124.079741,212.8605495,848.2131753,115.7238143,102.3991275,551.1907307,616.7403162,481.3789615,4407.371947
C07,Ube2e1.2,C07,Sample,4467,24,15,16219,280.2125798,330.2701279,95.50977466,105.6187346,874.6271975,1732.156704,1546.47593,1366.019887,42.48936647,53.33333333,33.33333333,42.2476978,60.10745467,114.2857143,86.66666667,87.5,45.80255205,206.5352965,942.0019955,398.6586681,161.6964243,612.7074623,662.4513492,854.6460089,4226.548653,3080.171501
C08,Tet2.2,C08,Sample,2060,2860,2796,15419,232.3304626,256.5160186,110.3031085,94.22721042,588.7620014,883.0645531,1258.071958,1055.981654,36.7961165,35.87267525,38.14685315,38.89595061,45.63106796,103.8112523,59.44206009,96.32867133,31.65048544,93.06393451,163.5447879,398.0015816,78.58021578,187.5764957,953.433207,356.4327289,807.0414496,5083.128392
C09,Usp27x.1,C09,Sample,4842,18,22,15283,253.6895485,633.4634902,42.39365474,94.14004687,810.4263522,858.0831868,1152.083625,1176.505267,42.11069806,45.45454545,44.44444444,43.34234721,58.0338703,100,45.45454545,100,44.38248658,184.4221848,86.57908906,410.4369558,161.8608804,258.2768044,1171.048516,728.4850086,261.9448827,7320.406222
C10,Ube2b.2,C10,Sample,1385,3188,3480,13955,234.162759,421.6989462,132.4699566,107.2413223,674.5483397,639.5677203,1058.035743,1228.57135,32.92418773,29.94252874,30.52070263,35.28235882,47.14801444,102.9383274,56.14942529,97.1455458,37.90613718,141.2349886,167.7477315,380.7749516,96.34346869,155.7432455,855.6761018,415.6531019,745.4658228,6495.464277
C11,Trim33.1,C11,Sample,854,4193,2771,13079,312.2599033,1140.752957,371.2699706,111.8760374,601.0568865,1031.11019,1595.095786,1148.396977,30.67915691,35.54673403,35.86930599,37.66638346,44.3793911,106.6378433,49.83760375,93.77533985,33.48946136,118.2837973,115.4659596,245.7663938,84.7967243,166.1757258,818.4542183,387.3323936,484.3904401,4403.734317
D02,Tet1.2,D02,Sample,3544,1457,1904,16536,250.217042,446.0873053,171.051327,117.3799776,714.0402257,987.9621023,1323.072585,1201.029971,41.73250564,43.01470588,44.47494852,45.89638369,52.56772009,103.7010676,63.49789916,96.43102265,37.78216704,135.0642962,212.4128146,526.7263432,142.8967193,244.1367346,1271.628679,555.769558,1042.674089,6123.225673
D03,Usp27x.2,D03,Sample,1208,3619,3180,14383,220.5007235,580.8716367,208.2254595,109.9753975,691.6559118,1104.649849,1416.260962,1210.721259,43.87417219,45.50314465,45.34401768,45.28564793,53.47682119,103.815261,64.74842767,96.32495164,39.07284768,143.6564423,225.1926579,600.6106235,141.1709774,291.8947953,1186.280157,577.5815319,1189.861045,5611.476854
D04,Ube2b.3,D04,Sample,1237,2705,2469,12888,212.5821539,728.8752507,181.3862996,99.57142074,825.2101428,1237.653706,1715.093402,1347.319564,45.35165724,46.41555286,48.7245841,48.20627803,58.85206144,102.7735562,63.10247064,97.3012939,41.14793856,170.1849296,215.2136003,921.2452285,171.3579053,299.8490972,1567.86373,768.2409354,998.0542813,6473.907493
D05,Trim24.1,D05,Sample,5751,38,44,18348,340.5380745,797.161116,669.5643584,113.4644159,946.0189435,1079.739662,1367.985991,1420.122623,47.45261694,72.72727273,52.63157895,47.55251142,61.06764041,108.5714286,61.36363636,92.10526316,43.14032342,168.78602,174.2208881,322.4301191,187.8442151,400.7324863,771.0350212,861.1769917,937.2834053,3475.792018
D06,Tet3.2,D06,Sample,454,4408,3308,12979,148.8374691,707.349702,161.0391933,84.16818537,649.3389343,1092.724083,1573.051561,1198.756742,42.95154185,40.0241838,40.3584392,45.52069122,53.30396476,103.1593728,61.18500605,96.93738657,38.98678414,132.7139894,191.2503627,626.630244,135.2342727,250.5494401,1194.874708,574.0008249,969.2495488,6392.195086
D07,Usp27x.3,D07,Sample,1275,3141,3346,13857,241.5656173,747.1868635,181.9366496,82.49003882,713.3481752,1205.842402,1446.244366,1247.838993,43.68627451,48.23670054,49.50652658,49.17831739,49.49019608,103.7661051,56.8141064,96.37058262,38.66666667,150.418278,126.5266186,503.735193,129.8814966,192.2881015,1141.744404,525.7677184,799.5301694,6138.915996
D08,Ube2i.2,D08,Sample,2092,1600,1111,14934,348.2845795,788.6948176,215.1075448,132.1063214,684.625786,915.0348055,1478.352818,1135.986925,35.85086042,36.90369037,32.125,35.32115111,46.70172084,106.3122924,58.50585059,94.0625,29.44550669,88.06863569,127.0257086,312.8337185,94.87740272,205.2135073,734.8745344,424.40064,894.4556302,5155.73383
D09,Trim28.2,D09,Sample,2834,1369,1437,14109,187.9467865,401.8353986,146.5990128,107.3198672,776.6742701,1061.340686,1401.251441,1193.410941,35.14467184,39.94432846,37.3265157,38.02200903,55.53987297,103.5552194,67.22338205,96.56683711,47.84756528,232.3337168,375.4870337,749.767245,159.9338772,329.1909737,1302.541209,595.4833206,1189.030736,5884.684064
D10,Tdg.3,D10,Sample,723,3006,2987,11648,236.4053599,788.3040313,186.9392888,87.79076328,639.4422993,908.5061337,1456.340882,1194.427954,34.85477178,40.07365249,41.81636727,41.8298447,46.33471646,102.244898,58.88851691,97.80439122,36.23789765,142.8328904,169.4505752,436.0674281,100.7894533,219.0096863,1097.920192,385.7195433,877.788093,6378.081162
D11,Usp51.2,D11,Sample,1376,2832,3348,13291,353.8972004,765.9821005,211.4191932,125.5194055,587.0366179,788.3730178,1444.914976,1269.617212,34.52034884,38.79928315,42.40819209,40.8575653,45.7122093,102.1276596,57.01911589,97.91666667,34.88372093,126.9213184,210.9523001,467.2357798,102.3043819,185.0813497,1028.684317,397.6149577,822.724345,7174.8948
E02,Trim33.2,E02,Sample,1860,3504,2526,16799,336.548969,847.3069009,230.9550277,94.02728069,689.9301112,1083.119835,1465.99543,1212.394434,38.17204301,42.16152019,40.95319635,40.88515725,50,104.2857143,57.60095012,95.89041096,33.33333333,110.6803236,207.9680815,588.4864561,114.7132884,213.0912058,1094.224619,498.5254857,813.9960234,5655.954656
E03,Trim66.2,E03,Sample,5849,31,38,21726,382.5548072,305.0910677,792.9123348,117.1485123,867.8386139,888.5718086,1304.167126,1326.515887,44.12720123,57.89473684,41.93548387,42.27784381,56.71054881,110.7142857,52.63157895,90.32258065,38.29714481,137.1171595,212.4490169,733.2954194,157.8952999,124.2410392,761.1131426,686.8507609,343.3184246,3685.458441
E04,Tdg.4,E04,Sample,2959,2971,3562,19084,300.6634269,945.9109224,237.9378193,94.75643451,753.0372404,1128.887899,1806.502123,1294.391124,42.31159175,40.45480067,35.27431841,46.82454252,51.16593444,103.9901995,52.75126334,96.16290811,36.63399797,114.7464752,126.88431,514.987478,135.5919635,187.0857556,990.3867019,541.7184965,585.6707786,6527.7818
E05,Uhrf1.3,E05,Sample,3342,2432,2675,19131,351.2162,811.5877465,225.6944797,106.0600907,769.5350318,908.4340464,1451.841336,1302.437792,40.15559545,40.85981308,33.71710526,42.33349305,49.22202274,104.109589,57.75700935,96.05263158,31.08916816,93.92604658,130.2759921,380.9712998,111.5934614,202.5745177,883.2897558,452.7966354,802.5284882,6741.216774
E06,Ube2e1.3,E06,Sample,1148,4807,3176,15757,207.4346973,662.1153624,161.2554391,76.15842329,617.4477499,1639.517043,1812.378276,1092.44393,42.16027875,39.16876574,38.75598086,43.94299287,48.7804878,107.0362948,55.69899244,93.42625338,31.70731707,91.57987665,132.2866008,404.719845,114.1539867,207.3093102,829.6280074,420.887534,692.266635,4546.539689
E07,Trim24.2,E07,Sample,1854,3473,4051,17992,260.9318576,802.7685621,260.3020498,104.501993,708.7733111,863.7290924,1385.026092,1133.434664,40.77669903,38.87928906,37.20126692,43.8117968,49.62243797,106.8944291,53.27079733,93.55024475,32.36245955,99.36242413,137.121147,467.9766174,110.248136,180.306957,825.538591,454.4212449,571.4503123,4879.692045
E08,Tet1.3,E08,Sample,2108,3311,2596,17498,223.4636272,875.4738206,286.464274,123.9558437,622.4314881,1003.200637,1287.226514,1081.105019,42.17267552,44.60708783,42.04167925,44.56447422,50.09487666,105.1111111,57.24191063,95.13742072,34.20303605,105.4841279,145.7018237,395.0109914,100.7973268,190.4235743,810.2160228,447.2543699,705.1379422,4960.281429
E09,Usp22.3,E09,Sample,1484,3893,2402,16524,511.1327358,602.6772347,155.7326134,134.731033,760.6163223,1249.926053,1809.044657,1365.330141,33.22102426,30.55786844,26.22656049,35.81894676,46.69811321,104.8196015,58.7427144,95.4020036,29.64959569,81.76371277,145.9068048,432.2678965,97.15969368,188.7964491,785.5521514,427.7302228,846.1352868,5893.097644
E10,Ube2i.3,E10,Sample,4513,75,54,20867,571.3517028,435.0510517,111.1677931,132.287989,798.3118874,1725.74396,1271.870985,1307.230873,35.07644582,46.2962963,42.66666667,33.57861338,53.06891203,110.2941176,75.92592593,90.66666667,32.92709949,104.2346944,413.6174481,821.5193253,126.8106247,422.3903736,1215.074762,583.0013769,1751.505627,5067.711965
E11,Trim28.3,E11,Sample,4550,866,868,20769,518.3087097,1003.706347,182.5614863,114.9813467,717.152239,1007.408601,1370.760016,1290.577132,31.03296703,30.99078341,31.63972286,32.94506532,49.05494505,103.2181168,57.48847926,96.88221709,29.58241758,91.84857854,113.867008,176.8629381,109.5711845,169.5771413,669.0673641,479.9471843,811.1486253,6342.464734
F02,Tet2.3,F02,Sample,468,5384,2548,12629,200.6968109,757.4983518,272.1774955,91.48265819,540.640439,1189.981557,1488.707457,1037.237153,41.66666667,41.36577708,39.58023774,43.76417234,49.78632479,103.7979564,55.29827316,96.3410104,33.97435897,129.0910441,82.84521235,248.1433524,101.9550819,148.7957879,700.602858,645.3452184,733.8175538,5359.131426
F03,Usp51.3,F03,Sample,641,3765,2537,11843,411.0829751,441.9685127,130.1285082,135.283174,660.0591939,1102.940849,1283.240902,1119.871224,41.80967239,49.94087505,50.11952191,45.82454025,46.64586583,104.8162584,57.78478518,95.40504648,28.08112324,82.49655282,217.2681725,729.7899646,112.6525929,282.0497875,1397.72755,454.6343685,847.4589602,5067.18555
F04,Ube2e1.4,F04,Sample,2310,1749,1461,14830,423.8481938,718.9853535,147.6303044,107.5229452,847.8216532,1820.144215,1952.34259,1418.590816,42.29437229,42.71047228,40.13722127,42.54052685,51.99134199,103.2467532,64.75017112,96.85534591,34.15584416,107.997102,180.6763104,618.0778794,133.3467042,274.3701056,1252.125331,611.3993202,1217.399348,6487.90788
F05,Trim24.3,F05,Sample,1133,3214,2508,14786,298.1235629,820.9914547,246.6588676,100.5685521,736.4524369,895.4860891,1618.656453,1174.984174,41.48278906,40.78947368,34.53640324,46.46164599,49.07325684,102.1290118,54.94417863,97.91537026,29.92056487,85.32214746,123.3608764,512.1925692,109.934072,154.4907219,771.8412563,489.9303434,668.6022232,7566.115594
F06,Tet3.3,F06,Sample,2594,1944,1916,15037,290.5169431,805.5058614,219.3915505,112.0759926,775.7044452,1133.374472,1559.658102,1250.341891,45.95219738,52.87056367,47.47942387,47.02115813,54.35620663,105.3658537,59.29018789,94.90740741,38.70470316,141.6994403,202.8418675,556.99361,148.9538977,237.0991547,1111.017813,622.1325636,895.9563418,5405.541531
F07,Uhrf1.4,F07,Sample,2579,2184,2178,16860,310.9693595,1064.785061,213.4255719,114.7224015,794.2861084,1171.01921,1753.788121,1253.524711,47.03373401,45.68411387,44.32234432,50.34370704,54.16828228,104.24821,57.85123967,95.92490842,37.26250485,137.9885592,181.2362855,660.7707632,134.7968292,193.070397,896.4056918,591.6715657,771.3862383,6456.641156
F08,Trim66.3,F08,Sample,1289,3410,2226,14426,370.3062479,835.5452108,224.4850152,133.6528661,697.861887,1184.921663,1532.438884,1227.150132,39.25523662,38.14016173,36.68621701,45.505816,46.935609,103.0834341,59.07457323,97.00879765,29.24747867,99.64782639,125.1120842,339.6472311,96.47714111,187.3601488,759.0003237,497.8989842,959.2366382,6388.296151
F09,Trim33.3,F09,Sample,1699,2971,1932,14644,453.4084313,644.7925449,135.1444216,120.7463759,768.0475259,1276.872802,1758.768746,1333.414922,35.72689818,37.99171843,37.05822955,38.72489349,49.61742201,103.195554,56.31469979,96.90339953,26.36845203,76.08178705,177.1110262,594.5324652,106.6234315,187.4701035,938.1557079,501.6735101,843.6717994,6643.338314
F10,Tet3.4,F10,Sample,1104,3192,2477,14245,308.1067637,805.3653135,185.7060091,101.6417162,632.8412422,985.1554583,1508.055358,1191.252442,32.06521739,35.00201857,29.26065163,34.35821448,48.46014493,103.7374066,57.32741219,96.39724311,34.05797101,111.9949974,127.6446065,389.7653941,121.4726788,182.8087207,880.805131,498.8942355,778.0503126,5940.514121
F11,Usp22.4,F11,Sample,1017,6337,3564,18181,277.8548652,1443.821428,270.3314361,108.9209445,634.5010286,676.0670148,1235.5055,1161.525576,28.61356932,36.41975309,31.45021303,35.17948718,43.65781711,104.2441191,52.66554433,95.92867287,31.46509341,113.8950238,85.43485875,154.1014073,85.70712791,139.3716628,427.2899174,343.3617151,644.7935444,5715.232103
G02,Ube2i.4,G02,Sample,2159,1405,2059,12488,280.1102163,623.7731402,284.1715595,118.1869839,730.7010726,913.2914176,1281.111889,1087.685898,40.43538675,44.09907722,46.19217082,50.60942332,50.67160723,105.0074738,45.41039339,95.23131673,37.84159333,134.1461039,88.27812771,488.7652509,137.1226088,159.5553555,1067.697879,528.5812213,384.9897794,5576.808248
G03,Trim33.4,G03,Sample,986,3550,2758,11884,249.822609,570.1397038,163.3564987,125.2610563,692.4933064,851.4919276,1291.805368,1017.735151,41.48073022,45.90282814,47.94366197,51.34674395,50.70993915,102.482679,63.08919507,97.57746479,41.17647059,164.6396725,430.4322007,1193.882941,145.0071858,309.1590212,1566.084488,548.0633001,1074.810315,6332.925628
G04,Tet1.4,G04,Sample,1024,3038,3216,12247,143.6009772,510.6807351,185.5893888,92.88699016,586.5177449,889.5252081,1145.501058,958.2414849,46.19140625,46.48631841,46.90585912,48.38485585,49.51171875,105.8167886,53.23383085,94.50296248,40.234375,170.2188041,171.2158119,479.2222858,128.4842736,207.3773587,1107.490682,440.1232456,578.8403008,4770.331273
G05,Usp51.4,G05,Sample,2953,1564,2091,13837,304.1058253,673.9725737,191.8327112,110.3330854,974.9834702,1296.516537,1594.37875,1427.202588,30.57907213,33.90722143,29.09207161,30.66402735,52.38740264,104.6854083,62.79292205,95.52429668,57.36539113,425.920566,547.1992746,1311.61193,172.2075203,318.9167158,1467.675462,542.5119186,1026.910673,6305.10723
G06,Usp27x.4,G06,Sample,1770,2142,2699,12725,281.2857105,256.8839754,94.85264821,113.0064695,615.1443251,1056.731598,1274.695957,1045.913888,42.76836158,44.8684698,45.00466853,46.4137931,43.55932203,103.8797284,63.0974435,96.26517274,30.56497175,92.38664918,259.7290043,654.2034019,85.83488816,261.2792798,1261.129622,351.3447046,1028.908473,5653.378188
G07,Trim24.4,G07,Sample,785,2370,2296,9739,137.086729,1087.714585,378.3624804,88.65419909,645.4907767,1147.019845,1850.082979,1049.299603,44.33121019,42.37804878,36.91983122,51.31987578,53.63057325,103.7199125,52.35191638,96.41350211,46.75159236,215.0515348,261.6850052,896.3165301,143.3499966,167.5403051,844.1355826,569.2464638,580.5258105,5925.748827
G08,Tet2.4,G08,Sample,2793,1631,2524,13780,394.3789359,608.1022499,234.5491779,144.347872,698.9126904,864.9314798,1385.698243,1229.110365,42.10526316,46.15689382,47.33292459,47.25125823,45.18438955,104.1507024,55.11093502,96.0147149,34.44325098,118.4807392,212.0074009,581.2173573,94.74048385,187.2096928,968.161434,395.1079355,705.3068319,6325.264229
G09,Ube2b.4,G09,Sample,983,2178,3218,10657,296.524063,778.361369,290.9203393,117.7302582,493.7817468,712.872841,1255.705698,1041.220363,34.89318413,41.14356743,47.6584022,45.77352472,42.92980671,103.5171103,53.44934742,96.60238751,33.57070193,112.4705242,125.0955393,362.2335263,82.5726272,149.9980932,818.1258881,319.7614424,676.5289687,5947.706234
G10,Trim28.4,G10,Sample,2582,1607,2557,13834,182.0773456,370.6383944,139.7726472,81.56946081,518.3821959,699.9729236,1119.6205,897.1527621,37.76142525,37.5831052,41.6925949,47.68184628,44.65530596,107.0619587,56.78529527,93.40385812,31.40975988,105.9040791,130.7162757,224.1071615,95.5602747,172.2011988,664.3719422,319.8434341,646.4782752,4526.805926
G11,Trim66.4,G11,Sample,1254,2379,3072,11910,203.3920728,683.0384085,204.1889735,115.1001656,454.593376,714.0025627,1266.481583,934.4843701,37.71929825,39.38802083,43.8419504,45.69659443,42.02551834,103.5248042,54.72005208,96.59520807,29.3460925,96.33109622,282.6110173,684.3571123,90.00008743,203.9382545,1064.095795,257.1052113,600.6733468,5201.193994
