,,Experiment: 10 U p1,Analysis: Analysis 3,User: Admin,Plate: 16,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:39:12 AM,,,,,,,,,,,,,,,,,,,,,,,,
B11,Smarce1.1,B11,Sample,1058,2219,2483,10274,259.2200025,828.5042699,274.0646256,126.5153213,523.5505567,761.6248174,1319.826945,1023.598435,33.93194707,36.68948852,37.08877873,42.19948849,48.20415879,104.1784038,56.02094241,95.98918432,33.45935728,117.8246771,205.6727103,390.605184,85.09973086,162.3936105,641.6842655,497.5073641,729.3198646,5810.910569
C02,Smarcd3.2,C02,Sample,939,2494,2481,10061,196.0764322,511.4903511,141.7027598,105.4804566,477.0278934,843.7883102,1217.054359,955.6443364,33.65282215,35.18742443,36.5276664,37.44385463,39.51011715,104.1771094,59.16968964,95.9903769,32.26837061,109.6364606,179.1580755,503.6723379,62.46982183,190.0865754,941.1202467,285.3150444,847.2981702,5564.177197
C03,Sirt5.1,C03,Sample,1549,1971,3151,12177,166.8225583,336.7814804,98.89145884,95.03497876,488.2906151,594.4896505,1056.044477,949.3996391,35.57133635,39.25737861,40.89294774,43.28782708,45.06132989,103.2477737,56.26785148,96.85438864,34.73208522,122.8124832,191.239358,544.7764406,83.16105175,193.0549305,971.8549751,347.275864,626.441062,5507.219019
C04,Sirt1.2,C04,Sample,607,2702,3335,10744,159.6181456,466.671388,171.5433064,99.72189626,487.4114322,595.3361408,1002.273254,780.880324,36.07907743,33.6131934,40.00740192,40.625,43.1630972,104.8913043,51.36431784,95.33678756,34.92586491,113.6338876,143.912241,409.1181021,69.39326841,124.3334581,779.2807952,287.7419228,493.9791581,4823.466796
C05,Smarce1.2,C05,Sample,2200,3003,3165,16210,271.279106,1091.31055,666.9268878,115.7020307,474.5044154,626.4256951,596.5778888,892.8947682,36,45.65560821,35.23143523,40.08248969,45,112.8947368,53.01737757,88.57808858,25.40909091,70.12673433,120.0963583,326.1818843,85.48221855,370.1959251,774.6899475,374.8794088,558.1695731,3089.484346
C06,Smarcd1.1,C06,Sample,1222,3197,4094,13814,260.2744037,584.8885496,141.3543409,84.51828251,595.3631035,663.1520314,1033.566813,1097.595027,34.45171849,34.88031265,35.59587113,40.36822366,48.77250409,102.7974277,55.6912555,97.27869878,35.51554828,117.2841679,77.3681163,169.5371372,83.1156313,124.1601777,542.4325143,424.7552235,689.1341426,6172.283846
C07,Smarcc2.2,C07,Sample,2825,1073,1524,12175,159.0579068,401.8336114,116.8577828,63.59506852,615.1503568,888.773234,1272.252019,881.7347483,37.20353982,36.54855643,35.50792171,42.44348963,49.80530973,107.4074074,58.98950131,93.10344828,38.44247788,142.754196,209.2972511,402.3132344,79.03460583,144.5950578,534.7339843,487.6711372,790.0440513,4440.910174
C08,Sirt4.2,C08,Sample,1814,2409,2417,13114,254.3029425,351.3512459,102.5483835,97.23722002,593.8378892,800.6602424,1091.883324,1107.642596,34.50937155,34.50558544,35.78248236,37.55705281,46.74751929,103.4793814,60.48820852,96.63760897,33.51708931,104.8125181,160.5037643,360.5850175,80.95379789,139.7960345,687.3563413,433.1044946,864.8908249,5310.181165
C09,Smyd2.1,C09,Sample,1911,2998,3778,15098,261.8773928,607.2701524,175.4382883,87.04141489,634.6509176,646.9656703,1310.517826,1251.953559,35.26949241,36.26257279,38.92595063,39.14331283,45.83987441,103.130375,56.45844362,96.9646431,33.01936159,101.5178871,123.7082439,389.1405725,65.23240227,110.5456076,696.5794842,436.7755982,761.539498,6261.634483
C10,Smarca5.2,C10,Sample,2962,1689,1693,13417,343.722372,753.559047,165.7573333,88.815345,605.4123616,1073.133844,1499.852097,1151.784816,32.37677245,40.16538689,44.16814683,38.11023622,42.40378123,103.1135531,59.18487891,96.98046181,31.53274814,100.5757928,222.6334664,600.7088077,71.36092748,168.8494749,721.8617249,331.2416254,876.1654757,6635.137597
C11,Smarca1.1,C11,Sample,1182,3340,3563,13496,186.5927789,567.6780823,120.8580911,64.60459626,605.861275,752.9782484,1329.467092,986.0409147,36.37901861,32.89362896,34.13173653,42.22423146,45.68527919,104.9984282,53.12938535,95.23952096,35.27918782,119.8298699,106.4450474,257.4058848,72.3336062,117.0904082,526.0560371,378.7613682,617.7140634,5350.622598
D02,Sirt3.2,D02,Sample,2426,1461,2432,12792,240.6925589,411.0175354,192.4388854,140.0812074,505.5293374,720.1516607,1144.881609,891.3120474,36.93322341,40.37828947,37.16632444,43.20962057,45.34212696,104.431737,58.88157895,95.75633128,35.86150041,141.5321283,218.9853821,435.6562466,83.36507581,179.1110667,813.6986683,379.1865239,753.3252174,5340.872197
D03,Smyd2.2,D03,Sample,1288,2772,3172,12520,179.9190371,578.4191584,207.4836099,118.7281718,471.9208671,609.7852594,1114.310163,892.4377944,35.48136646,38.20933165,37.84271284,43.87976449,44.33229814,105.6402439,55.04413619,94.66089466,35.94720497,120.8717803,146.4571744,330.782953,78.81028004,172.7783143,781.8742668,322.7176202,598.8933433,4635.761166
D04,Smarca5.3,D04,Sample,3112,1824,1998,14133,300.6252551,577.8532545,139.5570621,94.16553917,593.1896751,905.9006971,1251.534066,1052.229516,35.82904884,47.14714715,49.94517544,43.88224471,44.98714653,102.8764805,60.96096096,97.20394737,35.37917738,133.2377869,321.346719,948.7374684,91.30238368,178.2149397,863.4410698,359.8193392,943.4100713,6610.070876
D05,Sirt6.1,D05,Sample,1812,1469,2850,11787,202.8462653,783.4143578,334.3958644,86.56153677,499.3932532,804.344541,1335.555699,912.9043754,36.25827815,47.43859649,43.70319946,47.51871361,45.08830022,105.9120404,62.59649123,94.41797141,36.86534216,123.211736,406.3863917,913.2828951,91.73101389,246.9778268,764.239509,343.4708181,819.3385494,4901.245226
D06,Sirt5.2,D06,Sample,2308,2460,3938,14799,187.1696838,321.1989979,107.3232519,78.50558487,504.5838372,654.5315518,1239.51776,953.5133986,35.83188908,35.60182834,41.70731707,41.84914842,42.24436742,104.9040512,54.90096496,95.32520325,33.5355286,121.0615623,157.6028708,380.9238399,72.98965113,138.5782439,792.7311405,289.7795408,621.4766008,4875.686515
D07,Smyd2.3,D07,Sample,63,221,44,2389,553.6928627,652.2067473,1772.420809,1495.711213,679.7130433,409.7555058,1779.333849,972.1444235,17.46031746,29.54545455,10.85972851,16.08606557,38.0952381,106.25,31.81818182,94.11764706,41.26984127,185.2789723,144.9083575,2056.282434,79.55133262,72.70038308,238.0691659,230.4837237,241.677378,4347.549543
D08,Smarcd1.2,D08,Sample,1433,3204,4205,14717,362.2077697,350.2436582,132.7251276,123.9162889,562.6429159,496.7371666,902.2984981,982.1895494,34.05443126,34.19738407,35.76779026,40.17117615,39.4277739,102.7581783,53.95957194,97.31585518,26.37822749,74.94068488,107.5471506,311.8366159,62.63138298,103.5326006,561.1340235,281.578006,586.0679431,5511.185687
D09,Sirt7.2,D09,Sample,2829,2005,3442,16253,358.8314615,314.5141585,159.6822069,117.9664048,592.5118928,653.1009885,1467.290888,1240.454256,31.91940615,31.58047647,38.65336658,37.29615134,47.4019088,102.4527338,70.01743173,97.60598504,29.65712266,94.24823293,159.3093788,558.0866869,74.76017028,159.8669846,829.2359479,444.3268265,1499.165723,7209.027542
D10,Sirt1.3,D10,Sample,1075,3083,3062,12462,321.4784755,484.134362,129.6247324,119.3574285,497.0451945,606.0481856,1125.577434,1052.181091,35.44186047,34.22599608,39.7340253,39.28271224,40.65116279,104.0850777,53.52710647,96.07525138,31.53488372,103.3566899,164.7481952,438.9050315,60.3162752,119.9288634,678.377953,289.5673647,604.9190085,5225.199896
D11,Smyd3.2,D11,Sample,1399,4132,4150,15780,307.661702,898.1587076,229.294078,117.168287,545.3439528,741.477321,1413.919782,1130.875336,33.73838456,34.53012048,35.18877057,41.36413641,42.60185847,104.2644461,49.63855422,95.90997096,30.66476054,105.403572,124.2526152,342.5580105,66.94659306,135.8373176,756.8677215,297.1654873,471.5460547,5493.407875
E02,Smarca1.2,E02,Sample,1912,2407,3416,14410,184.6949513,535.2553558,187.8759775,109.3489404,450.0570715,572.9082944,1144.996604,878.8319439,33.78661088,36.41686183,38.76194433,42.21311475,42.83472803,104.788855,52.95667447,95.42999585,35.82635983,124.1870929,170.6826793,375.8753806,80.6377815,149.641806,768.3871373,288.2989718,576.1049619,5849.363177
E03,Smarca4.2,E03,Sample,2484,1723,2970,13688,137.4054521,362.6573726,185.7002193,66.27886512,456.7179621,533.6685152,426.3266848,715.2907221,35.10466989,37.07070707,26.87173535,41.3130862,46.49758454,104.6780073,56.5993266,95.53105049,35.74879227,133.7647524,96.99461001,194.4267491,95.28002927,214.0102641,621.4030718,378.6711346,667.4090547,5026.726789
E04,Sirt1.4,E04,Sample,1527,2972,3703,14897,219.825241,373.2354993,113.3271475,88.75052427,478.3852372,658.7441535,1236.011715,998.2156913,34.44662737,36.80799352,42.69851952,43.53165939,39.81663392,103.3020507,54.5773697,96.80349933,32.54747872,95.88556594,134.5833453,450.8627232,67.50773345,130.8815467,788.0439053,245.9681824,574.1606415,5831.172159
E05,Smarcd3.3,E05,Sample,5941,355,637,16373,246.7411796,520.7184286,204.5785586,111.8391947,696.6137232,949.4964294,1612.886849,1214.862703,30.61774112,32.02511774,33.23943662,33.0719128,50.04208046,104.4117647,58.39874411,95.77464789,50.31139539,275.3859786,303.5093545,710.2897915,101.646635,174.3922993,952.3491899,426.051386,699.5074491,5862.026652
E06,Smarcc2.3,E06,Sample,1251,3612,4185,13841,255.5433015,643.3810192,149.8600142,108.2339147,485.2878346,636.8041999,1392.461926,1054.723772,34.77218225,35.98566308,34.10852713,39.89637306,36.69064748,104.092219,48.60215054,96.06866002,24.0607514,69.50314267,95.76833737,256.1697025,59.49031749,124.3424783,602.6400529,245.6871123,493.9951397,5110.313633
E07,Sirt6.2,E07,Sample,2768,1898,3497,14788,138.3606192,309.7122738,99.02205894,63.07515195,460.095197,674.5375263,1114.558401,884.9125029,35.65751445,37.77523592,38.46153846,40.76273122,40.49855491,104.3430456,52.58793251,95.83772392,30.31069364,90.84873819,157.4405813,485.5490493,65.66889432,123.6162454,718.7761228,277.4800516,553.2178332,5256.855506
E08,Sirt3.3,E08,Sample,2484,3772,4655,17644,215.8807217,532.2494047,160.9141738,72.2793798,550.5930811,672.2497158,1259.886877,1144.092598,33.25281804,33.83458647,28.9766702,40.47895838,43.23671498,106.4935065,48.95810956,93.90243902,32.16586151,98.05394317,135.0608683,284.4195021,65.8591113,122.4042834,497.3501116,338.8593493,450.5250833,4506.545881
E09,Smarce1.3,E09,Sample,2128,4435,4465,19330,394.847551,1056.056043,687.5717177,113.6749808,417.1863951,508.6670244,464.6628438,941.7612662,33.41165414,48.48824188,42.8410372,38.72340426,35.05639098,112.0515412,46.98768197,89.24464487,17.81015038,47.67532731,80.13101462,170.3845464,63.99016224,282.5658981,721.5545225,225.7187262,413.8891399,3203.586519
E10,Smarcd1.3,E10,Sample,2682,3592,5477,20131,474.0372597,795.9170434,323.4066886,106.0942208,534.5843126,588.1370555,1051.922594,1104.256574,32.77404922,46.44878583,47.24387528,41.05369466,42.28187919,105.1830161,46.97827278,95.07238307,28.74720358,89.30421094,67.06620068,171.1602688,67.45638906,72.91497566,337.1221815,370.1176269,445.5006933,4758.288931
E11,Sirt7.3,E11,Sample,8237,37,76,19635,270.1374255,640.251213,320.8364102,80.25615625,541.9853813,990.6840572,878.9997287,1054.492716,31.95338109,61.84210526,48.64864865,37.49463289,41.64137429,102.7777778,47.36842105,97.2972973,32.57253855,112.3666346,140.3155929,223.2410277,75.118751,149.5357193,659.6055799,283.6285307,385.1989151,4980.694187
F02,Sirt4.3,F02,Sample,1379,3224,2701,12878,202.1462837,446.2629468,161.569692,103.5165469,415.9939692,832.8582877,1014.721951,789.2453515,37.12835388,39.83709737,43.20719603,39.53876077,37.78100073,110.0341297,53.49870418,90.8808933,30.67440174,97.51676973,304.5248242,569.7458911,66.95766275,153.3858932,639.3307176,267.6781867,525.5801548,3499.338808
F03,Smyd3.3,F03,Sample,4725,377,863,13847,184.2839136,361.6091661,157.1559302,75.95385991,611.0902233,737.8735914,790.3394146,958.5502504,38.30687831,41.71494786,35.80901857,39.64488212,47.93650794,118.5534591,55.50405562,84.35013263,42.26455026,193.8624606,260.5127603,459.8945343,97.66252918,155.2941729,651.2026285,398.4037744,680.7393111,2967.80831
F04,Smarcc2.4,F04,Sample,1090,2601,3535,12084,158.1629681,785.2719626,345.6412287,77.30991948,446.0126657,785.8863522,1417.802913,894.6519627,33.57798165,42.4893918,43.94463668,41.11156518,43.30275229,103.8738019,56.83168317,96.27066513,37.98165138,146.5535796,172.4009182,655.115123,80.4059805,186.9143249,842.3630619,325.4763128,699.3196365,4847.005799
F05,Sirt6.3,F05,Sample,3388,891,1539,13993,251.9905617,431.7948184,232.6924123,101.1878911,613.8628204,856.5214826,1022.513408,999.8935985,38.66587957,45.80896686,47.25028058,41.28205128,49.88193625,107.3493976,59.58414555,93.15375982,40.79102715,162.8734062,257.1884177,478.3584723,98.0862531,158.9617182,735.2792323,436.9938287,665.6515183,4739.0021
F06,Sirt5.3,F06,Sample,1484,2531,3040,12802,123.0920397,508.9355259,131.6918968,64.89757471,536.7561559,707.8655272,1164.566892,863.8194406,39.82479784,42.13815789,41.12998815,45.27162978,44.8787062,106.032677,49.50657895,94.31054919,39.62264151,164.7353603,147.6442113,447.9272592,89.78390089,131.6886662,715.0489035,342.0218902,433.842539,4704.509022
F07,Smarcd3.4,F07,Sample,3261,2183,3651,17374,254.5769012,735.8651735,259.3506555,108.1457209,540.8602248,565.1826727,1206.587599,1074.53917,36.8291935,45.46699534,46.77049931,46.91975841,43.66758663,104.5999042,51.13667488,95.60238204,35.93989574,123.7186426,122.529542,314.2230258,82.24409963,118.1913223,617.4972464,328.3583348,497.630985,5178.390898
F08,Smarca4.3,F08,Sample,1101,3811,3926,14305,191.0283868,694.7196039,233.9881994,82.49931324,496.7849128,732.7307317,844.9047243,1110.225015,33.06085377,39.65868569,34.84649698,41.0621312,44.86830154,102.722372,62.9393785,97.34977696,36.42143506,133.077398,143.0424198,291.0021015,97.49851228,197.2952099,708.494386,441.2888505,1072.700177,6267.881276
F09,Smarca1.3,F09,Sample,4098,1460,1954,16680,428.2865613,365.624777,80.24880455,114.3284972,642.6445327,1062.467817,1340.691272,1260.337107,37.72571986,44.67758444,49.04109589,40.73311367,46.38848219,102.6001405,63.97134084,97.46575342,35.13909224,119.153951,367.3462416,595.3438901,86.55053198,243.7531414,1014.756468,436.0203077,1123.58101,5917.243621
F10,Sirt5.4,F10,Sample,944,4316,4436,14806,148.281689,574.0555332,163.0504883,79.76607681,502.5395572,650.3850641,1362.712272,976.991049,33.36864407,36.74481515,38.20667285,42.61407579,43.22033898,103.2288926,54.64382326,96.8721038,38.02966102,144.7722703,194.7515412,406.0590213,75.29945441,132.8806733,663.7037613,363.9879368,704.3633822,6008.043395
F11,Smarce1.4,F11,Sample,1444,2455,3114,13789,285.6856122,617.5939369,153.6450411,111.5688552,511.3325209,609.0434844,645.0399844,740.1225022,34.21052632,45.34360951,39.18533605,33.6026256,39.95844875,105.3196053,57.86769428,94.9490835,27.56232687,84.29061171,151.3056561,261.6498175,71.26111726,209.7481006,725.6840068,316.5596184,742.8576758,4579.532748
G02,Smarcd1.4,G02,Sample,1429,2018,3308,11988,180.0360708,335.0639955,128.9840381,86.65705692,457.6659898,515.9018582,961.2217091,794.5156682,30.86074178,33.55501814,34.78691774,38.84540117,42.2673198,104.3973099,50.60459492,95.78790882,36.03918824,139.262081,159.5020084,434.2284585,66.07263327,110.5118915,573.6576697,288.8323369,450.1718299,4759.103925
G03,Smarca1.4,G03,Sample,1088,2777,3106,11619,206.1184546,724.2833182,271.4106361,111.3425684,536.2465585,631.4415615,1140.101525,1013.827324,32.99632353,39.56857695,39.53907094,39.43943944,44.94485294,106.3577173,48.87314874,94.02232625,34.92647059,132.5328542,169.1982374,373.9718067,74.86237802,106.242453,449.5643632,338.9492873,471.6822336,4130.83842
G04,Sirt3.4,G04,Sample,1691,2772,3330,14078,302.6182973,345.0821707,105.5901826,117.8748288,483.5341448,690.0667107,1135.64042,1021.758678,34.59491425,34.89489489,38.96103896,38.83564926,40.68598462,104.8015123,50.84084084,95.41847042,31.04671792,100.4213902,258.3636275,638.7076803,73.62732904,139.769922,836.2400287,280.1423954,503.1878441,5135.686167
G05,Smyd3.4,G05,Sample,1601,2901,3586,13805,230.182604,405.2136328,145.9157585,85.09212029,523.855877,724.3592895,1270.935481,956.1737371,35.22798251,38.84551032,36.05653223,37.39182334,44.03497814,106.4977974,51.92414947,93.89865564,36.10243598,136.5490781,181.2287641,389.9375836,84.22662997,132.1779051,584.4570035,343.3822978,517.7015274,4561.035515
G06,Smyd2.4,G06,Sample,4506,1276,1932,16733,273.2188286,726.9481846,194.0027118,95.44224562,597.4428014,925.7758254,1344.972025,1026.975096,36.61784288,46.8426501,50.23510972,42.09436474,48.09143364,105.7166529,57.60869565,94.59247649,41.36706613,180.844638,283.5243461,416.7416326,96.60663286,202.6132402,787.7103423,404.6019087,694.0991928,4309.676579
G07,Sirt6.4,G07,Sample,1955,2971,3842,15686,225.2503144,818.9762423,279.6446789,102.6301467,626.7339811,885.394236,1254.890281,953.04105,37.64705882,42.16553878,45.91046786,45.78737386,45.2173913,105.4668087,52.81103592,94.81656008,38.67007673,164.8356302,200.5919706,399.3316887,84.05633367,151.9600498,705.5828801,402.3811583,562.3975293,4729.373711
G08,Sirt4.4,G08,Sample,1300,2855,3161,13008,290.8427614,472.8816714,125.8704815,89.68561185,476.3072339,802.0177641,1252.838865,1039.353108,32.84615385,32.521354,35.41155867,40.44444444,41.92307692,104.1970803,54.03353369,95.97197898,34.30769231,122.3490846,226.8133344,427.1390342,90.03576687,163.9977051,696.8738763,298.2756642,639.910618,5106.562502
G09,Smarca5.4,G09,Sample,689,2393,2033,8620,242.1814572,561.7463044,138.3554642,86.32011535,629.4596143,1347.985144,1420.910243,981.7256371,34.25253991,43.48253812,51.02381947,44.19889503,49.34687954,100.8853288,73.78258731,99.12244045,43.68650218,223.9875327,559.0470783,1013.967799,117.4972273,248.3105262,863.2044023,441.3282229,2281.01721,9241.032005
G10,Sirt7.4,G10,,,2276,2869,12955,195.9786029,424.4697803,129.7950588,79.62475337,533.3979471,887.8352157,1208.174984,968.8032215,39.23719958,40.8853259,40.55360281,42.26939203,45.29780564,105.0299954,57.58103869,95.21089631,36.62486938,139.6644227,204.234383,373.89141,72.75903246,150.3169711,652.5750095,369.1364915,739.6308823,5332.619905
G11,Smarca4.4,G11,,,2596,4438,15465,326.8136447,721.6621285,202.2846547,109.4309561,497.8040744,667.058329,1004.887549,985.5697186,32.66301036,37.56196485,35.01540832,40.18937401,39.67093236,103.6741214,52.3659306,96.45608629,32.41925655,110.7596405,113.9211056,266.1821047,74.28971966,148.4579999,651.4777671,288.4731092,570.322446,6271.886169
