,,Experiment: 10 U p1,Analysis: Analysis 3,User: Admin,Plate: 20,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:35:31 AM,,,,,,,,,,,,,,,,,,,,,,,,
B11,Phf10.2,B11,Sample,325,3013,2669,8650,113.2365267,572.7238994,105.626205,51.06712119,692.5949771,652.8561742,1224.683655,907.4451666,42.46153846,31.77219933,36.87354796,43.81484437,44.92307692,103.8965517,49.45672537,96.24958513,41.23076923,147.9221808,103.4022469,352.4935088,108.5275404,129.9992388,883.6792764,355.5274008,535.5739318,6108.205636
C02,Phc3.2,C02,Sample,1076,2461,1707,9243,206.608227,749.6907846,174.8390662,70.798948,692.5341255,1362.998142,1916.365687,1280.935582,33.17843866,37.49267721,34.62007314,39.07375643,51.11524164,104.0591966,49.15055653,96.09914669,31.41263941,102.2942114,150.1576237,358.2872633,95.40650511,147.6657544,839.4135097,545.9071682,578.0185136,6313.450943
C03,H2afz.2,C03,Sample,1098,2937,3032,11775,209.9620205,422.8777357,108.234909,75.56409278,634.607067,935.8742876,1373.592618,1221.753695,33.9708561,37.26912929,35.06979911,41.51785714,45.6284153,103.74426,59.2348285,96.39087504,30.87431694,86.59040659,155.647347,465.596384,88.19642342,193.3315983,942.556092,456.6611009,901.6304112,6121.274371
C04,Fbxo17.3,C04,Sample,948,3002,3352,11525,183.8935751,546.8615948,103.0143441,52.26465271,701.593521,1266.262709,1660.750962,1247.881365,35.65400844,35.26252983,34.34377082,43.77401998,50,102.6675787,57.60739857,97.40173218,37.44725738,124.5887055,137.2052403,530.0896476,114.1668293,201.3125391,1165.200785,529.6261685,903.7477205,6883.442086
C05,Phf10.3,C05,Sample,3142,1757,2043,13505,213.4368457,1164.913911,420.4606883,76.35638503,804.7456403,1245.459109,1988.714588,1324.215096,39.84723106,46.89182575,38.30392715,46.99196551,53.88287715,105.5255255,50.85658346,94.76380194,42.83895608,171.1390798,146.4840726,615.6917298,135.476671,203.1500346,873.7276319,659.7979515,666.6710927,6273.033145
C06,Parp2.2,C06,Sample,1437,3262,2856,12497,152.4074985,264.4623298,74.12693113,61.24872062,756.1503546,1041.423277,1479.290243,1186.783008,42.8670842,43.1022409,41.38565297,48.08677312,52.4704245,102.67548,61.79971989,97.39423666,40.70981211,174.4371615,192.5010579,496.8929807,123.4734553,254.9367695,1360.931429,537.1277478,933.6905327,6532.339684
C07,Paf1.2,C07,Sample,3181,746,1322,11920,161.0734567,299.8517137,117.2401416,65.19004376,812.1234757,924.8643447,1283.999931,1200.332804,43.57120402,51.66414523,50.13404826,47.39035523,57.02609242,100.947226,73.07110439,99.0616622,43.66551399,177.9170731,350.4491136,1064.862802,140.5974813,228.9709776,969.1965115,664.7065258,1799.943318,8787.635164
C08,Gtf2h1.2,C08,Sample,1983,2280,3658,13477,373.1635237,540.4551672,271.9856067,189.4850031,655.4512678,924.2685865,1487.927619,1278.400962,37.77105396,41.66211044,40.78947368,44.59234609,47.75592537,102.3798833,59.5133953,97.6754386,34.79576399,97.53972716,194.8261382,502.0633132,91.17975814,184.0351719,1093.02911,406.4771754,848.3003437,7474.056311
C09,Prdm16.1,C09,Sample,1756,1112,2052,9630,178.1254924,472.2182877,166.582783,73.41788986,751.2520651,1134.99875,1331.117759,1082.848173,39.86332574,43.42105263,48.83093525,46.97688204,50.05694761,102.2058824,66.37426901,97.84172662,40.14806378,139.4372384,212.5504546,571.5778075,115.0420039,266.070161,1074.409249,522.5778277,1329.832426,7159.597856
C10,Padi2.2,C10,Sample,1151,2268,3238,11416,297.3507632,242.9273638,73.60959286,83.6217602,692.3701581,780.0511757,1370.752121,1134.342424,35.96872285,35.51575046,39.46208113,41.49928264,47.0894874,103.4671533,57.10315009,96.64902998,33.36229366,106.2345467,178.8311148,604.322669,103.6155788,165.6675019,1151.925697,468.5615988,710.6851044,6582.965998
C11,Jmjd8.2,C11,Sample,2742,1875,3248,14257,277.7350656,628.4528814,208.5198618,100.4649618,711.110466,948.9591693,1632.167006,1159.434033,38.51203501,39.8091133,34.61333333,44.1370869,50.47410649,103.5339591,58.89778325,96.58666667,38.51203501,148.0976138,148.8501578,369.8533125,123.1328415,184.6915691,865.5175561,516.9771648,890.4037737,6928.785554
D02,Fkbp5.1,D02,Sample,1211,2391,2609,10272,281.1966003,746.8287817,164.3439397,101.033105,790.9241166,1037.205614,1546.855537,1297.244104,24.5251858,30.66308931,29.19280636,32.39485575,52.10569777,102.6180258,60.82790341,97.44876621,49.38067713,264.1310488,308.8623854,737.398171,144.3085498,235.7005571,1256.524524,598.519481,1147.109488,7625.954431
D03,Prdm16.2,D03,Sample,1777,2509,3478,12948,301.1163367,682.1502211,152.8986854,88.7265558,715.6150485,990.0332002,1556.395742,1257.589339,39.16713562,42.20816561,47.86767637,46.54891304,50.02813731,102.8278689,57.33179988,97.24990036,38.37929094,155.4148595,205.216859,720.3375637,117.9379921,197.9981708,1211.289295,508.7063621,824.876142,6652.911419
D04,Padi2.3,D04,Sample,1071,2754,3263,11199,153.9034957,550.5479855,163.7886303,74.00574478,679.4194373,1132.672474,1549.388037,1167.393044,46.03174603,42.9972418,45.02541757,49.9207607,55.36881419,104.1603631,59.30125651,96.00580973,42.95051354,191.9673022,265.060672,783.7831326,135.6519412,196.1793132,1130.446485,657.6813147,915.2051544,6322.267143
D05,Hdac11.3,D05,Sample,1493,2172,3605,11756,172.6296607,455.1403716,135.8930844,91.8073919,695.6272269,935.8511984,1326.134252,1124.875353,39.11587408,47.71151179,48.38858195,49.35822637,49.02880107,103.7744864,60.38834951,96.36279926,39.85264568,152.7772379,226.1108909,726.6929693,127.4325537,249.619861,1302.242726,469.4290147,945.7517955,6362.032044
D06,H2afz.3,D06,Sample,1026,2204,2986,10061,196.6578847,430.4037049,101.7170033,68.82107669,855.3283026,1268.488692,1544.817573,1212.620376,42.78752437,46.45010047,51.76950998,49.71428571,53.7037037,104.8525214,62.89350301,95.37205082,39.08382066,142.0870981,322.6607374,960.8082814,122.9137118,274.509349,1233.081283,646.9392672,971.5211358,4727.332435
D07,Prdm16.3,D07,Sample,1630,2161,2603,11177,186.5710425,318.6100354,79.72085298,106.9908829,817.9246885,1220.065818,1403.899785,1269.836909,45.4601227,45.90856704,45.76584914,49.61988304,56.07361963,101.4077898,73.91471379,98.61175382,43.31288344,182.780799,382.9385631,996.1871316,144.0216894,237.5773281,906.4086684,697.6881377,2188.847469,8913.972107
D08,Parp2.3,D08,Sample,1899,2547,3371,13303,219.6656534,331.3433699,95.22782825,84.68671941,759.9307744,1039.89712,1294.496642,1316.001878,38.23064771,47.52299021,54.33843738,46.31550944,54.13375461,102.166065,64.78789677,97.87985866,42.86466561,179.9010746,307.4873796,866.9403422,132.468163,268.1027737,1455.327384,675.062641,1140.831584,6237.460871
D09,Iws1.2,D09,Sample,979,2040,2577,9332,147.2689173,287.0338116,108.1849181,65.45672364,646.9057096,1138.225277,1424.582347,1006.263435,40.75587334,50.13581684,50.83333333,45.55605181,48.62104188,102.3582539,70.27551416,97.69607843,41.36874362,157.5252854,410.4895716,926.2478403,126.3612781,343.0625215,1164.177665,446.9594644,1581.65998,6886.778036
D10,Fkbp2.1,D10,Sample,1349,2259,3427,12158,263.0155917,440.1447228,126.4270629,108.7557715,757.1520709,912.907014,1576.177171,1249.4077,35.87842847,39.33469507,41.25719345,42.88188431,53.07635285,102.2171946,61.89086665,97.83089863,40.99332839,157.1600291,188.8634521,666.7670945,121.3089909,180.453065,1154.745796,641.5243453,976.9509356,7976.442856
D11,Rnf2.3,D11,Sample,2309,1152,1706,10554,256.2813599,879.8800446,218.9970662,74.41990316,683.9913606,1370.14108,1646.197988,1138.18689,37.5054136,40.73856975,36.45833333,43.62907032,53.78951927,108.987701,56.91676436,91.75347222,42.74577739,190.8687607,152.5243993,463.2676913,139.2885547,217.4114798,959.6599929,629.5355431,812.4180604,5110.538048
E02,Jmjd8.3,E02,Sample,2371,1886,2176,13031,222.3363996,460.1951644,125.9804515,107.2309396,598.8618909,923.041853,1267.745595,1220.660071,35.42808941,39.10845588,40.45599152,40.36156815,48.08097849,103.9118457,58.27205882,96.23541888,35.38591312,119.9286183,166.9510125,494.1293886,103.9722212,194.0110429,1237.997204,485.3365529,784.7320822,5740.343388
E03,Mecp2.1,E03,Sample,1392,2720,3698,12610,187.3374702,330.9436977,67.10900367,62.51225901,651.1146271,943.9717019,1134.76842,1202.514384,36.70977011,36.47917793,38.86029412,42.37179487,48.70689655,101.9872516,62.35803137,98.05147059,39.65517241,153.2756058,160.4662911,490.0759511,117.9373546,190.2328546,1213.680496,542.0530258,1107.216539,7216.691482
E04,Fkbp2.2,E04,Sample,1316,2727,4016,12501,168.8764799,629.4352336,192.7840316,63.39703294,636.3125358,968.7639375,1640.471641,1215.666409,44.30091185,47.75896414,48.36817015,51.08191654,49.69604863,103.6488027,55.35358566,96.47964796,38.90577508,145.7991339,155.5372531,720.8870668,121.5201305,177.7120667,1080.731822,500.4089796,702.4307003,6475.760532
E05,Phc3.3,E05,Sample,1909,1849,4246,12878,143.2344124,518.4783119,192.0113526,76.12580252,617.3321888,871.1341941,1510.696119,1032.264527,35.72551074,49.08148846,54.35370471,48.34565979,50.18334206,103.9347948,53.34432407,96.21416982,44.52592981,185.8891492,229.9679615,782.793656,125.9686467,173.1828009,952.3491208,457.1862976,543.8327888,5676.994003
E06,Paf1.3,E06,Sample,2286,1715,2714,13119,280.7148843,329.0386394,74.88145259,86.79547087,741.2347156,822.2728873,1309.037487,1354.140174,42.21347332,45.21002211,44.54810496,44.71285324,48.64391951,102.0833333,68.6440678,97.95918367,35.87051619,116.1326984,236.1101097,1030.45686,104.3683847,168.7827036,867.9353758,409.0160806,1407.063351,8895.177871
E07,Hdac5.1,E07,Sample,1773,1866,2820,11225,203.8030159,550.5940888,144.6092474,73.82860667,657.3963817,1094.160713,1448.71608,1181.840241,43.99323181,48.93617021,47.69560557,50.97708895,48.44895657,104.1876047,56.80851064,95.9807074,36.99943598,120.7276686,302.420237,914.3048558,112.1922858,184.28247,882.0624212,469.1259818,784.7302321,5890.357319
E08,Fkbp5.2,E08,Sample,1173,2460,3943,11725,222.0492529,424.7738829,156.4723009,81.60531569,715.4791761,866.3972879,1397.455223,1283.510337,39.47144075,40.07101192,47.31707317,46.68325041,48.25234442,102.4146545,63.14988587,97.64227642,40.32395567,140.3333291,227.5707539,848.0845313,116.5587134,209.5879736,1200.883905,512.4027552,1103.03371,6622.913285
E09,Phf17.1,E09,Sample,1736,2215,3220,12004,167.2007895,466.3349088,137.1567419,67.23071773,719.930144,1224.630476,1632.791903,1077.916947,40.43778802,38.60248447,38.46501129,48.60671311,48.44470046,103.5046729,59.8136646,96.61399549,38.53686636,142.2876669,245.617677,802.7631197,117.7040202,208.0609747,1044.402119,434.6835638,885.5393458,6389.263131
E10,Phc2.1,E10,Sample,1248,2771,4420,13137,127.1059539,389.1743815,114.8209159,57.07048228,567.5683836,793.8249978,1325.562485,920.6014602,39.42307692,37.64705882,34.75279682,45.40593097,46.71474359,103.2414307,55.40723982,96.86033923,41.18589744,153.7952513,170.0051483,596.3108882,97.67426242,164.6750246,992.0484345,382.2307116,623.275009,6115.780123
E11,Iws1.3,E11,Sample,1435,2115,3030,11019,176.2152635,360.8280056,78.77946781,61.18095919,648.7001732,773.0105382,1226.720462,1011.811765,36.44599303,42.73927393,45.48463357,45.11223751,47.10801394,102.6200873,57.16171617,97.44680851,37.90940767,151.1098773,178.3310047,548.6913346,107.3733784,202.1427406,1179.716987,455.2586486,700.573488,6640.685503
F02,Gtf2h1.3,F02,Sample,1272,1564,2069,8743,144.0213532,395.5546143,93.91104439,61.31823946,657.9100008,1218.006591,1460.462192,1157.206078,40.72327044,49.68583857,45.90792839,45.18245182,51.41509434,107.1232877,60.22232963,93.35038363,38.52201258,135.4486392,238.5633879,586.7827632,124.2849124,224.0740773,1097.503576,508.2141646,888.938338,5868.431072
F03,Satb1.1,F03,Sample,1618,2627,2740,12480,167.7819862,620.9020015,170.8233812,85.18743023,697.1377207,953.356632,1499.99092,1291.622144,38.38071693,37.44525547,35.89645984,43.59410431,51.97775031,102.657288,58.10218978,97.411496,43.3868974,204.2675903,334.4399816,1008.092377,124.6264539,247.9357482,1290.945506,598.8484036,758.736168,6402.188924
F04,Parp2.1,F04,Sample,1207,1899,3406,10186,133.7455854,374.6854695,114.4019063,78.59157718,885.399329,1079.408884,1456.046008,1171.096829,44.15907208,46.38872578,48.13059505,48.24797844,55.50952775,102.6486486,64.59189665,97.41969458,49.46147473,277.1853378,288.5395444,894.4692674,149.3202879,241.7195693,1448.168019,690.6113106,1154.00303,7139.351885
F05,Hdac5.2,F05,Sample,2360,1316,2329,11225,189.4440516,446.1840978,109.8637386,65.11383216,801.443225,1123.584678,1476.63404,1351.251,42.83898305,50.83726921,52.3556231,49.91539763,55.16949153,102.7322404,62.94547016,97.34042553,46.18644068,208.4430635,165.5440464,444.8961749,139.6503314,214.8323349,1163.654048,652.3683028,997.3567763,6967.155888
F06,Hdac11.1,F06,Sample,1481,2392,3369,11577,214.5204392,612.9164401,142.4400015,79.05352748,747.8724538,944.1596673,1237.828579,1235.439758,40.37812289,44.90946869,48.99665552,48.36501901,48.95340986,102.4411135,59.06797269,97.61705686,42.26873734,175.3730777,164.0793231,564.0216065,129.2765251,193.2265888,1182.371901,543.8181453,927.4526882,7050.974431
F07,Phf10.1,F07,Sample,1989,1232,1681,10023,296.1529041,1275.042099,560.8932899,146.2924149,803.7767322,1473.025548,1881.447693,1245.135649,45.14831574,47.47174301,42.53246753,51.19506554,53.79587733,104.3183743,53.83700178,95.86038961,37.20462544,133.6647432,160.3125294,742.4209645,111.3273577,192.4073929,892.3758464,654.3383446,634.9912531,6257.406309
F08,Mecp2.2,F08,Sample,3259,1590,2426,13099,207.0100918,558.8137932,131.256817,84.43915045,787.0024501,1045.10771,1501.852233,1225.74105,44.00122737,50.5358615,48.05031447,49,54.15771709,102.9792746,60.38746908,97.10691824,41.94538202,165.0650733,265.3340798,796.4446165,146.0660653,243.8344979,1255.898872,635.4001496,1046.531993,7208.498781
F09,Kdm4b.1,F09,Sample,1375,2117,3703,11156,168.1126874,344.7236648,97.45547352,65.59558164,709.4742789,943.4857303,1465.606659,1228.484864,39.05454545,39.77855793,43.36324988,45.80467675,50.25454545,102.6673133,56.81879557,97.40198394,39.41818182,145.3077966,189.4038996,692.7800523,113.3514597,189.4052508,1263.46422,508.6233335,779.1864448,6130.059819
F10,Hdac11.2,F10,Sample,1001,3568,3918,12919,140.6420511,545.4008187,102.1023358,57.32973735,725.3881734,1034.912502,1649.101094,1120.955172,37.26273726,37.08524758,41.03139013,49.5601173,54.04595405,102.5582064,56.07452782,97.50560538,43.35664336,197.1824804,157.6713473,579.1563516,127.3014716,195.0879518,1115.538013,600.7830846,812.2183963,7039.89012
F11,Phf17.2,F11,Sample,1197,2687,4028,11983,239.2409256,485.7238949,109.7052504,72.6189035,609.8157197,800.9421844,1432.361197,1082.727398,36.92564745,34.88083416,36.02530703,42.95206455,45.69757728,102.2450533,53.45084409,97.80424265,31.66248956,103.5287006,152.5232463,575.8239596,104.7104678,157.2111658,1088.9528,459.0643236,695.6002798,8000.081879
G02,Phc2.2,G02,Sample,799,2338,2498,8998,286.4363229,606.6047737,147.2940475,99.74109157,589.1494351,847.0980492,1525.385299,1290.450662,35.54443054,37.83026421,33.74679213,39.37349398,45.55694618,104.7021944,60.52842274,95.50898204,31.53942428,100.1732432,195.10191,581.7039038,101.4493676,194.4493339,837.0494005,496.1829411,969.4893126,6470.723249
G03,Kdm4b.2,G03,Sample,777,2040,2478,8084,114.6674123,550.4788063,145.2439456,55.97657853,543.8506721,772.8296035,1398.601588,971.0943497,37.96653797,42.73607748,40.58823529,49.37106918,45.68854569,102.3069208,58.9991929,97.74509804,37.45173745,127.7925698,162.9742756,393.8080821,105.5174219,171.3800672,913.2334679,401.2086303,870.416542,6619.066701
G04,Fkbp5.3,G04,Sample,2115,1140,2084,9858,203.101816,646.0022583,125.5545757,65.39948949,706.5878284,1016.167128,1355.980869,1241.184522,41.56028369,52.7831094,55.1754386,47.24199288,51.63120567,103.2608696,53.3109405,96.84210526,38.0141844,143.4128591,218.5896203,706.2190207,110.6244527,203.5521586,1195.833639,586.1548304,678.8327092,6038.727918
G05,Satb1.2,G05,Sample,805,2344,2498,9079,199.7147189,711.546026,175.7393227,80.37135608,576.6162647,1102.780225,1325.160803,1073.768292,44.59627329,43.19455564,43.94197952,44.45479963,46.95652174,107.7205882,47.99839872,92.83276451,32.04968944,99.08683076,126.7357516,455.4876788,89.97056616,136.7605907,686.1592622,428.9467473,458.3659774,4349.980967
G06,Rnf2.1,G06,Sample,1213,1637,1765,8226,330.7226606,579.0300785,141.1271635,105.4321319,785.657589,1199.640803,1521.554896,1283.26172,40.6430338,42.09631728,44.96029322,42.69749518,47.81533388,102.0573566,53.37110482,97.98411729,36.68590272,126.6530322,160.134997,676.647722,104.6329464,168.7914889,1033.305308,498.336558,745.393678,8157.45734
G07,Hdac5.3,G07,Sample,1115,1800,2552,8865,175.881692,507.934411,159.4600126,93.39643244,668.0642929,888.1453261,1260.831471,1023.507803,42.42152466,43.53448276,42.94444444,48.42406877,46.09865471,106.0070671,53.9184953,94.33333333,36.95067265,120.4551318,152.1925382,417.3752412,104.919942,169.8693041,908.6401783,368.4430221,704.6769091,5389.199188
G08,H2afz.1,G08,Sample,886,2561,2934,9569,216.1013102,542.2876439,106.7149413,74.74184072,621.428457,922.423364,1068.261842,1013.593131,41.98645598,51.1929107,54.4709098,45.14862591,46.95259594,103.9366883,59.16837082,96.21241702,39.503386,147.5472557,222.0270534,712.0872403,115.0482165,197.664205,1299.319515,463.5655051,846.5415214,5231.729671
G09,Padi3,G09,Sample,3176,1536,2960,13942,282.236425,495.5296512,112.1588211,78.16144669,715.937053,822.1149357,1311.403303,1147.088407,39.60957179,35.2027027,36.26302083,46.52616952,44.55289673,103.8539554,49.08783784,96.2890625,33.50125945,106.2350938,100.2438144,483.6431808,92.51140059,115.3623864,661.9628674,371.4377242,473.3800147,6246.454464
G10,Jmjd8.1,G10,Sample,1189,2457,2963,10645,185.9381976,738.4988717,130.1442254,65.2674869,648.8376588,870.7269571,1462.94716,1088.114536,31.45500421,32.50084374,28.97842898,30.76588338,44.99579479,103.7584459,52.37934526,96.37769638,39.44491169,156.098147,146.6035311,449.8057173,95.16478589,168.8550678,969.4071794,381.0170018,596.1362562,5913.88111
G11,Mecp2.3,G11,Sample,625,2615,3015,9016,218.9900596,489.7947108,117.8913587,72.50693931,527.4367098,737.9032789,1175.225667,883.7132349,34.24,38.83913765,39.38814532,40.55201699,39.2,104.4746304,51.04477612,95.71701721,28.96,95.28528291,107.7687236,267.3032065,76.63603457,149.774782,812.0523492,299.0821658,585.4072559,5480.294262
