"Experiment: 100U p1","Analysis: Analysis 1","User: Admin","Plate: 18","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/4/2015","Export Time: 8:08:25 PM"
"Well ID","Well Type","GeoMean PE-Cy7-A - CXCR3 of Amet+","GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+","GeoMean PE-Cy7-A - CXCR3 of GFP+"
"B02","Sample",286.35321062638,68.6889701622082,45.0658029142517
"B03","Sample",337.663298165213,78.2056305003982,50.3727679829972
"B04","Sample",222.961002494157,62.1534086070179,56.3766105112058
"B05","Sample",386.817288402339,93.5754289107456,49.7604717177857
"B06","Sample",244.75969826681,84.2328657709954,55.6827843586914
"B07","Sample",174.124122407411,68.330055095937,37.884435826744
"B08","Sample",199.959995465181,75.3065546639258,47.9284426864389
"B09","Sample",125.971285442398,50.7678501414306,44.5205882075242
"B10","Sample",179.027617023175,63.8456792074614,40.1887271838122
"B11","Sample",207.12617265854,73.8157527347568,44.826027959311
"C02","Sample",522.740834005337,112.100998412418,61.0382792637198
"C03","Sample",467.627625873039,82.7377351900591,56.7402942910566
"C04","Sample",417.10352000123,72.0591304524344,51.6174017711332
"C05","Sample",246.64365985283,82.1867912015265,44.954586011137
"C06","Sample",391.384104641817,81.5747397150279,60.9157288192423
"C07","Sample",331.402877684895,86.6468292382341,40.7230750147684
"C08","Sample",272.574028625921,91.5588769539076,41.6696138665332
"C09","Sample",351.036618670019,111.100769596343,54.1226845954721
"C10","Sample",292.942540845376,77.756256904087,36.6410229212994
"C11","Sample",238.166592832387,56.9961768023472,37.4201028807052
"D02","Sample",283.115719232563,86.3043991360224,54.1146900634544
"D03","Sample",379.680408967493,103.926291626833,55.7697941616137
"D04","Sample",357.478664142006,104.632638270312,52.2760694597538
"D05","Sample",27.6237124926337,130.951007887845,58.0827183346608
"D06","Sample",391.798484510297,81.0526429239708,56.1006975454667
"D07","Sample",322.460912860712,95.2402031410463,52.0097807665387
"D08","Sample",409.334033566221,99.8026926897605,70.4418636555822
"D09","Sample",380.45276111251,77.0934556219207,59.3931026420005
"D10","Sample",284.675160124325,78.9621971871565,61.3224692731349
"D11","Sample",307.816070622594,83.6402877339311,51.6763745452152
"E02","Sample",447.157577080811,82.206760498445,52.8405287462134
"E03","Sample",425.28603234678,78.9046821323459,56.3265908867838
"E04","Sample",272.566016363263,81.9863754451075,63.3319764432884
"E05","Sample",403.474531692758,88.0109589628541,62.2725248091873
"E06","Sample",182.661806017918,77.4799302829323,54.3219128928159
"E07","Sample",323.895742280287,69.009991298657,55.3521618886398
"E08","Sample",241.749281651767,82.7211173281767,58.2967446121407
"E09","Sample",252.095541264989,70.7151451419079,54.5972655070489
"E10","Sample",136.045708472184,77.191265312397,59.0020493823001
"E11","Sample",263.209211983501,64.5254662915321,48.5885439209097
"F02","Sample",543.86387305165,77.9436100357235,54.9391865989669
"F03","Sample",283.220720070315,63.87590068102,57.6942408519349
"F04","Sample",235.854974059144,60.6562263478952,47.0733647051575
"F05","Sample",455.085985008492,105.881405381541,70.4088896064827
"F06","Sample",232.18002637343,69.4763613749538,46.209366826927
"F07","Sample",224.630901500979,80.9681056345059,54.8236748018584
"F08","Sample",227.667404936669,80.396330905531,68.3734412420523
"F09","Sample",242.432118836334,93.0581999097407,68.0839583824431
"F10","Sample",275.039473386993,79.671404376318,62.5024394360258
"F11","Sample",283.504784222689,66.0291699427345,46.6068816528195
"G02","Sample",1161.43680170528,138.57667947842,72.5113155575528
"G03","Sample",700.743185540523,109.564808426971,59.2113609315308
"G04","Sample",217.676192222581,70.5314369316051,60.0061217691844
"G05","Sample",186.313500523829,74.194662033595,51.2757313062312
"G06","Sample",318.274672625832,65.4631673487591,44.2277994456923
"G07","Sample",411.899060994403,101.164824285733,56.2282038788339
"G08","Sample",263.042563447428,106.991200777498,63.0430259581527
"G09","Sample",283.728713726121,71.4827623258926,57.7223439728171
"G10","Sample",200.037039773597,75.1421786392625,53.2940091528224
"G11","Sample",236.502163576853,72.4046089385508,44.5424877493443
