Gene,nbPctgShift,ZScore
Actb,-2.3309839862697466,-0.16358776992929713
Actl6a,2.273818765683078,0.45823887978140854
Actl6b,-7.586394952696426,-0.8732717173513915
Aff1,1.2691787570649087,0.3225735832691008
Aff4,12.055546097947051,1.7791507761326333
Arid1a,-1.399346704185707,-0.03778066785131417
Arid1b,14.982944947780473,2.1744629571781546
Arid2,-14.351532878748374,-1.786827254470479
Ash1l,3.1017483394697596,0.570041426121934
Ash2l,3.989452848531286,0.6899159029534816
Asxl1,-11.796324030676198,-1.4417751332620197
Asxl2,0.6901684821818511,0.2443847793673663
Asxl3,-0.4644788567789391,0.08846268561885968
Atad2,5.670806778087471,0.9169637782507388
Atad2b,4.926732987620841,0.8164850091944112
Atm,-2.2343415434592693,-0.15053729856932146
Atr,-2.7313892577621566,-0.2176579835542002
Atrx,-6.617599108680055,-0.7424467707925237
Aurkb,4.61460499490787,0.7743356459220486
Baz1a,-0.9549554917728736,0.02222935074467492
Baz1b,-9.491521025963493,-1.1305374955465115
Baz2a,3.124305687587622,0.5730875414415402
Baz2b,-8.90189588388944,-1.0509152736118976
Bmi1,-4.577001427243509,-0.46688708061534917
Bop1,9.060922041816204,1.3747605895655266
Bptf,-9.596630306326823,-1.1447313177757295
Brd1,-0.6200006469431342,0.06746122281053404
Brd2,5.069609026296586,0.8357788059625786
Brd3,4.806342745690296,0.8002276655403786
Brd4,-3.422711857177413,-0.31101329951890216
Brd7,5.029671685224062,0.830385718715367
Brd8,-3.919578593159951,-0.37810954542383
Brd9,7.895315592417137,1.217358591618137
Brdt,6.4517150904960525,1.0224166338438125
Brpf1,4.830868673233342,0.8035396152973301
Brpf3,-0.4104408726308888,0.09575990559764208
Brwd1,-7.8629552270100405,-0.910618061610454
Brwd3,-14.133107412217866,-1.7573313599923575
Carm1,-8.367010783146934,-0.9786850765564793
Cbx1,-5.816047858965028,-0.6342063194571544
Cbx2,10.00562309152302,1.5023318060455924
Cbx3,-2.451110542314371,-0.1798095057799448
Cbx4,0.6558677323525993,0.2397528501626152
Cbx5,-11.750665115902457,-1.4356094120503693
