type,shRNA,count
contaminants,Bop1.3,122744
contaminants,Baz2b.2,55878
contaminants,Klf12,23440
contaminants,Elp4.4,20967
contaminants,Setdb1.1,17221
contaminants,Ercc5.4,16366
contaminants,Taf3.4,11339
contaminants,Baz2b.1,11097
contaminants,Ms4a1,10605
contaminants,Supt16h.4,10292
contaminants,Smarce1.4,9281
contaminants,Hdac10.3,9004
contaminants,Hes1,8195
contaminants,Asxl3.4,7538
contaminants,Whsc1l1.4,5947
contaminants,Smarcc2.4,5758
contaminants,Tbx21,5601
contaminants,Ccnt1,5107
contaminants,Chd3.2,4453
contaminants,Fbxo44.2,4364
contaminants,Hdac2.4,4306
contaminants,Ssrp1.4,3841
contaminants,Paf1.3,3676
contaminants,Usp27x.2,3618
contaminants,Tcea1.4,3435
contaminants,Cd14,3257
contaminants,Asxl3.2,3171
contaminants,Ezh1.3,3148
contaminants,Brdt.3,3115
contaminants,Atm.4,3107
contaminants,Smarcb1.2,2904
contaminants,Cbx3.1,2841
contaminants,Chd9.2,2700
contaminants,Smyd4.2,2678
contaminants,Id3,2472
contaminants,Brd8.1,2411
contaminants,Whsc1.3,2327
contaminants,Taf1.4,2282
contaminants,Brd1.1,2275
contaminants,Cd19,2220
contaminants,Aurkb.2,2186
contaminants,Fbxl19.1,2180
contaminants,Atad2b.4,2153
contaminants,Klf2,2126
contaminants,Smarca1.3,2112
contaminants,Smyd2.2,2085
contaminants,Setd2.3,2008
contaminants,Atad2b.1,2008
contaminants,Ep400.3,1969
contaminants,Supt16h.3,1950
contaminants,Eaf1.1,1942
contaminants,Phf17.2,1886
contaminants,Dmap1.2,1862
contaminants,Runx3,1746
contaminants,Chd1l.1,1732
contaminants,Sirt7.4,1690
contaminants,Baz1a.2,1658
contaminants,Cbx4.1,1624
contaminants,Ube2i.4,1616
contaminants,Brwd1.1,1599
contaminants,Ino80.4,1571
contaminants,Trim24.2,1565
contaminants,Id2,1480
contaminants,Bcl6,1394
contaminants,Dnmt3l.3,1384
contaminants,Rnf2.1,1324
contaminants,Smyd5.1,1276
contaminants,Smarca5.1,1256
contaminants,Hdac9.2,1254
contaminants,Jmjd1c.4,1237
contaminants,Gadd45a.2,1173
contaminants,Dnmt1.4,1171
contaminants,Gadd45b.2,1157
contaminants,Smarcc2.3,1145
contaminants,Baz1a.4,1104
contaminants,Ctsl.3,1061
contaminants,Sp100.1,1051
contaminants,Sirt6.1,1023
contaminants,Brd8.4,1020
contaminants,Kdm4b.2,996
contaminants,Wdr5.3,950
contaminants,Bptf.1,939
contaminants,Aurkb.1,921
contaminants,Gtf2f1.1,904
contaminants,Jarid2.1,887
contaminants,Atm.2,832
contaminants,Fosb,820
contaminants,Ehmt1.3,820
contaminants,Eaf1.2,761
contaminants,Smarcc2.2,748
contaminants,Setd4.4,744
contaminants,Smarca2.1,730
contaminants,Dot1l.2,715
contaminants,Smarca4.3,702
contaminants,Fbxo44.1,699
contaminants,Chd8.1,687
contaminants,Ezh1.2,684
contaminants,Dub2a.2,670
contaminants,Ctsl.4,664
contaminants,Cbx1.1,661
contaminants,Smarcd3.4,651
contaminants,Chaf1a.4,638
contaminants,Taf3.2,631
contaminants,Wdr5.4,625
contaminants,Hltf.3,605
contaminants,Asxl3.3,598
contaminants,Chd1.3,558
contaminants,Tet1.1,549
contaminants,Smarca4.2,546
contaminants,Scmh1.1,523
contaminants,Ube2b.3,516
contaminants,Atrx.3,511
contaminants,Sp100.3,482
contaminants,Baz1b.3,481
contaminants,Asxl2.1,478
contaminants,Fbxo44.4,475
contaminants,Eed.4,461
contaminants,Dmap1.4,448
contaminants,Ash1l.1,439
contaminants,Tet2.3,438
contaminants,Prdm16.1,438
contaminants,Brpf1.4,433
contaminants,Tet1.2,432
contaminants,Smarca1.2,417
contaminants,Smarcc1.3,417
contaminants,Carm1.1,417
contaminants,Clock.2,409
contaminants,Aff1.1,399
contaminants,Trim33.1,388
contaminants,Chd3.1,386
contaminants,Sirt4.3,384
contaminants,Chd7.2,381
contaminants,Suv39h1.1,379
contaminants,Chd4.1,379
contaminants,Hells.4,378
contaminants,Hdac4.1,368
contaminants,Asxl1.4,366
contaminants,Hdac8.4,362
contaminants,Crebbp.3,348
contaminants,Scmh1.2,337
contaminants,Whsc1l1.2,334
contaminants,Hat1.1,330
contaminants,Ep300.2,325
contaminants,Actl6b.4,320
contaminants,Cbx5.2,319
contaminants,Setd5.2,315
contaminants,Carm1.2,310
contaminants,Ep300.3,309
contaminants,Whsc1.2,295
contaminants,Uhrf1.3,292
contaminants,Chd9.4,290
contaminants,Sfmbt1.4,280
contaminants,Gtf2h1.1,258
contaminants,Tcea1.1,253
contaminants,Asxl1.1,249
contaminants,Ctsl.1,237
contaminants,Ash2l.2,237
contaminants,Ash1l.4,235
contaminants,Baz1b.2,229
contaminants,Sirt7.1,218
contaminants,Setd3.3,216
contaminants,Atrx.4,213
contaminants,Uhrf1.1,206
contaminants,Suv39h1.4,194
contaminants,Satb1.3,193
contaminants,Setmar.4,193
contaminants,Suv420h1.4,190
contaminants,Hdac8.3,190
contaminants,Ercc5.1,190
contaminants,Ehmt2.2,184
contaminants,Sp110.2,177
contaminants,Trim66.4,174
contaminants,Wdr82.4,165
contaminants,Taf1.3,165
contaminants,Brwd3.2,159
contaminants,Wdr82.2,152
contaminants,Jarid2.2,139
contaminants,Rpa3.3,132
contaminants,Aff4.3,130
contaminants,Gtf2b.1,126
contaminants,Hira.4,124
contaminants,Fkbp5.1,122
contaminants,Zmynd11.4,121
contaminants,Ube2a.2,120
contaminants,Sfmbt2.3,115
contaminants,Ing2.4,114
contaminants,Ssrp1.3,111
contaminants,Smarcc1.1,109
contaminants,Usp51.4,107
contaminants,Ing4.1,107
contaminants,Brwd1.3,106
contaminants,Whsc1.4,101
contaminants,Epc2.4,99
contaminants,Scml2.4,98
contaminants,Ash2l.1,94
contaminants,Dpy30.1,91
contaminants,Dot1l.1,82
contaminants,Brd4.2,79
contaminants,Sirt1.2,76
contaminants,Ino80.3,76
contaminants,Setd1a.2,75
contaminants,Ing2.3,71
contaminants,Ing2.1,69
contaminants,Rnf2.2,67
contaminants,Sp140.1,66
contaminants,Zmynd11.2,63
contaminants,Suv39h2.3,62
contaminants,Baz2b.3,61
contaminants,Ube2b.1,59
contaminants,Cecr2.2,59
contaminants,Usp27x.1,56
contaminants,Asxl3.1,54
contaminants,Fbxl19.2,54
contaminants,Padi2.2,52
contaminants,Smarcd2.1,52
contaminants,Ube2a.1,52
contaminants,Wdr82.3,52
contaminants,Gtf3c4.2,49
contaminants,Setd1a.3,49
contaminants,Atad2b.3,46
contaminants,Crebbp.4,46
contaminants,Cbx5.1,46
contaminants,Fbxw9.1,44
contaminants,Phc2.2,43
contaminants,Rnf2.3,42
contaminants,Brdt.1,41
contaminants,Asxl2.3,41
contaminants,Atad2.3,38
contaminants,Asxl2.2,36
contaminants,Hdac2.3,36
contaminants,Chd9.3,35
contaminants,Suz12.4,35
contaminants,Setd2.1,33
contaminants,Hdac6.4,32
contaminants,Cbx5.4,31
contaminants,Setd8.3,31
contaminants,Smyd2.4,29
contaminants,Fkbp1a.1,29
contaminants,Trim28.2,28
contaminants,Bop1.2,28
contaminants,Brd3.1,28
contaminants,Chd2.4,28
contaminants,Ssrp1.2,27
contaminants,Hdac2.1,27
contaminants,Trim24.1,26
contaminants,Sin3a.3,25
contaminants,Hdac1.2,24
contaminants,Bmi1.1,24
contaminants,Brpf1.2,23
contaminants,Brd2.3,23
contaminants,Clock.1,23
contaminants,Gtf3c4.1,22
contaminants,Sfmbt2.2,21
contaminants,Fbxo44.3,21
contaminants,Usp22.2,20
contaminants,Smarcd1.2,20
contaminants,Jhdm1d.3,19
contaminants,Setmar.2,19
contaminants,Sp110.1,18
contaminants,Brpf1.3,18
contaminants,Brwd1.2,18
contaminants,Smarcd2.2,17
contaminants,Atm.3,17
contaminants,Chd8.4,16
contaminants,Ing4.2,16
contaminants,Usp27x.4,15
contaminants,Jmjd4.4,15
contaminants,Actl6a,15
contaminants,Atr.2,15
contaminants,Chd4.2,15
contaminants,Chd1.4,15
contaminants,Elp3.2,15
contaminants,Wbp7.2,14
contaminants,Fkbp1a.4,14
contaminants,Brpf3.1,14
contaminants,Chd5.1,14
contaminants,Ing4.3,13
contaminants,Smyd4.4,13
contaminants,Trim33.4,12
contaminants,Smyd5.4,12
contaminants,Setdb2.4,12
contaminants,Smarca2.3,11
contaminants,Cbx7.3,11
contaminants,Chaf1a.1,11
contaminants,Chd9.1,11
contaminants,Baz2b.4,11
contaminants,Cbx2.2,11
contaminants,Phf10.2,10
contaminants,Ing3.1,10
contaminants,Smyd5.3,10
contaminants,Wdr5.1,10
contaminants,Hdac9.3,10
contaminants,Sp100.4,10
contaminants,Dnmt1.2,10
contaminants,Smarca5.3,10
contaminants,Taf1.2,10
contaminants,Hdac3.4,10
contaminants,Jmjd8.3,9
contaminants,Chd8.3,9
contaminants,Hdac2.2,9
contaminants,Aurkb.3,9
contaminants,Ing2.2,9
contaminants,Elp4.1,8
contaminants,Parp2.1,8
contaminants,Sirt1.4,8
contaminants,Atrx.1,8
contaminants,Chd8.2,8
contaminants,Ep400.2,8
contaminants,Ube2e1.4,8
contaminants,Cxxc1.1,7
contaminants,Dnmt3a.3,7
contaminants,Chaf1b.1,7
contaminants,Arid2.2,7
contaminants,Suz12.1,7
contaminants,Sfmbt1.2,7
contaminants,Setdb1.4,7
contaminants,Chd7.1,7
contaminants,Brd4.4,7
contaminants,Suv39h1.2,7
contaminants,Dub2a.3,7
contaminants,Ehmt1.1,7
contaminants,Brd9.4,7
contaminants,Ercc5.2,6
contaminants,Smarca2.2,6
contaminants,Smarcd1.4,6
contaminants,Smyd5.2,6
contaminants,Suz12.2,6
contaminants,Satb1.1,6
contaminants,Gtf2b.2,6
contaminants,Scmh1.3,6
contaminants,Aff1.4,6
contaminants,Cbx4.2,5
