shRNA,count,pctg
Bcl6,85322,1.1414102132415196
Bcl6.2,22330,0.2987235421307885
Bcl6.3,17274,0.23108600388568024
CD4.1,36658,0.4903989076323531
CD4.2,4458,0.05963768700488379
CD4.3,41639,0.5570331200530184
CD4.4,140253,1.8762594247411317
CDK9.1,77846,1.041398695061055
CDK9.2,318,0.004254101495637741
CDK9.3,37363,0.49983017038211597
Ccnt1,29563,0.39548428464005814
Ccnt1.2,158770,2.1239738819572453
Ccnt1.3,62357,0.8341918457971149
Ccnt1.4,61837,0.827235453414311
Cd14,48070,0.6430649650795791
Cd14.2,10452,0.13982348689435742
Cd19,18282,0.24457070296619232
Cd19.3,6038,0.08077441770648011
Cd19.4,7233,0.09676074250926972
Fosb,8,0.00010702142127390541
Fosb.2,317,0.004240723817978502
Hes1,1114,0.014902732912391328
Hes1.2,9402,0.12577692535215731
Hes1.3,8,0.00010702142127390541
Id2,0,0.0
Id2.2,45,0.0006019954946657179
Id2.3,30746,0.41131007731093694
Id2.4,11063,0.14799724794415195
Id2.5,16,0.00021404284254781082
Id3,6602,0.08831942790629044
Id3.2,7707,0.10310176171974862
Id3.3,30334,0.4057984741153309
Id3.4,195,0.0026086471435514446
Id3.5,3,4.013303297771453e-05
Klf12,14334,0.19175563156752
Klf12.4,41,0.0005484847840287652
Klf12.5,25377,0.3394853259584872
Klf2,800,0.01070214212739054
Klf2.2,537,0.007183812903010901
Klf2.3,0,0.0
Klf2.4,4837,0.06470782683773506
Klf2.5,0,0.0
Klf2.6,2058,0.02753126062271217
Klf2.7,1553,0.020775533404796886
Ms4a1,168281,2.251208974174259
Ms4a1.2,5888,0.07876776605759439
Nfatc3.2,252051,3.371857031688642
Nfatc3.3,2648,0.03542409044166269
Nfatc3.7,74,0.000989948146783625
Nfatc3.8,1,1.3377677659238177e-05
Rpa3.1,43,0.0005752401393472415
Rpa3.2,2093,0.027999479340785505
Rpa3.3,555,0.007424611100877187
Rpa3.4,1564,0.020922687859048508
Runx3,62,0.0008294160148727669
Runx3.2,0,0.0
Runx3.3,4110,0.0549822551794689
Satb1.1,646,0.008641979767867862
Satb1.2,43821,0.5862232127054761
Satb1.3,73571,0.9842091230678118
Scmh1.1,3022,0.040427341886217764
Scmh1.2,12192,0.16310064602143184
Scmh1.3,13695,0.1832072955432668
Scml2.1,3281,0.04389216039996045
Scml2.2,19633,0.26264394548382314
Scml2.3,7698,0.10298136262081549
Scml2.4,13429,0.17964883328590947
Scml4.1,22005,0.2943757968915361
Scml4.2,550,0.007357722712580997
Scml4.3,730,0.009765704691243868
Setd1a.1,0,0.0
