shRNA,count,pctg
Bcl6,27018,0.26496062023027
Bcl6.2,12082,0.11848598022141246
Bcl6.3,25905,0.2540456313222719
CD4.1,36366,0.3566347588753423
CD4.2,65,0.000637443197681825
CD4.3,2916,0.02859668252984926
CD4.4,17667,0.17325706112992004
CDK9.2,14025,0.13754062842288609
CDK9.3,56746,0.5564977183946591
Ccnt1,49301,0.4834859552140255
Ccnt1.3,16508,0.1618909585743318
Ccnt1.4,138700,1.360205715668756
Cd14,7769,0.07618917235061691
Cd14.2,2056,0.020162818683597417
Cd19,4216,0.041345546483485755
Cd19.3,8385,0.08223017250095543
Cd19.4,9874,0.09683252513708217
Fosb,462,0.004530750112753895
Fosb.2,544,0.005334909223675582
Hes1,948,0.009296863867728771
Hes1.2,5761,0.05649708095146144
Hes1.3,3267,0.03203887579733111
Id2,0,0.0
Id2.2,1194,0.011709341200493831
Id2.3,1792,0.017573818619166622
Id2.4,2346,0.023006796027100946
Id2.5,566,0.005550659229044815
Id3,72852,0.7144463359617894
Id3.2,21872,0.2144947326107212
Id3.3,20785,0.2038347209817959
Id3.4,8447,0.08283819524335963
Id3.5,135,0.0013239204874930213
Jmjd5.1,2594,0.025438886996717754
Jmjd5.2,2619,0.025684057457364615
Jmjd5.3,60032,0.5887229237420818
Jmjd5.4,30889,0.30292281435682916
Jmjd6.1,8953,0.08780044536685198
Jmjd6.2,83241,0.8163293725881969
Jmjd6.3,12038,0.118054480210674
Jmjd6.4,1571,0.015406511747048417
Jmjd8.1,0,0.0
Jmjd8.2,3,2.9420455277622693e-05
Jmjd8.3,294,0.002883204617207024
Kat2a.1,4,3.922727370349693e-05
Kat2a.2,0,0.0
Kat2a.3,59966,0.5880756737259741
Kat2b.1,2572,0.02522313699134852
Kat2b.3,64585,0.6333733680350873
Kat2b.4,9429,0.09246849093756812
Kat5.1,10069,0.09874485473012763
Kat5.3,3375,0.033098012187325526
Kat5.4,80855,0.7929303038240609
Kdm1a.1,21121,0.20712981197288965
Kdm1a.2,24850,0.24369943788297463
Kdm1a.4,15275,0.14979915145522887
Kdm1b.1,102281,1.0030511954168422
Kdm1b.2,18665,0.18304426591894254
Kdm1b.3,5497,0.05390808088703065
Kdm1b.4,3201,0.03139162578122341
Kdm2a.1,4340,0.04256159196829416
Kdm2a.2,39805,0.3903604074419238
Kdm2a.3,15084,0.1479260491358869
Kdm2a.4,3153,0.03092089849678145
Kdm2b.1,0,0.0
Kdm2b.2,8995,0.08821233174073871
