Pool,Gene,nbPctgShift
P1-7,Actb,-25.108550293824113
P1-7,Actl6a,-16.31792404841262
P1-7,Actl6b,-15.805197271336581
P1-7,Aff1,-10.292148567621304
P1-7,Aff4,-4.5705423721942395
P1-7,Arid1a,-21.727224062449782
P1-7,Arid1b,-8.365654985244937
P1-7,Arid2,-11.443742036208162
P1-7,Ash1l,-7.878867245381288
P1-7,Ash2l,-7.122529239187131
P1-7,Asxl1,-21.365129580645423
P1-7,Asxl2,-5.912413609674363
P1-7,Asxl3,-0.6050391268649058
P1-7,Atad2,-4.514579460619377
P1-7,Atad2b,-3.175973829721123
P1-7,Atm,-5.147405913587857
P1-7,Atr,-5.913899355135964
P1-7,Atrx,-13.301556831442236
P1-7,Aurkb,-14.720733044305303
P1-7,Baz1a,-6.545222632253513
P1-7,Baz1b,-8.984599301280607
P1-7,Baz2a,-13.890189821141155
P1-7,Baz2b,-6.450529034353401
P1-7,Bcl6,-16.180748254226405
P1-7,Bmi1,-7.358019984239101
P1-7,Bop1,-11.121861234205458
P1-7,Bptf,-14.371769280687525
P1-7,Brd1,-8.633535202027266
P1-7,Brd2,-5.584845163768854
P1-7,Brd3,-2.758183735573569
P1-7,Brd4,-12.873712110219083
P1-7,Brd7,-12.16488374901931
P1-7,Brd8,-7.662421226744364
P1-7,Brd9,-6.913799892783376
P1-7,Brdt,-13.77826150591248
P1-7,Brpf1,-6.412344410734805
P1-7,Brpf3,-10.822163084539675
P1-7,Brwd1,-12.122114888775299
P1-7,Brwd3,-12.348621135964146
P1-7,CD4,-21.19427615838952
P1-7,CDK9,-8.431608466336007
P1-7,Carm1,-15.602526667057667
P1-7,Cbx1,-5.729418825416664
P1-7,Cbx2,-5.29447026691803
P1-7,Cbx3,-0.6976688207510655
P1-7,Cbx4,-9.141136262904096
P1-7,Cbx5,-12.46630720970617
P1-7,Cbx6,-21.809132655231103
P1-7,Cbx7,-17.250796131107137
P1-7,Cbx8,-9.877469225535515
P1-7,Ccnt1,-1.109623905708684
P1-7,Cd14,-8.593990857966944
P1-7,Cd19,-4.5328987039542765
P1-7,Cd4,-25.005404876901164
P1-7,Cecr2,-25.196502442491592
P1-7,Chaf1a,-19.29684987688488
P1-7,Chaf1b,-15.759401411053611
P1-7,Chd1,-3.8265439451216032
P1-7,Chd1l,-14.466523378607171
P1-7,Chd2,-8.666548791631872
P1-7,Chd3,-10.114437247116884
P1-7,Chd4,-19.965312406331968
P1-7,Chd5,-3.4252962232664004
P1-7,Chd6,-8.630889949978261
P1-7,Chd7,-3.1722441359497524
P1-7,Chd8,-6.81122892543733
P1-7,Chd9,-6.3757068936357655
P1-7,Clock,-17.377647637559136
P1-7,Crebbp,-10.290284214198675
P1-7,Ctsl,-6.805132734250012
P1-7,Cxxc1,-4.134559950578952
P1-7,Dmap1,-4.686082064766925
P1-7,Dnmt1,-17.716115842635347
P1-7,Dnmt3a,-4.503711444519318
P1-7,Dnmt3b,-11.309870331590153
P1-7,Dnmt3l,-13.119138507410145
