shRNA,nbPctg_Q4,nbPctg_Q3,nbPctg_Q2,nbPctg_Q1,q3minusOther_nbPctg
Bcl6,87.44611164525355,86.42209246289605,87.75218500898839,85.45805753552365,-0.4633589336924757
Bcl6.2,90.74277617863021,89.52286136733011,86.39721331575375,88.3460857940062,1.0275029378667142
Bcl6.3,84.60957969459736,87.02175240411647,86.43420294479044,87.35594870449752,0.8885086228213623
CD4.1,78.19329223508097,69.2354531399358,73.19762139208183,75.18756295581365,-6.290705721056341
CD4.2,75.34357737705531,77.6590864116763,83.94156398817103,77.37069871820783,-1.2261936161350917
CD4.3,87.71044137978558,89.26566164591088,88.07523671036421,88.38753067738013,1.2079253900675866
CD4.4,85.96693127905239,87.64897739147189,87.43019815128078,86.77801414073097,0.9239295344505081
CDK9.1,89.5354326990728,88.5618032230342,90.872783123525,88.85807734918043,-1.1936278342251967
CDK9.2,78.03090188596732,71.58386361258202,81.49994064749218,76.84703365422442,-7.2087617833126245
CDK9.3,91.76324129116065,92.70891637922104,93.52507924146595,94.37352449593111,-0.5116986302981985
Ccnt1,83.18384919481157,84.02416858652248,82.05894506269135,79.82857602025814,2.3337118272688
Ccnt1.2,95.99933769127917,95.09788415087367,95.53439213135876,94.43551603803559,-0.22519780268416412
Ccnt1.3,90.08526271748728,88.32298733071904,88.95951274912213,90.06666069673962,-1.3808247237306261
Ccnt1.4,85.84358999082214,87.15016790005107,87.08888145062876,86.93982698134768,0.5260684257848851
Cd14,89.03329620587826,89.00652841382305,90.22577855192789,89.15357834650395,-0.4643559542803217
Cd14.2,85.83175382328318,86.32911619468865,89.16007213500399,89.69557488050778,-1.9000174182429959
Cd19,87.12009566789115,84.98648701486442,87.00219362011188,88.2248187338966,-2.462548992435458
Cd19.3,89.46919328085494,89.58852169380366,90.15784543615077,90.87286806965014,-0.5781139017482957
Cd19.4,87.9819118145988,89.47513537356852,90.65005296964735,90.46667887817124,-0.22441251390394257
Fosb,71.39805131826202,80.68930322684889,73.50226095680895,74.30397165207887,7.621208584465606
Fosb.2,81.98966743354762,85.086328048144,82.35604750597915,62.46654100659775,9.482242732769166
Hes1,81.07137857142368,80.4292985019196,85.60905446659145,87.60741498613461,-4.333317506130314
Hes1.2,90.97814704053462,89.77823732593615,90.68090918708002,90.10271775514197,-0.8090206683160517
Hes1.3,70.21201065136788,72.70885572084926,73.19762139208183,74.92472685189915,-0.06926391093369944
Id2,59.29809277325181,61.125827353834126,60.887141064703165,62.46654100659775,0.2419024056498813
