shRNA,nbPctg_Q4,nbPctg_Q1,q4minusq1_nbPctg
Bcl6,87.44611164525355,85.45805753552365,1.9880541097299016
Bcl6.2,90.74277617863021,88.3460857940062,2.3966903846240086
Bcl6.3,84.60957969459736,87.35594870449752,-2.746369009900164
CD4.1,78.19329223508097,75.18756295581365,3.005729279267328
CD4.2,75.34357737705531,77.37069871820783,-2.0271213411525224
CD4.3,87.71044137978558,88.38753067738013,-0.6770892975945486
CD4.4,85.96693127905239,86.77801414073097,-0.8110828616785852
CDK9.1,89.5354326990728,88.85807734918043,0.6773553498923661
CDK9.2,78.03090188596732,76.84703365422442,1.1838682317429061
CDK9.3,91.76324129116065,94.37352449593111,-2.610283204770454
Ccnt1,83.18384919481157,79.82857602025814,3.3552731745534317
Ccnt1.2,95.99933769127917,94.43551603803559,1.5638216532435791
Ccnt1.3,90.08526271748728,90.06666069673962,0.018602020747664483
Ccnt1.4,85.84358999082214,86.93982698134768,-1.09623699052554
Cd14,89.03329620587826,89.15357834650395,-0.1202821406256902
Cd14.2,85.83175382328318,89.69557488050778,-3.863821057224598
Cd19,87.12009566789115,88.2248187338966,-1.1047230660054481
Cd19.3,89.46919328085494,90.87286806965014,-1.4036747887952004
Cd19.4,87.9819118145988,90.46667887817124,-2.484767063572434
Fosb,71.39805131826202,74.30397165207887,-2.9059203338168516
Fosb.2,81.98966743354762,62.46654100659775,19.523126426949872
Hes1,81.07137857142368,87.60741498613461,-6.536036414710935
Hes1.2,90.97814704053462,90.10271775514197,0.8754292853926557
Hes1.3,70.21201065136788,74.92472685189915,-4.7127162005312755
Id2,59.29809277325181,62.46654100659775,-3.1684482333459414
Id2.2,74.70043889661258,86.89095205334573,-12.190513156733147
Id2.3,90.66257914300664,88.45335209722656,2.209227045780082
Id2.4,92.21307445470156,89.90361017159321,2.3094642831083405
Id2.5,59.29809277325181,83.89585372981091,-24.5977609565591
Id3,90.01661940212283,89.9639703696434,0.05264903247942243
Id3.2,91.22317674389393,91.0884572555575,0.13471948833642955
Id3.3,93.94113156771724,94.47087440636261,-0.529742838645376
Id3.4,83.30207179865482,80.59282665161341,2.7092451470414147
Id3.5,74.93453887221654,62.46654100659775,12.467997865618784
Klf12,79.76547321587495,85.60203655940897,-5.836563343534024
Klf12.4,76.34863474983248,86.23625504260565,-9.887620292773164
Klf12.5,89.33024439784674,89.42287375330582,-0.09262935545908135
Klf2,81.68762693253232,80.71131186215698,0.9763150703753496
Klf2.2,77.5941665767259,85.47523461263728,-7.881068035911383
Klf2.3,59.29809277325181,62.46654100659775,-3.1684482333459414
Klf2.4,88.65080432434318,89.09233047301814,-0.4415261486749529
Klf2.5,59.29809277325181,62.46654100659775,-3.1684482333459414
Klf2.6,84.04768987894089,85.47523461263728,-1.4275447336963936
Klf2.7,71.39805131826202,62.46654100659775,8.931510311664269
Ms4a1,89.67508640625766,90.58752177470699,-0.9124353684493229
Ms4a1.2,89.37420410274723,90.25747053270132,-0.8832664299540909
Nfatc3.2,93.51749563827417,93.82191975334355,-0.3044241150693807
Nfatc3.3,82.93126466734978,83.83788447446406,-0.9066198071142821
Nfatc3.7,80.33147675831559,62.46654100659775,17.864935751717837
Nfatc3.8,59.29809277325181,62.46654100659775,-3.1684482333459414
Rpa3.1,73.25840024442508,73.42668959794409,-0.16828935351901464
Rpa3.2,80.57530898759883,70.52028139431084,10.055027593287988
Rpa3.3,85.25069378259626,85.37754173519915,-0.12684795260288695
Rpa3.4,89.05156211150546,80.16956785235885,8.881994259146609
