GeneName,inputMinusAvg_nbPctg
Bcl6,-22.662714883948485
CD4,-8.774007439809147
CDK9,-15.52785163408967
Ccnt1,-0.33805631082982046
Cd14,-22.249830585979744
Cd19,-21.84424218652821
Fosb,-5.093852199849813
Hes1,3.9625766311267037
Id2,-8.740082174080595
Id3,-12.97118222801862
Klf12,-16.77255544191906
Klf2,-8.302378247421299
Ms4a1,1.3892077045130264
Nfatc3,-1.1950625191926711
Rpa3,-6.376279191123864
Runx3,12.07597558442564
Satb1,-15.436359894666907
Scmh1,-22.482167990181825
Scml2,-22.898945597654585
Scml4,-13.086797820603389
Setd1a,-16.802981969560236
Setd2,-13.505675458042877
Setd3,-19.21479931289365
Setd4,-15.446170008854553
Setd5,-23.87032717062958
Setd7,-11.237243160112811
Setd8,-19.240539691781034
Setdb1,-10.121110829774501
Setdb2,-19.34083626139968
Setmar,-4.433966337263328
Sfmbt1,-8.409428957166682
Sfmbt2,-14.50791283120857
Sgk1,-42.81078427643799
Sin3a,-8.554309709168258
Sin3b,-9.549281542307096
Sirt1,-10.59223355737926
Sirt3,-16.39969216996206
Sirt4,-14.512121560869184
Sirt5,-11.746785748665399
Sirt6,-23.046031549882365
Sirt7,-16.873461564351913
Smarca1,-12.485231087336778
Smarca2,-25.27796535469439
Smarca4,-14.57821028579448
Smarca5,-3.1355268852656017
Smarcb1,-0.19534629393525904
Smarcc1,-13.898963360627945
Smarcc2,-21.7871696908354
Smarcd1,-3.961279166940148
Smarcd2,-32.05939645556585
Smarcd3,-19.014359354045535
Smarce1,-6.071661613812076
Smyd1,-22.44084042188012
Smyd2,-21.94855736515882
Smyd3,-13.813265291119425
Smyd4,-16.47815573793306
Smyd5,-20.221447075159872
Sp100,-13.134772595413317
Sp110,-10.988967618430895
Sp140,-13.007769223964704
Ssrp1,-10.457590749592852
Supt16h,-13.001605647774205
Suv39h1,-12.608134582302466
Suv39h2,-14.783716365159034
Suv420h1,-17.093975997934656
Suv420h2,-16.531980638721134
Suz12,-14.11255230332898
Taf1,-12.021930934037536
Taf3,-7.845676511328584
Tbx21,-13.333801103794448
Tcea1,-23.22831515220176
Tdg,-18.495572719334046
Tet1,-15.143023478872443
Tet2,-25.03265236729817
Tet3,-9.791993319421794
Trim24,-27.22183989675853
Trim28,-19.543588697259217
Trim33,-19.62898411386435
Trim66,-28.58405961096537
Ube2a,-9.220884039754154
Ube2b,-15.641407958264814
Ube2e1,-18.78096272570875
Ube2i,-17.15998895530108
Uhrf1,-16.738699214698663
Usp22,-27.06357861814869
Usp27x,-20.904602893646025
Usp51,-20.325833174300215
Wbp7,-24.543661917777776
Wdr5,-18.434351250825323
Wdr82,-18.690179254965592
Whsc1,-21.124790463688697
Whsc1l1,-15.555720876472398
Zmynd11,-12.015651694761825
Zmynd8,-25.031998140061177
