GeneName,q4minusq1_nbPctg
Actb,8.68722769369191
Actl6a,4.38332465496746
Actl6b,-2.8579188808114058
Aff1,-13.832988767129047
Aff4,-0.3937215828184275
Arid1a,9.12834747412891
Arid1b,3.1032246418326372
Arid2,-1.0882836674419032
Ash1l,3.00396696270389
Ash2l,-0.27912117508643064
Asxl1,-3.4861750645361393
Asxl2,-0.16256483280348277
Asxl3,1.1359675182495597
Atad2,1.4014952639080676
Atad2b,2.040138529208665
Atm,5.421062170064733
Atr,1.2842764666565216
Atrx,1.6356368442170037
Aurkb,-1.500710774382469
Baz1a,1.7896389966111839
Baz1b,0.5216571325966282
Baz2a,0.43125044986904965
Baz2b,-1.1909244467176983
Bcl6,-2.7936298780880358
Bmi1,-0.17533293291840124
Bop1,-0.49234943930088626
Bptf,-5.09283199317867
Brd1,-2.459674312916797
Brd2,2.123207573331589
Brd3,1.8551082181849061
Brd4,11.677945855136812
Brd7,0.9883173365838568
Brd8,-0.8691185743222025
Brd9,-2.2551782718762254
Brdt,1.2700731356502857
Brpf1,-10.47487099772837
Brpf3,-2.1814857831926266
Brwd1,-5.0241649375058195
Brwd3,7.858849043169322
CD4,-2.4059377422490975
CDK9,13.266053723991314
Carm1,-7.010043553452638
Cbx1,-2.2638794274214433
Cbx2,-3.7385111336674677
Cbx3,-0.7115027496318209
Cbx4,4.1741767719492895
Cbx5,-10.142182230092384
Cbx6,20.29159462736773
Cbx7,4.498137261417989
Cbx8,-7.178255824006468
Ccnt1,4.503237846664447
Cd14,4.821833323982112
Cd19,-0.5204665289592754
Cd4,2.149635266981605
Cecr2,-12.757220977691196
Chaf1a,-0.8534003739706169
Chaf1b,7.798133211144091
Chd1,-0.07282582806353233
Chd1l,11.763652753403647
Chd2,1.1303750765431513
Chd3,5.863262155746932
Chd4,12.810426441152796
Chd5,-2.2940487163164516
Chd6,4.895884254474494
Chd7,-3.8139793201493055
Chd8,-2.0974536047978347
Chd9,2.830586819030483
Clock,5.329736347086828
Crebbp,5.884514910069331
Ctsl,3.308221418068374
Cxxc1,10.172265608250926
Dmap1,4.1096898834641085
Dnmt1,-6.700060281259392
Dnmt3a,3.060158512180056
Dnmt3b,-2.0484832574117338
Dnmt3l,5.221849457288519
Dot1l,9.879520529717727
Dpy30,7.647291408323706
Dub2a,-0.8036044433034597
Eaf1,9.523360430979833
Eed,-1.1104773927385159
Ehmt1,-6.154630815734681
Ehmt2,1.8921999598819976
Elp3,2.1223822854275625
Elp4,0.6135961850139857
Ep300,14.710985392984288
Ep400,4.9328262681187915
Epc1,1.0188639780118667
Epc2,1.2193577941956555
Ercc5,9.554253171673647
Ezh1,9.853761728551534
Ezh2,10.949549686678996
Fbxl19,0.4658222371756846
Fbxo17,-1.6486398195421483
Fbxo44,7.999524373455371
Fbxw9,4.291026623959143
Fkbp1a,6.4138034470778935
Fkbp2,17.641835769281787
Fkbp5,-0.12132777322935813
Fosb,-8.30946072721155
Gadd45a,1.7671676363035633
Gadd45b,4.727461087435053
Gtf2b,1.551513727518083
Gtf2f1,1.5098657270223939
Gtf2h1,6.038583888641984
Gtf3c4,3.2709916991782677
H2afz,16.842983174509175
Hat1,17.831706784512875
Hcfc1,7.770286681240282
Hdac1,-5.725640037841838
Hdac10,-3.550740615817025
Hdac11,12.168063647469182
Hdac2,-1.9935934168473537
Hdac3,-2.3951887503627542
Hdac4,8.408402061249449
Hdac5,0.5150402255291388
Hdac6,1.900784623015669
Hdac7,5.589279526234902
Hdac8,1.6100386387071755
Hdac9,3.0656680444647826
Hells,4.163370404947106
Hes1,-8.819770661883132
Hes6,4.209398841053947
Hira,6.11763345025975
Hltf,2.154889809236998
Id2,-1.355760460562054
Id3,7.94565142341934
Ing2,0.660998378103411
Ing3,-2.4917269514272995
Ing4,10.614840632034387
Ing5,3.0533283306313583
Ino80,3.1276920870084055
Iws1,-2.5011313605740284
Jarid2,-2.6903449546857487
Jhdm1d,-6.556103737602127
Jmjd1c,11.602545779526954
Jmjd4,4.314888075695595
Klf12,16.915476702747924
Klf2,7.993982986242366
Ms4a1,-3.0419217253780815
Nfatc3,5.857745572925785
Runx3,-3.5067863783606477
Tbx21,3.8303015211597775
