type,shRNA,count,pctg
control,Bcl6,5175,0.042307803619193465
control,Bcl6.2,5608,0.04584776090752406
control,Bcl6.3,2419,0.019776343372913816
control,CD4.1,2829,0.023128265978492428
control,CD4.2,5443,0.04449881644430339
control,CD4.3,3395,0.027755554258388757
control,CD4.4,2860,0.023381704029158127
control,CDK9.1,19774,0.16166077464075973
control,CDK9.2,24600,0.20111535633471678
control,CDK9.3,776,0.006344126687631717
control,Ccnt1,13812,0.11291891470305317
control,Ccnt1.2,10207,0.08344652203692902
control,Ccnt1.3,36970,0.30224531397132026
control,Ccnt1.4,13800,0.11282080965118257
control,Cd14,118347,0.9675365478107613
control,Cd14.2,10542,0.08618528806831643
control,Cd19,4367,0.03570206345990684
control,Cd19.3,71,0.0005804548902343451
control,Cd19.4,7180,0.05869952270257181
control,Fosb,99371,0.8123997591193959
control,Fosb.2,941,0.0076930711508523784
control,Hes1,1,8.17542098921613e-06
control,Hes1.2,1,8.17542098921613e-06
control,Hes1.3,1959,0.0160156497178744
control,Id2,23552,0.19254751513801827
control,Id2.2,1450,0.011854360434363387
control,Id2.3,4542,0.03713276213301966
control,Id2.4,17786,0.14540803771419808
control,Id2.5,2483,0.020299570316223647
control,Id3,6804,0.05562556441062655
control,Id3.2,920,0.007521387310078839
control,Id3.3,4992,0.040811701578166916
control,Id3.4,4110,0.03360098026567829
control,Id3.5,4721,0.03859616249008935
target,Jmjd5.1,20433,0.16704837707265316
target,Jmjd5.2,1260,0.010301030446412323
target,Jmjd5.3,11247,0.0919489598657138
target,Jmjd5.4,99274,0.8116067432834421
target,Jmjd6.1,1084,0.008862156352310285
target,Jmjd6.2,40908,0.3344401218268534
target,Jmjd6.3,6087,0.049763787561358575
target,Jmjd6.4,42525,0.34765977756641586
target,Jmjd8.1,0,0.0
target,Jmjd8.2,0,0.0
target,Jmjd8.3,2,1.635084197843226e-05
target,Kat2a.1,3,2.4526262967648388e-05
target,Kat2a.2,0,0.0
target,Kat2a.3,60667,0.4959782651527749
target,Kat2b.1,4188,0.03423866310283715
target,Kat2b.2,18680,0.1527168640785573
target,Kat2b.3,78376,0.6407567954508033
target,Kat2b.4,6832,0.05585447619832459
target,Kat5.1,5779,0.04724575789668001
target,Kat5.2,22197,0.18146981969763043
target,Kat5.3,2683,0.021934654514066877
target,Kat5.4,105454,0.8621308449967977
target,Kdm1a.1,13530,0.11061344598409424
target,Kdm1a.2,5281,0.04317439824405038
target,Kdm1a.3,80178,0.6554889040733708
target,Kdm1a.4,46348,0.37891441200818915
target,Kdm1b.1,42897,0.3507010341744043
target,Kdm1b.2,4618,0.037754094128200084
target,Kdm1b.3,1864,0.015238984723898863
target,Kdm1b.4,18004,0.1471902794898472
target,Kdm2a.1,462,0.0037770444970178516
target,Kdm2a.2,354425,2.8975735841029264
target,Kdm2a.3,2651,0.02167304104241196
target,Kdm2a.4,79825,0.6526029804641775
target,Kdm2b.1,32450,0.2652924111000634
target,Kdm2b.2,39165,0.3201903630426497
target,Kdm2b.3,40038,0.32732750556623535
target,Kdm2b.4,97449,0.7966865999781225
target,Kdm3a.1,33084,0.2704756280072264
target,Kdm3a.2,36298,0.29675143106656704
target,Kdm3a.3,194402,1.5893181911455938
target,Kdm3a.4,8644,0.07066833903078422
target,Kdm3b.2,9771,0.0798820384856308
target,Kdm3b.3,16040,0.1311337526670267
target,Kdm3b.4,5606,0.04583141006554562
target,Kdm4a.1,16168,0.13218020655364637
target,Kdm4a.2,20381,0.16662325518121393
target,Kdm4a.3,4701,0.03843265407030502
target,Kdm4a.4,741,0.006057986953009151
target,Kdm4b.1,2,1.635084197843226e-05
target,Kdm4b.2,0,0.0
target,Kdm4b.3,24,0.0001962101037411871
target,Kdm4c.1,95142,0.777825903756001
target,Kdm4c.2,8111,0.06631083964353203
target,Kdm4c.3,3200,0.026161347165491615
target,Kdm4c.4,20187,0.165037223509306
target,Kdm4d.1,10261,0.0838879947703467
target,Kdm4d.2,11081,0.09059183998150393
target,Kdm4d.3,8013,0.06550964838658885
target,Kdm4d.4,5769,0.04716400368678785
target,Kdm5a.1,11221,0.09173639891999419
target,Kdm5a.2,53584,0.4380717582861571
target,Kdm5a.3,37999,0.3106578221692237
target,Kdm5a.4,657,0.005371251589914997
target,Kdm5b.1,4,3.270168395686452e-05
target,Kdm5b.2,3831,0.03132003780968699
target,Kdm5b.3,84542,0.69116644127031
target,Kdm5b.4,1338,0.010938713283571181
target,Kdm5c.1,57711,0.47181172070865207
target,Kdm5c.2,298569,2.4409272693292703
target,Kdm5c.3,3781,0.030911266760226184
target,Kdm5c.4,11973,0.09788431550388471
target,Kdm5d.1,91065,0.7444947123829668
target,Kdm5d.2,2973,0.024305526600939553
target,Kdm5d.3,2078,0.016988524815591117
target,Kdm5d.4,78,0.0006376828371588581
target,Kdm6a.1,2209,0.018059504965178427
target,Kdm6a.2,50501,0.4128669353764038
target,Kdm6a.3,592,0.004839849225615949
target,Kdm6a.4,765,0.006254197056750338
target,Kdm6b.1,3496,0.02858127177829959
target,Kdm6b.2,15592,0.1274711640638579
target,Kdm6b.3,11955,0.09773715792607883
target,Kdm6b.4,12077,0.09873455928676318
control,Klf12,32306,0.26411515047761625
control,Klf12.4,12334,0.10083564248099175
control,Klf12.5,16947,0.13854885950424575
control,Klf2,78669,0.6431521938006436
control,Klf2.2,12665,0.10354170682842227
control,Klf2.3,3472,0.028385061674558402
control,Klf2.4,7,5.722794692451291e-05
control,Klf2.5,339,0.002771467715344268
control,Klf2.6,22536,0.18424128741297469
control,Klf2.7,54283,0.4437863775576191
target,L3mbtl1.1,6261,0.05118631081348218
target,L3mbtl1.2,22246,0.18187041532610201
target,L3mbtl1.3,36378,0.29740546474570434
target,L3mbtl1.4,4292,0.03508890688571563
target,L3mbtl2.1,248,0.0020275044053255998
target,L3mbtl2.3,3364,0.027502116207723058
target,L3mbtl2.4,5302,0.04334608208482392
target,L3mbtl3.1,41223,0.3370153794384565
target,L3mbtl3.2,4059,0.03318403379522827
target,L3mbtl3.3,921,0.007529562731068055
target,L3mbtl3.4,5582,0.045635199961804436
target,L3mbtl4.1,18439,0.1507465876201562
target,L3mbtl4.2,13736,0.11229758270787275
target,L3mbtl4.3,9184,0.07508306636496093
target,L3mbtl4.4,559,0.004570060332971816
target,Mbd1.1,27646,0.2260176886678691
target,Mbd1.2,38380,0.313772657566115
target,Mbd1.3,25711,0.2101982490537359
target,Mbd1.4,15755,0.1288037576851001
target,Mbd2.2,79143,0.647027343349532
target,Mbd2.3,15551,0.12713597180330002
target,Mbd2.4,20867,0.17059650978197297
target,Mbd3.1,8781,0.07178837170630684
target,Mbd3.2,23367,0.1910350622550133
target,Mbd3.3,6118,0.05001722561202428
target,Mbd3.4,6724,0.05497153073148925
target,Mbd4.1,14139,0.11559227736652686
target,Mbd4.2,4912,0.04015766789902963
target,Mbd4.3,31364,0.2564139039057747
