type,shRNA,count,pctg
target,Actb,11,8.2232317360528e-05
target,Actl6a,153,0.0011437767778327986
target,Actl6b.1,2850,0.02130564586159135
target,Actl6b.2,28032,0.20955784729548374
target,Actl6b.3,12412,0.09278795664353397
target,Actl6b.4,18392,0.13749243462680283
target,Aff1.1,994,0.0074308112233058944
target,Aff1.2,6,4.485399128756073e-05
target,Aff1.3,33347,0.24929100791104797
target,Aff1.4,164,0.0012260090951933267
target,Aff4.1,8,5.9805321716747644e-05
target,Aff4.2,7,5.2329656502154194e-05
target,Aff4.3,15300,0.11437767778327985
target,Aff4.4,8514,0.06364781363704869
target,Arid1a.1,3,2.2426995643780365e-05
target,Arid1a.2,1,7.4756652145934555e-06
target,Arid1b.1,0,0.0
target,Arid1b.2,0,0.0
target,Arid1b.3,119,0.0008896041605366212
target,Arid2.1,22405,0.16749227913296635
target,Arid2.2,104790,0.7833749578372481
target,Arid2.3,1247,0.009322154522598039
target,Arid2.4,30018,0.22440451841166634
target,Ash1l.1,15087,0.11278536109257147
target,Ash1l.2,25255,0.18879792499455772
target,Ash1l.3,9492,0.07095901421692108
target,Ash1l.4,4854,0.03628687895163663
target,Ash2l.1,52990,0.3961354997213072
target,Ash2l.2,32980,0.24654743877729215
target,Ash2l.3,306,0.002287553555665597
target,Ash2l.4,0,0.0
target,Asxl1.1,6738,0.0503710322159307
target,Asxl1.2,1853,0.013852407642641673
target,Asxl1.3,372,0.0027809474598287655
target,Asxl1.4,38848,0.2904146422565266
target,Asxl2.1,42353,0.3166168488336766
target,Asxl2.2,7660,0.057263595543785864
target,Asxl2.3,13969,0.10442756738265598
target,Asxl2.4,741660,5.544401863055382
target,Asxl3.1,972447,7.269688210935763
target,Asxl3.2,68663,0.5133016006296305
target,Asxl3.3,28807,0.21535148783679367
target,Asxl3.4,17515,0.13093627623360438
target,Atad2.1,223,0.0016670733428543404
target,Atad2.2,13643,0.10199050052269851
target,Atad2.3,15983,0.11948355712484719
target,Atad2.4,36389,0.2720319814938412
target,Atad2b.1,35622,0.2662981462742481
target,Atad2b.2,2639,0.019728280501312128
target,Atad2b.3,18427,0.1377540829093136
target,Atad2b.4,21792,0.16290969635642058
target,Atm.1,27541,0.20588729567511838
target,Atm.2,13935,0.10417339476535979
target,Atm.3,136046,1.017034349784581
target,Atm.4,1670,0.012484360908371071
target,Atr.1,4816,0.03600280367348208
target,Atr.2,23017,0.17206738624429757
target,Atr.3,44884,0.3355377574918127
target,Atr.4,18622,0.13921183762615932
target,Atrx.1,81,0.0006055288823820699
target,Atrx.2,17480,0.1306746279510936
target,Atrx.3,109206,0.816387495424893
target,Atrx.4,31338,0.23427239649492973
target,Aurkb.1,83111,0.6213100116500767
target,Aurkb.2,97,0.0007251395258155652
target,Aurkb.3,0,0.0
target,Aurkb.4,1233,0.00921749520959373
target,Baz1a.1,8600,0.06429072084550372
target,Baz1a.2,10887,0.08138756719127895
target,Baz1a.3,0,0.0
target,Baz1a.4,51673,0.3862900486336876
target,Baz1b.1,36463,0.27258518071972115
target,Baz1b.2,490736,3.668578044748734
target,Baz1b.3,40367,0.30177017771749404
target,Baz1b.4,1910,0.0142785205598735
target,Baz2a.1,3518,0.026299390224939774
target,Baz2a.3,0,0.0
target,Baz2a.4,11245,0.0840638553381034
target,Baz2b.1,339998,2.5417112216313456
target,Baz2b.2,47073,0.3519019886465577
target,Baz2b.3,53119,0.39709986053398977
target,Baz2b.4,25564,0.1911079055458671
control,Bcl6,94923,0.7096125691648546
control,Bcl6.2,63263,0.4729330084708258
control,Bcl6.3,13,9.718364778971492e-05
target,Bmi1.1,4895,0.036593381225434964
target,Bmi1.2,7005,0.05236703482822716
target,Bmi1.3,4122,0.030814692014554224
target,Bmi1.4,216659,1.6196701497286037
target,Bop1.1,1037,0.007752264827533413
target,Bop1.2,4115,0.03076236235805207
target,Bop1.3,427,0.0031921090466314056
target,Bop1.4,27,0.0002018429607940233
target,Bptf.1,3639,0.027203945715905585
target,Bptf.2,16012,0.11970035141607041
target,Bptf.3,15870,0.11863880695559814
target,Bptf.4,5020,0.03752783937725915
target,Brd1.1,13542,0.10123545833602458
target,Brd1.2,84559,0.6321347748808079
target,Brd1.3,7052,0.05271839109331304
target,Brd1.4,1133,0.008469928688134384
target,Brd2.1,5736,0.042880415670908056
target,Brd2.2,6588,0.049249682433741684
target,Brd2.3,21166,0.15822992993208507
target,Brd2.4,6292,0.04703688553022202
target,Brd3.1,7143,0.05339867662784105
