type,shRNA,count,pctg,nbPctg
control,Bcl6,82834,0.773101582677089,93.78415773896674
control,Bcl6.2,20831,0.194418705709569,89.84759759675379
control,Bcl6.3,15754,0.14703433775375882,89.04989467099382
control,CD4.1,36651,0.3420690309136102,91.46557859379459
control,CD4.2,3870,0.03611926413019212,85.11203502085634
control,CD4.3,38834,0.3624432824888581,91.63151958294216
control,CD4.4,138046,1.2884030842678298,95.18985650948584
control,CDK9.1,70004,0.6533573555994753,93.31029545942127
control,CDK9.2,92,0.0008586491731208463,75.35710934820433
control,CDK9.3,16628,0.15519150489840686,89.20273881040141
control,Ccnt1,29281,0.2732837656320815,90.82193320473641
control,Ccnt1.2,114347,1.0672169239005371,94.67834678421634
control,Ccnt1.3,58468,0.54569021580467,92.79966718109172
control,Ccnt1.4,59894,0.5589992779880432,92.86811027466949
control,Cd14,41880,0.390872036633707,91.84748930805618
control,Cd14.2,6265,0.058472142060892414,86.44530953986336
control,Cd19,16401,0.15307288139516304,89.16388068963902
control,Cd19.3,0,0.0,69.03863698207621
control,Cd19.4,4,3.733257274438462e-05,69.03863698207621
control,Fosb,0,0.0,69.03863698207621
control,Fosb.2,0,0.0,69.03863698207621
control,Hes1,1,9.333143186096155e-06,69.03863698207621
control,Hes1.2,2091,0.01951560240212706,83.43283532096967
control,Hes1.3,1,9.333143186096155e-06,69.03863698207621
control,Id2,0,0.0,69.03863698207621
control,Id2.2,0,0.0,69.03863698207621
control,Id2.3,29259,0.2730784364819874,90.81983447785024
control,Id2.4,0,0.0,69.03863698207621
control,Id2.5,1,9.333143186096155e-06,69.03863698207621
control,Id3,57,0.0005319891616074808,74.30251419451056
control,Id3.2,0,0.0,69.03863698207621
control,Id3.3,0,0.0,69.03863698207621
control,Id3.4,128,0.0011946423278203079,76.09944639970038
control,Id3.5,0,0.0,69.03863698207621
control,Klf12,13026,0.12157352314208852,88.50812655318201
control,Klf12.4,27,0.0002519948660245962,72.44217576214051
control,Klf12.5,18546,0.1730924735293393,89.51435551695045
control,Klf2,0,0.0,69.03863698207621
control,Klf2.2,0,0.0,69.03863698207621
control,Klf2.3,0,0.0,69.03863698207621
control,Klf2.4,0,0.0,69.03863698207621
control,Klf2.5,0,0.0,69.03863698207621
control,Klf2.6,316,0.0029492732468063853,78.46303946309061
control,Klf2.7,6,5.5998859116576926e-05,69.03863698207621
control,Ms4a1,160203,1.4951975378421622,95.58643031862289
control,Ms4a1.2,323,0.003014605249109058,78.548050236617
control,Nfatc3.2,220800,2.0607580154900313,96.41277334478883
control,Nfatc3.3,2638,0.024620831724921657,84.06246482871991
control,Nfatc3.7,1,9.333143186096155e-06,69.03863698207621
control,Nfatc3.8,0,0.0,69.03863698207621
target,Rpa3.1,36,0.0003359931546994616,73.22728138398624
target,Rpa3.2,726,0.006775861953105809,80.60140206703525
target,Rpa3.3,0,0.0,69.03863698207621
target,Rpa3.4,1,9.333143186096155e-06,69.03863698207621
control,Runx3,0,0.0,69.03863698207621
control,Runx3.2,0,0.0,69.03863698207621
control,Runx3.3,3979,0.037136576737476605,85.18727596603927
target,Satb1.1,552,0.005151895038725077,79.89616019327322
target,Satb1.2,40316,0.3762750006906526,91.73851848917523
target,Satb1.3,68223,0.636735027585038,93.2375456707874
target,Scmh1.1,2380,0.02221288078290885,83.78368488274106
target,Scmh1.2,3033,0.02830742328342964,84.44444673901117
target,Scmh1.3,8234,0.07684910099431574,87.212300312556
target,Scml2.1,3240,0.030239383922951543,84.62216314696714
target,Scml2.2,18902,0.1764150725035895,89.56993327528731
target,Scml2.3,7216,0.06734796123086986,86.84185263374098
target,Scml2.4,10139,0.09462873876382892,87.79953137556093
target,Scml4.1,20063,0.18725085174264716,89.73970922418883
target,Scml4.2,211,0.0019692932122662887,77.41513754539751
target,Scml4.3,671,0.00626253907787052,80.40016025674001
target,Setd1a.1,0,0.0,69.03863698207621
target,Setd1a.2,17350,0.1619300342787683,89.32510192498981
target,Setd1a.3,4788,0.04468708957502839,85.69584728101556
target,Setd1a.4,1215,0.011339768971106829,81.97326705735554
target,Setd2.1,99,0.0009239811754235193,75.62932380518276
target,Setd2.2,9084,0.08478227270249747,87.48776600704716
target,Setd2.3,16800,0.1567968055264154,89.23199886278465
target,Setd2.4,67965,0.6343270766430251,93.22686473872206
target,Setd3.1,2525,0.023566186544892793,83.9381182730685
target,Setd3.2,561,0.005235893327399943,79.94608869764917
target,Setd3.3,626,0.0058425476344961935,80.22761117493326
target,Setd4.1,0,0.0,69.03863698207621
target,Setd4.2,1658,0.015474351402547425,82.79804577790574
target,Setd4.3,1,9.333143186096155e-06,69.03863698207621
target,Setd4.4,659,0.006150541359637367,80.35804723945904
target,Setd5.1,0,0.0,69.03863698207621
target,Setd5.2,259111,2.418320064092561,96.80662998468746
target,Setd5.3,0,0.0,69.03863698207621
target,Setd5.4,73130,0.6825327611992118,93.43371281804207
target,Setd7.1,648,0.006047876784590308,80.3152661664201
target,Setd7.2,234,0.0021839555055465,77.66099294783433
target,Setd8.1,4570,0.04265246436045943,85.5688629525603
target,Setd8.2,1824,0.017023653171439387,83.06325673916619
target,Setd8.3,6770,0.06318537936987098,86.66152133204436
target,Setd8.4,2999,0.027990096415102368,84.40556241627422
target,Setdb1.1,65726,0.6134301690493559,93.13203865160109
target,Setdb1.2,61630,0.575201614559106,92.94973851617401
target,Setdb1.3,10787,0.10067661554841922,87.97330447824487
target,Setdb1.4,5851,0.054608220781848606,86.2577371817439
target,Setdb2.1,3,2.7999429558288463e-05,69.03863698207621
target,Setdb2.2,37681,0.35168216839528926,91.54487560808442
target,Setdb2.3,724,0.006757195666733617,80.60140206703525
target,Setdb2.4,2032,0.01896494695414739,83.3485024781475
target,Setmar.1,3339,0.031163365098375063,84.70259383669385
target,Setmar.2,53924,0.5032804131670491,92.56943674328171
target,Setmar.3,735,0.006859860241780674,80.63991299340869
target,Setmar.4,4056,0.037855228762806004,85.23878269317761
target,Sfmbt1.1,19250,0.179663006332351,89.62128421072462
target,Sfmbt1.2,5,4.6665715930480774e-05,69.03863698207621
target,Sfmbt1.3,10204,0.09523539307092517,87.81738660578668
target,Sfmbt1.4,19169,0.1789070217342772,89.61012881363938
target,Sfmbt2.1,0,0.0,69.03863698207621
target,Sfmbt2.2,42125,0.3931586567143005,91.86427986483903
target,Sfmbt2.3,150,0.0013999714779144234,76.49643157575572
target,Sgk1.1,12541,0.1170469486968319,88.40103259448338
target,Sin3a.1,783,0.00730785111471329,80.82465594996832
target,Sin3a.2,107218,1.0006809461268575,94.50129913009165
target,Sin3a.3,0,0.0,69.03863698207621
target,Sin3a.4,155,0.001446637193844904,76.67406265166868
target,Sin3b.1,8,7.466514548876924e-05,69.03863698207621
target,Sin3b.2,4060,0.03789256133555039,85.23878269317761
target,Sin3b.3,0,0.0,69.03863698207621
target,Sin3b.4,49,0.0004573240161187116,73.82248566194912
target,Sirt1.1,12333,0.11510565491412389,88.35459751460897
target,Sirt1.2,2960,0.027626103830844618,84.37604308146705
target,Sirt1.3,11417,0.1065564957556598,88.1345628429651
target,Sirt1.4,335,0.003126602967342212,78.63040696358271
target,Sirt3.1,4535,0.04232580434894607,85.54931755616064
target,Sirt3.2,25,0.0002333285796524039,72.44217576214051
target,Sirt3.3,12822,0.1196695619321249,88.46339152016103
target,Sirt3.4,3401,0.03174201997591303,84.7549702628823
target,Sirt4.1,6,5.5998859116576926e-05,69.03863698207621
target,Sirt4.2,43,0.00040132515700213467,73.82248566194912
