type,shRNA,count,pctg
target,Actb,4,3.5469929569134356e-05
target,Actl6a,810,0.007182660737749706
target,Actl6b.1,5358,0.047511970657855465
target,Actl6b.2,3436,0.03046866949988641
target,Actl6b.3,1217,0.010791726071409125
target,Actl6b.4,5410,0.04797307974225421
target,Aff1.1,771,0.006836828924450646
target,Aff1.2,12110,0.10738521177055425
target,Aff1.3,361699,3.207359513806581
target,Aff1.4,725,0.006428924734405601
target,Aff4.1,55474,0.4919147182295397
target,Aff4.2,89,0.0007892059329132394
target,Aff4.3,2486,0.022044561227217
target,Aff4.4,142,0.0012591824997042695
target,Arid1a.1,0,0.0
target,Arid1a.2,0,0.0
target,Arid1b.1,0,0.0
target,Arid1b.2,0,0.0
target,Arid1b.3,4,3.5469929569134356e-05
target,Arid2.1,69753,0.6185334993089572
target,Arid2.2,3630,0.03218896108398942
target,Arid2.3,796,0.007058515984257736
target,Arid2.4,491,0.004353933854611241
target,Ash1l.1,4403,0.03904352497322464
target,Ash1l.2,9540,0.08459578202238542
target,Ash1l.3,118,0.0010463629222894632
target,Ash1l.4,1508,0.01337216344756365
target,Ash2l.1,3523,0.031240140468015078
target,Ash2l.2,3820,0.0338737827385233
target,Ash2l.3,330,0.002926269189453584
target,Ash2l.4,0,0.0
target,Asxl1.1,874,0.007750179610855856
target,Asxl1.2,1873,0.01660879452074716
target,Asxl1.3,170,0.0015074720066882098
target,Asxl1.4,6569,0.058250491834910885
target,Asxl2.1,92561,0.8207830377121611
target,Asxl2.2,2317,0.020545956702921073
target,Asxl2.3,3188,0.02826953386660008
target,Asxl2.4,150390,1.3335806769755287
target,Asxl3.1,4125776,36.58524603450621
target,Asxl3.2,3589,0.0318253943059058
target,Asxl3.3,1431,0.012689367303357813
target,Asxl3.4,3618,0.03208255129528202
target,Atad2.1,4452,0.03947803161044653
target,Atad2.2,3052,0.027063556261249507
target,Atad2.3,4846,0.04297181967300627
target,Atad2.4,3714,0.03293382960494125
target,Atad2b.1,9603,0.08515443341309929
target,Atad2b.2,939,0.00832656596635429
target,Atad2b.3,3125,0.027710882475886208
target,Atad2b.4,4566,0.040488924603166866
target,Atm.1,1211,0.010738521177055425
target,Atm.2,3262,0.028925727563629065
target,Atm.3,5754,0.05102349368519976
target,Atm.4,2182,0.01934884657996279
target,Atr.1,15824,0.1403190413754955
target,Atr.2,114262,1.0132162731071073
target,Atr.3,6100,0.05409164259292989
target,Atr.4,2529,0.022425862970085194
target,Atrx.1,0,0.0
target,Atrx.2,831,0.007368877867987662
target,Atrx.3,25100,0.22257380804631804
target,Atrx.4,5149,0.04565866683786819
target,Aurkb.1,25954,0.23014663800932822
target,Aurkb.2,73592,0.6525757642129337
