plate,shRNA,Well,GeoMean
control 2,shRunx3.1,F02,3101.269527
control 2,shRunx3.2,F03,3720.06916
control 2,shRunx3.3,F04,2763.723275
control 2,shCd4.1,B10,3858.270063
control 2,shCd4.1,B11,4045.232477
control 2,shCd4.2,C11,3902.165962
control 2,shCd4.2,C10,4050.456149
control 2,shCd4.3,D11,3636.34371
control 2,shCd4.3,D10,3981.439336
control 2,shCd4.4,E11,5359.081677
control 2,shCd4.4,E10,6092.104725
control 2,shSmarca4.1,E02,3484.74087
control 2,shSmarca4.2,E03,3753.746695
control 2,shSmarca4.3,E04,3714.318162
control 2,shSmarca4.4,E05,3509.342421
control 2,shSmarce1.1,G02,3590.071343
control 2,shSmarce1.2,G03,5104.654908
control 2,shSmarce1.3,G04,4674.880114
control 2,shSmarce1.4,G05,3018.071851
control 2,shSp140.1,F06,3871.049766
control 2,shSp140.2,F07,3772.034148
control 2,shSp140.3,F08,3784.901177
control 2,shSp140.4,F09,1834.2549
control 2,shWdr82.1,G06,2741.22288
control 2,shWdr82.2,G07,2375.032956
control 2,shWdr82.3,G08,2062.077118
control 2,shWdr82.4,G09,2422.885267
control 2,shWhsc1.1,B06,4820.236339
control 2,shWhsc1.2,B07,3992.70528
control 2,shWhsc1.3,B08,4533.195654
control 2,shWhsc1.4,B09,3767.515372
control 3,shBptf.1,,4959.082644
control 3,shBptf.2,B03,4039.531781
control 3,shBptf.3,B04,4084.931177
control 3,shBptf.4,B05,3379.891633
control 3,shBrd8.1,C06,2874.31299
control 3,shBrd8.2,C07,3771.764869
control 3,shBrd8.3,C08,1906.060317
control 3,shBrd8.4,C09,2355.808454
control 3,shCxxcl.1,D06,3037.595025
control 3,shCxxcl.2,D07,1621.87207
control 3,shCxxcl.3,D08,3357.943756
control 3,shCxxcl.4,D09,3810.612348
control 3,shKlf2.1,E06,4379.763899
control 3,shKlf2.2,E07,4072.585212
control 3,shKlf2.3,E08,3976.352797
control 3,shKlf2.4,E09,3483.235355
control 3,shMll2.1,C02,7529.957621
control 3,shMll2.2,C03,8076.851837
control 3,shMll2.3,C04,4373.770164
control 3,shMll2.4,C05,6111.52826
control 3,shNcor1.1,D02,5675.284215
control 3,shNcor1.2,D03,358.0425368
control 3,shNcor1.3,D04,6472.966115
control 3,shNcor1.4,D05,3123.258706
control 3,shRunx3.1,F02,3378.146942
control 3,shRunx3.2,F03,3971.812383
control 3,shRunx3.3,F04,3220.80291
control 3,shCd4.1,B11,4203.648062
control 3,shCd4.1,B10,4252.085161
control 3,shCd4.2,C10,3652.586563
control 3,shCd4.2,C11,4156.253808
control 3,shCd4.3,D11,3807.359392
control 3,shCd4.3,D10,4261.860419
control 3,shCd4.4,E11,5574.242651
control 3,shCd4.4,E10,6147.883665
control 3,shSmarca4.1,E02,2577.493359
control 3,shSmarca4.2,E03,2415.206636
control 3,shSmarca4.3,E04,2538.231462
control 3,shSmarca4.4,E05,3212.734925
control 3,shSmarce1.1,G02,783.5685523
control 3,shSmarce1.2,G03,3564.58686
control 3,shSmarce1.3,G04,4432.806004
control 3,shSmarce1.4,G05,3154.89489
control 3,shSp140.1,F06,3857.748955
control 3,shSp140.2,F07,4309.070069
control 3,shSp140.3,F08,4480.48094
control 3,shSp140.4,F09,2115.466493
control 3,shWdr82.1,G06,2180.217372
control 3,shWdr82.2,G07,2224.833167
control 3,shWdr82.3,G08,2085.42414
control 3,shWdr82.4,G09,2060.831474
control 3,shWhsc1.1,B06,4190.350216
control 3,shWhsc1.2,B07,3834.908015
control 3,shWhsc1.3,B08,4472.563029
control 3,shWhsc1.4,B09,3732.458174
plate 1,Actl6b.1,B02,2946.779908
plate 1,Actl6b.2,C04,2855.601647
plate 1,Actl6b.3,D10,2327.272758
plate 1,Actl6b.4,E04,2852.659904
plate 1,Aff1.1,B10,2302.452237
plate 1,Aff1.2,D02,2066.308741
plate 1,Aff1.3,E08,2008.732922
plate 1,Aff1.4,G04,2769.955969
plate 1,Aff4.1,B06,2352.44367
plate 1,Aff4.2,C08,2007.346151
plate 1,Aff4.3,F02,2005.844407
plate 1,Aff4.4,G08,2814.709956
plate 1,Arid2.1,C03,3279.253031
plate 1,Arid2.2,D06,2352.16471
plate 1,Arid2.3,F06,3039.444774
plate 1,Arid2.4,F10,2575.227269
plate 1,Ash1l.1,D05,2917.947091
plate 1,Ash1l.2,E07,1775.98653
plate 1,Ash1l.3,F05,2546.976954
plate 1,Ash1l.4,G07,2244.665576
plate 1,Ash2l.1,B09,2777.775463
plate 1,Ash2l.2,D09,2334.565632
plate 1,Ash2l.3,E11,2597.667598
plate 1,Ash2l.4,G10,2034.964204
plate 1,Asxl1.1,C11,2973.468716
plate 1,Asxl1.2,E02,3092.964932
plate 1,Asxl1.3,F09,3568.64586
plate 1,Asxl1.4,G03,3377.369254
plate 1,Asxl2.1,B05,1814.081381
plate 1,Asxl2.2,E03,2317.784798
plate 1,Asxl2.3,F08,1993.97573
plate 1,Asxl2.4,G11,1740.631166
plate 1,Asxl3.1,B03,2363.96955
plate 1,Asxl3.2,C10,2967.923357
plate 1,Asxl3.3,D04,2326.650304
plate 1,Asxl3.4,G09,2439.916142
plate 1,Atad2.1,B04,2998.917556
plate 1,Atad2.2,C07,1425.245849
plate 1,Atad2.3,E06,2318.272182
plate 1,Atad2.4,F04,1124.393191
plate 1,Atad2b.1,C06,2415.562498
plate 1,Atad2b.2,D08,1515.301585
plate 1,Atad2b.3,E10,2955.764051
plate 1,Atad2b.4,G02,1783.105095
plate 1,Atm.1,B08,2278.115717
plate 1,Atm.2,C02,2618.812708
plate 1,Atm.3,E05,2382.151611
plate 1,Atm.4,F07,2162.232356
plate 1,Atr.1,B11,2758.610781
plate 1,Atr.2,C05,3025.459764
plate 1,Atr.3,E09,2435.226142
plate 1,Atr.4,F11,3157.181256
plate 1,Atrx.1,C09,2501.3249
plate 1,Atrx.2,D03,2131.552939
plate 1,Atrx.3,D07,1680.119207
plate 1,Atrx.4,G06,3029.758305
plate 1,Aurkb.1,B07,2217.759839
plate 1,Aurkb.2,D11,2400.371916
plate 1,Aurkb.3,F03,2625.581213
plate 1,Aurkb.4,G05,2117.136912
plate 10,Mll1.1,B02,4901.519795
plate 10,Mll1.2,C04,3361.733718
plate 10,Mll1.3,D10,5206.098671
plate 10,Mll1.4,E04,4636.592708
plate 10,Mll2.1,B10,6114.306928
plate 10,Mll2.2,D02,6425.050913
plate 10,Mll2.3,E08,3292.270915
plate 10,Mll2.4,G04,5207.180753
plate 10,Mll3.1,B06,3372.421669
plate 10,Mll3.2,C08,1867.172799
plate 10,Mll3.3,F02,1594.983075
plate 10,Mll3.4,G08,2504.49819
plate 10,Mll5.1,C03,2146.218182
plate 10,Mll5.2,D06,2525.87715
plate 10,Mll5.3,F06,2806.572512
plate 10,Mll5.4,F10,4002.040998
plate 10,Morf4l1.1,D05,3541.400735
plate 10,Morf4l1.2,E07,2046.991441
plate 10,Morf4l1.3,F05,2667.924254
plate 10,Morf4l1.4,G07,3662.230728
plate 10,Msl3.1,B09,4233.287424
plate 10,Msl3.2,D09,3886.869865
plate 10,Msl3.3,E11,3294.943981
plate 10,Msl3.4,G10,3805.94095
plate 10,Mta1.1,C11,3748.095694
plate 10,Mta1.2,E02,3955.915267
plate 10,Mta1.3,F09,4363.948041
plate 10,Mta1.4,G03,2188.98286
plate 10,Mta2.1,B05,4038.365733
plate 10,Mta2.2,E03,4395.02428
plate 10,Mta2.3,F08,3881.591312
plate 10,Mta2.4,G11,3598.145205
plate 10,Mta3.1,B03,4249.547542
plate 10,Mta3.2,C10,2026.253095
plate 10,Mta3.3,D04,3986.980866
plate 10,Mta3.4,G09,3477.402009
plate 10,Mtf2.1,B04,3555.72353
plate 10,Mtf2.2,C07,2329.365076
plate 10,Mtf2.3,E06,2741.967156
plate 10,Mtf2.4,F04,4393.434125
plate 10,Myst1.1,C06,5256.245493
plate 10,Myst1.2,D08,3355.549721
plate 10,Myst1.3,E10,4525.292534
plate 10,Myst1.4,G02,3705.757475
plate 10,Myst2.1,B08,5534.538826
plate 10,Myst2.2,C02,4306.981107
plate 10,Myst2.3,E05,3318.881198
plate 10,Myst2.4,F07,3726.555639
plate 10,Myst3.1,B11,2535.740413
plate 10,Myst3.2,C05,4529.882354
plate 10,Myst3.3,E09,5615.078396
plate 10,Myst3.4,F11,4523.461795
plate 10,Myst4.1,C09,3811.450605
plate 10,Myst4.2,D03,1134.623931
plate 10,Myst4.3,D07,4081.638784
plate 10,Myst4.4,G06,4354.676108
plate 10,Nap1l1.1,B07,3769.531421
plate 10,Nap1l1.2,D11,5967.276625
plate 10,Nap1l1.3,F03,3108.340144
plate 10,Nap1l1.4,G05,3372.738185
plate 11,Nap1l2.1,B02,3585.734168
plate 11,Nap1l2.2,C04,602.9561179
plate 11,Nap1l2.3,D10,4152.547489
plate 11,Nap1l2.4,E04,3400.183931
plate 11,Nap1l3.1,B10,3701.208066
plate 11,Nap1l3.2,D02,4480.284704
plate 11,Nap1l3.3,E08,3949.101171
plate 11,Nap1l3.4,G04,3598.663457
plate 11,Ncoa1.1,B06,3328.80804
plate 11,Ncoa1.2,C08,2513.510461
plate 11,Ncoa1.3,F02,2898.486474
plate 11,Ncoa1.4,G08,3954.958164
plate 11,Ncoa3.1,C03,4205.240565
plate 11,Ncoa3.2,D06,2961.19884
plate 11,Ncoa3.3,F06,3587.446546
plate 11,Ncoa3.4,F10,3833.331814
plate 11,Ncor1.1,D05,5329.362372
plate 11,Ncor1.2,E07,3315.519639
plate 11,Ncor1.3,F05,5812.903799
plate 11,Ncor1.4,G07,3335.528995
plate 11,Ncor2.1,B09,4067.959704
plate 11,Ncor2.2,D09,4266.000023
plate 11,Ncor2.3,E11,5176.358828
plate 11,Ncor2.4,G10,4797.102349
plate 11,Nsd1.1,C11,4075.594284
plate 11,Nsd1.2,E02,4190.168714
plate 11,Nsd1.3,F09,3374.012519
plate 11,Nsd1.4,G03,3825.415546
plate 11,Orc1.1,B05,3645.858014
plate 11,Orc1.2,E03,4303.957745
plate 11,Orc1.3,F08,3223.398658
plate 11,Orc1.4,G11,3719.154475
plate 11,Padi1.1,B03,1370.810097
plate 11,Padi1.2,C10,3700.185466
plate 11,Padi1.3,D04,3158.120859
plate 11,Padi1.4,G09,4029.525153
plate 11,Padi4.1,B04,4398.164591
plate 11,Padi4.2,C07,2077.055492
plate 11,Padi4.3,E06,4030.806155
plate 11,Padi4.4,F04,2789.421429
plate 11,Padi6.1,C06,3326.294366
plate 11,Padi6.2,D08,3759.447199
plate 11,Padi6.3,E10,4197.573081
plate 11,Padi6.4,G02,3471.997128
plate 11,Parp1.1,B08,3239.790498
plate 11,Parp1.2,C02,4043.947718
plate 11,Parp1.3,E05,4267.816334
plate 11,Parp1.4,F07,4775.533227
plate 11,Paxip1.1,B11,3512.915746
plate 11,Paxip1.2,C05,3420.116876
plate 11,Paxip1.3,E09,4600.024517
plate 11,Paxip1.4,F11,3877.185987
plate 11,Pbrm1.1,C09,5112.627737
plate 11,Pbrm1.2,D03,4101.318945
plate 11,Pbrm1.3,D07,4630.020351
plate 11,Pbrm1.4,G06,4156.883261
plate 11,Pcgf1.1,B07,3042.539673
plate 11,Pcgf1.2,D11,2562.557214
plate 11,Pcgf1.3,F03,3260.764488
plate 11,Pcgf1.4,G05,3739.896883
plate 12,Pcgf2.1,B02,4061.200988
plate 12,Pcgf2.2,C04,4108.551753
plate 12,Pcgf2.3,D10,1997.852143
plate 12,Pcgf2.4,E04,4115.302187
plate 12,Pcgf5.1,B10,3349.871594
plate 12,Pcgf5.2,D02,3746.848268
plate 12,Pcgf5.3,E08,3196.310595
plate 12,Pcgf5.4,G04,3179.789316
plate 12,Pcgf6.1,B06,3689.59499
plate 12,Pcgf6.2,C08,3493.163615
plate 12,Pcgf6.3,F02,3973.134874
plate 12,Pcgf6.4,G08,3431.746321
plate 12,Pcmt1.1,C03,3836.95539
plate 12,Pcmt1.2,D06,4141.948021
plate 12,Pcmt1.3,F06,3852.209208
plate 12,Pcmt1.4,F10,4429.856309
plate 12,Phc1.1,D05,3334.598115
plate 12,Phc1.2,E07,5116.457774
plate 12,Phc1.3,F05,4882.924761
plate 12,Phc1.4,G07,3492.435665
plate 12,Phf1.1,B09,4721.265382
plate 12,Phf1.2,D09,4028.680855
plate 12,Phf1.3,E11,3773.471049
plate 12,Phf1.4,G10,4584.68206
plate 12,Phf19.1,C11,3729.700393
plate 12,Phf19.2,E02,3573.798622
plate 12,Phf19.3,F09,3488.424167
plate 12,Phf19.4,G03,3345.109335
plate 12,Phf2.1,B05,3914.315127
plate 12,Phf2.2,E03,4085.906554
plate 12,Phf2.3,F08,3703.632274
plate 12,Phf2.4,G11,4692.84408
plate 12,Phf20.1,B03,5412.579979
plate 12,Phf20.2,C10,4884.140573
plate 12,Phf20.3,D04,4158.686167
plate 12,Phf20.4,G09,4424.944912
plate 12,Phf20l1.1,B04,3881.62445
plate 12,Phf20l1.2,C07,3958.189495
plate 12,Phf20l1.3,E06,4165.429088
plate 12,Phf20l1.4,F04,4692.892793
plate 12,Phf8.1,C06,4141.91309
plate 12,Phf8.2,D08,3699.636326
plate 12,Phf8.3,E10,4419.444113
plate 12,Phf8.4,G02,6411.737239
plate 12,Phip.1,B08,3678.01624
plate 12,Phip.2,C02,3186.860689
plate 12,Phip.3,E05,4011.059934
plate 12,Phip.4,F07,3874.841843
plate 12,Polr2b.1,B11,4231.474545
plate 12,Polr2b.2,C05,4431.583537
plate 12,Polr2b.3,E09,3653.806746
plate 12,Polr2b.4,F11,2995.005824
plate 12,Ppargc1a.1,C09,3703.40282
plate 12,Ppargc1a.2,D03,4102.678427
plate 12,Ppargc1a.3,D07,3318.626335
plate 12,Ppargc1a.4,G06,3915.888093
plate 12,Prdm1.1,B07,4602.998397
plate 12,Prdm1.2,D11,4157.737806
plate 12,Prdm1.3,F03,4453.005544
plate 12,Prdm1.4,G05,3258.038196
plate 13,Prdm10.1,B02,1479.139975
plate 13,Prdm10.2,C04,1134.269427
plate 13,Prdm10.3,D10,1129.860746
plate 13,Prdm10.4,E04,1117.667686
plate 13,Prdm11.1,B10,1809.033062
plate 13,Prdm11.2,D02,903.4929774
plate 13,Prdm11.3,E08,893.6285126
plate 13,Prdm11.4,G04,1226.335242
plate 13,Prdm12.1,B06,1108.682821
plate 13,Prdm12.2,C08,1116.317283
plate 13,Prdm12.3,F02,958.6483665
plate 13,Prdm12.4,G08,902.4786685
plate 13,Prdm13.1,C03,1142.186827
plate 13,Prdm13.2,D06,1069.550755
plate 13,Prdm13.3,F06,3190.257732
plate 13,Prdm13.4,F10,722.6174667
plate 13,Prdm14.1,D05,1146.381256
plate 13,Prdm14.2,E07,767.0998473
plate 13,Prdm14.3,F05,977.1602411
plate 13,Prdm14.4,G07,928.5740603
plate 13,Prdm15.1,B09,1119.447814
plate 13,Prdm15.2,D09,703.1879872
plate 13,Prdm15.3,E11,777.683264
plate 13,Prdm15.4,G10,1126.772854
plate 13,Prdm2.1,C11,1156.505052
plate 13,Prdm2.2,E02,1328.112088
plate 13,Prdm2.3,F09,1549.056902
plate 13,Prdm2.4,G03,846.7046993
plate 13,Prdm4.1,B05,1481.423851
plate 13,Prdm4.2,E03,950.3600113
plate 13,Prdm4.3,F08,965.1736015
plate 13,Prdm4.4,G11,1143.26415
plate 13,Prdm5.1,B03,1932.2429
plate 13,Prdm5.2,C10,916.1625066
plate 13,Prdm5.3,D04,530.4249202
plate 13,Prdm5.4,G09,971.7571703
plate 13,Prdm6.1,B04,1282.002321
plate 13,Prdm6.2,C07,1168.07509
plate 13,Prdm6.3,E06,1180.322583
plate 13,Prdm6.4,F04,1461.469356
plate 13,Prdm8.1,C06,847.1787134
plate 13,Prdm8.2,D08,1825.249514
plate 13,Prdm8.3,E10,837.7643873
plate 13,Prdm8.4,G02,634.7381681
plate 13,Prdm9.1,B08,1502.033116
plate 13,Prdm9.2,C02,884.7655855
plate 13,Prdm9.3,E05,1124.424046
plate 13,Prdm9.4,F07,1026.101232
plate 13,Prkaa1.1,B11,1480.959064
plate 13,Prkaa1.2,C05,1175.839721
plate 13,Prkaa1.3,E09,1188.281041
plate 13,Prkaa1.4,F11,739.5575597
plate 13,Prkaa2.1,C09,777.2997281
plate 13,Prkaa2.2,D03,873.9201458
plate 13,Prkaa2.3,D07,928.3238624
plate 13,Prkaa2.4,G06,994.6394586
plate 13,Prkcd.1,B07,1449.221414
plate 13,Prkcd.2,D11,738.0787132
plate 13,Prkcd.3,F03,1322.53297
plate 13,Prkcd.4,G05,1533.295818
plate 14,Prmt1.1,B02,6138.035035
plate 14,Prmt1.2,C04,4549.715024
plate 14,Prmt1.3,D10,4642.093233
plate 14,Prmt1.4,E04,5914.658365
plate 14,Prmt2.1,B10,4135.033784
plate 14,Prmt2.2,D02,5681.342812
plate 14,Prmt2.3,E08,4433.563638
plate 14,Prmt2.4,G04,2501.123792
plate 14,Prmt3.1,B06,3407.753102
plate 14,Prmt3.2,C08,3485.572185
plate 14,Prmt3.3,F02,2661.388251
plate 14,Prmt3.4,G08,3689.858352
plate 14,Prmt5.1,C03,4465.181519
plate 14,Prmt5.2,D06,3405.271528
plate 14,Prmt5.3,F06,5364.877493
plate 14,Prmt5.4,F10,3612.279462
plate 14,Prmt6.1,D05,4567.354559
plate 14,Prmt6.2,E07,4569.845125
plate 14,Prmt6.3,F05,4989.552307
plate 14,Prmt6.4,G07,2632.328688
plate 14,Prmt7.1,B09,4974.922978
plate 14,Prmt7.2,D09,4377.518936
plate 14,Prmt7.3,E11,5175.043429
plate 14,Prmt7.4,G10,4890.367443
plate 14,Prmt8.1,C11,3383.86716
plate 14,Prmt8.2,E02,6519.608904
plate 14,Prmt8.3,F09,4286.128916
plate 14,Prmt8.4,G03,4196.406916
plate 14,Psip1.1,B05,4046.013703
plate 14,Psip1.2,E03,4794.985963
plate 14,Psip1.3,F08,4369.57008
plate 14,Psip1.4,G11,4550.826424
plate 14,Rbbp4.1,B03,6107.520028
plate 14,Rbbp4.2,C10,3852.190844
plate 14,Rbbp4.3,D04,7451.911127
plate 14,Rbbp4.4,G09,2550.885552
plate 14,Rbbp5.1,B04,4512.788923
plate 14,Rbbp5.2,C07,3930.458265
plate 14,Rbbp5.3,E06,4630.610298
plate 14,Rbbp5.4,F04,5229.37008
plate 14,Rbbp7.1,C06,3507.673849
plate 14,Rbbp7.2,D08,3258.941967
plate 14,Rbbp7.3,E10,4240.551075
plate 14,Rbbp7.4,G02,4597.064027
plate 14,Ring1.1,B08,3861.862768
plate 14,Ring1.2,C02,5127.595743
plate 14,Ring1.3,E05,4606.018452
plate 14,Ring1.4,F07,6669.043112
plate 14,Rnf20.1,B11,5269.112766
plate 14,Rnf20.2,C05,3644.507619
plate 14,Rnf20.3,E09,3884.48609
plate 14,Rnf20.4,F11,4431.004415
plate 14,Rnf217.1,C09,3448.951652
plate 14,Rnf217.2,D03,5129.797132
plate 14,Rnf217.3,D07,3723.605099
plate 14,Rnf217.4,G06,4284.282845
plate 14,Rnf40.1,B07,5239.447944
plate 14,Rnf40.2,D11,2968.730957
plate 14,Rnf40.3,F03,5587.295353
plate 14,Rnf40.4,G05,4191.498932
plate 15,Rpa3.1,B02,3790.437427
plate 15,Rpa3.2,C04,4004.640794
plate 15,Rpa3.3,D10,2901.343162
plate 15,Rpa3.4,E04,3633.620946
plate 15,Scml2.1,B10,3254.90741
plate 15,Scml2.2,D02,3698.090702
plate 15,Scml2.3,E08,3742.220121
plate 15,Scml2.4,G04,4067.10237
plate 15,Scml4.1,B06,2554.557982
plate 15,Scml4.2,C08,3658.310196
plate 15,Scml4.3,F02,4648.394295
plate 15,Scml4.4,G08,1657.84657
plate 15,Setd1a.1,C03,3801.284743
plate 15,Setd1a.2,D06,3081.408866
plate 15,Setd1a.3,F06,3642.592384
plate 15,Setd1a.4,F10,4027.502141
plate 15,Setd2.1,D05,4238.481251
plate 15,Setd2.2,E07,3560.83656
plate 15,Setd2.3,F05,4403.99134
plate 15,Setd2.4,G07,3708.314017
plate 15,Setd4.1,B09,4572.818431
plate 15,Setd4.2,D09,4619.870457
plate 15,Setd4.3,E11,4777.217652
plate 15,Setd4.4,G10,5533.048323
plate 15,Setd5.1,C11,3862.071186
plate 15,Setd5.2,E02,6020.840632
plate 15,Setd5.3,F09,5234.194483
plate 15,Setd5.4,G03,6273.020111
plate 15,Setd8.1,B05,4196.586507
plate 15,Setd8.2,E03,3415.029691
plate 15,Setd8.3,F08,3559.308604
plate 15,Setd8.4,G11,4102.920467
plate 15,Setdb1.1,B03,4632.080973
plate 15,Setdb1.2,C10,3273.884106
plate 15,Setdb1.3,D04,2654.154419
plate 15,Setdb1.4,G09,2845.899348
plate 15,Setdb2.1,B04,4738.921836
plate 15,Setdb2.2,C07,3579.383863
plate 15,Setdb2.3,E06,2218.653966
plate 15,Setdb2.4,F04,3593.390583
plate 15,Setmar.1,C06,4247.447579
plate 15,Setmar.2,D08,4025.805357
plate 15,Setmar.3,E10,4309.682834
plate 15,Setmar.4,G02,3821.58971
plate 15,Sfmbt1.1,B08,3790.591869
plate 15,Sfmbt1.2,C02,4931.667689
plate 15,Sfmbt1.3,E05,4331.925925
plate 15,Sfmbt1.4,F07,4249.165893
plate 15,Sfmbt2.1,B11,4129.783054
plate 15,Sfmbt2.2,C05,4546.040929
plate 15,Sfmbt2.3,E09,3533.729229
plate 15,Sfmbt2.4,F11,3027.861901
plate 15,Sin3a.1,C09,3317.935792
plate 15,Sin3a.2,D03,3149.08604
plate 15,Sin3a.3,D07,3443.279721
plate 15,Sin3a.4,G06,3569.844363
plate 15,Sin3b.1,B07,4244.65775
plate 15,Sin3b.2,D11,4685.766485
plate 15,Sin3b.3,F03,3802.538431
plate 15,Sin3b.4,G05,4725.711056
plate 16,Sirt1.1,B02,4095.137789
plate 16,Sirt1.2,C04,4910.436172
plate 16,Sirt1.3,D10,3521.966556
plate 16,Sirt1.4,E04,4463.159049
plate 16,Sirt3.1,B10,3508.435905
plate 16,Sirt3.2,D02,3384.262562
plate 16,Sirt3.3,E08,3920.947892
plate 16,Sirt3.4,G04,3104.442234
plate 16,Sirt4.1,B06,3606.06895
plate 16,Sirt4.2,C08,3331.836568
plate 16,Sirt4.3,F02,4605.713924
plate 16,Sirt4.4,G08,3837.869209
plate 16,Sirt5.1,C03,3326.737132
plate 16,Sirt5.2,D06,3522.943704
plate 16,Sirt5.3,F06,4943.429061
plate 16,Sirt5.4,F10,4247.558205
plate 16,Sirt6.1,D05,5013.085926
plate 16,Sirt6.2,E07,3430.402556
plate 16,Sirt6.3,F05,4439.617626
plate 16,Sirt6.4,G07,4804.396959
plate 16,Sirt7.1,B09,4020.398385
plate 16,Sirt7.2,D09,2571.647064
plate 16,Sirt7.3,E11,3091.115099
plate 16,Sirt7.4,G10,3782.214778
plate 16,Smarca1.1,C11,3983.600555
plate 16,Smarca1.2,E02,4606.894134
plate 16,Smarca1.3,F09,2531.045183
plate 16,Smarca1.4,G03,4738.589493
plate 16,Smarca4.1,B05,2814.363734
plate 16,Smarca4.2,E03,2806.421888
plate 16,Smarca4.3,F08,3025.906537
plate 16,Smarca4.4,G11,3149.507151
plate 16,Smarca5.1,B03,4199.628034
plate 16,Smarca5.2,C10,4335.789586
plate 16,Smarca5.3,D04,3542.825319
plate 16,Smarca5.4,G09,4592.163868
plate 16,Smarcc2.1,B04,5541.259027
plate 16,Smarcc2.2,C07,4663.123047
plate 16,Smarcc2.3,E06,4247.61062
plate 16,Smarcc2.4,F04,5133.180783
plate 16,Smarcd1.1,C06,3742.42715
plate 16,Smarcd1.2,D08,3341.805163
plate 16,Smarcd1.3,E10,5314.391847
plate 16,Smarcd1.4,G02,3837.743852
plate 16,Smarcd3.1,B08,5605.480287
plate 16,Smarcd3.2,C02,4687.113041
plate 16,Smarcd3.3,E05,4159.211803
plate 16,Smarcd3.4,F07,5089.266131
plate 16,Smarce1.1,B11,4064.919259
plate 16,Smarce1.2,C05,3856.071359
plate 16,Smarce1.3,E09,3862.739768
plate 16,Smarce1.4,F11,3345.313314
plate 16,Smyd2.1,C09,4339.633003
plate 16,Smyd2.2,D03,4365.409087
plate 16,Smyd2.3,D07,3203.975368
plate 16,Smyd2.4,G06,4755.288162
plate 16,Smyd3.1,B07,4014.016885
plate 16,Smyd3.2,D11,4468.843104
